mode,tf,n,ell,strategy,expansion_order,P_literature,stencil_epsilon,construct_seconds,step_seconds_min,step_seconds_median,err_potential_abs_rms,err_potential_rel_rms,err_gradient_abs_rms,err_gradient_rel_rms,err_gradient_max,reference_samples,reference_checksum,oom_fallback,host,timestamp
gpu,Float64,1000,2,dense,3,4,0.04885596332758729,27.700103354,0.00290742,0.002939513,4.4369569933416487e-7,5.881048114512022e-6,1.4800616784718049e-5,4.309751231172496e-5,6.52163550935344e-5,1000,9f8751085387c1936ad0afa4b8e2cb4710eaaa5d7c5fd3824a7ac10bbd263d64,false,m13h-1-1,2026-07-25T09:08:59Z
