case,n,seed,P,precision,near_radius2,K_max,virtual_depth,sigma_classes,route,contact_orbit,refinement_depth,routes,body_pairs,mean_target_occupancy,mean_source_occupancy,max_target_occupancy,max_source_occupancy,source_timing_record
wake,2048,41003,8,Float64,5,32,2,1,direct,corner,1,3538,3538,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,corner,2,5704,14706,1.659362,1.659362,11,11,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,edge,0,326,326,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,edge,1,7214,7214,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,edge,2,15006,41916,1.681927,1.681927,11,11,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,face,0,232,232,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,face,1,4896,4896,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,face,2,16414,51036,1.743755,1.743755,11,11,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,0,786,786,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,1,16698,16698,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,2,35620,91166,1.619006,1.619006,11,11,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,self,0,148,148,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,self,1,1306,1306,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,self,2,5299,21414,1.913002,1.913002,11,11,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,0,20246,20246,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,1,408652,408652,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,2,1275708,3507826,1.697471,1.697471,11,11,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,0,24,96,2.000000,2.000000,3,3,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,1,1006,1278,1.131213,1.131213,9,9,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,2,550,658,1.094545,1.094545,6,6,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,3,82,90,1.048780,1.048780,2,2,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,corner,0,166,166,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,corner,1,3538,3538,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,corner,2,2690,2690,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,corner,3,7774,12016,1.263957,1.263957,6,6,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,edge,0,326,326,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,edge,1,7214,7214,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,edge,2,7140,7140,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,edge,3,23214,34776,1.233394,1.233394,6,6,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,face,0,232,232,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,face,1,4896,4896,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,face,2,6940,6940,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,face,3,28958,44096,1.233165,1.233165,6,6,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,0,786,786,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,1,16698,16698,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,2,17486,17486,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,3,49754,73680,1.226133,1.226133,6,6,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,self,0,148,148,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,self,1,1306,1306,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,self,2,1939,1939,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,self,3,12766,19475,1.218549,1.218549,6,6,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,0,20246,20246,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,1,408652,408652,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,2,511938,511938,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,3,2135598,2995798,1.189205,1.189205,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,0,24,96,2.000000,2.000000,3,3,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,1,1006,1278,1.131213,1.131213,9,9,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,2,550,658,1.094545,1.094545,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,3,82,90,1.048780,1.048780,2,2,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,corner,0,166,166,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,corner,1,3538,3538,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,corner,2,2690,2690,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,corner,3,7774,12016,1.263957,1.263957,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,edge,0,326,326,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,edge,1,7214,7214,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,edge,2,7140,7140,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,edge,3,23214,34776,1.233394,1.233394,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,face,0,232,232,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,face,1,4896,4896,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,face,2,6940,6940,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,face,3,28958,44096,1.233165,1.233165,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,0,786,786,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,1,16698,16698,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,2,17486,17486,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,3,49754,73680,1.226133,1.226133,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,self,0,148,148,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,self,1,1306,1306,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,self,2,1939,1939,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,self,3,12766,19475,1.218549,1.218549,6,6,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,0,20246,20246,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,1,408652,408652,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,2,511938,511938,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
wake,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,3,2135598,2995798,1.189205,1.189205,6,6,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,M2T,sigma_demoted_outer,0,399,5710,3.205514,4.561404,21,11,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,S2L,sigma_demoted_outer,0,347,4574,4.544669,2.985591,11,21,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,direct,corner,0,1038,55032,6.478805,6.478805,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,direct,edge,0,2354,150460,6.998726,6.998726,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,direct,face,0,1798,131966,7.693548,7.693548,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,direct,outer_0_0_1,0,5044,312682,7.601507,7.601507,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,direct,self,0,317,31356,6.460568,6.460568,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,0,1,direct,sigma_demoted_outer,0,8524,279172,5.897935,5.897935,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,M2T,outer_0_0_1,0,1897,120354,8.785451,4.682657,30,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,M2T,sigma_demoted_outer,0,659,9212,3.745068,3.965099,21,21,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,S2L,outer_0_0_1,0,425,25890,2.863529,21.176471,9,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,S2L,sigma_demoted_outer,0,87,1072,4.459770,2.793103,11,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,direct,corner,0,1038,55032,6.478805,6.478805,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,direct,edge,0,2354,150460,6.998726,6.998726,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,direct,face,0,1798,131966,7.693548,7.693548,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,direct,outer_0_0_1,0,2722,166438,7.516165,7.516165,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,direct,self,0,317,31356,6.460568,6.460568,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,0,1,direct,sigma_demoted_outer,0,8524,279172,5.897935,5.897935,32,32,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,M2T,corner,1,1348,5871,2.589021,1.614243,10,8,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,M2T,edge,1,2517,10485,2.824394,1.470799,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,M2T,face,1,720,2531,3.031944,1.158333,8,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,M2T,outer_0_0_1,1,23036,116865,2.431021,1.983504,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,M2T,sigma_demoted_outer,0,399,5710,3.205514,4.561404,21,11,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,M2T,sigma_demoted_outer,1,26525,82650,1.747974,1.850745,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,S2L,corner,1,798,2765,1.244361,2.890977,8,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,S2L,edge,1,1867,6555,1.182110,3.006963,8,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,S2L,face,1,720,2531,1.158333,3.031944,3,8,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,S2L,outer_0_0_1,1,7430,25437,1.335128,2.722611,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,S2L,sigma_demoted_outer,0,347,4574,4.544669,2.985591,11,21,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,S2L,sigma_demoted_outer,1,4001,9332,1.921270,1.239940,10,7,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,corner,0,54,54,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,corner,1,9280,46342,2.125970,2.125970,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,edge,0,112,112,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,edge,1,25496,133308,2.201483,2.201483,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,face,0,82,82,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,face,1,24698,126822,2.235930,2.235930,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,outer_0_0_1,0,190,190,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,outer_0_0_1,1,35078,170190,2.223673,2.223673,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,self,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,self,1,4910,31292,2.317108,2.317108,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,sigma_demoted_outer,0,318,318,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,1,1,direct,sigma_demoted_outer,1,58694,186872,1.803643,1.803643,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2L,corner,1,940,4476,2.131915,2.131915,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2L,edge,1,530,2602,2.198113,2.198113,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2L,outer_0_0_1,1,3570,19150,2.298880,2.298880,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,corner,1,3629,18628,2.229540,2.208322,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,edge,1,11962,69099,2.407457,2.371175,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,face,1,6940,44510,2.543084,2.464841,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,outer_0_0_1,0,1897,120354,8.785451,4.682657,30,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,outer_0_0_1,1,6079,32069,2.175029,2.175029,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,sigma_demoted_outer,0,659,9212,3.745068,3.965099,21,21,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,M2T,sigma_demoted_outer,1,30752,92046,1.760471,1.765121,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,corner,1,45,160,1.266667,2.977778,2,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,edge,1,248,835,1.149194,2.899194,2,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,face,1,274,992,1.145985,3.127737,2,8,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,outer_0_0_1,0,425,25890,2.863529,21.176471,9,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,outer_0_0_1,1,77,101,1.155844,1.155844,3,7,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,sigma_demoted_outer,0,87,1072,4.459770,2.793103,11,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,S2L,sigma_demoted_outer,1,168,398,2.035714,1.184524,10,4,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,corner,0,54,54,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,corner,1,6812,31714,2.064005,2.064005,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,edge,0,112,112,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,edge,1,17140,77812,2.053501,2.053501,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,face,0,82,82,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,face,1,18924,86382,2.128356,2.128356,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,outer_0_0_1,0,148,148,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,outer_0_0_1,1,23960,114970,2.259432,2.259432,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,self,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,self,1,4910,31292,2.317108,2.317108,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,sigma_demoted_outer,0,318,318,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,1,1,direct,sigma_demoted_outer,1,58300,186410,1.808491,1.808491,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2L,corner,2,1666,2394,1.195078,1.195078,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2L,edge,2,1200,1710,1.190000,1.190000,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2L,outer_0_0_1,2,13970,20196,1.201861,1.201861,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,corner,1,1348,5871,2.589021,1.614243,10,8,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,corner,2,7805,11576,1.202434,1.227675,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,edge,1,2517,10485,2.824394,1.470799,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,edge,2,32778,46870,1.186772,1.205992,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,face,1,720,2531,3.031944,1.158333,8,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,face,2,24962,35634,1.188767,1.202187,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,outer_0_0_1,1,23036,116865,2.431021,1.983504,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,outer_0_0_1,2,28372,38873,1.156633,1.184513,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,self,2,454,658,1.200441,1.200441,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,sigma_demoted_outer,0,399,5710,3.205514,4.561404,21,11,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,sigma_demoted_outer,1,26525,82650,1.747974,1.850745,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,M2T,sigma_demoted_outer,2,35277,45910,1.138362,1.145080,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,corner,1,798,2765,1.244361,2.890977,8,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,corner,2,1105,1308,1.180995,1.002715,3,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,edge,1,1867,6555,1.182110,3.006963,8,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,edge,2,3664,4446,1.191594,1.019651,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,face,1,720,2531,1.158333,3.031944,3,8,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,face,2,2604,3172,1.170891,1.042243,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,outer_0_0_1,1,7430,25437,1.335128,2.722611,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,outer_0_0_1,2,4394,5279,1.189804,1.009786,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,sigma_demoted_outer,0,347,4574,4.544669,2.985591,11,21,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,sigma_demoted_outer,1,4001,9332,1.921270,1.239940,10,7,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,S2L,sigma_demoted_outer,2,1385,1628,1.173285,1.002166,3,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,corner,0,54,54,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,corner,1,2960,2960,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,corner,2,21096,28104,1.153441,1.153441,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,edge,0,112,112,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,edge,1,7028,7028,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,edge,2,55406,73254,1.149930,1.149930,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,face,0,82,82,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,face,1,5830,5830,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,face,2,62818,82186,1.145245,1.145245,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,outer_0_0_1,0,190,190,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,outer_0_0_1,1,8062,8062,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,outer_0_0_1,2,77170,97780,1.127368,1.127368,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,self,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,self,1,1438,1438,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,self,2,20853,29196,1.177960,1.177960,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,sigma_demoted_outer,0,318,318,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,sigma_demoted_outer,1,20704,20704,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,2,1,direct,sigma_demoted_outer,2,98484,118630,1.098970,1.098970,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,corner,1,940,4476,2.131915,2.131915,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,corner,2,1140,1496,1.142982,1.142982,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,edge,1,530,2602,2.198113,2.198113,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,edge,2,1462,1936,1.151163,1.151163,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,face,2,2488,3434,1.176849,1.176849,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,outer_0_0_1,1,3570,19150,2.298880,2.298880,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,outer_0_0_1,2,9896,13756,1.178456,1.178456,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2L,self,2,326,482,1.211656,1.211656,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,corner,1,3629,18628,2.229540,2.208322,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,corner,2,340,416,1.102941,1.102941,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,edge,1,11962,69099,2.407457,2.371175,10,10,fm041a_gpu_stages.csv
