case,n,seed,P,precision,near_radius2,K_max,virtual_depth,sigma_classes,route,contact_orbit,refinement_depth,routes,body_pairs,mean_target_occupancy,mean_source_occupancy,max_target_occupancy,max_source_occupancy,source_timing_record
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,direct,self,0,270,36610,7.585185,7.585185,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,direct,sigma_demoted_outer,0,44763,1968919,7.311641,6.314277,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,M2T,corner,1,611,3388,2.512275,2.062193,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,M2T,edge,1,1110,5843,2.689189,1.886486,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,M2T,face,1,282,995,2.847518,1.230496,9,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,M2T,outer_0_0_1,1,13859,92377,2.686341,2.392669,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,M2T,sigma_demoted_outer,0,3563,85094,8.807466,2.609037,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,M2T,sigma_demoted_outer,1,96450,434719,2.350824,1.904520,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,S2L,corner,1,600,2168,1.293333,2.751667,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,S2L,edge,1,1467,5224,1.266530,2.828221,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,S2L,face,1,634,2179,1.206625,2.828076,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,S2L,outer_0_0_1,1,5631,20554,1.312555,2.802344,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,S2L,sigma_demoted_outer,0,150,7162,3.300000,17.666667,23,28,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,S2L,sigma_demoted_outer,1,14097,93431,2.214159,2.967653,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,corner,0,38,38,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,corner,1,10167,67224,2.493263,2.434248,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,edge,0,84,84,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,edge,1,26683,175075,2.505678,2.453210,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,face,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,face,1,22336,149554,2.525072,2.499463,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,outer_0_0_1,0,166,166,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,outer_0_0_1,1,40510,232791,2.446482,2.339867,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,self,0,55,55,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,self,1,4717,36555,2.583422,2.583422,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,sigma_demoted_outer,0,2063,2063,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,1,1,direct,sigma_demoted_outer,1,356439,1439555,2.061116,2.005145,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2L,corner,1,593,3479,2.220911,2.465430,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2L,edge,1,363,2286,2.352617,2.606061,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2L,outer_0_0_1,1,4912,28836,2.386401,2.405537,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,corner,1,2960,18116,2.331081,2.464189,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,edge,1,10582,67508,2.444812,2.525421,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,face,1,6577,44233,2.580052,2.539760,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,outer_0_0_1,0,556,78694,11.598921,7.656475,29,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,outer_0_0_1,1,6853,43678,2.412958,2.584853,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,sigma_demoted_outer,0,3761,93105,8.580165,3.202872,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,M2T,sigma_demoted_outer,1,110775,530284,2.331609,2.046003,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,S2L,corner,1,129,376,1.232558,2.279070,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,S2L,edge,1,622,2102,1.231511,2.745981,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,S2L,face,1,783,2564,1.186462,2.773946,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,S2L,outer_0_0_1,0,248,14104,2.782258,20.241935,27,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,S2L,outer_0_0_1,1,153,504,1.150327,2.810458,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,S2L,sigma_demoted_outer,1,31,109,1.032258,3.354839,2,6,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,corner,0,38,38,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,corner,1,7696,50809,2.505717,2.418139,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,edge,0,84,84,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,edge,1,17693,114246,2.498785,2.392132,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,face,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,face,1,15892,105931,2.521394,2.459854,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,outer_0_0_1,0,146,146,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,outer_0_0_1,1,32791,179926,2.426672,2.269586,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,self,0,55,55,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,self,1,4717,36555,2.583422,2.583422,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,sigma_demoted_outer,0,2062,2062,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,1,1,direct,sigma_demoted_outer,1,355848,1436464,2.061445,2.003957,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2L,corner,2,1227,1880,1.254279,1.220864,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2L,edge,2,1309,1928,1.213904,1.221543,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2L,outer_0_0_1,2,8725,12763,1.213295,1.206533,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,corner,1,611,3388,2.512275,2.062193,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,corner,2,9375,13387,1.179947,1.212907,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,edge,1,1110,5843,2.689189,1.886486,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,edge,2,35754,50640,1.177183,1.202607,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,face,1,282,995,2.847518,1.230496,9,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,face,2,26327,37196,1.178714,1.200251,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,outer_0_0_1,1,13859,92377,2.686341,2.392669,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,outer_0_0_1,2,30238,41106,1.154441,1.177558,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,self,2,495,694,1.175758,1.185859,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,sigma_demoted_outer,0,3563,85094,8.807466,2.609037,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,sigma_demoted_outer,1,96450,434719,2.350824,1.904520,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,M2T,sigma_demoted_outer,2,124067,175896,1.198465,1.181249,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,corner,1,600,2168,1.293333,2.751667,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,corner,2,1040,1272,1.203846,1.019231,4,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,edge,1,1467,5224,1.266530,2.828221,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,edge,2,4118,4987,1.183099,1.025741,4,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,face,1,634,2179,1.206625,2.828076,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,face,2,3115,3753,1.171108,1.029856,4,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,outer_0_0_1,1,5631,20554,1.312555,2.802344,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,outer_0_0_1,2,2971,3543,1.173006,1.017839,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,self,2,17,19,1.117647,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,sigma_demoted_outer,0,150,7162,3.300000,17.666667,23,28,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,sigma_demoted_outer,1,14097,93431,2.214159,2.967653,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,S2L,sigma_demoted_outer,2,146,174,1.191781,1.000000,3,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,corner,0,38,38,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,corner,1,2674,2674,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,corner,2,30719,48011,1.253654,1.249390,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,edge,0,84,84,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,edge,1,6116,6116,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,edge,2,72337,111404,1.245711,1.238757,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,face,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,face,1,4535,4535,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,face,2,69283,104070,1.226852,1.222464,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,outer_0_0_1,0,166,166,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,outer_0_0_1,1,9322,9322,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,outer_0_0_1,2,111502,166057,1.224642,1.221144,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,self,0,55,55,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,self,1,1130,1130,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,self,2,23545,34712,1.203355,1.203228,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,sigma_demoted_outer,0,2063,2063,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,sigma_demoted_outer,1,114597,114597,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,2,1,direct,sigma_demoted_outer,2,848679,1148888,1.154990,1.177165,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,corner,1,593,3479,2.220911,2.465430,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,corner,2,782,1117,1.228900,1.179028,7,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,edge,1,363,2286,2.352617,2.606061,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,edge,2,1863,2568,1.196457,1.152442,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,face,2,2496,3643,1.198317,1.207532,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,outer_0_0_1,1,4912,28836,2.386401,2.405537,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,outer_0_0_1,2,4735,6474,1.189018,1.149314,7,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2L,self,2,344,490,1.180233,1.186047,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,corner,1,2960,18116,2.331081,2.464189,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,corner,2,348,474,1.140805,1.198276,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,edge,1,10582,67508,2.444812,2.525421,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,edge,2,3439,4715,1.152951,1.189008,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,face,1,6577,44233,2.580052,2.539760,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,face,2,13868,19257,1.167147,1.189140,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,outer_0_0_1,0,556,78694,11.598921,7.656475,29,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,outer_0_0_1,1,6853,43678,2.412958,2.584853,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,outer_0_0_1,2,180,211,1.005556,1.166667,2,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,self,2,8276,11694,1.178710,1.200580,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,sigma_demoted_outer,0,3761,93105,8.580165,3.202872,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,sigma_demoted_outer,1,110775,530284,2.331609,2.046003,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,M2T,sigma_demoted_outer,2,122124,173225,1.199445,1.180783,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,corner,1,129,376,1.232558,2.279070,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,corner,2,26,30,1.115385,1.038462,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,edge,1,622,2102,1.231511,2.745981,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,edge,2,254,304,1.177165,1.015748,3,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,face,1,783,2564,1.186462,2.773946,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,face,2,1098,1312,1.191257,1.002732,4,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,outer_0_0_1,0,248,14104,2.782258,20.241935,27,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,outer_0_0_1,1,153,504,1.150327,2.810458,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,self,2,674,804,1.192878,1.000000,4,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,S2L,sigma_demoted_outer,1,31,109,1.032258,3.354839,2,6,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,corner,0,38,38,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,corner,1,2152,2152,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,corner,2,30021,47036,1.255954,1.250824,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,edge,0,84,84,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,edge,1,4654,4654,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,edge,2,65397,102005,1.255333,1.245531,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,face,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,face,1,3673,3673,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,face,2,50311,78046,1.250204,1.239709,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,0,146,146,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,1,8222,8222,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,2,110618,165019,1.226093,1.221863,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,self,0,55,55,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,self,1,1130,1130,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,self,2,14763,22437,1.217165,1.213574,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,0,2062,2062,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,1,114456,114456,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,2,848591,1148783,1.155006,1.177163,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,corner,2,1227,1880,1.254279,1.220864,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,corner,3,57,66,1.087719,1.070175,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,edge,2,1309,1928,1.213904,1.221543,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,edge,3,138,146,1.043478,1.014493,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,face,3,290,335,1.079310,1.068966,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,outer_0_0_1,2,8725,12763,1.213295,1.206533,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,outer_0_0_1,3,342,348,1.017544,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2L,self,3,29,43,1.172414,1.172414,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,corner,1,611,3388,2.512275,2.062193,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,corner,2,9375,13387,1.179947,1.212907,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,corner,3,273,318,1.043956,1.106227,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,edge,1,1110,5843,2.689189,1.886486,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,edge,2,35754,50640,1.177183,1.202607,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,edge,3,2523,2771,1.019818,1.076893,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,face,1,282,995,2.847518,1.230496,9,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,face,2,26327,37196,1.178714,1.200251,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,face,3,6894,7609,1.024079,1.077894,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,outer_0_0_1,1,13859,92377,2.686341,2.392669,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,outer_0_0_1,2,30238,41106,1.154441,1.177558,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,outer_0_0_1,3,288,306,1.000000,1.062500,1,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,self,2,495,694,1.175758,1.185859,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,self,3,3252,3539,1.017220,1.071033,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,0,3563,85094,8.807466,2.609037,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,1,96450,434719,2.350824,1.904520,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,2,124067,175896,1.198465,1.181249,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,3,22340,24656,1.063384,1.038809,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,corner,1,600,2168,1.293333,2.751667,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,corner,2,1040,1272,1.203846,1.019231,4,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,corner,3,120,133,1.108333,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,edge,1,1467,5224,1.266530,2.828221,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,edge,2,4118,4987,1.183099,1.025741,4,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,edge,3,1448,1571,1.084945,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,face,1,634,2179,1.206625,2.828076,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,face,2,3115,3753,1.171108,1.029856,4,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,face,3,4100,4427,1.079268,1.000488,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,outer_0_0_1,1,5631,20554,1.312555,2.802344,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,outer_0_0_1,2,2971,3543,1.173006,1.017839,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,outer_0_0_1,3,57,63,1.105263,1.000000,2,1,fm041a_gpu_stages.csv
