job,case,n,K,precision,P,shape,status,fused_engaged,t_cold_s,mem_gb,t_near_ms,t_life_ms,t_life_serial_ms,t_update_ms,vel_rel_rms,n_leaves,n_u,route_uploads,operator_uploads,expansion_host_copies,route_flat,operator_flat
13193508,sigma_multiscale,1000000,64,Float32,4,fused_packed,fail:AssertionError AssertionError: adaptive device U list capacity 15122880 exceeded; raise AdaptiveTreePolicy u_capacity,,,,,,,,,,,,,,,
13193508,sigma_multiscale,1000000,64,Float64,4,pairs,fail:AssertionError AssertionError: adaptive device U list capacity 15122880 exceeded; raise AdaptiveTreePolicy u_capacity,,,,,,,,,,,,,,,
13193508,sigma_multiscale,1000000,64,Float64,4,fused_cta,fail:AssertionError AssertionError: adaptive device U list capacity 15122880 exceeded; raise AdaptiveTreePolicy u_capacity,,,,,,,,,,,,,,,
13193508,sigma_multiscale,1000000,64,Float64,4,fused_srclanes,fail:AssertionError AssertionError: adaptive device U list capacity 15122880 exceeded; raise AdaptiveTreePolicy u_capacity,,,,,,,,,,,,,,,
13193508,sigma_multiscale,1000000,64,Float64,4,fused_packed,fail:AssertionError AssertionError: adaptive device U list capacity 15122880 exceeded; raise AdaptiveTreePolicy u_capacity,,,,,,,,,,,,,,,
13193508,rotor,100000,64,Float32,4,pairs,ok,false,0.073,2.875,0.293,12.537,12.994,3.0,1.430e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float32,4,fused_cta,ok,true,0.072,2.875,0.4669,12.379,13.061,2.951,1.430e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float32,4,fused_srclanes,ok,true,0.072,2.875,0.4348,12.437,13.081,2.977,1.430e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float32,4,fused_packed,ok,true,0.071,2.875,0.4622,12.412,13.105,2.87,1.430e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float64,4,pairs,ok,false,0.069,3.531,0.4591,12.153,12.449,2.864,1.432e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float64,4,fused_cta,ok,true,0.069,3.531,0.7672,12.698,12.79,2.887,1.432e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float64,4,fused_srclanes,ok,true,0.069,3.531,0.7696,12.565,12.81,2.885,1.432e-03,3536,43572,2,4,0,true,true
13193508,rotor,100000,64,Float64,4,fused_packed,ok,true,0.069,3.531,0.7542,12.568,12.823,2.861,1.432e-03,3536,43572,2,4,0,true,true
13193508,rotor,1000000,64,Float32,4,pairs,ok,false,0.484,8.25,2.6618,26.882,27.059,14.645,8.500e-04,24201,184621,2,4,0,true,true
13193508,rotor,1000000,64,Float32,4,fused_cta,ok,true,0.281,8.344,2.4857,26.796,26.776,13.436,8.500e-04,24201,184621,2,4,0,true,true
13193508,rotor,1000000,64,Float32,4,fused_srclanes,ok,true,0.272,8.312,3.2855,27.573,27.689,16.371,8.500e-04,24201,184621,2,4,0,true,true
13193508,rotor,1000000,64,Float32,4,fused_packed,ok,true,0.265,8.344,2.0185,26.335,26.298,14.71,8.500e-04,24201,184621,2,4,0,true,true
13193508,rotor,1000000,64,Float64,4,pairs,ok,false,0.273,9.406,4.2111,34.759,34.624,18.516,5.468e-04,24199,184605,2,4,0,true,true
13193508,rotor,1000000,64,Float64,4,fused_cta,ok,true,0.295,9.469,4.3493,35.072,34.803,18.268,5.468e-04,24199,184605,2,4,0,true,true
13193508,rotor,1000000,64,Float64,4,fused_srclanes,ok,true,0.282,9.469,6.0912,36.838,36.4,17.59,5.468e-04,24199,184605,2,4,0,true,true
13193508,rotor,1000000,64,Float64,4,fused_packed,ok,true,0.312,9.469,3.1774,33.874,33.774,18.333,5.468e-04,24199,184605,2,4,0,true,true
13193508,cube,100000,64,Float64,8,pairs,ok,false,0.97,2.531,0.6964,8.955,9.075,1.588,1.218e-05,4096,199480,2,4,0,true,true
13193508,cube,100000,64,Float64,8,fused_cta,ok,true,0.964,2.531,1.2071,9.037,9.586,1.593,1.218e-05,4096,199480,2,4,0,true,true
13193508,cube,100000,64,Float64,8,fused_srclanes,ok,true,0.964,2.531,1.0241,9.125,9.414,1.64,1.218e-05,4096,199480,2,4,0,true,true
13193508,cube,100000,64,Float64,8,fused_packed,ok,true,0.964,2.531,0.7482,8.755,9.128,1.499,1.218e-05,4096,199480,2,4,0,true,true
13193508,cube,316228,64,Float32,4,pairs,ok,false,1.264,2.688,1.0636,22.285,22.491,2.871,3.958e-04,24158,1285478,2,4,0,true,true
13193508,cube,316228,64,Float32,4,fused_packed,ok,true,1.282,2.688,0.8101,21.888,22.245,2.857,3.958e-04,24158,1285478,2,4,0,true,true
13193508,cube,316228,64,Float64,4,pairs,ok,false,0.164,2.844,2.9121,41.602,41.802,3.523,3.958e-04,24158,1285478,2,4,0,true,true
13193508,cube,316228,64,Float64,4,fused_packed,ok,true,0.165,2.844,1.5267,39.757,40.337,3.478,3.958e-04,24158,1285478,2,4,0,true,true
13193508,wake,316228,256,Float32,4,pairs,ok,false,1.288,2.062,1.8572,16.468,16.86,3.305,6.073e-04,6473,320591,2,4,0,true,true
13193508,wake,316228,256,Float32,4,fused_packed,ok,true,1.317,2.062,2.1534,16.189,17.237,3.339,6.073e-04,6473,320591,2,4,0,true,true
13193508,wake,316228,256,Float64,4,pairs,ok,false,0.144,2.188,4.3367,35.151,35.427,3.775,6.074e-04,6473,320591,2,4,0,true,true
13193508,wake,316228,256,Float64,4,fused_packed,ok,true,0.131,2.188,4.218,34.173,35.531,3.917,6.074e-04,6473,320591,2,4,0,true,true
13193508,rotor,316228,64,Float32,4,pairs,ok,false,0.113,4.156,0.5591,14.7,14.722,5.786,8.702e-04,10667,82177,2,4,0,true,true
13193508,rotor,316228,64,Float32,4,fused_packed,ok,true,0.098,4.188,0.5317,14.82,14.702,5.701,8.702e-04,10667,82177,2,4,0,true,true
13193508,rotor,316228,64,Float64,4,pairs,ok,false,0.101,4.938,0.8616,17.619,17.507,5.98,8.545e-04,10667,82169,2,4,0,true,true
13193508,rotor,316228,64,Float64,4,fused_packed,ok,true,0.106,4.969,0.8037,18.124,17.523,8.128,8.545e-04,10667,82169,2,4,0,true,true
