label,job,host,case,n,tf,literature_P,expansion_order,ell,q,kernel,rho_t,rho_c,rectangular,component_semantics,reference_checksum,reference_u_rel,reference_j_rel,u_cutoff_rel,u_fmm_rel,u_total_rel,u_triangle_rel,u_correlation,u_cancellation_ratio,u_identity_rel,u_triangle_pass,j_cutoff_rel,j_fmm_rel,j_total_rel,j_triangle_rel,j_correlation,j_cancellation_ratio,j_identity_rel
d37b_cu5_tp_l5q16,13170230,m13h-1-2,cube,100000,Float32,5,4,5,16,twopass,3.668,2.0,false,truncated_deficit,82fe79cd3e2ae3078da9ab28ec386973ecd67d5f0fa353b245c1c6ba68bb4cbb,1.465050770587339e-15,2.587100809343683e-15,0.0005558073889203821,0.0003579824141508263,0.0006584356402389071,0.0009137898030712083,-0.008885216463668983,0.7205548125246454,0.0,true,0.0027426652134906965,0.004550014129885283,0.0053450828385462066,0.0072926793433759785,0.013825824177376964,0.7329381406850426,3.773382289129538e-21
d37b_cu5_tp_l5q16,13170230,m13h-1-2,cube,100000,Float64,5,4,5,16,twopass,3.668,2.0,false,truncated_deficit,82fe79cd3e2ae3078da9ab28ec386973ecd67d5f0fa353b245c1c6ba68bb4cbb,1.465050770587339e-15,2.587100809343683e-15,0.0005558073889203821,0.00035797367809457304,0.0006584399997888104,0.000913781067014955,-0.008855288166538664,0.7205664721635496,0.0,true,0.0027426652134906965,0.004550092499328357,0.005345183494347041,0.0072927577128190525,0.013840124709196253,0.7329440665430845,3.773382289129538e-21
d37b_cu6_anchor,13170230,m13h-1-2,cube,1000000,Float32,5,4,5,12,partitioned,3.668,,false,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0004732607635214326,0.0007078245102987673,0.000987659890963283,0.025536216946702467,0.7166682749548663,0.0,true,0.0027323703355589183,0.0027143043691771093,0.003851904857891512,0.005446674704736028,0.0002612541660752776,0.7072030306018053,3.981398168974408e-21
d37b_cu6_anchor,13170230,m13h-1-2,cube,1000000,Float64,5,4,5,12,partitioned,3.668,,false,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.00047321159432061883,0.0007078046535355768,0.0009876107217624691,0.025576721548965082,0.7166838491510538,0.0,true,0.0027323703355589183,0.0027141668105867805,0.003851775686739105,0.005446537146145699,0.00024452274639593226,0.7071971756338531,3.981398168974408e-21
d37b_cu6_tp_l5q6,13170230,m13h-1-2,cube,1000000,Float32,5,4,5,6,twopass,3.668,2.0,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0018615993466589251,0.001924931225550739,0.0023759984741007754,-0.012948117769383401,0.8101567600034978,0.0,false,0.0027323703355589183,0.010813346287623947,0.01110936909671397,0.013545716623182864,-0.01652036922712397,0.8201388974652548,3.5610707805279876e-21
d37b_cu6_tp_l5q6,13170230,m13h-1-2,cube,1000000,Float64,5,4,5,6,twopass,3.668,2.0,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0018616189318375303,0.001924939791789463,0.002376018059279381,-0.01296883594955464,0.810153687288587,0.0,false,0.0027323703355589183,0.010813276440484116,0.011109279327400308,0.013545646776043035,-0.01652866650774429,0.8201364992809563,3.5610707805279876e-21
d37b_cu6_tp_l5q4_p5,13170230,m13h-1-2,cube,1000000,Float32,5,4,5,4,twopass,3.668,1.7,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.01037019237327228,0.010348787057851186,0.01088459150071413,-0.06637113593488408,0.9507740421100974,0.0,false,0.0027323703355589183,0.0585229077513928,0.05851188836915575,0.06125527808695172,-0.027376973745221897,0.9552138231435056,1.424428312211195e-20
d37b_cu6_tp_l5q4_p5,13170230,m13h-1-2,cube,1000000,Float64,5,4,5,4,twopass,3.668,1.7,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.010371840656352205,0.010350477292456623,0.010886239783794055,-0.06628581499991255,0.9507853490297907,0.0,false,0.0027323703355589183,0.05852157762335907,0.058510684357102556,0.06125394795891798,-0.027331356715902717,0.9552149095164398,5.129919915132786e-19
d37b_cu6_tp_l5q4_p6,13170230,m13h-1-2,cube,1000000,Float32,6,5,5,4,twopass,3.668,1.7,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.004218944592649125,0.004256067423350488,0.004733343720090975,0.011521859832605983,0.8991672008278929,0.0,false,0.0027323703355589183,0.025851705781923463,0.02600374679646251,0.02858407611748238,0.0029609929681921705,0.9097284337470083,3.5610707805279876e-21
d37b_cu6_tp_l5q4_p6,13170230,m13h-1-2,cube,1000000,Float64,6,5,5,4,twopass,3.668,1.7,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0042193950899182394,0.004256493676589997,0.0047337942173600895,0.01148078954207274,0.8991716752241354,0.0,false,0.0027323703355589183,0.025854614396489846,0.02600666940556201,0.028586984732048765,0.0029720716634931326,0.9097381080700697,3.5610707805279876e-21
d37b_cu6_tp_l6q12,13170230,m13h-1-2,cube,1000000,Float32,5,4,6,12,twopass,3.668,2.0,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.000736978821489987,0.0009174037061281236,0.0012513779489318375,0.04469164008714196,0.7331148090880213,0.0,false,0.0027323703355589183,0.00798873164383964,0.008497100060091977,0.010721101979398559,0.02095980474631548,0.7925584586752203,1.6318876406864978e-20
d37b_cu6_tp_l6q12,13170230,m13h-1-2,cube,1000000,Float64,5,4,6,12,twopass,3.668,2.0,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.000736974775023332,0.000917424165345074,0.0012513739024651825,0.04474926286626371,0.7331335291057023,0.0,false,0.0027323703355589183,0.007989540664747292,0.008497895046099171,0.01072191100030621,0.020971058826094464,0.792572802167121,1.6318876406864978e-20
d37b_cu6_tp_l6q16,13170230,m13h-1-2,cube,1000000,Float32,5,4,6,16,twopass,3.668,2.0,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0003705682204946334,0.0006428557948702956,0.0008849673479364838,0.029735354295867225,0.7264175298323379,0.0,true,0.0027323703355589183,0.004158089780589395,0.005014252274921125,0.0068904601161483125,0.0170386659890153,0.7277093532795941,1.6702902510835194e-20
d37b_cu6_tp_l6q16,13170230,m13h-1-2,cube,1000000,Float64,5,4,6,16,twopass,3.668,2.0,false,truncated_deficit,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0003703819857407196,0.0006427712535356299,0.0008847811131825699,0.029827204287454816,0.726474880576477,0.0,true,0.0027323703355589183,0.0041578301209792504,0.005014104052367909,0.006890200456538169,0.017069344353623075,0.7277152651792567,1.6702902510835194e-20
d37b_wa5_anchor,13170230,m13h-1-2,wake,100000,Float32,5,4,5,6,partitioned,3.668,,false,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364131779,0.0002890238529767252,0.000329878500329822,0.000393861496618043,0.2358718217036631,0.8375495019502501,0.0,true,0.0012444871854584206,0.002161090652575023,0.002454776393928114,0.0034055778380334433,-0.035905862955300474,0.720810538086432,2.672090362170379e-20
d37b_wa5_anchor,13170230,m13h-1-2,wake,100000,Float64,5,4,5,6,partitioned,3.668,,false,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364131779,0.00028903342520444816,0.00032992065090425875,0.00039387106884576596,0.2362316083254248,0.8376361632020523,0.0,true,0.0012444871854584206,0.002161080239485848,0.0024547827773391305,0.003405567424944268,-0.03589184212316547,0.7208146164891458,2.672090362170379e-20
d37b_wa5_tp_l5q3_p6,13170230,m13h-1-2,wake,100000,Float32,6,5,5,3,twopass,3.4,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.0007684528721387154,0.0008983046943648912,0.0010383675696010388,0.3461089351919637,0.8651124328835093,0.0,false,0.0031466186073002026,0.004100338703524244,0.005192258552553309,0.007246957310824447,0.00951631093592163,0.7164742842900248,8.948034191961585e-20
d37b_wa5_tp_l5q3_p6,13170230,m13h-1-2,wake,100000,Float64,6,5,5,3,twopass,3.4,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.0007685046173253743,0.0008984009982034844,0.0010384193147876975,0.34631100616607763,0.8651620645048964,0.0,false,0.0031466186073002026,0.0041003489228236675,0.005192283306657039,0.007246967530123869,0.009523001355721568,0.7164766897428461,8.948034191961585e-20
d37b_wa5_tp_l5q4_p5,13170230,m13h-1-2,wake,100000,Float32,5,4,5,4,twopass,3.668,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364131779,0.0015287302265743958,0.001560582438961609,0.0016335678702157136,0.27270026679630127,0.9553214576603624,0.0,false,0.0012444871854584206,0.010252259352968321,0.010193991156668006,0.011496746538426741,-0.10738131078922987,0.8866848653743559,3.959463681400293e-19
d37b_wa5_tp_l5q4_p5,13170230,m13h-1-2,wake,100000,Float64,5,4,5,4,twopass,3.668,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364131779,0.0015287839506029934,0.0015606464364202254,0.0016336215942443111,0.27280139628490446,0.9553292157246226,0.0,false,0.0012444871854584206,0.01025225214348711,0.0101939882276959,0.01149673932894553,-0.1073779333470539,0.8866851666394078,3.7024241101820264e-19
d37b_wa5_tp_l5q4_p6,13170230,m13h-1-2,wake,100000,Float32,6,5,5,4,twopass,3.4,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.00048016857889253455,0.0006247838303914281,0.0007500832763548579,0.3354011188671625,0.8329526201779339,0.0,true,0.0031466186073002026,0.003267916702324111,0.004483333473659912,0.006414535309624312,-0.023349919804821876,0.698933477992265,8.297732360693586e-20
d37b_wa5_tp_l5q4_p6,13170230,m13h-1-2,wake,100000,Float64,6,5,5,4,twopass,3.4,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.0004802320824857532,0.0006249009798241914,0.0007501467799480764,0.33568622951560123,0.8330382753458541,0.0,true,0.0031466186073002026,0.0032679166920720915,0.004483357138736396,0.006414535299372293,-0.0233395986319628,0.6989371683986405,8.297732360693586e-20
d37b_wa5_tp_l6q6,13170230,m13h-1-2,wake,100000,Float32,5,4,6,6,twopass,3.668,1.9,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364131779,0.0002968955474450614,0.0003354322245715481,0.0004017331910863792,0.2148839056695112,0.8349626867136918,0.0,true,0.0012444871854584206,0.0027485924000254054,0.002996912283040714,0.0039930795854838256,-0.017836889929178295,0.7505265594844361,4.572015658410699e-20
d37b_wa5_tp_l6q6,13170230,m13h-1-2,wake,100000,Float64,5,4,6,6,twopass,3.668,1.9,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364131779,0.00029692043764916305,0.0003355272658507817,0.0004017580812904808,0.21565277168937705,0.8351475215459011,0.0,true,0.0012444871854584206,0.002748583012089992,0.002996909803354036,0.003993070197548412,-0.01783157977955735,0.7505277030175979,6.689666019419467e-20
d37b_wa5_tp_l6q6_r34,13170230,m13h-1-2,wake,100000,Float32,5,4,6,6,twopass,3.4,1.9,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.00029688809657510927,0.00044294739054677733,0.0005668027940374325,0.2196676976481563,0.7814841338229613,0.0,true,0.0031466186073002026,0.002748592552531123,0.004144126573798126,0.005895211159831326,-0.016313564784300027,0.7029649085405615,6.586449391059411e-20
d37b_wa5_tp_l6q6_r34,13170230,m13h-1-2,wake,100000,Float64,5,4,6,6,twopass,3.4,1.9,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.0002969167696924992,0.00044310652949637597,0.0005668314671548225,0.22041998113182304,0.7817253543112619,0.0,true,0.0031466186073002026,0.002748584098285219,0.004144125156344579,0.005895202705585422,-0.016311607372461637,0.7029656762130027,6.586449391059411e-20
d37b_wa5_tp_l6q6_r32,13170230,m13h-1-2,wake,100000,Float32,5,4,6,6,twopass,3.2,1.9,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.0005187049642332685,0.00029689218151596696,0.000651875007954367,0.0008155971457492354,0.2199398093182824,0.799261021635298,0.0,true,0.005972179221951621,0.002748590505555138,0.006536760650604701,0.00872076972750676,-0.014999462988647622,0.7495623499823267,4.450784037377261e-20
d37b_wa5_tp_l6q6_r32,13170230,m13h-1-2,wake,100000,Float64,5,4,6,6,twopass,3.2,1.9,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.0005187049642332685,0.00029691644725524644,0.0006520665971539768,0.0008156214114885149,0.2206860992557141,0.7994721423067482,0.0,true,0.005972179221951621,0.0027485842344839354,0.006536763776173781,0.008720763456435557,-0.014997202504667113,0.7495632473954931,5.667299246692792e-20
d37b_wa5_tp_l6q9,13170230,m13h-1-2,wake,100000,Float32,5,4,6,9,twopass,3.4,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.00021556258592870907,0.0004099685015602229,0.0004854772833910323,0.41895890927436547,0.84446485054175,0.0,true,0.0031466186073002026,0.0019287689832041366,0.003529003087318057,0.005075387590504339,-0.09618358476285281,0.6953169633626703,4.0624982483597474e-20
d37b_wa5_tp_l6q9,13170230,m13h-1-2,wake,100000,Float64,5,4,6,9,twopass,3.4,2.0,false,truncated_deficit,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00026991469746232325,0.00021564000859993943,0.00041012971633481386,0.00048555470606226266,0.4196574533718839,0.8446622207842899,0.0,true,0.0031466186073002026,0.0019287585885596958,0.003529008101660332,0.005075377195859898,-0.09617788397210518,0.6953193753833755,4.0624982483597474e-20
d37b_wa6_anchor,13170230,m13h-1-2,wake,1000000,Float32,5,4,6,6,partitioned,3.668,,false,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460729e-5,0.00028884539959593504,0.0002989314082160843,0.0003249839681505423,0.22140843257485376,0.9198343226506802,0.0,true,0.0015621938000611952,0.002392544478355317,0.00286953517219034,0.003954738278416512,0.009299178217387674,0.7255942037558323,4.559615019599706e-20
d37b_wa6_anchor,13170230,m13h-1-2,wake,1000000,Float64,5,4,6,6,partitioned,3.668,,false,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460729e-5,0.000288875526025078,0.00029897636814127956,0.00032501409457968527,0.22183925171196187,0.9198873929695934,0.0,true,0.0015621938000611952,0.002392538655557047,0.0028695379517267865,0.003954732455618243,0.009305062154556641,0.7255959749313035,4.8092117264125836e-20
d37b_wa6_tp_l6q4_p5,13170230,m13h-1-2,wake,1000000,Float32,5,4,6,4,twopass,3.4,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,9.045761315081828e-5,0.0016141549685577444,0.0016372115040333337,0.0017046125817085627,0.22868801743924158,0.9604595915819936,3.7676474631160636e-20,false,0.003832020751876865,0.012597206741400219,0.01293026510586851,0.016429227493277083,-0.06403451264727994,0.7870281856623895,3.1044652302734674e-19
d37b_wa6_tp_l6q4_p5,13170230,m13h-1-2,wake,1000000,Float64,5,4,6,4,twopass,3.4,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,9.045761315081828e-5,0.0016142470672342029,0.0016373121595082934,0.001704704680385021,0.2287854581516521,0.9604667473186579,3.7676474631160636e-20,false,0.003832020751876865,0.012597201381142184,0.012930255423259606,0.016429222133019047,-0.06403573465583054,0.7870278530882295,3.1641512123123483e-19
d37b_wa6_tp_l7q6,13170230,m13h-1-2,wake,1000000,Float32,5,4,7,6,twopass,3.668,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460729e-5,0.00029143287636731124,0.00030126802700099615,0.00032757144492191856,0.21474177312017387,0.9197017373501765,0.0,true,0.0015621938000611952,0.002936895640076184,0.0033424176830665346,0.004499089440137379,0.011546479372785643,0.7429098104269903,6.787808567409322e-20
d37b_wa6_tp_l7q6,13170230,m13h-1-2,wake,1000000,Float64,5,4,7,6,twopass,3.668,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460729e-5,0.00029148725164638065,0.0003013492302614129,0.0003276258202009879,0.21551992922599303,0.9197969503030768,0.0,true,0.0015621938000611952,0.002936890052087423,0.0033423934445398636,0.004499083852148619,0.011532420308395366,0.7429053457058026,6.61331360554528e-20
d37b_wa6_tp_l7q6_r34,13170230,m13h-1-2,wake,1000000,Float32,5,4,7,6,twopass,3.4,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,9.045761315081828e-5,0.0002914322700992494,0.00032296529385270875,0.00038188988325006765,0.21225854681726872,0.8457026698484859,0.0,true,0.003832020751876865,0.0029368994427931435,0.004853866543981931,0.006768920194670008,0.011118414517903798,0.7170813666563788,6.720185755775607e-20
d37b_wa6_tp_l7q6_r34,13170230,m13h-1-2,wake,1000000,Float64,5,4,7,6,twopass,3.4,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,9.045761315081828e-5,0.0002914860862412215,0.0003230776897480068,0.00038194369939203976,0.21300143334094643,0.8458777831975416,0.0,true,0.003832020751876865,0.0029368908025265324,0.004853829795672399,0.006768911554403396,0.011104852765709973,0.7170768530008086,6.763542242623728e-20
d37b_wa6_tp_l7q6_r30,13170230,m13h-1-2,wake,1000000,Float32,5,4,7,6,twopass,3.0,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,0.0003157889684300128,0.00029143044401850173,0.0004697234147338462,0.0006072194124485145,0.1955096545451229,0.7735645552564965,0.0,true,0.012720246597953747,0.0029368983790395197,0.013086252662500733,0.015657144976993265,0.010974377287319346,0.8358006955757118,5.797836393734349e-20
d37b_wa6_tp_l7q6_r30,13170230,m13h-1-2,wake,1000000,Float64,5,4,7,6,twopass,3.0,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,0.0003157889684300128,0.00029148854218328385,0.00046990661323721396,0.0006072775106132967,0.19622176736045674,0.7737922202365929,0.0,true,0.012720246597953747,0.0029368887396570374,0.013086217897083191,0.015657135337610782,0.010962993017630563,0.8357989897199225,5.797836393734349e-20
d37b_wa6_tp_l7q9,13170230,m13h-1-2,wake,1000000,Float32,5,4,7,9,twopass,3.4,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,9.045761315081828e-5,0.0002179937029679333,0.00026565444255787987,0.00030845131611875157,0.3770045448272086,0.8612524203190782,0.0,true,0.003832020751876865,0.0019101243140582113,0.004093481682188772,0.005742145065935076,-0.10768060415664395,0.7128837107360979,3.376364609267232e-20
