label,job,host,case,n,kernel,tf,ell,q,sched,strategy,K,rho_t,status,message,leaf_q,uj_ms_median,uj_ms_min,reset_ms,refresh_ms,eval_ms,finalize_ms,overhead_ms,rk3_step_ms,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,u_rel_rms,u_max_err,j_rel_rms,gate_pass,n_cells,n_nodes,n_routes,n_direct,total_cells,nodes_per_level,routes_per_level,construct_s,alloc_bytes_step,device_mem_gb,counters_flat
cy2_c5_auto_f32,13150961,m13h-2-2,cube,100000,partitioned,Float32,4,16,uniform,dense,256,default,ok,,17,12.151,12.095,0.046,0.316,11.773,0.055,-0.038,37.278,0.395,1.056,3.283,1.053,7.743,0.398,0.0,0.0,0.0,0.003,9.3470e-04,8.4214e-06,5.2345e-03,true,2744,3329,2539784,587920,4096,1 8 64 512 2744,176 169984 2369624,52.67,1328,1.2,true
cy2_c5_auto_f64,13150961,m13h-2-2,cube,100000,partitioned,Float64,4,16,uniform,dense,256,default,ok,,17,20.626,20.602,0.047,0.336,20.212,0.065,-0.034,62.438,0.696,1.081,4.042,1.068,15.308,0.451,0.0,0.0,0.0,0.003,9.3471e-04,8.4214e-06,5.2346e-03,true,2744,3329,2539784,587920,4096,1 8 64 512 2744,176 169984 2369624,18.83,1856,1.57,true
cy2_w5_auto_f32,13150961,m13h-2-2,wake,100000,partitioned,Float32,5,16,uniform,dense,256,default,ok,,16,11.275,11.243,0.045,0.323,10.897,0.054,-0.044,34.432,0.268,1.319,0.692,1.301,9.733,0.32,0.0,0.0,0.0,0.003,4.7925e-04,7.4881e-05,4.3623e-03,true,896,1121,240464,121104,32768,1 8 16 32 168 896,0 288 9792 230384,2.01,1440,2.2,true
cy2_w5_auto_f64,13150961,m13h-2-2,wake,100000,partitioned,Float64,5,16,uniform,dense,256,default,ok,,16,21.563,21.447,0.044,0.324,21.158,0.061,-0.024,66.895,0.51,1.304,0.805,1.286,19.849,0.32,0.0,0.0,0.0,0.003,4.7925e-04,7.4881e-05,4.3623e-03,true,896,1121,240464,121104,32768,1 8 16 32 168 896,0 288 9792 230384,0.27,1968,3.04,true
cy2_w5_e5q12_dense_f32,13150961,m13h-2-2,wake,100000,partitioned,Float32,5,12,uniform,dense,256,default,ok,,12,9.771,9.718,0.044,0.321,9.344,0.056,0.005,,0.266,1.295,0.662,1.284,8.235,0.319,0.0,0.0,0.0,0.003,6.9412e-04,1.1111e-04,5.9862e-03,true,896,1121,227840,92592,32768,1 8 16 32 168 896,0 320 10608 216912,1.43,1440,2.92,true
cy2_c6_auto_f32,13150961,m13h-2-2,cube,1000000,partitioned,Float32,5,16,uniform,dense,256,default,ok,,17,151.156,151.045,0.369,0.904,149.355,0.561,-0.033,,3.033,1.325,31.305,1.319,115.415,0.74,0.0,0.0,0.0,0.003,9.8346e-04,3.7587e-06,4.9585e-03,true,21950,25279,34516836,5647542,32768,1 8 64 512 2744 21950,176 169984 2369624 31977052,2.71,9004,4.89,true
cy2_w6_auto_f32,13150961,m13h-2-2,wake,1000000,partitioned,Float32,6,16,uniform,dense,256,default,ok,,16,177.175,174.357,0.367,0.994,175.583,0.561,-0.33,,1.843,1.562,5.471,1.557,166.755,0.618,0.0,0.0,0.0,0.003,4.9182e-04,5.6449e-05,4.9311e-03,true,6048,7169,5181864,1142760,262144,1 8 16 32 168 896 6048,0 288 9792 230384 4941400,2.59,9900,9.35,true
cy2_w6_e6q12_dense_f32,13150961,m13h-2-2,wake,1000000,partitioned,Float32,6,12,uniform,dense,256,default,ok,,12,139.644,139.517,0.368,0.992,137.778,0.558,-0.052,,1.842,1.559,4.55,1.543,132.472,0.549,0.0,0.0,0.0,0.003,7.0204e-04,7.2280e-05,6.3301e-03,true,6048,7169,4089528,828040,262144,1 8 16 32 168 896 6048,0 320 10608 216912 3861688,2.11,9900,16.45,true
