host,gpu,variant,precision,P,lh,n,ell,routes,n_direct,nonempty_classes,max_class,mean_class,n_angle_classes,nonempty_angle_classes,construction_ms,persistent_device_bytes,peak_device_bytes,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-2-2,NVIDIA H200,factored,Float64,8,false,150,3,11900,5000,2506,20,4.748603351955308,0,0,13.466329,67108864,136314880,0.5492479540407658,0.6223679520189762,0.17356799799017608,0.6022719899192452,0.5615680129267275,0,4.699279,1171872,3.546098414908272e-10,2.5811966918032336e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float64,8,false,150,3,11900,5000,2506,20,4.748603351955308,387,375,45.80294,100663296,169869312,0.5488320020958781,0.6219520000740886,0.11161599832121283,0.6118399905972183,0.560703978408128,0,4.711298,1174272,3.546098414908272e-10,2.5811966931910124e-8
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,8,false,150,3,11900,5000,2506,20,4.748603351955308,387,375,35.712612,100663296,169869312,0.5496960366144776,0.6307839648798108,82.48893171548843,0.6432959926314652,0.5627520149573684,0,88.531347,18430672,3.546098414908272e-10,2.5811966931910124e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float32,8,false,150,3,11900,5000,2506,20,4.748603351955308,387,375,69.988557,67108864,136314880,0.3654079919215292,0.648960005491972,0.0908799993339926,0.5996800027787685,0.4059520142618567,0,4.514333,1169344,2.754104168334326e-8,4.822928190706399e-7
m13h-2-2,NVIDIA H200,concat,Float64,8,true,150,3,12880,5076,0,0,0.0,0,0,12.497647,436207616,505413632,0.38243201561272144,1.3340479927137494,0.6193919689394534,1.312415930442512,0.5644800257869065,160,6.738252,1587472,NaN,1.805270429325323e-8
m13h-2-2,NVIDIA H200,factored,Float64,8,true,150,3,12880,5076,2612,21,4.931087289433385,0,0,17.534948,167772160,236978176,0.38220800342969596,1.3290559872984886,0.45766402035951614,1.3072320725768805,0.5649600061587989,0,6.330864,1473312,NaN,1.805270429325323e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float64,8,true,150,3,12880,5076,2612,21,4.931087289433385,387,379,62.598259,167772160,236978176,0.3824640007223934,1.3982399832457304,0.2846080169547349,1.3469120021909475,0.5648319493047893,0,6.502235000000001,1474144,NaN,1.805270429325323e-8
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,8,true,150,3,12880,5076,2612,21,4.931087289433385,387,379,43.975466,167772160,236978176,0.38416002644225955,1.4203520258888602,245.6769496202469,1.3203519629314542,0.5661440081894398,0,267.367927,56439264,NaN,1.8052704289783783e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float32,8,true,150,3,12880,5076,2612,21,4.931087289433385,387,379,132.910307,100663296,169869312,0.2555839892011136,1.4318720204755664,0.2382079983362928,1.3745599426329136,0.4030400014016777,0,6.410526,1465520,NaN,3.243578038936157e-7
m13h-2-2,NVIDIA H200,concat,Float64,12,false,150,3,15172,2252,0,0,0.0,0,0,27.54036,369098752,438304768,1.9297599792480469,0.6182719953358173,0.6529599777422845,0.6063359905965626,1.9902079366147518,80,6.920457,1326336,2.3325924525252617e-11,4.675267686882201e-9
m13h-2-2,NVIDIA H200,factored,Float64,12,false,150,3,15172,2252,2716,26,5.5861561119293075,0,0,37.071148,167772160,236978176,1.9264639122411609,0.6205120007507503,0.4677439865190536,0.6011840305291116,1.9859198946505785,0,6.7468390000000005,1256640,2.3325938403040425e-11,4.675267686882201e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float64,12,false,150,3,15172,2252,2716,26,5.5861561119293075,387,371,128.282184,167772160,236978176,1.9276159582659602,0.6304000271484256,0.2633279946167022,0.6237120251171291,1.9860800821334124,0,6.561978000000001,1259040,2.3325938403040425e-11,4.675267686882201e-9
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,12,false,150,3,15172,2252,2716,26,5.5861561119293075,387,371,88.823167,167772160,236978176,1.9274880178272724,0.632448005490005,89.17250484228134,0.6563519709743559,1.9875839352607727,0,91.559084,19964368,2.3325938403040425e-11,4.675267686882201e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float32,12,false,150,3,15172,2252,2716,26,5.5861561119293075,387,371,629.11667,100663296,169869312,1.3589119771495461,0.7045440142974257,0.20511999900918454,0.6234879838302732,1.494303927756846,0,5.7682150000000005,1254112,4.34703860824337e-8,9.428574612169172e-7
m13h-2-2,NVIDIA H200,concat,Float64,12,true,150,3,12382,2747,0,0,0.0,0,0,38.674607,905969664,975175680,1.9418239826336503,1.328191952779889,1.1509120231494308,1.319071976467967,2.697344170883298,160,8.996552,1672752,NaN,3.931087757397256e-9
m13h-2-2,NVIDIA H200,factored,Float64,12,true,150,3,12382,2747,2490,24,4.972690763052209,0,0,45.458673,301989888,371195904,1.9397120922803879,1.3344960752874613,0.9122880292125046,1.3139840448275208,2.6976640801876783,0,8.575833999999999,1558576,NaN,3.931087750458362e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float64,12,true,150,3,12382,2747,2490,24,4.972690763052209,387,373,111.492919,335544320,404750336,1.941727939993143,1.343808020465076,0.544192036613822,1.3200000394135714,2.7060159482061863,0,8.519352,1559424,NaN,3.931087757397256e-9
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,12,true,150,3,12382,2747,2490,24,4.972690763052209,387,373,110.035496,335544320,404750336,1.9426560029387474,1.3620159588754177,232.26599395275116,1.3859838945791125,2.698879921808839,0,239.591814,54047904,NaN,3.931087750458362e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float32,12,true,150,3,12382,2747,2490,24,4.972690763052209,387,373,919.033451,167772160,236978176,1.3473279541358352,1.3824640773236752,0.42447997839190066,1.3192640617489815,2.042751992121339,0,7.8918170000000005,1550800,NaN,2.965486468053946e-7
m13h-2-2,NVIDIA H200,concat,Float64,4,false,2000,3,32396,217604,0,0,0.0,0,0,525.600007,335544320,404750336,0.3285759885329753,0.6004479946568608,0.2684800128918141,0.5920959520153701,0.4574719932861626,80,4.294992,1481632,1.2898346363199309e-8,6.286091274870786e-7
m13h-2-2,NVIDIA H200,factored,Float64,4,false,2000,3,32396,217604,1584,48,20.4520202020202,0,0,5.769626,67108864,136314880,0.32796800951473415,0.6030399817973375,0.16214400238823146,0.5849599838256836,0.4518080095294863,0,4.130526,1418528,1.2898346335443733e-8,6.286091274558536e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float64,4,false,2000,3,32396,217604,1584,48,20.4520202020202,209,209,7.836579,67108864,136314880,0.3284159756731242,0.6004159804433584,0.10627199662849307,0.5872640176676214,0.44671999057754874,0,4.095172,1419440,1.2898346335443733e-8,6.286091274385064e-7
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,4,false,2000,3,32396,217604,1584,48,20.4520202020202,209,209,7.823135,67108864,136314880,0.32886400003917515,0.6016640109010041,49.624066799879074,0.595904013607651,0.4524480027612299,0,56.872355,12319824,1.2898346377077097e-8,6.286091274593231e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float32,4,false,2000,3,32396,217604,1584,48,20.4520202020202,209,209,9.035468,33554432,102760448,0.20387199765536934,0.5882559926249087,0.09388799662701786,0.5801600054837763,0.3740800020750612,0,4.019155,1414496,9.767571160224087e-8,1.5000035274104206e-5
m13h-2-2,NVIDIA H200,concat,Float64,4,true,2000,3,23646,222370,0,0,0.0,0,0,7.169072,872415232,941621248,0.3324479912407696,1.3012159615755081,0.5501440027728677,1.2818879913538694,0.7033279980532825,160,6.424359,1817968,NaN,3.2682611207125734e-7
m13h-2-2,NVIDIA H200,factored,Float64,4,true,2000,3,23646,222370,1368,41,17.285087719298247,0,0,6.503679,100663296,169869312,0.3333440108690411,1.2947520008310676,0.33907199394889176,1.2757760705426335,0.7086399709805846,0,6.08279,1725552,NaN,3.268261120695226e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float64,4,true,2000,3,23646,222370,1368,41,17.285087719298247,181,181,9.849262,100663296,169869312,0.3323199925944209,1.3073920272290707,0.23088000307325274,1.2822719290852547,0.697088020388037,0,6.0433010000000005,1723264,NaN,3.2682611206431844e-7
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,4,true,2000,3,23646,222370,1368,41,17.285087719298247,181,181,9.914398,100663296,169869312,0.3325760189909488,1.3607359724119306,129.3686032295227,1.3526719994843006,0.6949439994059503,0,129.304343,30501936,NaN,3.268261120677879e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float32,4,true,2000,3,23646,222370,1368,41,17.285087719298247,181,181,12.915526,67108864,136314880,0.20617600239347667,1.2690880103036761,0.19859200983773917,1.2539839372038841,0.5670719547197223,0,5.83469,1714640,NaN,2.341812643746888e-6
m13h-2-2,NVIDIA H200,concat,Float64,8,false,2000,3,177990,65059,0,0,0.0,0,0,10.001871,973078528,1042284544,1.962207956239581,0.6143680075183511,2.93212803080678,0.6010239594615996,2.0421440713107586,160,8.537552,1615488,1.6684062464911165e-10,1.6432846750014107e-8
m13h-2-2,NVIDIA H200,factored,Float64,8,false,2000,3,177990,65059,3122,237,57.011531069827036,0,0,11.0712,100663296,169869312,1.9625280983746052,0.6104959757067263,2.3171519860625267,0.6043199682608247,2.046271925792098,0,7.998704000000001,1562976,1.6684062464911165e-10,1.6432846722258532e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float64,8,false,2000,3,177990,65059,3122,237,57.011531069827036,387,387,33.567653,100663296,169869312,1.9623360130935907,0.6283519905991852,1.270720036700368,0.6200000061653554,2.0418879576027393,0,6.944892,1550496,1.6684065240468726e-10,1.6432846750014107e-8
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,8,false,2000,3,177990,65059,3122,237,57.011531069827036,387,387,33.873644,100663296,169869312,1.9629760645329952,0.6289280136115849,102.9646098613739,0.6374400109052658,2.0392320584505796,0,103.788132,23011120,1.6684062464911165e-10,1.6432846750014107e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float32,8,false,2000,3,177990,65059,3122,237,57.011531069827036,387,387,77.990449,67108864,136314880,1.2776319636031985,0.6645440007559955,1.0785919148474932,0.6321279797703028,1.4943679561838508,0,5.672575,1545568,5.1657499833268616e-8,1.201786264032334e-5
m13h-2-2,NVIDIA H200,concat,Float64,8,true,2000,3,185284,67725,0,0,0.0,0,0,15.636231,2516582400,2585788416,2.3085118737071753,1.3344320468604565,6.470271851867437,1.3114240719005466,3.579135984182358,320,14.482237,2019408,NaN,1.0606913404889728e-8
m13h-2-2,NVIDIA H200,factored,Float64,8,true,2000,3,185284,67725,3124,247,59.309859154929576,0,0,14.733553,167772160,236978176,2.3093759082257748,1.3271039351820946,5.99580816924572,1.3096639886498451,3.5820798948407173,0,14.055655999999999,2038336,NaN,1.060691341529807e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float64,8,true,2000,3,185284,67725,3124,247,59.309859154929576,387,387,43.385248,201326592,270532608,2.309120027348399,1.3568319845944643,3.459647996351123,1.3303359737619758,3.5809280816465616,0,11.4971,2004688,NaN,1.0606913408359175e-8
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,8,true,2000,3,185284,67725,3124,247,59.309859154929576,387,387,43.511328,201326592,270532608,2.3093759082257748,1.4140160055831075,296.8958914279938,1.321920077316463,3.5813760478049517,0,300.003528,67901952,NaN,1.0606913411828622e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float32,8,true,2000,3,185284,67725,3124,247,59.309859154929576,387,387,141.719513,100663296,169869312,1.5072959940880537,1.4189759967848659,3.0237759929150343,1.3773759128525853,2.5588159915059805,0,9.875237,1996064,NaN,7.448847865143549e-5
m13h-2-2,NVIDIA H200,concat,Float64,12,false,2000,3,222454,30555,0,0,0.0,0,0,29.262254,2013265920,2082471936,7.641248404979706,0.6197760230861604,8.682016283273697,0.6074240081943572,7.91328027844429,160,25.994743,1700000,3.571014317582666e-11,5.377662440353426e-9
m13h-2-2,NVIDIA H200,factored,Float64,12,false,2000,3,222454,30555,3282,310,67.78001218769043,0,0,32.445065,167772160,236978176,7.642144337296486,0.6247040000744164,6.473823916167021,0.6104320054873824,7.921120151877403,0,23.827098000000003,1667264,3.5710157053614466e-11,5.3776624542312135e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float64,12,false,2000,3,222454,30555,3282,310,67.78001218769043,387,387,91.658602,201326592,270532608,7.640927564352751,0.6394559750333428,3.341824049130082,0.6258239736780524,7.908032275736332,0,20.734226000000003,1650320,3.5710170931402274e-11,5.3776624542312135e-9
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,12,false,2000,3,222454,30555,3282,310,67.78001218769043,387,387,87.524165,201326592,270532608,7.640575990080833,0.6373120122589171,107.35606402158737,0.6525440257973969,7.909791544079781,0,123.115138,24198848,3.571014317582666e-11,5.3776624542312135e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float32,12,false,2000,3,222454,30555,3282,310,67.78001218769043,387,387,629.008046,100663296,169869312,5.189343821257353,0.7201280095614493,2.7725438121706247,0.6372159696184099,5.769215989857912,0,15.82852,1645392,6.77164834206323e-8,1.0457582681144828e-5
m13h-2-2,NVIDIA H200,concat,Float64,12,true,2000,3,203136,36964,0,0,0.0,0,0,45.599592,5033164800,5102370816,7.031328044831753,1.3345920015126467,16.365760937333107,1.3076479081064463,9.855680167675018,320,35.546866,2104432,NaN,1.864607395568596e-9
m13h-2-2,NVIDIA H200,factored,Float64,12,true,2000,3,203136,36964,3246,262,62.58040665434381,0,0,45.215454,335544320,404750336,7.0100161246955395,1.3349440414458513,13.963008299469948,1.3222399866208434,9.85417515039444,0,33.268806999999995,2145200,NaN,1.864607392099149e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float64,12,true,2000,3,203136,36964,3246,262,62.58040665434381,387,387,110.840814,335544320,404750336,7.00988806784153,1.3727040495723486,7.7826883643865585,1.3326400658115745,9.881951846182346,0,27.00134,2108416,NaN,1.864607395568596e-9
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,12,true,2000,3,203136,36964,3246,262,62.58040665434381,387,387,116.466051,335544320,404750336,7.009471766650677,1.3748479541391134,303.084135055542,1.3373119290918112,9.856191463768482,0,307.375777,70592656,NaN,1.864607392099149e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float32,12,true,2000,3,203136,36964,3246,262,62.58040665434381,387,387,936.67987,201326592,270532608,4.764639772474766,1.3928000116720796,6.38691196218133,1.3366080820560455,7.244031876325607,0,21.119875999999998,2099792,NaN,1.1043472146199385e-5
m13h-2-2,NVIDIA H200,concat,Float64,4,false,20000,3,34512,227632,0,0,0.0,0,0,6.511938,335544320,404750336,1.8687039846554399,0.5984000163152814,0.2599680155981332,0.5863999831490219,5.906271748244762,80,10.961134000000001,1509504,1.2820725481255124e-8,6.174110715601033e-7
m13h-2-2,NVIDIA H200,factored,Float64,4,false,20000,3,34512,227632,1584,48,21.78787878787879,0,0,6.371174,67108864,136314880,1.8820799887180328,0.6005759933032095,0.20076798682566732,0.5851519526913762,5.881215911358595,0,10.690184,1452992,1.2820725467377336e-8,6.174110715462255e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float64,4,false,20000,3,34512,227632,1584,48,21.78787878787879,209,209,8.55617,67108864,136314880,1.8732480239123106,0.6024960312061012,0.1318400027230382,0.5857599899172783,5.918943788856268,0,10.718391,1452416,1.2820725453499549e-8,6.174110715392866e-7
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,4,false,20000,3,34512,227632,1584,48,21.78787878787879,209,209,8.473469,67108864,136314880,1.8781119724735618,0.6068799993954599,49.66406151652336,0.5913599743507802,5.858975928276777,0,63.682897000000004,12347824,1.2820725467377336e-8,6.174110715531644e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float32,4,false,20000,3,34512,227632,1584,48,21.78787878787879,209,209,9.719509,67108864,136314880,1.139263971708715,0.586336012929678,0.11670400272123516,0.5801279912702739,4.716767929494381,0,9.326509999999999,1447488,1.2233952301210493e-7,3.570026364108081e-5
m13h-2-2,NVIDIA H200,concat,Float64,4,true,20000,3,25704,236440,0,0,0.0,0,0,7.765671,872415232,941621248,2.1312639582902193,1.3170239981263876,0.5505279987119138,1.290976069867611,8.238911628723145,160,15.115559000000001,1846736,NaN,4.462874705069009e-7
m13h-2-2,NVIDIA H200,factored,Float64,4,true,20000,3,25704,236440,1368,42,18.789473684210527,0,0,7.191784,100663296,169869312,2.127039944753051,1.3081920333206654,0.3591359709389508,1.2831039493903518,8.257919922471046,0,14.925419,1754320,NaN,4.462874705069009e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float64,4,true,20000,3,25704,236440,1368,42,18.789473684210527,181,181,10.577264,100663296,169869312,2.1335999481379986,1.3100479263812304,0.24217600002884865,1.278943964280188,8.405216038227081,0,14.829676,1752032,NaN,4.4628747054159534e-7
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,4,true,20000,3,25704,236440,1368,42,18.789473684210527,181,181,10.874037,100663296,169869312,2.127808053046465,1.3631999026983976,128.79714369773865,1.3582719257101417,8.374048396945,0,139.430957,30540976,NaN,4.4628747053465645e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float32,4,true,20000,3,25704,236440,1368,42,18.789473684210527,181,181,13.392241,67108864,136314880,1.2977919541299343,1.267647952772677,0.20835199393332005,1.254656002856791,6.382463965564966,0,12.481838999999999,1743408,NaN,0.00015945307025089228
m13h-2-2,NVIDIA H200,concat,Float64,8,false,20000,3,192480,69664,0,0,0.0,0,0,10.559907,973078528,1042284544,11.227807961404324,0.620639999397099,3.1607679557055235,0.6000319845043123,13.265312649309635,160,30.602504999999997,1643360,1.8891836706114162e-10,1.302426724802963e-8
m13h-2-2,NVIDIA H200,factored,Float64,8,false,20000,3,192480,69664,3124,256,61.613316261203586,0,0,11.831507,100663296,169869312,11.206111870706081,0.6212799926288426,2.506176009774208,0.6103680352680385,13.261696323752403,0,29.95447,1597440,1.8891836706114162e-10,1.3024267234151843e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float64,8,false,20000,3,192480,69664,3124,256,61.613316261203586,387,387,34.456812,100663296,169869312,11.191040277481079,0.6321599939838052,1.374143990688026,0.6213439628481865,13.286239467561245,0,28.804006,1583472,1.8891836706114162e-10,1.302426724802963e-8
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,8,false,20000,3,192480,69664,3124,256,61.613316261203586,387,387,34.52798,100663296,169869312,11.189151555299759,0.6312959594652057,102.9132753610611,0.6476480048149824,13.305503875017166,0,122.853896,23052768,1.8891838093892943e-10,1.302426724802963e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float32,8,false,20000,3,192480,69664,3124,256,61.613316261203586,387,387,78.828811,67108864,136314880,7.1389758959412575,0.6746559520252049,1.1668159859254956,0.6384640000760555,9.730911813676357,0,20.953378,1578544,6.137798297389807e-8,4.623242243639858e-5
m13h-2-2,NVIDIA H200,concat,Float64,8,true,20000,3,192480,69664,0,0,0.0,0,0,16.094311,2516582400,2585788416,11.525727808475494,1.336927991360426,6.708640139549971,1.3093759771436453,19.398657605051994,320,41.194008,2048176,NaN,1.0464450579065337e-8
m13h-2-2,NVIDIA H200,factored,Float64,8,true,20000,3,192480,69664,3124,256,61.613316261203586,0,0,15.19977,167772160,236978176,11.5181440487504,1.333344029262662,6.184095982462168,1.3079680502414703,19.35555227100849,0,40.628419,2067136,NaN,1.0464450580800061e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float64,8,true,20000,3,192480,69664,3124,256,61.613316261203586,387,387,44.089058,201326592,270532608,11.511072516441345,1.366304000839591,3.567327978089452,1.336704008281231,19.418591633439064,0,38.047444,2033488,NaN,1.0464450580800061e-8
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,8,true,20000,3,192480,69664,3124,256,61.613316261203586,387,387,44.092628,201326592,270532608,11.509920470416546,1.4355200110003352,296.83318734169006,1.334847998805344,19.33974400162697,0,318.03285,67932800,NaN,1.0464450584269508e-8
m13h-2-2,NVIDIA H200,precomputed_y,Float32,8,true,20000,3,192480,69664,3124,256,61.613316261203586,387,387,126.014958,100663296,169869312,7.364992052316666,1.432127901352942,3.1168321147561073,1.3879359466955066,13.888480141758919,0,28.134314,2024864,NaN,0.00020523771720304396
m13h-2-2,NVIDIA H200,concat,Float64,12,false,20000,3,230616,31528,0,0,0.0,0,0,29.950212,2013265920,2082471936,42.86425933241844,0.6200320203788579,8.991744369268417,0.6076479912735522,45.59570923447609,160,101.012936,1727872,2.4663382447442928e-11,3.2731141824671184e-9
m13h-2-2,NVIDIA H200,factored,Float64,12,false,20000,3,230616,31528,3282,320,70.26691042047533,0,0,33.367731,201326592,270532608,42.879872024059296,0.624671985860914,6.725984159857035,0.6122239865362644,45.62819376587868,0,98.793722,1701728,2.4663382447442928e-11,3.2731141824671184e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float64,12,false,20000,3,230616,31528,3282,320,70.26691042047533,387,387,98.431751,201326592,270532608,42.862143367528915,0.6370560149662197,3.487679874524474,0.6269440054893494,45.60905322432518,0,95.516691,1683296,2.4663382447442928e-11,3.2731141824671184e-9
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,12,false,20000,3,230616,31528,3282,320,70.26691042047533,387,387,88.824072,201326592,270532608,42.8616926074028,0.6406400352716446,107.57347196340561,0.6464640027843416,45.575134456157684,0,191.30372300000002,24226848,2.4663382447442928e-11,3.273114196344906e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float32,12,false,20000,3,230616,31528,3282,320,70.26691042047533,387,387,629.963901,134217728,203423744,29.263358563184738,0.724511977750808,2.8868159279227257,0.640896032564342,33.289410173892975,0,68.862578,1678368,9.081297648594333e-8,0.00016583136887948768
m13h-2-2,NVIDIA H200,concat,Float64,12,true,20000,3,222648,39496,0,0,0.0,0,0,45.820926,5066719232,5135925248,41.664257645606995,1.3427200028672814,17.869921401143074,1.317888032644987,59.881791472435,320,123.505319,2133200,NaN,1.2386041081668964e-9
m13h-2-2,NVIDIA H200,factored,Float64,12,true,20000,3,222648,39496,3252,280,68.4649446494465,0,0,45.901306,335544320,404750336,41.690945625305176,1.3362560421228409,15.241824090480804,1.3160959351807833,59.8929300904274,0,121.035741,2195776,NaN,1.2386041255141311e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float64,12,true,20000,3,222648,39496,3252,280,68.4649446494465,387,387,117.920817,369098752,438304768,41.643936187028885,1.363615971058607,8.525343611836433,1.3358399737626314,59.90057811141014,0,114.23101600000001,2155856,NaN,1.2386041185752372e-9
m13h-2-2,NVIDIA H200,precomputed_y_perclass,Float64,12,true,20000,3,222648,39496,3252,280,68.4649446494465,387,387,110.428884,369098752,438304768,41.64508730173111,1.3811520766466856,303.8064241409302,1.3993920292705297,59.90585684776306,0,421.591925,70757536,NaN,1.2386041185752372e-9
m13h-2-2,NVIDIA H200,precomputed_y,Float32,12,true,20000,3,222648,39496,3252,280,68.4649446494465,387,387,914.519486,201326592,270532608,28.508512303233147,1.3914559967815876,6.9840638898313046,1.3385920319706202,45.18969729542732,0,84.67671899999999,2147232,NaN,4.956798438687793e-5
