variant,form,precision,blas_threads,P,lamb_helmholtz,batch,measured_batch,scaled,seconds,seconds_per_expansion
materialized,batched_operator,Float64,64,1,false,1,1,false,4.602440e-07,4.602440e-07
factored,batched_operator,Float64,64,1,false,1,1,false,2.894530e-07,2.894530e-07
materialized,batched_operator,Float64,64,1,false,2,2,false,8.338970e-07,4.169485e-07
factored,batched_operator,Float64,64,1,false,2,2,false,5.335320e-07,2.667660e-07
materialized,batched_operator,Float64,64,1,false,4,4,false,1.581270e-06,3.953175e-07
factored,batched_operator,Float64,64,1,false,4,4,false,1.029440e-06,2.573600e-07
materialized,batched_operator,Float64,64,1,false,8,8,false,3.046220e-06,3.807775e-07
factored,batched_operator,Float64,64,1,false,8,8,false,2.011680e-06,2.514600e-07
materialized,batched_operator,Float64,64,1,false,16,16,false,6.027720e-06,3.767325e-07
factored,batched_operator,Float64,64,1,false,16,16,false,4.028660e-06,2.517912e-07
materialized,batched_operator,Float64,64,1,false,32,32,false,1.176010e-05,3.675031e-07
factored,batched_operator,Float64,64,1,false,32,32,false,7.888210e-06,2.465066e-07
materialized,batched_operator,Float64,64,1,false,64,64,false,2.366350e-05,3.697422e-07
factored,batched_operator,Float64,64,1,false,64,64,false,1.581870e-05,2.471672e-07
materialized,batched_operator,Float64,64,1,false,256,256,false,9.308080e-05,3.635969e-07
factored,batched_operator,Float64,64,1,false,256,256,false,6.292020e-05,2.457820e-07
materialized,batched_operator,Float64,64,1,false,1024,1024,false,3.717990e-04,3.630850e-07
factored,batched_operator,Float64,64,1,false,1024,1024,false,2.513120e-04,2.454219e-07
materialized,batched_operator,Float64,64,1,false,4096,4096,false,1.493655e-03,3.646619e-07
factored,batched_operator,Float64,64,1,false,4096,4096,false,1.013433e-03,2.474202e-07
production_recurrence,recurrence,Float64,64,1,false,1,1,false,2.593770e-07,2.593770e-07
production_recurrence,recurrence,Float64,64,1,false,2,2,false,5.237440e-07,2.618720e-07
production_recurrence,recurrence,Float64,64,1,false,4,4,false,1.037850e-06,2.594625e-07
production_recurrence,recurrence,Float64,64,1,false,8,8,false,2.076700e-06,2.595875e-07
production_recurrence,recurrence,Float64,64,1,false,16,16,false,4.220230e-06,2.637644e-07
production_recurrence,recurrence,Float64,64,1,false,32,32,false,8.280150e-06,2.587547e-07
production_recurrence,recurrence,Float64,64,1,false,64,64,false,1.661720e-05,2.596438e-07
production_recurrence,recurrence,Float64,64,1,false,256,256,false,6.590080e-05,2.574250e-07
production_recurrence,recurrence,Float64,64,1,false,1024,1024,false,2.716300e-04,2.652637e-07
production_recurrence,recurrence,Float64,64,1,false,4096,2048,true,1.058348e-03,2.583857e-07
materialized,batched_operator,Float64,64,1,true,1,1,false,1.085130e-06,1.085130e-06
factored,batched_operator,Float64,64,1,true,1,1,false,9.281430e-07,9.281430e-07
materialized,batched_operator,Float64,64,1,true,2,2,false,2.085610e-06,1.042805e-06
factored,batched_operator,Float64,64,1,true,2,2,false,1.793770e-06,8.968850e-07
materialized,batched_operator,Float64,64,1,true,4,4,false,3.931990e-06,9.829975e-07
factored,batched_operator,Float64,64,1,true,4,4,false,3.371630e-06,8.429075e-07
materialized,batched_operator,Float64,64,1,true,8,8,false,7.645660e-06,9.557075e-07
factored,batched_operator,Float64,64,1,true,8,8,false,6.602200e-06,8.252750e-07
materialized,batched_operator,Float64,64,1,true,16,16,false,1.506320e-05,9.414500e-07
factored,batched_operator,Float64,64,1,true,16,16,false,1.304560e-05,8.153500e-07
materialized,batched_operator,Float64,64,1,true,32,32,false,2.998940e-05,9.371687e-07
factored,batched_operator,Float64,64,1,true,32,32,false,2.591970e-05,8.099906e-07
materialized,batched_operator,Float64,64,1,true,64,64,false,5.988450e-05,9.356953e-07
factored,batched_operator,Float64,64,1,true,64,64,false,5.177820e-05,8.090344e-07
materialized,batched_operator,Float64,64,1,true,256,256,false,2.368950e-04,9.253711e-07
factored,batched_operator,Float64,64,1,true,256,256,false,2.072390e-04,8.095273e-07
materialized,batched_operator,Float64,64,1,true,1024,1024,false,9.459370e-04,9.237666e-07
factored,batched_operator,Float64,64,1,true,1024,1024,false,8.283060e-04,8.088926e-07
materialized,batched_operator,Float64,64,1,true,4096,4096,false,3.805337e-03,9.290374e-07
factored,batched_operator,Float64,64,1,true,4096,4096,false,3.345483e-03,8.167683e-07
production_recurrence,recurrence,Float64,64,1,true,1,1,false,3.492760e-07,3.492760e-07
production_recurrence,recurrence,Float64,64,1,true,2,2,false,7.079800e-07,3.539900e-07
production_recurrence,recurrence,Float64,64,1,true,4,4,false,1.411650e-06,3.529125e-07
production_recurrence,recurrence,Float64,64,1,true,8,8,false,2.820390e-06,3.525487e-07
production_recurrence,recurrence,Float64,64,1,true,16,16,false,5.583990e-06,3.489994e-07
production_recurrence,recurrence,Float64,64,1,true,32,32,false,1.116000e-05,3.487500e-07
production_recurrence,recurrence,Float64,64,1,true,64,64,false,2.249120e-05,3.514250e-07
production_recurrence,recurrence,Float64,64,1,true,256,256,false,8.986880e-05,3.510500e-07
production_recurrence,recurrence,Float64,64,1,true,1024,1024,false,3.605570e-04,3.521064e-07
production_recurrence,recurrence,Float64,64,1,true,4096,2048,true,1.432088e-03,3.496309e-07
materialized,batched_operator,Float64,64,2,false,1,1,false,7.619710e-07,7.619710e-07
factored,batched_operator,Float64,64,2,false,1,1,false,5.885450e-07,5.885450e-07
materialized,batched_operator,Float64,64,2,false,2,2,false,1.453230e-06,7.266150e-07
factored,batched_operator,Float64,64,2,false,2,2,false,1.134930e-06,5.674650e-07
materialized,batched_operator,Float64,64,2,false,4,4,false,2.769500e-06,6.923750e-07
factored,batched_operator,Float64,64,2,false,4,4,false,2.216070e-06,5.540175e-07
materialized,batched_operator,Float64,64,2,false,8,8,false,5.405350e-06,6.756687e-07
factored,batched_operator,Float64,64,2,false,8,8,false,4.382240e-06,5.477800e-07
materialized,batched_operator,Float64,64,2,false,16,16,false,1.066600e-05,6.666250e-07
factored,batched_operator,Float64,64,2,false,16,16,false,8.689320e-06,5.430825e-07
materialized,batched_operator,Float64,64,2,false,32,32,false,2.117370e-05,6.616781e-07
factored,batched_operator,Float64,64,2,false,32,32,false,1.725840e-05,5.393250e-07
materialized,batched_operator,Float64,64,2,false,64,64,false,4.222530e-05,6.597703e-07
factored,batched_operator,Float64,64,2,false,64,64,false,3.446170e-05,5.384641e-07
materialized,batched_operator,Float64,64,2,false,256,256,false,1.679860e-04,6.561953e-07
factored,batched_operator,Float64,64,2,false,256,256,false,1.379480e-04,5.388594e-07
materialized,batched_operator,Float64,64,2,false,1024,1024,false,6.721220e-04,6.563691e-07
factored,batched_operator,Float64,64,2,false,1024,1024,false,5.515150e-04,5.385889e-07
materialized,batched_operator,Float64,64,2,false,4096,4096,false,2.704029e-03,6.601633e-07
factored,batched_operator,Float64,64,2,false,4096,4096,false,2.224408e-03,5.430684e-07
production_recurrence,recurrence,Float64,64,2,false,1,1,false,4.796510e-07,4.796510e-07
production_recurrence,recurrence,Float64,64,2,false,2,2,false,9.700920e-07,4.850460e-07
production_recurrence,recurrence,Float64,64,2,false,4,4,false,1.917400e-06,4.793500e-07
production_recurrence,recurrence,Float64,64,2,false,8,8,false,3.836810e-06,4.796013e-07
production_recurrence,recurrence,Float64,64,2,false,16,16,false,7.692640e-06,4.807900e-07
production_recurrence,recurrence,Float64,64,2,false,32,32,false,1.528270e-05,4.775844e-07
production_recurrence,recurrence,Float64,64,2,false,64,64,false,3.061050e-05,4.782891e-07
production_recurrence,recurrence,Float64,64,2,false,256,256,false,1.221700e-04,4.772266e-07
production_recurrence,recurrence,Float64,64,2,false,1024,1024,false,4.879770e-04,4.765400e-07
production_recurrence,recurrence,Float64,64,2,false,4096,2048,true,1.955532e-03,4.774248e-07
materialized,batched_operator,Float64,64,2,true,1,1,false,1.735460e-06,1.735460e-06
factored,batched_operator,Float64,64,2,true,1,1,false,1.670030e-06,1.670030e-06
materialized,batched_operator,Float64,64,2,true,2,2,false,3.379050e-06,1.689525e-06
factored,batched_operator,Float64,64,2,true,2,2,false,3.262830e-06,1.631415e-06
materialized,batched_operator,Float64,64,2,true,4,4,false,6.514040e-06,1.628510e-06
factored,batched_operator,Float64,64,2,true,4,4,false,6.379080e-06,1.594770e-06
materialized,batched_operator,Float64,64,2,true,8,8,false,1.281200e-05,1.601500e-06
factored,batched_operator,Float64,64,2,true,8,8,false,1.274590e-05,1.593237e-06
materialized,batched_operator,Float64,64,2,true,16,16,false,2.516920e-05,1.573075e-06
factored,batched_operator,Float64,64,2,true,16,16,false,2.495690e-05,1.559806e-06
materialized,batched_operator,Float64,64,2,true,32,32,false,5.022630e-05,1.569572e-06
factored,batched_operator,Float64,64,2,true,32,32,false,4.975540e-05,1.554856e-06
materialized,batched_operator,Float64,64,2,true,64,64,false,1.004647e-04,1.569761e-06
factored,batched_operator,Float64,64,2,true,64,64,false,9.952300e-05,1.555047e-06
materialized,batched_operator,Float64,64,2,true,256,256,false,3.997100e-04,1.561367e-06
factored,batched_operator,Float64,64,2,true,256,256,false,3.944000e-04,1.540625e-06
materialized,batched_operator,Float64,64,2,true,1024,1024,false,1.608831e-03,1.571124e-06
factored,batched_operator,Float64,64,2,true,1024,1024,false,1.587241e-03,1.550040e-06
materialized,batched_operator,Float64,64,2,true,4096,4096,false,6.469380e-03,1.579438e-06
factored,batched_operator,Float64,64,2,true,4096,4096,false,6.376355e-03,1.556727e-06
production_recurrence,recurrence,Float64,64,2,true,1,1,false,6.308750e-07,6.308750e-07
production_recurrence,recurrence,Float64,64,2,true,2,2,false,1.274290e-06,6.371450e-07
production_recurrence,recurrence,Float64,64,2,true,4,4,false,2.533260e-06,6.333150e-07
production_recurrence,recurrence,Float64,64,2,true,8,8,false,5.052490e-06,6.315613e-07
production_recurrence,recurrence,Float64,64,2,true,16,16,false,1.009800e-05,6.311250e-07
production_recurrence,recurrence,Float64,64,2,true,32,32,false,2.018990e-05,6.309344e-07
production_recurrence,recurrence,Float64,64,2,true,64,64,false,4.066140e-05,6.353344e-07
production_recurrence,recurrence,Float64,64,2,true,256,256,false,1.619540e-04,6.326328e-07
production_recurrence,recurrence,Float64,64,2,true,1024,1024,false,6.475470e-04,6.323701e-07
production_recurrence,recurrence,Float64,64,2,true,4096,2048,true,2.590286e-03,6.323940e-07
materialized,batched_operator,Float64,64,3,false,1,1,false,1.197850e-06,1.197850e-06
factored,batched_operator,Float64,64,3,false,1,1,false,1.023830e-06,1.023830e-06
materialized,batched_operator,Float64,64,3,false,2,2,false,2.343600e-06,1.171800e-06
factored,batched_operator,Float64,64,3,false,2,2,false,1.997950e-06,9.989750e-07
materialized,batched_operator,Float64,64,3,false,4,4,false,4.529310e-06,1.132327e-06
factored,batched_operator,Float64,64,3,false,4,4,false,3.950120e-06,9.875300e-07
materialized,batched_operator,Float64,64,3,false,8,8,false,9.128550e-06,1.141069e-06
factored,batched_operator,Float64,64,3,false,8,8,false,7.964160e-06,9.955200e-07
materialized,batched_operator,Float64,64,3,false,16,16,false,1.769330e-05,1.105831e-06
factored,batched_operator,Float64,64,3,false,16,16,false,1.563240e-05,9.770250e-07
materialized,batched_operator,Float64,64,3,false,32,32,false,3.547560e-05,1.108613e-06
factored,batched_operator,Float64,64,3,false,32,32,false,3.117460e-05,9.742062e-07
materialized,batched_operator,Float64,64,3,false,64,64,false,7.089020e-05,1.107659e-06
factored,batched_operator,Float64,64,3,false,64,64,false,6.231800e-05,9.737187e-07
materialized,batched_operator,Float64,64,3,false,256,256,false,2.898350e-04,1.132168e-06
factored,batched_operator,Float64,64,3,false,256,256,false,2.491780e-04,9.733516e-07
materialized,batched_operator,Float64,64,3,false,1024,1024,false,1.140522e-03,1.113791e-06
factored,batched_operator,Float64,64,3,false,1024,1024,false,1.003605e-03,9.800830e-07
materialized,batched_operator,Float64,64,3,false,4096,4096,false,4.531981e-03,1.106441e-06
factored,batched_operator,Float64,64,3,false,4096,4096,false,4.024839e-03,9.826267e-07
production_recurrence,recurrence,Float64,64,3,false,1,1,false,8.243790e-07,8.243790e-07
production_recurrence,recurrence,Float64,64,3,false,2,2,false,1.658010e-06,8.290050e-07
production_recurrence,recurrence,Float64,64,3,false,4,4,false,3.301200e-06,8.253000e-07
production_recurrence,recurrence,Float64,64,3,false,8,8,false,6.599900e-06,8.249875e-07
production_recurrence,recurrence,Float64,64,3,false,16,16,false,1.319880e-05,8.249250e-07
production_recurrence,recurrence,Float64,64,3,false,32,32,false,2.632150e-05,8.225469e-07
production_recurrence,recurrence,Float64,64,3,false,64,64,false,5.290930e-05,8.267078e-07
production_recurrence,recurrence,Float64,64,3,false,256,256,false,2.108470e-04,8.236211e-07
production_recurrence,recurrence,Float64,64,3,false,1024,1024,false,8.433940e-04,8.236270e-07
production_recurrence,recurrence,Float64,64,3,false,4096,2048,true,3.380750e-03,8.253784e-07
materialized,batched_operator,Float64,64,3,true,1,1,false,2.614210e-06,2.614210e-06
factored,batched_operator,Float64,64,3,true,1,1,false,2.715400e-06,2.715400e-06
materialized,batched_operator,Float64,64,3,true,2,2,false,5.101880e-06,2.550940e-06
factored,batched_operator,Float64,64,3,true,2,2,false,5.348340e-06,2.674170e-06
materialized,batched_operator,Float64,64,3,true,4,4,false,9.914600e-06,2.478650e-06
factored,batched_operator,Float64,64,3,true,4,4,false,1.050480e-05,2.626200e-06
materialized,batched_operator,Float64,64,3,true,8,8,false,1.946760e-05,2.433450e-06
factored,batched_operator,Float64,64,3,true,8,8,false,2.079400e-05,2.599250e-06
materialized,batched_operator,Float64,64,3,true,16,16,false,3.865960e-05,2.416225e-06
factored,batched_operator,Float64,64,3,true,16,16,false,4.150100e-05,2.593813e-06
materialized,batched_operator,Float64,64,3,true,32,32,false,7.694650e-05,2.404578e-06
factored,batched_operator,Float64,64,3,true,32,32,false,8.245590e-05,2.576747e-06
materialized,batched_operator,Float64,64,3,true,64,64,false,1.532380e-04,2.394344e-06
factored,batched_operator,Float64,64,3,true,64,64,false,1.648100e-04,2.575156e-06
materialized,batched_operator,Float64,64,3,true,256,256,false,6.126410e-04,2.393129e-06
factored,batched_operator,Float64,64,3,true,256,256,false,6.596380e-04,2.576711e-06
materialized,batched_operator,Float64,64,3,true,1024,1024,false,2.472624e-03,2.414672e-06
factored,batched_operator,Float64,64,3,true,1024,1024,false,2.654104e-03,2.591898e-06
materialized,batched_operator,Float64,64,3,true,4096,4096,false,9.889293e-03,2.414378e-06
factored,batched_operator,Float64,64,3,true,4096,4096,false,1.063715e-02,2.596960e-06
production_recurrence,recurrence,Float64,64,3,true,1,1,false,1.093360e-06,1.093360e-06
production_recurrence,recurrence,Float64,64,3,true,2,2,false,2.185800e-06,1.092900e-06
production_recurrence,recurrence,Float64,64,3,true,4,4,false,4.391550e-06,1.097888e-06
production_recurrence,recurrence,Float64,64,3,true,8,8,false,8.755650e-06,1.094456e-06
production_recurrence,recurrence,Float64,64,3,true,16,16,false,1.750990e-05,1.094369e-06
production_recurrence,recurrence,Float64,64,3,true,32,32,false,3.501480e-05,1.094213e-06
production_recurrence,recurrence,Float64,64,3,true,64,64,false,7.013380e-05,1.095841e-06
production_recurrence,recurrence,Float64,64,3,true,256,256,false,2.798450e-04,1.093145e-06
production_recurrence,recurrence,Float64,64,3,true,1024,1024,false,1.122448e-03,1.096141e-06
production_recurrence,recurrence,Float64,64,3,true,4096,2048,true,4.489372e-03,1.096038e-06
materialized,batched_operator,Float64,64,4,false,1,1,false,1.850770e-06,1.850770e-06
factored,batched_operator,Float64,64,4,false,1,1,false,1.624250e-06,1.624250e-06
materialized,batched_operator,Float64,64,4,false,2,2,false,3.631820e-06,1.815910e-06
factored,batched_operator,Float64,64,4,false,2,2,false,3.197800e-06,1.598900e-06
materialized,batched_operator,Float64,64,4,false,4,4,false,7.144120e-06,1.786030e-06
factored,batched_operator,Float64,64,4,false,4,4,false,6.319560e-06,1.579890e-06
materialized,batched_operator,Float64,64,4,false,8,8,false,1.464350e-05,1.830437e-06
factored,batched_operator,Float64,64,4,false,8,8,false,1.259370e-05,1.574213e-06
materialized,batched_operator,Float64,64,4,false,16,16,false,2.834720e-05,1.771700e-06
factored,batched_operator,Float64,64,4,false,16,16,false,2.513230e-05,1.570769e-06
