case,n_target,n_actual,seed,sampler_seed,samples,host,timestamp,index,ux,uy,uz,j11,j21,j31,j12,j22,j32,j13,j23,j33
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,1,0.00035601006622776077,0.003437809072330657,0.0011170925827715893,-0.0036124000010342404,-0.012764321976844564,0.004611574347755343,-0.003537739661929954,0.000876581218226899,0.003511081032022034,-0.0026071237739971206,-0.0008280354953960122,0.0027358187828073334
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,2,-0.006519995886471857,0.0032244231258071266,0.002616728624315949,0.014352025148906322,0.009019359928297029,0.009850162440811014,-0.0015797251792396137,-0.016012370419842624,0.0011876065773329008,-0.0029514478191166823,-0.018226349337835318,0.001660345270936283
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,3,-0.00394251298737884,-0.00046858084683391247,-0.0014299467017251045,0.009409014539989937,0.020185362237502145,0.006447258777344777,-0.012579165767188056,-0.011640878362927046,-0.005147508500957652,-0.0140028707483842,0.008909986171672843,0.002231863822937111
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,4,-0.008756042595904552,-0.00221902324336521,-0.003548124725798852,-0.00042860219401916807,-0.009359355560086005,-0.009574322596585423,0.01883769228199173,-0.0022593587821446055,-0.003578623480218444,0.014870319390387292,0.004998793903343508,0.002687960976163765
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,5,-0.003064175527244055,0.0004146840798477649,-0.0025824555726526193,0.007551253159400277,0.0043905929752391,-0.0028519908615106753,-0.002366836086226478,-0.005309481069102162,0.004029163353748185,0.004623751188383339,-0.002365801883708349,-0.0022417720902981222
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,6,-0.0014803694493136367,-0.0032202991989746387,-0.0010542403650558182,-0.006106814547177343,0.012207798007738961,0.006912228423236828,-0.02705777882174221,0.006456713699972661,0.0013268744178495729,-0.013972265207038863,0.0007296158979343741,-0.0003498991527953162
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,7,-0.0013746704615437478,-0.0028887623046763744,0.0009781062895874036,-0.006760226212595305,0.0005533556483770624,-0.006940653847487155,-0.014450984565796007,-0.00035018128301468956,0.011049964884834312,0.004520850743309456,0.0015117385526053286,0.007110407495609998
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,8,0.0019143457988639507,-0.007752456077352518,0.00040267971592404804,0.006285822912314206,0.006719726502969565,-0.012435638223882455,-0.015867882181463823,-0.0031765460586739395,0.006936933959388747,-0.00023437030760727884,-0.0036058159524469573,-0.0031092768536402577
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,9,0.0007108999467117799,0.0028350624045327165,-0.003101123199255035,0.0022116119581632606,0.020175476465857177,-0.0023476824238875963,-0.017089814683758427,-0.00013487814782109017,-0.005082826820122181,0.005704243984448721,0.003368839122263732,-0.0020767338103421687
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,10,0.001408627080521352,-0.002627141024437057,-0.000305055294096353,0.003565009410631459,0.011977490529026805,0.007275068040933018,-0.015165239577069596,0.0004339834128349025,-0.0036431398568631183,-0.0029846185526155268,0.007667046779023965,-0.003998992823466368
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,11,-0.007026205507825845,-0.0034428660803677664,7.311625899209022e-5,-0.01601467562413635,0.011090690285436706,-0.01136530402749354,-0.012027356493552499,0.003024110084712776,-0.006099642823134879,-0.00011008189916620237,0.011624744061559588,0.012990565539423581
cube,1000,1000,33025,33026,1000,m12-2-1,2026-08-04T21:23:52,12,-0.003719748743096218,0.002462299704112242,0.00414699648652344,0.007980787329284561,-0.0011575599071567734,0.005141751839275009,-0.005282141875802549,-0.006142738596178207,0.0016694423826032934,0.00598770498972284,-0.0001711492273502958,-0.0018380487331063453
