case,n_target,n_actual,seed,sampler_seed,samples,host,timestamp,index,ux,uy,uz,j11,j21,j31,j12,j22,j32,j13,j23,j33
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,7983,0.002990000173698915,0.004303814120920446,0.041929684720466515,0.011884427218717153,0.03270233192941458,-0.08352173920555078,-0.023281804170830346,-0.00044726871179775357,0.035219726228459806,0.0025749515941210894,-0.0019015609665689558,-0.011437158506920585
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,9292,0.010118143746593472,-0.01092043218910554,0.0010189600407780818,0.006838879115193835,0.019818787615454355,0.11024329951607853,-0.02260847968137105,-0.008815664360169444,0.08803687467841759,-0.00724233564946666,-0.010757059078061971,0.0019767852449758287
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,9302,0.012815065661801607,-0.005816090690212893,0.013872991745760345,-0.0018956730567497653,0.030761180824500044,0.07776043895668831,-0.03744242184320451,0.001630308646885572,0.17890157894176953,0.0025226407732481648,0.0037397001249102725,0.0002653644098641769
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,12391,-0.009531768186037515,0.0002145049157184669,0.033067790058899454,-0.0007603794072839026,0.0302593949506207,-0.004333993812646613,-0.0445754023984172,-0.0012896727327363449,-0.15565111199346374,0.0019952709881873457,0.0017403090313871604,0.00205005214002014
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,13534,0.00494440359471352,0.0019885085478328346,0.037380149913299326,0.02153054694181548,0.02751748576738319,-0.06085758406795159,-0.01224587558249023,0.012018413829454882,0.024630551863880388,0.012727919196134746,-0.009560520795523072,-0.03354896077127024
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,17245,-0.010866166491034595,0.004572706081273115,0.02321374308839724,-0.0017263555645540935,0.03498672792248205,-0.06079698038509181,-0.03884428363442239,0.0016101950978532657,-0.16444019235362836,0.00022433136565216458,-0.0012445723105516048,0.00011616046670075023
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,17280,-0.01090719234980282,-0.004594283708912537,0.024293742231800048,0.002427828863824934,0.0390823980516144,0.07485418694212745,-0.038542743835652225,-0.0040877493059574815,-0.16077381015361758,-0.0020875364578128324,0.005264624728349892,0.001659920442132605
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,20785,0.010070684618805462,0.008620755345668496,0.016230345566727783,0.006667516000959353,0.03525100415448784,-0.13800246973761993,-0.03463386541054578,-0.0032657380481823177,0.13982292682262445,0.0020421584164089695,-0.0024659873015519434,-0.003401777952777125
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,21519,0.005676494401293407,0.00960448971959163,0.016062947692323245,-0.0044742654366036905,0.027836056214820135,-0.10901800230306809,-0.034768442671913896,-0.010946081555458259,0.12841962730420078,0.00940759147850351,-0.003964031637590526,0.01542034699206127
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,25367,0.011163317178429394,-0.00276983572458105,0.022584278401350896,-0.0014627177159163372,0.028142957984155677,0.03478285238015272,-0.03686513047823791,0.005075446546982332,0.16678374462058362,-0.0015651244184282504,0.003472783333086801,-0.0036127288310658237
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,31129,0.00921990434646307,-0.010180600406239401,0.010465390317195872,-0.0005797134717699798,0.03888277319226695,0.15513928796937412,-0.03334082539066208,0.00042123510751236246,0.12577491409115193,0.004680038988853559,9.734058316698147e-5,0.00015847836425770598
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,33736,-0.002827567144686639,-0.0029541011163096713,0.04909534198041721,0.005344243322034061,0.028235737621568623,0.047496283276530285,-0.028464422371766218,-0.005896066782247522,-0.04614458232579749,0.00035259988557349224,0.0009817861436261922,0.0005518234602134954
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,34791,-0.014083841774108171,-0.0066522597963092804,0.003809334616661547,-0.006446115237642889,0.03383284410858767,0.07254981579160873,-0.019648945900210157,0.004914395611936293,-0.13542511788559167,0.0025374958227987036,-0.0026792538812676985,0.001531719625706513
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,40061,0.00301218010330902,-0.014372019789568969,0.010564348495378009,-0.00031064203197342735,0.036943104810600674,0.19580313827095575,-0.02720471418813163,0.00022503431885268702,0.03693024531338335,4.509257836931708e-5,-0.00105593400283915,8.560771312075915e-5
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,40992,0.0036706717175821525,0.015567698545051863,0.002283289479030503,-0.00802412821037156,0.006192883228323975,-0.10925044228922656,-0.03269194279657683,0.005935842684956842,0.025063816334095605,0.0043085807545666975,-0.002444811504987738,0.00208828552541524
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,43205,0.0022107078506596644,-0.011841515547333132,0.014245238614838774,0.0022849595097375404,0.03904679776399971,0.19156841690399867,-0.02866905047596571,-0.007223391685581633,-0.0071047459224256254,-0.00931546581872647,-0.0063450492978048495,0.004938432175843989
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,46934,0.001259412128955,-0.006359502246326256,0.03832225094821125,0.002377166641541551,0.03485097160446549,0.0997057472843028,-0.02166359127177496,0.007376894873932146,0.03493636241562844,0.0028696789943140452,0.0022343646742482197,-0.009754061515473793
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,47079,-0.0023884085729946086,-0.0010794755244935296,0.050155471890575606,0.004527338996754756,0.023651962766474362,0.021940659402995936,-0.030934146849360255,-0.0019111246357584565,-0.0444452370273641,-0.0016944717868409463,0.0023387912649446936,-0.0026162143609960186
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,49931,-0.001652380630957245,-0.011358504039712312,0.022996437581373524,0.0016971623755779788,0.03967780067076288,0.17276768365040196,-0.031732578243699586,-0.0015069539994851445,-0.029689280907247338,-0.00104782826826437,-0.00190724486719264,-0.0001902083760928154
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,53029,0.0002851880338758791,0.0012178501668059832,0.05337459488484359,0.0016059225914811018,0.024087594299422654,-0.023609312055283146,-0.014763409930905635,-0.001399504168679837,0.005398461837174684,0.0004884215600256906,-1.256452550562693e-5,-0.00020641842280109268
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,54147,0.009030809355557183,-0.011113042490356237,-0.00042832362018038544,0.011379491688478563,0.010908535744668726,0.09191802415816193,-0.020500289473032503,-0.015217613304163958,0.04872012631774802,-0.006303779072079831,-0.01005438386996757,0.0038381216156842196
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,54314,0.004559170759183181,-0.014093337333188929,0.011870643340996788,-0.00596410598368467,0.039550590246184555,0.19796514247553781,-0.03449457207639097,0.0016317386129184148,0.06790895511937331,0.0026496088092866437,0.0028817403300200255,0.004332367370766128
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,55823,0.0038661280470652687,0.003317314866181875,0.04701374075515249,0.009013009835785516,0.028691631776145587,-0.05588411758391428,-0.03297961879779617,-0.00648877983067611,0.06521018493096364,-0.00040641275930285994,0.0017318393672985906,-0.0025242300051095514
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,55868,0.009785708145378894,0.007458129459000003,0.018430927202884563,0.0012740347291071074,0.031030100971563866,-0.09683570701270915,-0.041508572436565944,-0.0013991738960652418,0.16021014206913753,0.0030570963517597685,0.0005100841750594161,0.00012513916695812248
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,59505,0.009010488226651705,-0.01059530448610225,0.008589728646486928,-0.005344859631308844,0.03586584414773155,0.16259933539245466,-0.03248507340494038,0.002997661320949485,0.1272490438604597,-0.0017104230465512555,-0.004620909382396143,0.0023471983103595362
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,59553,-0.0014578191869401064,-0.013498521868311873,-0.00028070028989086445,-0.0007303254964006082,0.00968951201116549,0.12209376214850827,-0.03804286088951346,0.0040815315863342964,0.041306935661810276,-0.032207640659679564,0.0004724083273676109,-0.0033512060899336103
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,61142,0.013522126192814501,-0.005311759396817175,0.012729901162199748,-0.002704805552604617,0.031453774240799405,0.07196883444083484,-0.035940562222085526,0.0013461289792316225,0.18131003377887348,0.002396666463741062,0.005838595281083463,0.001358676573372974
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,65169,0.0071830302221195024,0.01204456754635424,0.01521521654262403,0.007062756568679155,0.03769848015182218,-0.17726617860500724,-0.034127653414306076,-0.0054820824052596575,0.1064450618362965,0.0006993979211932951,-0.0012754629150376437,-0.0015806741634196517
wake,1000000,1000000,33025,33026,512,m12-2-18,2026-08-05T21:21:46,67400,-0.007043696448874836,0.0038173375953289342,0.03912925091261067,-0.004371669473358996,0.032699409595753945,-0.06228669030108089,-0.03632592321311124,0.005555995202933699,-0.10650238901014118,-0.0003075356734732152,-0.0005747524129145617,-0.0011843257295749885
