case,n_target,n_actual,seed,sampler_seed,samples,host,timestamp,index,ux,uy,uz,j11,j21,j31,j12,j22,j32,j13,j23,j33
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,1,4.2012834183813297e-19,6.071532165918825e-18,0.23297415369232954,-5.637851296924623e-18,1.7867651802561113e-16,-0.20130797572890474,-8.185726402265558e-18,-1.0234868508263162e-16,-6.341624036354342,0.19040032739660728,5.998010204891579,1.196959198423997e-16
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,2,0.0050846802756462734,0.16017810787903358,0.6383607899468295,0.1718547897424456,0.004356018551830515,-0.16263836937063053,0.004356018551825495,0.3089402458519389,-5.12345021949498,0.17347127056781064,5.4647093592118114,-0.48079503559438524
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,3,0.011966027866217036,0.376955009662789,0.39312906637895983,0.3876358581577712,-0.007211812574778466,-0.18170733305978415,-0.007211812574790766,0.16067754647264476,-5.7241626256557,0.14357956923141874,4.523057986502813,-0.5483134046304162
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,4,0.011555535653775791,0.36402364282683547,0.06769421435755499,0.3534378144678987,-0.03067904721218174,-0.1720763507064023,-0.03067904721219368,-0.6120427338933727,-5.420766453870549,0.13890170007011468,4.375695283138337,0.25860491942547376
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,5,0.004673406696310802,0.14722212634483148,-0.148677570196487,0.13747491505585088,-0.019148460582207913,-0.14178196935990459,-0.01914846058221235,-0.4651339630921158,-4.466429815106721,0.15971243854032252,5.031277253098017,0.3276590480362652
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,6,-0.0046734066963108,-0.14722212634483145,-0.148677570196487,-0.13747491505585085,0.019148460582207948,-0.14178196935990467,0.019148460582212333,0.46513396309211547,-4.4664298151067205,0.15971243854032266,5.031277253098016,-0.3276590480362647
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,7,-0.011555535653775791,-0.36402364282683536,0.06769421435755495,-0.3534378144678987,0.030679047212181492,-0.17207635070640248,0.030679047212193684,0.6120427338933727,-5.42076645387055,0.13890170007011476,4.375695283138338,-0.2586049194254738
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,8,-0.011966027866217045,-0.37695500966278894,0.39312906637896045,-0.38763585815777113,0.007211812574777552,-0.18170733305978437,0.007211812574790728,-0.16067754647264623,-5.724162625655697,0.14357956923141874,4.523057986502813,0.5483134046304177
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,9,-0.005084680275646277,-0.1601781078790338,0.6383607899468297,-0.17185478974244572,-0.00435601855183005,-0.16263836937063036,-0.004356018551825485,-0.30894024585193913,-5.12345021949498,0.17347127056781056,5.464709359211809,0.4807950355943857
ring,1000,891,33025,33026,891,m12-1-29,2026-08-05T00:29:46,10,-2.3445871979999033e-18,-2.0383000842727483e-17,0.232974153692329,-1.8756697583999227e-17,6.938893903907228e-17,-0.6031133310188423,-2.3201926491189795e-17,-3.2612801348363973e-16,-6.31608855459663,0.5704343072719932,5.973858334756807,3.37403716077489e-16
