case,n_target,n_actual,seed,sampler_seed,samples,host,timestamp,index,ux,uy,uz,j11,j21,j31,j12,j22,j32,j13,j23,j33
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,32,-0.0009639740761799165,-0.0016966118629604225,-7.742874363604081e-5,0.00958820074651453,0.005911613967903998,-0.006901156279341067,0.0012779065191955846,-0.013501215553523547,0.011527441985562258,0.0013173896801877715,-0.0033349397140628686,0.00391301480700905
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,260,-4.885240526529826e-5,-0.0013253239970824299,0.0007852044851285571,-0.0107329793955328,-0.01519388926257961,-0.033779902311233775,0.008504746469645214,0.004138390919902046,0.01865169018024168,0.03467490258670648,0.0034768030351064903,0.006594588475630801
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,270,-0.0013973591463997338,-0.0003748522027884981,0.0002881974436257286,-0.0008287046760306046,-0.018245826549724974,0.00414054491106121,0.0031471157193802874,0.0001221640682754048,-0.01288026851714158,0.0036060794000509736,-0.00691656057504847,0.000706540607755284
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,716,-0.0009418226208789493,0.0005371449199325158,-0.0015210069516098056,0.00887373725537564,0.0016607741663137356,0.018206415864039174,-0.016148945341205086,-0.00020901429453801303,0.004850676827754522,0.013138256608066544,0.0186498738583527,-0.008664722960837576
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,798,-0.00042894590012069046,-6.933667302494313e-6,-0.0008188274603762827,-0.0025422820557659703,-0.02664222728284753,0.007636284026290818,0.004660939972976041,-0.01286158735899043,0.001738039604021813,0.0043893497827530575,-0.017661470659263424,0.015403869414756409
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,939,0.0009892109843541782,-0.0011926117107484231,-0.0006204916760409306,0.00894935150212386,-0.010063044073923404,0.016298749302392855,-0.0016229799920442916,-0.008116569597654546,-0.004148367039809179,-0.016516320172319375,0.013788520417105009,-0.0008327819044691969
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1014,-0.0005336157212830224,-0.0004051634055400238,-0.0012446517374984799,-0.004646146819270006,0.00876231385969251,-0.005841540674964897,-0.018231110969071974,0.012625396619985314,0.016652788044686992,0.008170444904230594,0.016178556718950955,-0.007979249800715101
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1033,0.0026145820858303457,0.00028430154597329163,-0.0018958235539088977,-0.0016858761626728064,0.03899534001214664,-0.015695462257314847,0.01721833507293738,0.010798192012121868,-0.028637107190910328,0.026931499530452565,0.041114531817706954,-0.009112315849448884
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1036,0.0004411237511905139,0.0024670975234059706,0.0022455902650750027,-0.004504885699521027,-0.027322297521819843,-0.01510668342688616,0.034963507624327456,0.013781853059366403,0.006364305057404097,-0.007295746914516573,0.012382518380819734,-0.009276967359845345
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1152,-0.000601744463495025,-0.0015771290130492603,0.000600999552270204,-0.008209541928126896,0.013559403892553034,0.004930865071223806,-0.007656209036520581,0.015780688681637085,-0.009336512778018662,-0.0008719241390214897,0.011963330880556478,-0.00757114675351014
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1349,0.0019221635149863166,0.00011230913452252314,-0.0013544774152420547,-0.0010564882485429223,0.01224965105704281,-0.01352507652097151,-0.006108759828400631,0.002716946653830519,0.016224302624392516,0.019482787320298213,-0.029449513833255447,-0.0016604584052876759
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1564,0.00363269521350448,-0.0007421847064111815,0.002148257733025594,-0.019135920153472052,0.0080437033683901,-0.005884766979127793,-0.008628544711351419,0.005999583750625585,0.017438013287632233,-0.0007503779647744667,0.015081984817267427,0.013136336402846609
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1729,-0.00011765484590003175,0.0022529372698415783,-0.0005970036753347798,0.012248456870109831,-0.011209401461099479,0.005969532204439499,0.015320012367116569,-0.016259552782397886,-0.01332934952851385,-0.011991671826083085,0.00954861917141843,0.004011095912287738
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1834,0.0005289805850237382,0.0006996682615032768,0.00040071980119668474,-0.008820645329069603,0.007220111535007713,0.012427903441868896,-0.012834186614792426,0.008042027481393203,-0.0034321228896723776,-0.006632284623748326,-0.0014939298650675278,0.0007786178476762934
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1957,-0.00039953144014612843,-0.00023443471151988392,0.0004720812896852669,0.013295117370508841,0.013848727954959476,-0.020113669756350778,-0.016327664523106415,-0.006657186728944705,-0.019966659362183396,0.005390971019149551,0.020014586545366603,-0.00663793064156404
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1966,-0.0007811565523888347,-3.4749132096668675e-5,-0.003180870969147431,-0.008650899766438652,0.005783693645045958,0.017678141280139663,0.02509108743462737,0.0072362827585802855,-0.002880239876277895,-0.02428148374773302,0.012616029790205109,0.001414617007858607
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1989,0.0015829743776721902,0.0009514506151383311,-0.0002902948410314121,-0.014395347371819963,0.005840776410465972,0.005519249929044613,-0.0003055974505453267,0.006593709443892287,0.009974906610664476,0.007955621779823065,-0.002194765286257508,0.007801637927927572
cube,100000,100000,33025,33026,512,m12-2-1,2026-08-04T21:23:52,2300,0.0003397256424824438,-0.0002934588792155297,-0.0005744581428766139,0.005657238389354943,0.004231004388850235,-0.00853775853221093,-0.013633426517711484,-0.001668292029166734,0.00836084510910914,0.010841980277364553,0.0015046549263766319,-0.003988946360188397
