case,n_target,n_actual,seed,sampler_seed,samples,host,timestamp,index,ux,uy,uz,j11,j21,j31,j12,j22,j32,j13,j23,j33
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,500,0.0002154176465466007,0.0010257087420460953,-0.0014977663525928418,-0.009119112694683225,-0.0007220711719218479,0.016323603329029806,-0.010211761558103358,0.03227833965873132,0.026167851474667766,-0.01951799083663609,0.018160641931791257,-0.023159226964047798
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,1960,0.0017241925832502444,2.948909711876855e-5,-0.0007702680076818368,0.022645281426018904,-0.002052849365835246,0.00926615658007659,-0.016087810618817647,-0.01643085465239683,0.0015463356770799921,-0.014024874064488334,0.014968640463418963,-0.006214426773622919
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,2304,-0.0006465751420038798,0.00041177323326602026,-0.00025230299780224907,0.008936560258693096,-0.01309916310830835,0.010802083115442717,-0.00201232278594726,0.008541725418480672,-0.004551185879094052,0.015240444082835154,0.018190378247449762,-0.017478285677173314
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,2482,-0.00025538399187363995,9.871018682781195e-5,-0.0011279747842047401,0.02404513336960182,-0.010141886361551647,-0.0030313784449561396,-0.011247418049549087,-0.020119976369764717,0.008260982522180325,-0.01565199007933401,-0.029930663448879912,-0.003925156999837437
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,2860,4.514407707120087e-5,-0.0009560445848490982,-0.001389096802873907,0.0027504165904813326,-0.009886289705846206,0.020265173288355073,0.018364658253729096,0.011040728051181876,-0.006449651910876112,-0.006414631901031044,0.0033121940802253278,-0.013791144641663875
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,3963,0.0005648705565000167,-0.00015925686308055384,0.0013248910838629228,0.007451042798798242,-0.015853287598345353,0.019325862790782956,-0.018656823544610054,-0.013398777009969436,-0.008792762738059252,0.0006322909607185258,-0.0043601388755169805,0.0059477342111711904
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,5202,0.0007334797021244281,-6.968150418775707e-5,-0.0006574238317572067,-0.011633789034740528,-0.02055021893454086,-0.02281086037472568,0.010385619492308772,0.009324154946921473,-0.009222847745490727,0.008624336114319876,-0.008949979215872692,0.0023096340878196076
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,6288,-0.0005725114535651066,0.00016248094117845974,-0.0014211280359135569,-0.007306111922582282,0.003857780366423904,0.020009018247370194,0.0034501139038132993,0.0018500326492637954,0.015516670624375117,0.0036795080991160944,-0.01234044093449444,0.0054560792733185665
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,7342,0.0008033240868210448,-0.0003170490528775229,-0.0006934403580080653,0.008715448915862362,-0.009880739438379806,0.010473401594362207,-0.015017756606450595,-0.008147411359265342,-0.015917115376094346,0.010475724066383274,-0.02181846056356692,-0.000568037556596729
cube,316228,316228,33025,33026,512,m12-2-1,2026-08-04T21:23:52,7355,0.0015084288058751507,0.0013269938228914271,0.0007814743376243998,0.0015477632981257914,-0.010166577856924236,6.67199888177335e-5,-0.005803218031719591,0.004592098524850652,-0.029504599760240998,0.004001195846613702,0.02737928354020646,-0.006139861822976591
