case,n_target,n_actual,seed,sampler_seed,samples,host,timestamp,index,ux,uy,uz,j11,j21,j31,j12,j22,j32,j13,j23,j33
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,32,4.4966162524723154,3.3092007436792072,3.8634733758977973,2624.150618186916,-45407.88350743847,-89020.59132911083,49500.97219407373,-421.78466698113317,-30335.44930218228,86874.05521249807,25072.424419775103,-2202.3659512057925
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,260,-2.01713705124736,1.1579614298072318,3.5432317469927535,-1174.7154160854072,-58275.911561879315,-9836.560067162434,61537.4756448499,341.8662096968932,-93462.87033173352,12306.135673808269,97400.53534756473,832.8492063885125
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,270,0.410657757565175,2.8976342698640045,-0.0354588553342596,-1895.5287972010228,-63598.84507611906,-4917.671481632896,63455.49258244963,-634.8332189937698,-96194.6434206372,6287.563881152812,94884.43918880036,2530.3620161948134
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,716,-0.05231827165113048,-0.6773463485496749,0.8637644189672599,-1809.6581895816455,-60731.199920248684,54611.112154484275,61948.459026694334,600.4293602665704,42867.536506206554,-53896.585580116975,-42267.3814576227,1209.2288293150464
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,798,0.2252467203076022,3.1408067559487867,-1.174042107820837,181.6464747663578,-55817.07599226303,29740.474805863767,57990.09541285284,236.92289788404182,57193.996544599206,-31363.89687692924,-58616.053643665495,-418.5693726504129
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,939,-0.2300535911327751,1.970481788983191,0.4643657631008054,-1607.7789479614314,-55412.45474914362,-16264.453563507426,55880.56334339743,238.13989455710367,58142.0158195856,16296.449097061475,-58293.67340403794,1369.6390534043378
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,1014,0.5906614303934608,1.7641973277003677,1.738775595151507,406.9326266953357,-54118.53597170484,-33595.66768823224,55284.39498096348,326.53859305507876,46793.16683981826,33947.75283413533,-46473.45537569704,-733.471219750411
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,1033,0.31631354835003683,0.7620634355075636,0.9187915742014682,-1232.419540643803,-52607.579915569375,-38075.726478981494,52771.16048258781,558.6092269511244,41098.93497479218,39161.85458207336,-41794.047872607574,673.8103136926928
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,1036,0.5628548706111797,-1.7943481117064863,-0.7292976430751482,-912.8384583125987,-51276.003011414,-37589.148776109825,51907.00993120077,658.0526791702947,39789.07928452783,38372.35683109344,-40328.237791747844,254.78577914232667
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,1152,-4.0119874658890415,4.614249342618422,3.8213901832136794,-2786.0099662886805,-45002.01384391506,-45365.88066656673,49047.78436083888,1369.7489515109437,11517.34792734582,44334.980531508125,-7374.894217991013,1416.2610147777416
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,1349,-0.4685273660764792,-2.6990845762447306,-1.4710325256472994,771.7930392166003,-45610.899084800956,-30560.561324192815,46436.304362265444,36.233027942126924,-33631.12727542,31773.408082343813,34083.56096902362,-808.0260671587322
rotor,100000,100000,33025,33026,512,mecsrs-MacBook-Pro-188.local,2026-08-13T22:26:37,1564,-0.3928253019096856,1.3852075296339939,-0.3192021933985025,-488.6112838713345,-44145.592477510516,16769.502142443547,43285.177875737136,-461.3776046675703,-37550.31316057264,-16336.289710061797,36419.27355635641,949.9888885389056
