pop,ccdf
1,1
2,0.8054357791918954
3,0.5531141350230122
4,0.3229967592298405
5,0.161362212801496
6,0.07067511506095735
7,0.027959585689775687
8,0.009894788442160877
9,0.0038035929883168873
10,0.0017247796367069418
11,0.0010757178260514348
12,0.0009440899064080102
15,0.0009168565437231638
16,0.0009077787561615483
24,0.0009032398623807406
25,0.0008941620748191251
26,0.0008896231810383173
33,0.0008850842872575096
34,0.0008805453934767019
40,0.0008760064996958941
55,0.0008669287121342786
66,0.0008623898183534709
67,0.0008578509245726632
68,0.0008533120307918555
78,0.0008487731370110476
93,0.0008442342432302399
99,0.0008396953494494322
100,0.0008351564556686245
104,0.0008306175618878167
110,0.000826078668107009
124,0.0008215397743262012
130,0.0008170008805453935
131,0.0008124619867645857
136,0.000807923092983778
138,0.0008033841992029703
155,0.0007988453054221626
158,0.0007943064116413547
160,0.000789767517860547
165,0.0007852286240797393
170,0.0007806897302989316
185,0.0007761508365181238
199,0.000771611942737316
201,0.0007670730489565083
224,0.0007625341551757006
228,0.0007579952613948928
247,0.0007534563676140851
273,0.0007489174738332774
274,0.0007443785800524696
293,0.0007398396862716618
308,0.0007353007924908541
310,0.0007307618987100464
318,0.0007262230049292387
342,0.000721684111148431
364,0.0007171452173676231
387,0.0007126063235868154
394,0.0007080674298060077
520,0.0007035285360252
543,0.0006989896422443922
558,0.0006944507484635845
563,0.0006899118546827767
569,0.000685372960901969
581,0.0006808340671211612
645,0.0006762951733403535
652,0.0006717562795595458
661,0.000667217385778738
752,0.0006626784919979302
762,0.0006581395982171225
773,0.0006536007044363148
799,0.0006490618106555071
844,0.0006445229168746993
903,0.0006399840230938915
933,0.0006354451293130838
1001,0.0006309062355322761
1103,0.0006263673417514683
1136,0.0006218284479706606
1226,0.0006172895541898529
1243,0.0006127506604090451
1247,0.0006082117666282373
1264,0.0006036728728474296
1296,0.0005991339790666219
1301,0.0005945950852858142
1349,0.0005900561915050064
1360,0.0005855172977241986
1371,0.0005809784039433909
1385,0.0005764395101625832
1456,0.0005719006163817755
1475,0.0005673617226009677
1483,0.0005628228288201599
1533,0.0005582839350393522
1554,0.0005537450412585445
1564,0.0005492061474777367
1567,0.000544667253696929
1580,0.0005401283599161213
1601,0.0005355894661353135
1602,0.0005310505723545057
1604,0.000526511678573698
1626,0.0005219727847928903
1709,0.0005174338910120826
1713,0.0005128949972312748
1719,0.000508356103450467
1756,0.0005038172096696593
1766,0.0004992783158888516
1800,0.0004947394221080438
1816,0.0004902005283272361
1832,0.00048566163454642834
1835,0.0004811227407656206
1838,0.00047658384698481284
1893,0.0004720449532040051
1899,0.0004675060594231974
1943,0.0004629671656423896
1962,0.0004584282718615819
1966,0.00045388937808077417
1981,0.0004493504842999664
2001,0.00044481159051915867
2002,0.00044027269673835095
2015,0.00043573380295754317
2074,0.00043119490917673545
2076,0.0004266560153959277
2098,0.00042211712161511995
2117,0.0004175782278343122
2198,0.0004130393340535045
2200,0.0004085004402726967
2202,0.000403961546491889
2353,0.0003994226527110813
2406,0.0003948837589302735
2417,0.0003903448651494658
2441,0.000385805971368658
2477,0.0003812670775878503
2490,0.00037672818380704256
2499,0.0003721892900262348
2514,0.00036765039624542706
2528,0.00036311150246461934
2531,0.00035857260868381156
2551,0.00035403371490300384
2564,0.0003494948211221961
2569,0.00034495592734138834
2635,0.0003404170335605806
2655,0.0003358781397797729
2714,0.0003313392459989651
2733,0.0003268003522181574
2742,0.00032226145843734967
2745,0.0003177225646565419
2747,0.00031318367087573417
2750,0.00030864477709492645
2751,0.00030410588331411867
2752,0.00029956698953331095
2774,0.0002950280957525032
2781,0.00029048920197169545
2791,0.0002859503081908877
2795,0.00028141141441007995
2806,0.0002768725206292722
2807,0.0002677947330676567
2812,0.000263255839286849
2814,0.0002587169455060413
2818,0.0002541780517252335
2822,0.00024510026416361806
2832,0.00023602247660200256
2839,0.0002314835828211948
2843,0.00022694468904038709
2845,0.00022240579525957934
2846,0.0002087891139171561
2847,0.00020425022013634836
2852,0.00019971132635554064
2854,0.0001951724325747329
2860,0.00019063353879392514
2861,0.0001860946450131174
2863,0.00018155575123230967
2869,0.00017701685745150192
2871,0.00017247796367069417
2873,0.00016793906988988645
2874,0.0001634001761090787
2881,0.00015886128232827095
2883,0.00015432238854746322
2891,0.00014978349476665547
2892,0.00014524460098584772
2893,0.00014070570720503997
2897,0.00013616681342423225
2899,0.0001316279196434245
2900,0.00012708902586261675
2903,0.00012255013208180903
2904,0.00011801123830100128
2911,0.00011347234452019354
2913,0.00010439455695857806
2916,9.985566317777032e-5
2917,9.531676939696257e-5
2919,9.077787561615483e-5
2922,8.623898183534708e-5
2923,7.716119427373161e-5
2924,7.262230049292386e-5
2925,6.354451293130838e-5
2931,5.900561915050064e-5
2932,5.4466725369692896e-5
2935,4.992783158888516e-5
2939,4.538893780807742e-5
2946,4.0850044027269674e-5
2950,3.631115024646193e-5
2956,2.7233362684846448e-5
2960,2.269446890403871e-5
2967,1.8155575123230965e-5
2970,1.3616681342423224e-5
3000,9.077787561615483e-6
3009,4.538893780807741e-6
