pop,ccdf
962,0.004809754304270572
982,0.004779118926536364
986,0.004748483548802157
987,0.004717848171067949
997,0.004687212793333742
1064,0.004656577415599534
1101,0.004625942037865327
1133,0.004595306660131119
1148,0.004564671282396912
1189,0.004534035904662705
1231,0.004503400526928497
1255,0.00447276514919429
1302,0.004442129771460082
1310,0.004411494393725875
1319,0.004380859015991667
1373,0.004350223638257459
1375,0.004319588260523252
1399,0.0042889528827890445
1430,0.0042583175050548375
1463,0.00422768212732063
1469,0.004197046749586423
1499,0.004166411371852215
1512,0.004135775994118007
1535,0.0041051406163838
1562,0.004074505238649592
1568,0.004043869860915385
1582,0.004013234483181177
1591,0.0039825991054469705
1593,0.003951963727712763
1636,0.003921328349978556
1647,0.003890692972244348
1660,0.0038600575945101404
1708,0.003829422216775933
1713,0.0037987868390417256
1715,0.0037681514613075178
1729,0.0037375160835733104
1732,0.003706880705839103
1733,0.0036762453281048955
1740,0.003645609950370688
1769,0.0036149745726364807
1811,0.0035843391949022733
1813,0.0035537038171680655
1895,0.003523068439433858
1919,0.0034924330616996507
1933,0.0034617976839654433
1938,0.003431162306231236
1950,0.0034005269284970285
2015,0.003369891550762821
2046,0.0033392561730286137
2054,0.0032779854175601984
2065,0.003247350039825991
2091,0.0032167146620917836
2097,0.003186079284357576
2102,0.003155443906623369
2127,0.0031248085288891614
2137,0.0030941731511549535
2144,0.003063537773420746
2162,0.0030329023956865387
2173,0.0030022670179523313
2179,0.002971631640218124
2182,0.0029409962624839165
2185,0.002910360884749709
2202,0.0028797255070155017
2209,0.002849090129281294
2216,0.0028184547515470865
2222,0.002787819373812879
2244,0.0027571839960786717
2250,0.0027265486183444643
2251,0.002695913240610257
2252,0.0026652778628760494
2257,0.0026346424851418416
2260,0.002573371729673427
2261,0.0025427363519392194
2262,0.002512100974205012
2265,0.002450830218736597
2268,0.002389559463268182
2269,0.0023589240855339745
2270,0.002328288707799767
2271,0.0022670179523313523
2272,0.002236382574597145
2275,0.0022057471968629375
2277,0.0021751118191287297
2278,0.0021444764413945223
2281,0.002113841063660315
2283,0.0020832056859261074
2285,0.0020525703081919
2287,0.0020219349304576926
2289,0.0019912995527234852
2293,0.001960664174989278
2295,0.0019300287972550702
2297,0.0018687580417866552
2298,0.0018381226640524478
2299,0.0018074872863182404
2301,0.001715581153115618
2302,0.0016849457753814105
2305,0.0016236750199129955
2306,0.0015624042644445807
2308,0.0015011335089761657
2310,0.0014704981312419583
2311,0.0014398627535077509
2313,0.0014092273757735432
2317,0.0013479566203051284
2318,0.0013173212425709208
2321,0.0012866858648367134
2322,0.001256050487102506
2324,0.0012254151093682986
2328,0.001194779731634091
2330,0.0011641443538998836
2332,0.0010722382206972611
2333,0.0010416028429630537
2334,0.0010109674652288463
2338,0.0009496967097604314
2343,0.0009190613320262239
2344,0.0008884259542920164
2346,0.000857790576557809
2347,0.0008271551988236015
2349,0.000796519821089394
2351,0.0007046136878867716
2354,0.0006739783101525642
2355,0.0006433429324183567
2359,0.0006127075546841493
2360,0.0005514367992157344
2365,0.0005208014214815269
2367,0.0004901660437473195
2373,0.00045953066601311194
2376,0.000398259910544697
2379,0.00036762453281048957
2381,0.0003369891550762821
2384,0.00030635377734207465
2386,0.00024508302187365973
2395,0.00021444764413945224
2397,0.00018381226640524478
2398,0.00015317688867103732
2402,0.00012254151093682986
2415,9.190613320262239e-5
2440,6.127075546841493e-5
2442,3.0635377734207466e-5
