pop,ccdf
1,1
2,0.806541475166622
3,0.5556987237363266
4,0.3270873693905421
5,0.1665812194601854
6,0.07643970981221275
7,0.03388246396472013
8,0.01594308762346365
9,0.00986348107382185
10,0.007780988979578874
11,0.007123121106669873
12,0.006973399452835411
13,0.006905344155637928
14,0.006873585016945769
15,0.006859973957506272
16,0.006823677799000948
17,0.006814603759374617
18,0.006782844620682458
19,0.0067646965414297966
20,0.006737474422550804
21,0.0067147893234849754
22,0.006678493164979651
23,0.006669419125353321
24,0.0066603450857269896
25,0.006651271046100658
26,0.006633122966847997
27,0.006601363828155837
28,0.006592289788529507
29,0.006569604689463679
30,0.00653784555077152
31,0.006519697471518858
32,0.006506086412079361
33,0.00649701237245303
34,0.006483401313013534
35,0.006465253233760872
36,0.006460716213947706
38,0.0064516421743213755
39,0.006442568134695044
40,0.006428957075255547
41,0.006424420055442382
42,0.006410808996002886
43,0.006401734956376554
44,0.006392660916750223
45,0.0063881238969370575
46,0.0063745128374975615
47,0.0063609017780580646
48,0.006356364758244899
49,0.006342753698805403
50,0.006338216678992237
51,0.00631553157992641
53,0.006301920520486913
54,0.006297383500673747
55,0.0062837724412342505
57,0.006279235421421086
60,0.0062565503223552575
61,0.006252013302542092
62,0.006229328203476265
63,0.006224791183663099
64,0.006220254163849933
65,0.006206643104410437
66,0.006197569064784106
67,0.006188495025157775
68,0.006174883965718279
69,0.006170346945905113
70,0.0061521988666524505
71,0.006147661846839285
72,0.0061385878072129545
73,0.006124976747773458
74,0.006115902708147126
75,0.00610229164870763
76,0.006097754628894465
77,0.006093217609081299
78,0.006088680589268133
80,0.006084143569454968
81,0.006079606549641802
82,0.0060750695298286365
83,0.006070532510015471
84,0.0060614584703891404
85,0.006052384430762809
86,0.006043310391136478
87,0.006034236351510147
88,0.006029699331696982
89,0.006020625292070651
90,0.006011551252444319
91,0.005988866153378492
92,0.0059707180741258295
93,0.005966181054312664
95,0.005952569994873168
96,0.0059434959552468365
97,0.005938958935433671
98,0.005920810856181009
99,0.005907199796741512
100,0.005902662776928347
101,0.005898125757115181
102,0.005893588737302015
103,0.005870903638236188
104,0.0058663666184230225
105,0.005861829598609857
107,0.005857292578796691
108,0.005848218539170361
109,0.0058391444995440295
110,0.005830070459917698
111,0.005820996420291368
112,0.005802848341038705
113,0.00579831132122554
114,0.005793774301412374
115,0.005784700261786044
116,0.005771089202346547
117,0.0057620151627202154
118,0.005748404103280719
119,0.005743867083467554
120,0.0057347930438412225
121,0.005730256024028057
122,0.005725719004214891
124,0.005712107944775395
125,0.0057075709249622296
126,0.005689422845709567
127,0.005680348806083236
128,0.005671274766456905
129,0.0056576637070174084
131,0.005653126687204243
132,0.005644052647577912
133,0.0056304415881384155
134,0.005621367548512084
135,0.005612293508885753
137,0.0056032194692594225
138,0.005589608409819926
139,0.00558507139000676
140,0.005562386290940933
141,0.00553516417206194
142,0.005530627152248774
143,0.0054988680135566155
144,0.005485256954117119
145,0.005476182914490787
146,0.005467108874864457
147,0.005458034835238126
148,0.005439886755985463
149,0.005426275696545967
150,0.005403590597480139
151,0.005389979538040643
152,0.00537183145878798
153,0.005362757419161649
154,0.005353683379535319
155,0.005344609339908987
156,0.005335535300282656
157,0.005326461260656325
158,0.00532192424084316
159,0.005312850201216829
160,0.005308313181403663
161,0.0052901651021510015
162,0.005276554042711505
163,0.005272017022898339
164,0.005267480003085173
166,0.005262942983272008
167,0.005249331923832512
168,0.005235720864393015
169,0.005231183844579849
170,0.005222109804953518
171,0.005208498745514022
172,0.0051994247058876905
174,0.005190350666261359
175,0.005185813646448194
177,0.005181276626635029
178,0.005176739606821863
179,0.005172202587008698
181,0.005163128547382366
182,0.005158591527569201
184,0.005154054507756035
186,0.005144980468129705
187,0.005140443448316539
188,0.005131369408690208
189,0.005113221329437546
190,0.0050950732501848835
191,0.005090536230371718
193,0.005076925170932222
195,0.005054240071866394
196,0.005036091992613732
197,0.005027017952987401
198,0.005013406893547904
199,0.004999795834108408
200,0.004995258814295242
201,0.0049907217944820765
203,0.004986184774668911
204,0.004981647754855745
205,0.004972573715229414
206,0.004968036695416249
207,0.004963499675603084
211,0.004949888616163587
212,0.004940814576537255
213,0.004927203517097759
214,0.004922666497284594
215,0.004895444378405601
219,0.004881833318966104
220,0.004877296299152938
223,0.004872759279339773
224,0.004868222259526607
226,0.004863685239713442
227,0.004850074180273945
228,0.004841000140647614
229,0.004836463120834448
231,0.004831926101021283
232,0.004822852061394952
233,0.004813778021768621
234,0.0048092410019554555
236,0.00480470398214229
237,0.004800166962329124
239,0.0047820188830764625
240,0.004768407823636966
241,0.0047638708038238
242,0.004745722724571138
243,0.004727574645318476
244,0.004718500605692145
245,0.004700352526439483
246,0.004682204447186821
247,0.0046776674273736555
248,0.004659519348120993
249,0.0046504453084946626
251,0.004623223189615669
252,0.004600538090549841
253,0.00459146405092351
254,0.004559704912231352
255,0.00454155683297869
256,0.004518871733912862
257,0.0045007236546602
258,0.004487112595220703
259,0.004478038555594372
260,0.00445989047634171
261,0.004414520278210055
262,0.0043691500800784
263,0.00432831690175991
264,0.00428748372344142
265,0.004255724584749262
266,0.004223965446057103
267,0.0041695212082991165
268,0.004115076970541131
269,0.004083317831848972
270,0.004033410613904151
271,0.003965355316706668
272,0.003929059158201344
273,0.0038746149204433576
274,0.0037884115439932127
275,0.00367952306847724
276,0.00363868989015875
277,0.0035434124740822744
278,0.003452672077818964
279,0.003393690820247812
280,0.003307487443797667
281,0.003212210027721191
282,0.0031214696314578808
283,0.003039803274820901
284,0.0029445258587444253
285,0.002840174403041618
286,0.002753971026591473
287,0.0026269344718228387
288,0.0025135089764937004
289,0.0024046205009777277
290,0.002259435866956431
291,0.0021868435499457824
292,0.0020325848762981547
293,0.0019146223611558513
294,0.001801196865826713
295,0.001696845410123906
296,0.001592493954421099
297,0.001506290577970954
298,0.001438235280773471
299,0.0013792540232023193
300,0.0012839766071258433
301,0.0011886991910493674
302,0.0011206438938518844
303,0.0010480515768412362
304,0.0009754592598305876
305,0.0008711078041277806
306,0.0008166635663697943
307,0.0007349972097328149
308,0.0006941640314143252
309,0.0006124976747773458
310,0.0005580534370193595
311,0.0005172202587008697
312,0.00046277602094288347
313,0.0003947207237454006
314,0.00036296158505324193
315,0.0003448135058005798
316,0.00030851734729525566
317,0.000276758208603097
318,0.0002676841689767659
319,0.00023138801047144174
320,0.0002087029114056141
321,0.0001724067529002899
322,0.0001497216538344623
323,0.0001315735745818002
324,0.0001134254953291381
325,9.981443588964152e-5
326,8.620337645014496e-5
327,6.805529719748286e-5
328,3.6296158505324195e-5
329,2.7222118878993144e-5
330,2.268509906582762e-5
331,1.8148079252662097e-5
339,9.074039626331049e-6
346,4.537019813165524e-6
