step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,p1_sigma_ratio,argmin_x,argmin_y,argmin_z
720,0.2222222222222222,209576,14.10986745152391,0.00046515956410421455,0.10451639146398652,779.0185809898715,102.07372999191284,0.5005314646187098,0.30425916201480696,-0.026109348769591048,0.1517277602091514
721,0.22253086419753088,209601,14.826881214608782,0.00046047808596578143,0.10346451327098659,767.659821585081,53.98975491523743,0.5000303953234956,0.3043113287099169,-0.02632245431074316,0.15166987466410767
722,0.2228395061728395,209627,27.98015081540729,0.00045441273225251254,0.10210169300030303,766.5024480298284,47.1689190864563,0.4995969986251076,0.30436021640220756,-0.02651608102462882,0.15158940268253568
723,0.22314814814814815,209633,22.344024584057745,0.0004478053977151156,0.10061709542060157,772.7329410848139,45.615005016326904,0.49964953409513596,0.3044044627736314,-0.026691544545465646,0.15149358670136673
724,0.2234567901234568,209612,20.453697511895175,0.0004411522906548873,0.09912221324334758,778.4242056603995,49.631261110305786,0.498789690770262,0.3044439441088086,-0.026851955261738867,0.15138686768585174
725,0.22376543209876543,209561,17.750355397151697,0.0004346493469130961,0.09766107116171757,783.7440282949141,47.501179933547974,0.4984769166171337,0.30447826682459356,-0.026999621456803204,0.15127128266005765
726,0.22407407407407406,209457,14.51910951758665,0.0004283546497821838,0.09624671987185725,788.8814073363964,59.70254588127136,0.49820430426402695,0.30450625259858,-0.02713745874151646,0.15114867204239457
727,0.2243827160493827,209395,13.851813514743522,0.00042227260155075415,0.0948801485210497,794.0173711283124,63.48597502708435,0.4974318213903881,0.3045284063697596,-0.02726561445334821,0.15102080179110947
728,0.22469135802469137,209397,13.84026404523718,0.0004163935298250187,0.09355918382560133,799.2263400217672,41.1373131275177,0.49700838283647103,0.30454433720004337,-0.027385387029844197,0.15088873251700574
729,0.225,209370,13.816119912207583,0.00041072284265904956,0.09228504091756591,804.6701865432065,64.3968288898468,0.4963328659106694,0.30455379516517744,-0.027498020997588305,0.15075314361884845
730,0.22530864197530864,209298,14.20583723897551,0.000405264451347854,0.09105859862320362,810.3932556138681,52.30832505226135,0.4954639287033905,0.304556368356559,-0.027604238881295845,0.15061423120397938
731,0.22561728395061728,209266,16.149281436536093,0.0004000209882715927,0.0898804484102528,816.5583948753217,52.93179702758789,0.49519991472937824,0.3045520575714722,-0.027704252545269595,0.15047276482887234
732,0.22592592592592592,209273,17.82365866356879,0.0003949945713317857,0.08875106614859005,823.1350278478616,51.723511934280396,0.4946928884736769,0.3045408640277602,-0.02779832433448662,0.15032828001289752
733,0.22623456790123456,209316,18.67069231712022,0.00039019007358496365,0.08767154676202919,830.2515786928376,51.249216079711914,0.4942739651796228,0.30452259419094285,-0.027886231567206324,0.15018125407173505
734,0.22654320987654322,209362,14.9517182631889,0.0003856117241112598,0.08664284047975793,837.8731104593644,63.14537000656128,0.49376935158060714,0.30449771333235126,-0.027968408635588166,0.15003234721084055
735,0.22685185185185186,209375,17.126423169409854,0.000381265384705827,0.0856662643846101,846.118307974425,42.331416845321655,0.4936354323038127,0.3044662372820239,-0.028044827071835927,0.1498804677110287
736,0.2271604938271605,209366,17.665755890079424,0.0003771534893775427,0.08474236537241303,854.9125632891064,53.93391418457031,0.4931116394832194,0.3044287964106751,-0.0281147852615338,0.14972536049887833
737,0.22746913580246914,209426,17.00632162713639,0.00037327561830521406,0.0838710491138236,864.3404735527273,47.32251787185669,0.4922670327997449,0.30438520594240215,-0.028178084776363656,0.14956761497435242
738,0.22777777777777777,209476,23.996349828905025,0.0003696283271869017,0.08305154171094185,874.2358764904245,48.03252291679382,0.49207970159825914,0.3043360540635756,-0.028234723830736188,0.14940729739198938
739,0.2280864197530864,209486,14.812156254148295,0.0003662050385259588,0.08228236527044375,884.5905028165264,48.47015619277954,0.49105310580531186,0.3042818455589149,-0.028284096171525983,0.14924414370840486
