step,time,n_particles,max_u,min_sigma,min_sigma_ratio,max_gamma_over_sigma2,wall_s,p1_sigma_ratio,argmin_x,argmin_y,argmin_z
79,0.024382716049382715,41450,9.510120202413734,0.0039324488023860585,0.883579292266652,3.302878138951136,4.336007118225098,0.9363361221304828,0.06344205200304374,0.014086631627461899,-0.019393606005203033
80,0.024691358024691357,42144,9.539177986460057,0.003919397478013539,0.8806467989191947,3.2964402883817563,4.533911943435669,0.9352591459006364,0.06479554388158122,0.014187471469932142,-0.019507490332967628
81,0.025,42838,9.564013768286532,0.003906816309894839,0.877819944666073,3.2891149675663116,5.976582050323486,0.9342262974505876,0.06617344066871686,0.014284761923387866,-0.019630213936562054
82,0.025308641975308643,43529,9.585230839771697,0.0038948657670199883,0.8751347851773706,3.281543168543685,4.52751898765564,0.9330155970057143,0.06757703535942251,0.01437809984766273,-0.0197624794066638
83,0.025617283950617284,44218,9.604600569171142,0.0038836751543400616,0.8726203738960947,3.274077214511082,4.553782939910889,0.9319968382521395,0.06900608431500481,0.014464524363172774,-0.01990343861025519
84,0.025925925925925925,44910,9.624271115757164,0.0038727357370996742,0.8701624035501855,3.2668631516872537,4.7115020751953125,0.9309280665421233,0.0704058563239216,-0.014488313812414414,0.02001038456594366
85,0.026234567901234566,45599,9.64676181683122,0.0038556437025935755,0.8663220057443367,3.259920272097355,8.991744995117188,0.9297312583370206,0.06577216652059045,-0.021315187165773995,0.0010777267146298377
86,0.02654320987654321,46291,9.671247104790147,0.003838548799252031,0.8624809633417697,3.253225423603719,5.5254738330841064,0.9287837962067264,0.06699653934700457,-0.021210631783852473,0.0012162393591102672
87,0.026851851851851852,46981,9.698111991021483,0.0038231280223006694,0.859016079278532,3.24686095003997,5.797980070114136,0.927833596107205,0.0682159121669462,-0.021100300227564126,0.0013555964140758877
88,0.027160493827160494,47672,9.72595882246114,0.003809657901112762,0.8559894867546227,3.2410354205575174,6.034379959106445,0.9267036721338001,0.06943009956808652,-0.020984271093046607,0.001495827808900381
89,0.027469135802469135,48362,9.75376844584741,0.0037984500676506603,0.8534712061473132,3.2358423351546013,6.143558979034424,0.9258255549749136,0.0706396645588761,-0.020862356963057837,0.0016348810818060373
90,0.027777777777777776,49052,9.780364250961963,0.003789605393237846,0.8514839021668363,3.231781564432683,7.975369215011597,0.9247773008117574,0.07184468913403542,-0.02073614735098053,0.0017706656589603377
91,0.02808641975308642,49738,9.804689999986637,0.003782811211508373,0.8499573220164689,3.2294858083956486,5.828682899475098,0.9238834568047896,0.07304445446765828,-0.02060629794337636,0.0019033756494532352
92,0.028395061728395062,50429,9.825922268201772,0.0037777861873322495,0.848828252693947,3.2291166565892824,5.79266095161438,0.9230360343919514,0.07423901821540506,-0.02047447597636069,0.0020311548637410087
93,0.028703703703703703,51120,9.843319137689221,0.003774171575208683,0.8480160879125463,3.230058778577945,5.715455055236816,0.9219396803390181,0.07542746529499376,-0.02034274209719862,0.0021534060668668693
94,0.029012345679012345,51808,9.857147484315156,0.0037716795460556066,0.8474561555482528,3.231108824525982,5.594259023666382,0.9212349585236611,0.07660940376526226,-0.02021410974898421,0.0022689659496045564
95,0.029320987654320986,52498,9.86827118659432,0.003761853117569187,0.8452482619013548,3.231198142632268,5.66526985168457,0.9201755747419119,0.08779847337287054,-0.014436727622721277,0.021716080226982338
96,0.02962962962962963,53188,9.876733243032891,0.0037499958632196437,0.8425840633490335,3.2303808615814655,6.036428213119507,0.919416250137762,0.08948438790670904,-0.014348028097773276,0.021852262255098495
97,0.029938271604938272,53879,9.882196066092307,0.003737570278986983,0.8397921671352462,3.2293766485861424,5.891664981842041,0.9185383379870682,0.09118078451922496,-0.01425104152999329,0.02198345857410512
98,0.030246913580246913,54569,9.884856059487934,0.0037247738964364774,0.8369169564953292,3.2286222630373076,6.066738843917847,0.9177876572259838,0.09288717643344314,-0.014147543055466923,0.02210969530714209
99,0.030555555555555555,55258,9.883959014274632,0.0037118135219838307,0.8340048986245613,3.228499939108028,7.658843994140625,0.9168653158443795,0.09460145565196204,-0.014035664949608435,0.02223114031896898
100,0.030864197530864196,55949,9.878930082010957,0.003698729905915528,0.831065149677568,3.2293385076727352,5.917021036148071,0.9158343831545077,0.09632283596621934,-0.013917455370749688,0.022349359430068043
101,0.03117283950617284,56640,9.87022436107877,0.0036809855124362535,0.827078173770188,3.2313011037215498,5.929892063140869,0.9146691313179987,0.13211669296897977,0.013940541391010568,-0.0009669277477257059
102,0.03148148148148148,57328,9.858614640740452,0.003661266351193091,0.8226474886142227,3.234473413002054,5.577630996704102,0.913505595374137,0.1337009539835562,0.013744284511589067,-0.001179476437685859
103,0.03179012345679012,58017,9.845164978675259,0.0036421276204662146,0.8183472200028997,3.2389541529027914,5.6587889194488525,0.9123321401236206,0.13528091859752855,0.013549464412866101,-0.0013931738786225492
104,0.03209876543209877,58708,9.830577247104445,0.0036234811336220245,0.8141575533404749,3.2447916337797005,5.787644147872925,0.910990404372448,0.13685580293290028,0.013355369830582718,-0.0016078190793054272
105,0.032407407407407406,59395,9.814868437619161,0.0036053508425640357,0.8100838703641355,3.2521509400797934,5.9042909145355225,0.9097683860079158,0.13842528699854417,0.013162171558973779,-0.001823320175104682
106,0.03271604938271605,60084,9.79665288241017,0.003587747527826351,0.8061285933448815,3.261152989097904,5.99365496635437,0.9084965251966562,0.13998898089104275,0.012970222406520888,-0.002039142525084096
107,0.03302469135802469,60775,9.775939598260695,0.0035706949875812096,0.8022970694781224,3.2719156798287665,6.485136032104492,0.907427161812353,0.14154651248215847,0.012779843288786086,-0.002255310444967857
108,0.03333333333333333,61465,9.753331454389892,0.0035541845178647512,0.7985873430760376,3.2846863707394722,7.80054497718811,0.9061928690215207,0.14309771946147082,0.012591371067446263,-0.0024713528002494396
109,0.03364197530864198,62155,9.729441970967247,0.0035383472770190516,0.7950288840188189,3.2996771203400423,6.180193901062012,0.9051017364791946,0.14464293565547925,0.012404940315964645,-0.0026860934856617466
110,0.033950617283950615,62844,9.705537774488459,0.0035230941807263593,0.7916016760106702,3.3168276964377448,6.2454140186309814,0.9038676257570352,0.14618208304355182,0.01222044150815132,-0.0029000019835924815
111,0.03425925925925926,63533,9.682833095747068,0.003508396646010363,0.788299296761754,3.3357240779309802,6.199473142623901,0.902653277761048,0.1477141567371051,0.012038410207373776,-0.003113313759318627
112,0.0345679012345679,64225,9.658581099016217,0.0034942343888156083,0.785117188661212,3.3557002662587334,6.173754930496216,0.9015132739857857,0.14923945073095807,0.011859127319182464,-0.003325721969132014
113,0.03487654320987654,64913,9.633205339390024,0.0034805936488993437,0.7820522599292998,3.376157337507958,5.8707380294799805,0.9003475673867828,0.15075757185479355,0.011682703784082711,-0.0035375035193664964
114,0.03518518518518519,65604,9.606486475311739,0.0034675427175651476,0.7791198548933608,3.3965806136784,5.797996997833252,0.8993002645613967,0.1522689213694437,0.011510222921024679,-0.003748194062540711
115,0.035493827160493825,66294,9.577767212239776,0.003454945623184616,0.7762894221791159,3.4169956998403794,5.968153953552246,0.8981993563404533,0.15377289003445505,0.011340764836900214,-0.003957569784489366
116,0.03580246913580247,66982,9.552072267966134,0.0034427903503030854,0.7735582620420903,3.437365418689009,6.199972152709961,0.897232782791441,0.15526970652771266,0.011174719366381161,-0.004166117847588599
117,0.03611111111111111,67674,9.530134464917374,0.0034310515570562857,0.7709206804357441,3.45786589361367,8.295729875564575,0.8962076964692085,0.15675860402508687,0.01101197635410894,-0.004373809814423562
118,0.03641975308641975,68364,9.507161532784968,0.003419979826569528,0.7684329807149695,3.4786875476544696,6.527259111404419,0.8949334218555044,0.15823875197259737,0.010852425304318092,-0.004579993362738796
119,0.0367283950617284,69055,9.480960301941527,0.0034091482281622828,0.7659992361105938,3.5000889537175457,6.485426902770996,0.8937680513412242,0.15971031648909467,0.01069617207518736,-0.004784499540516538
120,0.037037037037037035,69745,9.451694342361241,0.003398859901028175,0.7636875587653613,3.5222074142879047,6.416512966156006,0.8927868562445362,0.16117283162154245,0.010543315390559093,-0.004987086994321173
121,0.03734567901234568,70434,9.420821237296579,0.0033882209196819486,0.7612970931596469,3.5452835800901203,6.502308130264282,0.891724925685178,0.12871446428449543,-0.008164550079616934,0.023033448140959582
122,0.037654320987654324,71122,9.388082532667447,0.0033703705826990064,0.7572863128772591,3.569460154966272,6.231380939483643,0.8906358059049936,0.13016255105140812,-0.007932395256791507,0.02314173961669851
123,0.03796296296296296,71812,9.353649779832764,0.0033553888253694372,0.7539200718393237,3.5947664246231006,6.357986927032471,0.8897528924767694,0.13159950464169423,-0.007694003922344297,0.023252335372085146
124,0.03827160493827161,72504,9.318483264735022,0.0033417828659622765,0.7508629579167487,3.621249158581684,6.524183034896851,0.888648797169411,0.13302850255601897,-0.007448736526936457,0.023366359250612246
125,0.038580246913580245,73193,9.283174349538243,0.0033258451854425285,0.7472819311363197,3.6489420706595324,6.7411229610443115,0.887728866983155,0.13444479044013358,-0.007197909039910506,0.023484066797778466
126,0.03888888888888889,73885,9.253004629871244,0.0033092124446180617,0.743544731720724,3.6780202670510747,8.614721059799194,0.8867082082063791,0.13585226653583152,-0.006939979258468043,0.023604393675529734
127,0.039197530864197534,74574,9.223134267562887,0.0032914724067886654,0.7395587344814031,3.708613036477782,6.792228937149048,0.8856306089483157,0.13724662416518338,-0.00667626619000288,0.023728956152358007
128,0.03950617283950617,75265,9.193073665988845,0.0032725175062646257,0.7352997705554509,3.7406840917381574,6.7329981327056885,0.8846209063947623,0.13862938445298167,-0.006408218305692397,0.023857153405368852
129,0.03981481481481482,75957,9.16313234600587,0.003253261625204991,0.7309731795141844,3.7738277093037094,8.513175964355469,0.8836813502444697,0.13999976538742603,-0.006135304536472188,0.023989726106839634
130,0.040123456790123455,76647,9.133848079463622,0.0032378020218755917,0.7274995715780238,3.8075765348320427,7.793412923812866,0.882583566850645,0.1413580337737292,-0.005858187093360832,0.02412582779494197
131,0.0404320987654321,77338,9.104763761130968,0.0032234530898462297,0.7242755196337001,3.8415812652745127,7.832967042922974,0.8816298451627079,0.14270477319493804,-0.005578676132283971,0.02426744241198096
132,0.040740740740740744,78030,9.076836694944058,0.003211293759261654,0.7215434477740902,3.8754453692608837,7.755140066146851,0.8805410023833302,0.1440419740607088,-0.005297923676960869,0.024414987867539196
133,0.04104938271604938,78720,9.050538654198096,0.0032038726280544066,0.7198759987647251,3.9090926152182464,7.5912768840789795,0.8795037884638409,0.1453703136101159,-0.0050160864234217815,0.02456925589037587
134,0.04135802469135803,79409,9.025190933304284,0.003197365117764664,0.718413830628489,3.94256834084792,7.633741140365601,0.8785416635119015,0.14669242633830928,-0.0047336075448628605,0.024729915969442504
135,0.041666666666666664,80098,9.000112724312157,0.0031936430386993796,0.7175775191718035,3.9759644569372563,9.160128831863403,0.8775319925568119,0.1480091320296074,-0.004450919145919745,0.024897776922318485
136,0.04197530864197531,80787,8.975215916589317,0.003189802468301648,0.716714583976851,4.009431368072825,7.441054105758667,0.876594196156526,0.149323542129287,-0.00416903019706482,0.025071995785419205
137,0.042283950617283954,81476,8.951619699743635,0.0031871835895574173,0.7161261498627296,4.043063742942669,7.607364892959595,0.8757127625926424,0.1506367892808846,-0.0038862373911448473,0.025251270085204832
138,0.04259259259259259,82166,8.929702217552709,0.0031843151269596065,0.7154816369194132,4.077057529176904,8.056647062301636,0.8748552394557821,0.15195051573341326,-0.0036043687292154356,0.025437026541580855
139,0.042901234567901236,82856,8.90880362655077,0.003181844746884898,0.7149265688720642,4.111607091506239,8.019052982330322,0.8739325018783298,0.15326728402713868,-0.0033241403503775206,0.025628959972546078
140,0.043209876543209874,83546,8.887720256578183,0.0031794219134018355,0.7143821840366035,4.1469371141636815,8.122486114501953,0.8729420363580626,0.1545876749229252,-0.0030442533742634677,0.025823947263882548
141,0.04351851851851852,84236,8.866586595120165,0.0031767180008390136,0.7137746437306345,4.18311113035652,8.188251972198486,0.872151202131136,0.1559142747148151,-0.0027652896652613744,0.026021509070469292
142,0.043827160493827164,84925,8.845255632327893,0.003175002399663806,0.7133891664495872,4.220085756932915,8.317132949829102,0.8714019809565885,0.1572478868727595,-0.0024873763929085762,0.026220607898112296
143,0.0441358024691358,85613,8.824366140077327,0.0031721361178765864,0.7127451435111444,4.257884371576453,7.931757926940918,0.8706560940177,0.15858816517912483,-0.0022092803335073265,0.02641836631891097
144,0.044444444444444446,86303,8.803531740590252,0.0031708408214738294,0.7124541042284132,4.296675266719702,9.648499011993408,0.8697126426146875,0.15993633496773654,-0.00193127432480839,0.02661458730282236
145,0.044753086419753084,86991,8.783237353748767,0.0031676571689423175,0.711738771469622,4.33656920338512,7.953571081161499,0.8688207317229101,0.16129302152930441,-0.0016533551535006126,0.026807326644162126
146,0.04506172839506173,87680,8.763826254293551,0.0031664175009930586,0.7114602313069154,4.377454349053941,8.265085935592651,0.8680208846584708,0.16265604576115952,-0.001373593019232141,0.026996038337766395
147,0.04537037037037037,88367,8.744682839212548,0.0031668146671075255,0.7115494702956391,4.419095540429423,8.102132081985474,0.8671939020315707,0.1640271626224506,-0.0010930658517671196,0.02717902109514228
148,0.04567901234567901,89050,8.725826420202663,0.0031640083346060792,0.7109189173221362,4.461255997922961,8.32486605644226,0.8663717919641075,0.1654034823601445,-0.0008097876328874152,0.027354997186400384
