step,wall_s,body_influence,controls_setup,io,monitors,remaining_aerodynamics,rigid_kinematics,shedding,solve,total_step,unclassified_residual,wake_influence,wake_propagation_maintenance,wake_sfs,g_influence_pass1,g_influence_pass3
125,6.55,1.65320581,2.873e-05,0.930644228,0.517756288,0.10899536300000001,0.000506789,0.022471851,0.94559151,6.89916747,0.00019279099999991445,2.680652028,0.039122082,1.727793683,0.95247,1.6531
126,6.9,1.65168699,2.8215e-05,0.964916494,2.032800054,0.103485097,0.000533554,0.022615888,0.944899042,8.467900871,0.00019196899999762707,2.707804978,0.03893859,1.7369757920000002,0.97045,1.6515
127,8.47,1.65093761,2.7986e-05,0.953886596,0.34522283,0.10568332600000001,0.000503316,0.023760631,0.95604733,6.78984863,0.00019880599999932969,2.713573733,0.040006466,1.7462846609999998,0.96692,1.6508
128,6.79,1.650517899,2.7582e-05,0.980440436,0.361768798,0.107059899,0.000498714,0.023534569,0.987283656,6.77594477,0.0002023149999992313,2.624743655,0.039867247,1.693885045,0.93052,1.6503
129,6.78,1.651437609,2.5914e-05,0.960309848,0.289155325,0.099020616,0.000502373,0.021967286,0.942370255,8.418521909,0.0001930179999991566,4.41436226,0.039177405,3.1031959010000003,1.31077,1.6513
130,8.42,1.652050531,2.7429e-05,0.963897651,0.345230888,0.10415965799999999,0.000519016,0.022155758,0.96462643,7.851869586,0.0001862649999990751,3.76095463,0.03806133,2.4517781039999997,1.30876,1.6519
131,7.85,1.652820244,2.3587e-05,0.991106696,0.356140953,0.104832661,0.000517025,0.022418761,0.943736029,7.873555337,0.00020184800000144776,3.760939578,0.040817955,2.458509878,1.30207,1.6527
132,7.87,1.654830929,2.9092e-05,0.972596441,0.367290771,0.104974762,0.000504715,0.022805308,0.951202796,7.74677359,0.00018358999999890102,3.631665064,0.040690122,2.357973034,1.2733,1.6547
133,7.75,1.657305662,2.6937e-05,0.981263182,0.533939601,0.10613002,0.000503856,0.021710241,0.956968572,7.765493377,0.00019353000000066345,3.467327899,0.040123877,2.255523126,1.21145,1.6571
134,7.77,1.657063864,2.7193e-05,1.019996515,0.343519732,0.09859968899999999,0.000486485,0.021969446,0.944190375,7.473196347,0.00017588800000023497,3.355496745,0.031670415,2.1730601039999997,1.18206,1.6569
135,7.47,1.654416313,2.0435e-05,0.997563887,2.135681195,0.104417753,0.000524732,0.022343656,0.938104249,9.166911237,0.00018054499999919926,3.273300224,0.040358248,2.117359152,1.15567,1.6543
136,9.17,1.653213463,2.8209e-05,1.004220563,0.367917105,0.10531913899999999,0.000517892,0.02279108,0.942284358,7.451257219,0.00018790799999912622,3.314726927,0.040050575,2.144041935,1.17026,1.653
137,7.45,1.652132448,2.5654e-05,1.007083281,0.539699151,0.107210908,0.000510921,0.021707948,0.96048074,7.783554156,0.00019253099999971823,3.452720051,0.041790523,2.239736742,1.21257,1.652
138,7.78,1.651319898,2.8452e-05,1.014873308,0.354659142,0.098949592,0.000502015,0.02195666,0.942433793,7.877357573,0.00018635599999949903,3.751509829,0.040938528,2.443860795,1.3073,1.6512
139,7.88,1.651380657,2.6498e-05,1.016216809,0.369341334,0.10425478700000002,0.000519415,0.022481777,0.949089678,8.036862285,0.00018899900000057812,3.882190151,0.04117218,2.512941488,1.36881,1.6512
140,8.04,1.650804703,2.707e-05,1.039196017,0.392873163,0.105767124,0.000508771,0.022972347,0.946981606,8.166882054,0.00019673500000116917,3.966559846,0.040994672,2.5813799429999995,1.38483,1.6507
141,8.17,1.652305885,2.515e-05,1.046357867,0.592127723,0.10591700999999999,0.000484174,0.021435623,0.944094465,8.391726663,0.00020348400000003153,3.987367742,0.04140754,2.586656659,1.40029,1.6522
142,8.39,1.682752048,2.8123e-05,1.031496901,0.350448105,0.097813099,0.00049954,0.022406449,0.95005663,8.063506422,0.0001856530000008405,3.885698056,0.042121818,2.530903638,1.35436,1.6825
143,8.06,1.682133315,2.7916e-05,1.048014922,0.383822636,0.10575635800000001,0.000515598,0.024424377,0.94263947,7.982267158,0.00018553700000101259,3.752713846,0.042033183,2.433072337,1.31929,1.682
144,7.98,1.679857067,2.7848e-05,1.0560508,2.109670135,0.108078384,0.000518578,0.024447868,0.984196235,9.671160526,0.00020961100000249644,3.66545027,0.04265373,2.365143522,1.29989,1.6797
145,9.67,1.678760109,2.8892e-05,1.063458079,0.608620501,0.107578953,0.000528117,0.024850374,0.963574229,8.173717003,0.00020667100000082428,3.683011126,0.043099952,2.3932238800000003,1.28942,1.6786
146,8.17,1.678681359,2.5764e-05,1.054069581,0.38271984,0.102527308,0.000501969,0.024480652,0.960768563,8.028542587,0.00020601099999950634,3.781998519,0.042563021,2.451247629,1.33043,1.6785
147,8.03,1.679406522,2.6469e-05,1.086658738,0.413606516,0.108595381,0.000510038,0.025690727,0.963234521,8.167120143,0.00020535300000013024,3.845732242,0.043453636,2.5071930940000002,1.33813,1.6792
148,8.17,1.679889204,3.2107e-05,1.078526347,0.417238311,0.11007948399999999,0.000494519,0.025298431,0.941436395,8.318004206,0.0002078999999994835,4.022871694,0.041929814,2.589101602,1.43334,1.6797
149,8.32,1.681506308,2.6475e-05,1.079777015,0.620155537,0.10960998300000001,0.000503444,0.022463492,0.979310475,8.557736825,0.00020345299999924293,4.020780022,0.043400621,2.607303801,1.41305,1.6813
150,8.56,1.68288141,2.8565e-05,1.09465829,0.385029203,0.10048248700000001,0.000500674,0.022427053,0.942180674,8.276742416,0.0001954990000001544,4.004928588,0.043429973,2.593158829,1.41139,1.6827
151,8.28,1.685686296,2.4463e-05,1.081136792,0.410489184,0.104839747,0.000482458,0.022850574,0.948215716,8.287257398,0.00017998099999871897,3.99810261,0.035249577,2.592973022,1.40478,1.6855
152,8.29,1.684919416,2.027e-05,1.124584053,0.424197751,0.105211762,0.000504128,0.023473449,0.939789204,8.290017609,0.0001825369999988169,3.942764611,0.044370428,2.571275432,1.37109,1.6848
153,8.29,1.682171133,2.6159e-05,1.101947278,2.312662651,0.105805215,0.000527643,0.021838956,0.965385829,10.137983796,0.00018957800000052316,3.903193089,0.044236265,2.5330288249999997,1.36979,1.682
154,10.1,1.68027239,2.5461e-05,1.120139419,0.420479578,0.104705265,0.000499415,0.02205253,0.954423318,8.302472019,0.00018721900000073788,3.954581029,0.045106395,2.564752844,1.38944,1.6802
155,8.3,1.680506873,2.7895e-05,1.119845796,0.42943299,0.105813646,0.00050001,0.023250676,0.947954651,8.366922529,0.0002097840000008233,4.01347174,0.045908468,2.606434605,1.4067,1.6803
156,8.37,1.679584983,3.0531e-05,1.121886272,0.439830988,0.10581719699999999,0.000486426,0.02278798,0.942444654,8.432168209,0.0001935660000000894,4.07426288,0.044842732,2.637880348,1.43601,1.6794
157,8.43,1.679225438,3.0096e-05,1.138324715,0.372035684,0.33241949900000006,0.000498171,0.022964792,0.976899313,8.840778155,0.00019549400000151707,4.273001563,0.04518339,2.766837271,1.50581,1.6791
158,8.84,1.679340651,2.9599e-05,1.152765788,0.428356442,0.105698623,0.000522762,0.022474672,0.956301224,8.690742906,0.00019326400000174715,4.299395306,0.045664575,2.789893036,1.50912,1.6792
159,8.69,1.680410631,2.7865e-05,1.142824088,0.443451175,0.107273616,0.000494773,0.023780551,0.945290765,8.668269116,0.00020779600000153664,4.287334827,0.037173029,2.769824857,1.51707,1.6802
160,8.67,1.682770137,2.5432e-05,1.395722046,0.454973411,0.107125649,0.000515067,0.022386713,0.954362732,8.997837068,0.00020994900000026462,4.334642224,0.045103708,2.810131914,1.52414,1.6826
161,9.0,1.682261015,2.8771e-05,1.166072611,0.410722443,0.10176445,0.000504013,0.024074102,0.954847867,8.644663969,0.00021661899999969592,4.258080038,0.04609204,2.7621513679999996,1.4955,1.6821
162,8.65,1.67977715,3.1972e-05,1.152881646,2.184851073,0.10667051899999999,0.000523927,0.023515553,0.943196201,10.334303619,0.00020121599999889384,4.198262496,0.044391866,2.7165695100000002,1.48133,1.6796
163,10.3,1.679464876,2.526e-05,1.155492974,0.459471206,0.105625314,0.000492775,0.024335601,0.943531594,8.508382546,0.00018379099999954462,4.099749993,0.040009162,2.6538825520000002,1.44545,1.6793
164,8.51,1.678689633,2.3665e-05,1.181720777,0.624573855,0.10772457299999999,0.000509514,0.022593108,0.942881415,8.658472039,0.00018122799999886752,4.053700011,0.04587426,2.6214566520000004,1.43188,1.6785
165,8.66,1.679477903,2.6803e-05,1.180727476,0.441806481,0.105348464,0.00050231,0.022139638,0.955438549,8.573929967,0.0001859089999989294,4.140949142,0.047327292,2.6802417819999995,1.46031,1.6793
166,8.57,1.680771488,2.7055e-05,1.1902401,0.448003106,0.10466075700000001,0.000465328,0.022224142,0.941000975,8.81533354,0.00016973599999836608,4.390922259,0.036848594,2.8361496710000003,1.55443,1.6806
167,8.82,1.935078393,2.0901e-05,1.204761891,0.603151871,0.105529974,0.00050223,0.021567788,0.951193247,11.121746331,0.00018462999999968588,6.25262271,0.047132696,4.305980336,1.94626,1.9349
168,11.1,1.935109009,2.7145e-05,1.22648832,0.443590723,0.09879552000000001,0.000513256,0.022025817,0.959987848,10.321707768,0.00019237300000263247,5.584750237,0.05022752,3.644727577,1.93967,1.935
169,10.3,1.939618846,2.9001e-05,1.223072578,0.461777823,0.105498284,0.00049497,0.022118846,0.946716065,10.347967476,0.00019458100000235845,5.601274289,0.047172193,3.6688269580000004,1.93202,1.9395
170,10.3,1.939528399,2.9106e-05,1.43187796,0.478993483,0.10509593099999999,0.000520722,0.021508517,0.957351826,10.552918253,0.00018964200000226583,5.570473344,0.047349323,3.652934642,1.91712,1.9394
171,10.6,1.936136334,2.5889e-05,1.224814295,2.16154183,0.097953167,0.000517465,0.021940715,0.94156494,11.985274688,0.00019498600000034116,5.553103043,0.047482024,3.621336109,1.93138,1.9359
172,12.0,1.935285856,2.5421e-05,1.23444939,0.461576835,0.104003243,0.000496192,0.022138376,0.954912893,10.279829197,0.00018838400000120714,5.51935093,0.047401677,3.600173431,1.91881,1.9351
173,10.3,1.933432658,2.6412e-05,1.476515914,0.479302444,0.10509700400000001,0.000504734,0.021522312,0.94350435,10.51920743,0.0001896690000009471,5.511033385,0.048078548,3.591451355,1.91923,1.9333
174,10.5,1.932958635,2.7274e-05,1.263716278,0.413471607,0.09833612,0.000511213,0.022101867,0.957168262,10.327253539,0.0001822220000011754,5.590112747,0.048667314,3.6410248839999997,1.94869,1.9328
175,10.3,1.932476056,2.6846e-05,1.245496461,0.468760118,0.10485390700000001,0.000501858,0.022176153,0.965641447,10.456883195,0.00018427199999848654,5.668643942,0.048122135,3.694332974,1.97389,1.9323
176,10.5,1.932144044,2.6049e-05,1.286772967,0.501157009,0.105510053,0.000512235,0.022751134,0.950601729,10.528381498,0.0001913800000021837,5.678045486,0.050669412,3.6812785719999996,1.99639,1.932
177,10.5,1.933783036,2.8495e-05,1.256659015,0.618510638,0.10678580000000001,0.000499369,0.021933004,0.947868001,10.616175107,0.0001964399999998534,5.681409725,0.048501584,3.70625205,1.9747,1.9336
178,10.6,1.936977401,2.8815e-05,1.251424458,0.483938769,0.105222051,0.000517168,0.021931927,0.94820912,10.475272737,0.00019592499999809831,5.677825018,0.049002085,3.715283878,1.9622,1.9368
179,10.5,1.936738088,2.4776e-05,1.287441033,0.495432919,0.105665994,0.000529981,0.023761827,0.950477636,10.525513353,0.00020357899999723372,5.674929314,0.050308206,3.697754552,1.97687,1.9366
180,10.5,1.933343257,2.5182e-05,1.272204137,2.388216094,0.107450951,0.000525319,0.022573524,0.965734314,12.49154109,0.00018833900000103654,5.752012194,0.049267779,3.7526984420000002,1.99894,1.9332
181,12.5,1.932802202,2.6182e-05,1.28603198,0.490711416,0.10485560899999999,0.000521273,0.022165692,0.961430633,10.752179866,0.00018539400000072703,5.9039386,0.049510885,3.8315134090000003,2.07208,1.9327
182,10.8,1.933194135,2.9879e-05,1.310675779,0.515123494,0.10665923599999999,0.000491851,0.023956612,0.953995308,10.931824921,0.00021220500000040943,6.037870429,0.049615993,3.9075601059999996,2.12986,1.933
183,10.9,1.933943873,3.1157e-05,1.315953489,0.693766821,0.108021361,0.000515595,0.022724633,0.944116049,11.166117344,0.0002096660000017181,6.095414325,0.051420375,3.9772306330000005,2.11782,1.9338
184,11.2,1.935112957,2.9519e-05,1.308251832,0.513508744,0.105409032,0.000518579,0.024101079,0.969499182,11.001691634,0.0002274640000017314,6.09490864,0.050124606,3.980491703,2.11404,1.9349
185,11.0,1.937082295,3.0607e-05,1.317829307,0.520857832,0.106331444,0.000502816,0.023855498,0.948352927,10.926901467,0.00020773599999834857,6.021083507,0.050767498,3.907456586,2.11323,1.9369
186,10.9,1.938954678,2.9088e-05,1.312910264,0.701114814,0.10577548899999999,0.000533122,0.022088085,0.946673726,11.076365054,0.0001887060000012042,5.99402207,0.054075012,3.892173731,2.10144,1.9388
187,11.1,1.941872617,2.9394e-05,1.313688295,0.498922126,0.09881796600000001,0.000497351,0.022685286,0.957638077,10.924463198,0.00019952799999778392,6.038658336,0.051454222,3.933372306,2.10491,1.9417
188,10.9,1.941747853,2.7594e-05,1.355399434,0.516991797,0.104590984,0.000508114,0.022948521,0.946298792,11.118765809,0.00020355699999896615,6.178257292,0.051791871,4.042466377999999,2.13538,1.9416
189,11.1,1.938596894,3.0793e-05,1.335977553,2.463150404,0.105532045,0.000525464,0.022376863,0.961719475,13.16035775,0.00019114299999856144,6.280466682,0.051790434,4.093650237,2.18649,1.9384
190,13.2,1.937554911,2.4475e-05,1.344306702,0.51173411,0.104806833,0.000502049,0.022366524,0.968331143,11.366457331,0.0001969309999996227,6.425458166,0.051175487,4.2126902610000005,2.2124,1.9374
191,11.4,1.964972897,2.5341e-05,1.344727606,0.526831431,0.106094134,0.000466085,0.023519228,0.946607796,11.464640347,0.00018697400000355913,6.509478278,0.041730577,4.240998746000001,2.26801,1.9648
192,11.5,1.96442307,2.3704e-05,1.376673367,0.703128684,0.107007148,0.000512853,0.023216328,0.9691923,11.910918536,0.00020948200000070472,6.714325686,0.052205914,4.379567474,2.33435,1.9643
193,11.9,1.964013755,2.6334e-05,1.36633259,0.534312414,0.103438467,0.000517698,0.023500626,0.957763671,11.772769697,0.00020437399999728711,6.769335445,0.053324323,4.420523459000001,2.34845,1.9639
194,11.8,1.963684512,2.8046e-05,1.355701241,0.551438677,0.10679713399999999,0.000509205,0.024130485,0.956769139,11.649388645,0.00022351899999861757,6.638072526,0.052034161,4.32554981,2.31213,1.9635
195,11.6,1.96538764,3.1424e-05,1.356819962,0.723346243,0.10686025,0.000505543,0.022899406,0.947832651,11.690602696,0.00020665200000102857,6.513940624,0.052772301,4.249878181,2.26363,1.9652
196,11.7,1.968373206,2.7238e-05,1.374830999,0.522384527,0.09892695099999999,0.000511195,0.022537289,0.950878005,11.609794669,0.00019385199999888414,6.614523585,0.056607822,4.317736842,2.29641,1.9682
197,11.6,1.968344324,3.2933e-05,1.382720064,0.545170394,0.105436065,0.000503772,0.022767515,0.956000114,11.750826807,0.0001885240000003563,6.716686958,0.052976144,4.356525383,2.3598,1.9682
198,11.8,1.964827537,2.758e-05,1.378683911,2.469759457,0.105579171,0.000536698,0.021919417,0.947816441,13.782116637,0.0001939210000010405,6.841168929,0.051603575,4.468606768000001,2.37212,1.9647
199,13.8,1.964497664,2.5076e-05,1.386052692,0.541115357,0.10504174699999999,0.000525809,0.02202503,0.949198553,12.105609131,0.0001881249999993173,7.083019133,0.053919945,4.634591057,2.44802,1.9644
200,12.1,1.964487153,2.8112e-05,1.411653603,0.563900243,0.10485155,0.000522012,0.022421247,0.972970045,12.316048572,0.00020123799999893777,7.221161823,0.053851546,4.7141009160000005,2.50665,1.9643
201,12.3,1.964831957,2.8879e-05,1.410032464,0.709300713,0.107086757,0.000515415,0.02199246,0.954497036,12.574023227,0.00020241400000031717,7.352740045,0.052795087,4.809763093999999,2.5426,1.9647
202,12.6,1.966284023,2.9544e-05,1.424552012,0.548331778,0.10456538700000001,0.000502105,0.02184556,0.969369489,12.536080391,0.00019109400000161259,7.446157219,0.05425218,4.862282086,2.58353,1.9661
203,12.5,1.968208625,2.5363e-05,1.430957798,0.572026245,0.105659846,0.000515338,0.022434426,0.971448488,12.429442187,0.00019064800000201387,7.303578246,0.054397164,4.788648188000001,2.51453,1.9681
204,12.4,1.971257249,2.813e-05,1.459192716,0.692530926,0.105235766,0.000522594,0.021905209,0.9492304,12.418568285,0.0002007829999985944,7.162207964,0.056256548,4.668392568,2.49347,1.9711
205,12.4,1.974741457,3.0309e-05,1.428919237,0.558608109,0.105075294,0.000505083,0.022135628,0.951750509,12.118358591,0.0002222800000009073,7.021696286,0.054674399,4.565982981,2.45535,1.9746
206,12.1,1.974390246,2.7011e-05,1.450386786,0.593009295,0.105485119,0.000505702,0.02241995,0.986257847,12.187796507,0.00019524700000062012,7.000491019,0.054628285,4.549557662000001,2.45056,1.9742
207,12.2,1.971123654,2.4024e-05,1.450106281,2.304313624,0.099071538,0.000538829,0.021790441,1.161736389,14.292949367,0.00019935299999929157,7.229001238,0.055043996,4.7032741520000005,2.5253,1.971
208,14.3,1.970349277,2.6486e-05,1.455528311,0.568495552,0.104198471,0.000498233,0.022064234,0.952363169,12.747780775,0.00018708999999894615,7.618540705,0.055529247,4.9732329889999995,2.64491,1.9702
209,12.7,1.969466963,2.8345e-05,1.451832643,0.774568806,0.105450335,0.000493965,0.021394357,0.959872725,13.182724516,0.0001941789999992949,7.84368114,0.055741058,5.1316174000000006,2.71165,1.9693
210,13.2,1.968247771,2.5113e-05,1.460158238,0.547478433,0.09816361500000001,0.000502916,0.021931979,0.966180836,13.305207491,0.0001981750000012994,8.186972553,0.055347862,5.33745711,2.84916,1.9681
211,13.3,1.96873643,2.7463e-05,1.462442735,0.584618086,0.10506003200000001,0.000683904,0.022167194,0.949246454,13.408421122,0.00019280599999760284,8.255199217,0.060046801,5.409821708000001,2.84498,1.9686
212,13.4,1.968272638,3.1084e-05,1.482921944,0.74212879,0.109289056,0.000483986,0.021354689,0.94842194,13.577806153,0.00019370299999899032,8.247384252,0.057324071,5.4160693360000005,2.83088,1.9681
213,13.6,1.969219715,2.8331e-05,1.490040966,0.572765288,0.10437836399999999,0.000483056,0.022098167,0.948279886,13.200170538,0.00018907400000145458,8.034826333,0.057861358,5.259815884999999,2.77458,1.9691
214,13.2,1.972870819,2.7642e-05,1.48808,0.599184453,0.106455166,0.000473549,0.022348061,0.949931283,13.017146755,0.00019847899999980712,7.819020075,0.058557228,5.111169223,2.70747,1.9727
215,13.0,1.972035802,2.5065e-05,1.522321735,0.529514148,0.100701004,0.000469937,0.021953947,0.97298319,17.712465998,0.00019015200000183086,12.533045059,0.059225959,8.497563223,4.03512,1.9719
216,17.7,2.214845756,2.933e-05,1.545709533,2.430391825,0.10535999800000001,0.000485887,0.023439214,0.949311408,19.276065684,0.00021968399999749977,11.94421399,0.062059059,7.8717282299999995,4.07208,2.2147
217,19.3,2.213255188,3.1022e-05,1.513767957,0.785601751,0.10896049999999999,0.000483384,0.022685649,0.951354402,17.596355932,0.00019059400000287496,11.943598371,0.056427114,7.8567303619999995,4.08642,2.2131
218,17.6,2.213048818,2.5533e-05,1.52182704,0.591097206,0.09820109,0.000477501,0.023908702,0.949280392,17.319725347,0.00019448199999771987,11.864555717,0.057108866,7.815508157,4.0487,2.2129
219,17.3,2.214445821,2.8249e-05,1.564100398,0.614922295,0.107186117,0.00047352,0.02357109,0.969420459,17.196138599,0.00019925700000200663,11.643648083,0.05814331,7.66834213,3.97489,2.2142
220,17.2,2.215859512,2.6337e-05,1.51852302,0.81208192,0.106981487,0.000480469,0.022586575,0.961163879,17.265791732,0.00021342600000195944,11.570465595,0.057409512,7.625379016,3.94467,2.2157
221,17.3,2.217117936,2.6119e-05,1.544343574,0.61229153,0.105273965,0.00048692,0.024086541,0.949827538,17.302231058,0.00019584200000011265,11.790085896,0.058495197,7.804859535,3.98477,2.217
222,17.3,2.219338915,2.6135e-05,1.553109625,0.640954382,0.10725792799999999,0.000476626,0.024119682,0.971622984,17.750404882,0.00019608200000220677,12.174920227,0.058382296,7.977602162999999,4.19693,2.2191
223,17.8,2.22400997,2.6559e-05,1.55417722,0.552099119,0.306544731,0.000468862,0.021903337,0.958613729,18.094129224,0.00019350499999504223,12.41647814,0.059614052,8.104016295000001,4.31205,2.2239
224,18.1,2.222941295,2.8661e-05,1.537961944,0.614740148,0.104816192,0.000468422,0.022650665,0.952913412,18.116055962,0.00019274900000354478,12.600523487,0.058818987,8.267723403,4.33232,2.2228
225,18.1,2.219620585,2.9021e-05,1.54421263,2.636144146,0.107621611,0.00048465,0.023126688,0.949015436,20.19738469,0.00019353699999768992,12.670896336,0.04604005,8.343397719,4.32706,2.2194
226,20.2,2.218845204,2.358e-05,1.562085968,0.619544387,0.10480182900000001,0.000467159,0.023428676,0.948140084,18.28344522,0.00019282199999537397,12.744135115,0.061780396,8.409470077,4.33425,2.2187
227,18.3,2.217751549,2.8314e-05,1.604591516,0.651758493,0.10765787799999998,0.000469196,0.024847396,0.970722027,18.223456992,0.00021570599999876094,12.58711558,0.058299337,8.254649552,4.33206,2.2176
228,18.2,2.217007768,2.9949e-05,1.559644253,0.816472023,0.10777522599999999,0.00047933,0.02339405,0.946436988,18.3815876,0.0002192079999971952,12.651821299,0.058307506,8.351458215,4.29993,2.2168
229,18.4,2.218114493,3.0356e-05,1.591987482,0.631605154,0.106612533,0.00047585,0.023304117,0.964021559,18.803683358,0.00019220200000091836,13.20654481,0.060794802,8.658548925999998,4.5476,2.2179
230,18.8,2.218582391,2.7925e-05,1.596226373,0.878894243,0.10637642400000001,0.000468082,0.021476669,0.96141578,19.469013448,0.00019413999999784437,13.624854103,0.060497318,8.976602294000001,4.6479,2.2184
231,19.5,2.219724167,2.9201e-05,1.600384589,0.574602233,0.098088867,0.000468626,0.021788791,0.96771921,19.353687876,0.00020081599999599575,13.810664569,0.060016807,9.085632577999998,4.72464,2.2196
232,19.4,2.223545031,2.7252e-05,1.636245794,0.634793145,0.105031688,0.000468612,0.022579027,0.97011343,19.51654911,0.00018875199999968117,13.864029281,0.059527098,9.131216693,4.73243,2.2234
233,19.5,2.221405764,2.8005e-05,1.599997367,0.786908267,0.105643683,0.000477847,0.021945232,0.959980756,19.848631201,0.0001828429999974901,14.090864627,0.06119681,9.292756486,4.79767,2.2212
234,19.8,2.218691175,2.8119e-05,1.616379417,2.469467541,0.104251209,0.000510132,0.021827925,0.967599034,21.648990958,0.00021353699999693276,14.184185243,0.065837626,9.348448219,4.83533,2.2185
235,21.6,2.219502833,2.5457e-05,1.82444638,0.660242984,0.10501116,0.000475749,0.021432792,0.958160473,19.984530245,0.0001873020000004999,14.133364638,0.061680477,9.304316431,4.82863,2.2193
236,20.0,2.218304589,2.4777e-05,1.613802264,0.585241072,0.09810241600000001,0.000467706,0.02196075,0.948233815,19.563543575,0.0001948140000038734,14.016723374,0.060487998,9.226723948,4.78966,2.2181
237,19.6,2.219653587,2.3668e-05,1.632095458,0.652231971,0.104390465,0.000465531,0.022117707,0.950438934,19.635638593,0.00019964700000230096,13.991450451,0.062571174,9.228733533,4.76229,2.2195
238,19.6,2.220435615,2.6971e-05,1.637758565,0.823405351,0.105339233,0.000468977,0.021844698,0.948911322,20.319552716,0.00020935899999940943,14.501076096,0.060076529,9.545846436999998,4.95482,2.2202
239,20.3,2.222544618,2.3431e-05,1.625878205,0.65086941,0.103828851,0.000469725,0.022195816,0.967922388,20.348101929,0.00019222400000273865,14.693016469,0.061160792,9.654835038,5.03781,2.2224
240,20.3,2.224440091,2.4953e-05,1.851860801,0.678601322,0.10488835699999999,0.000466031,0.021294472,0.951564766,20.805804322,0.0001966150000001221,14.909511601,0.062955313,9.838747207,5.07038,2.2243
241,20.8,2.25590927,2.3222e-05,1.664544548,0.608226953,0.100799939,0.000475414,0.022053809,0.949384421,20.703634376,0.00019627400000032935,15.040602417,0.061418109,9.915959215,5.12425,2.2557
242,20.7,2.256573985,2.5045e-05,1.660080148,0.676635036,0.10582808299999999,0.000474315,0.024412787,0.962787729,20.932951321,0.00020948200000248107,15.181680731,0.06424398,10.018891703000001,5.16233,2.2564
243,20.9,2.253233462,2.7336e-05,1.658386723,2.74821847,0.10759096599999998,0.000501985,0.023312524,0.948696865,22.9638326,0.00021630599999866718,15.158560082,0.065087881,9.952232441,5.20591,2.2531
244,23.0,2.251876547,2.5776e-05,1.668376065,0.691354726,0.10669658,0.000471781,0.024811496,0.948545215,20.741363887,0.00022466299999379657,14.986751693,0.062229345,9.869679654,5.11668,2.2517
245,20.7,2.251063215,2.6958e-05,1.888180423,0.697389372,0.10727925,0.000462781,0.022134544,0.954918596,20.875514637,0.0002035559999953307,14.891061458,0.062794484,9.799440602,5.09121,2.2509
246,20.9,2.2499349,2.4044e-05,1.68346118,0.618011992,0.0982496,0.000467714,0.022403498,0.950330637,20.73422256,0.00019641900000522128,15.048049561,0.063093015,9.921828412,5.12579,2.2498
247,20.7,2.249656108,2.3705e-05,1.683602623,0.683869924,0.10530041200000001,0.000483199,0.022396619,0.949826252,21.267125755,0.00019579400000324654,15.506074506,0.065696613,10.218624011,5.28707,2.2495
248,21.3,2.251517239,2.5341e-05,1.685314409,0.818515309,0.107549804,0.000614269,0.02172819,0.960187815,21.575949938,0.0001911470000024451,15.665478456,0.064827959,10.349245321,5.31586,2.2514
249,21.6,2.251758336,2.3463e-05,1.721806292,0.681215741,0.108443145,0.000467596,0.022006286,0.96234297,21.519370587,0.00018631000000368658,15.708150116,0.062970332,10.314910218,5.39282,2.2516
250,21.5,2.256162953,2.2532e-05,1.771228493,0.924198578,0.10838797,0.000470453,0.021491017,0.947705707,21.90925933,0.00018990200000956747,15.812724205,0.06667752,10.381929947,5.43043,2.256
251,21.9,2.254653645,2.5609e-05,1.707575195,0.633485364,0.098446335,0.000473422,0.021866581,0.949610491,21.62741785,0.0001936960000001875,15.902436771,0.058650741,10.462882122,5.43915,2.2545
252,21.6,2.252492354,2.5014e-05,1.934541721,2.553791936,0.105358077,0.000492896,0.022097754,0.972352,23.609115684,0.00019163499999663713,15.709878243,0.057894054,10.346619607,5.36282,2.2523
253,23.6,2.251308867,2.5219e-05,1.713576757,0.645566253,0.098758819,0.000477988,0.023683655,0.967896804,21.274728463,0.0002034210000019243,15.51592072,0.05730996,10.208192538999999,5.30737,2.2512
254,21.3,2.25176365,2.6592e-05,1.737392699,0.719777571,0.106993795,0.000467255,0.025014668,0.946625758,21.052553926,0.00022005499999622202,15.20591064,0.058361243,10.004875409,5.20058,2.2516
255,21.1,2.253695748,2.6415e-05,1.708185086,0.882917735,0.109522154,0.000463982,0.022705047,0.991967893,21.76114756,0.000210798000004786,15.733939443,0.057513259,10.382282719,5.35126,2.2535
256,21.8,2.253960154,2.1942e-05,1.727605861,0.730260487,0.10496932599999999,0.000477607,0.023076405,0.948238243,21.9064964,0.00019193500000014296,16.059555686,0.058138754,10.585281913,5.47391,2.2538
257,21.9,2.255511064,2.245e-05,1.777326674,0.843229588,0.105603377,0.000465483,0.021777133,0.94859502,22.157022554,0.00018767799999963586,16.145556198,0.058747889,10.680826932999999,5.46436,2.2554
258,22.2,2.258567253,2.4787e-05,1.728645806,0.690795567,0.103791982,0.000465025,0.021748885,0.967974161,22.083108217,0.00019118999999889752,16.253054995,0.057848566,10.715159006,5.53748,2.2584
259,22.1,2.262223384,2.4509e-05,1.734500155,0.885860194,0.104766358,0.000482936,0.021356859,0.965942794,22.14299564,0.00019023400000151014,16.109209114,0.058439103,10.608419548,5.50038,2.2621
260,22.1,2.261349577,2.7614e-05,1.732111049,0.688541498,0.09736223299999999,0.000477885,0.021962109,0.945961698,21.569253864,0.00019928200000052243,15.762816278,0.058444641,10.411031331999999,5.35142,2.2612
