step,wall_s,body_influence,controls_setup,io,monitors,remaining_aerodynamics,rigid_kinematics,shedding,solve,total_step,unclassified_residual,wake_influence,wake_propagation_maintenance,wake_sfs,g_influence_pass1,g_influence_pass3
398,68.9,2.822877719,2.4138e-05,2.395011646,0.977054984,0.104934136,0.000474402,0.028105981,0.682073107,68.759379126,0.0001991860000032375,61.672411345,0.076212482,40.923719257,20.7479,2.8227
399,68.8,2.823389773,2.6719e-05,2.38396764,1.116905366,0.107002834,0.000480248,0.026156777,0.69281573,68.800263156,0.00018456800000876683,61.573885163,0.075448338,40.869617010000006,20.70394,2.8232
400,68.8,2.825188317,2.2372e-05,2.356707949,1.220003533,0.104658725,0.000476358,0.025881731,0.689532308,69.141956194,0.0001918540000218627,61.84282617,0.076466877,41.181450134,20.66095,2.825
401,69.1,2.828093605,2.859e-05,2.36861407,0.902546231,0.09742989299999999,0.000476906,0.026372394,0.698035201,69.103063783,0.00018052899997655913,62.104596819,0.076689545,41.192534145,20.91187,2.8279
402,69.1,2.830378735,2.1915e-05,2.364519386,1.114745198,0.104433427,0.000486142,0.026120676,0.673764452,69.105916221,0.00018176999999752752,61.916052857,0.075211663,40.974387074,20.9409,2.8302
403,69.1,2.834959038,2.3634e-05,2.417002764,0.958326758,0.10349191199999999,0.00047125,0.027479181,0.678174229,69.782533381,0.0002008590000031063,62.684692365,0.077711391,41.502266672999994,21.18185,2.8348
404,69.8,2.836113942,2.5048e-05,2.382951105,0.930455568,0.100066931,0.000488268,0.027871907,0.686927686,69.217537425,0.00019219200000009096,62.175775418,0.07666936,41.277645655,20.89803,2.8359
405,69.2,2.829945488,2.7686e-05,2.362825478,3.222709024,0.105795058,0.000491249,0.027026397,0.68365168,71.929921353,0.0002196949999984099,62.622081714,0.075147884,41.848661735,20.77297,2.8298
406,71.9,2.829549945,2.452e-05,2.384249303,0.992397079,0.104858538,0.000479219,0.02790307,0.716897459,69.555963594,0.00021153000001561395,62.421693485,0.077699446,41.528072258,20.89286,2.8294
407,69.6,2.826419974,2.3091e-05,2.417117807,1.179690817,0.107151929,0.000476485,0.027355193,0.71618528,69.926866069,0.00019789800001035474,62.576160311,0.076087284,41.512444194,21.0629,2.8262
408,69.9,2.825101277,2.6149e-05,2.594930113,1.025501574,0.105956305,0.000471227,0.026711204,0.689121185,69.852926083,0.00020804599998314188,62.508767785,0.076131218,41.483512540999996,21.02485,2.8249
409,69.9,2.82361581,2.3737e-05,2.394095647,0.947791981,0.10142031900000001,0.000466977,0.027603956,0.676374106,68.855810493,0.0002122470000216481,61.808528059,0.075677654,40.98462373,20.82398,2.8234
410,68.9,2.82545819,2.423e-05,2.358107037,1.142636671,0.103723906,0.000489535,0.026545593,0.70364859,68.810955261,0.0001979379999994535,61.574075301,0.07604827,40.812112301,20.76196,2.8253
411,68.8,2.827236645,2.523e-05,2.439951722,1.032511609,0.104895414,0.000478156,0.028485357,0.671526162,68.493298886,0.00018371700001296176,61.312230659,0.075774215,40.804685436999996,20.50692,2.8271
412,68.5,2.831548737,2.4548e-05,2.391412375,0.945611145,0.099536744,0.000490208,0.026558304,0.882186407,68.821897531,0.00019348299998966922,61.563164312,0.081171268,40.939773417,20.62296,2.8314
413,68.8,2.831066006,2.8031e-05,2.373118861,1.159699953,0.103563057,0.000483082,0.025866177,0.681210186,68.121997298,0.00018703300000311174,60.870447516,0.076327396,40.447640732,20.4228,2.8309
414,68.1,2.825786868,2.3509e-05,2.408606067,3.050824324,0.097984378,0.00048993,0.026463462,0.686816595,70.337632367,0.00018061499999078023,61.164773462,0.075683157,40.611633387000005,20.5529,2.8256
415,70.3,2.826349223,2.2345e-05,2.366223077,1.118853948,0.108043159,0.000478803,0.026988831,0.686097824,68.154322644,0.0001929460000127392,60.940264293,0.080808195,40.613584988999996,20.32592,2.8261
416,68.2,2.825965704,2.4615e-05,2.375180183,1.22466973,0.10416779300000001,0.000483452,0.025838057,0.746707136,67.945670945,0.0001856340000045975,60.565255846,0.077192795,40.299256544,20.26594,2.8258
417,67.9,2.827571777,2.5474e-05,2.41763202,0.939891131,0.09762685,0.000470805,0.026715558,0.681214759,66.981728911,0.0001842639999978246,59.913566245,0.076830028,39.832086028,20.08095,2.8274
418,67.0,2.828151198,2.2027e-05,2.387003482,1.124966889,0.10423588900000001,0.000488627,0.02657712,0.702518316,66.835032625,0.00020153099998765356,59.583118892,0.077748654,39.506399807,20.07597,2.8279
419,66.8,2.831005179,2.5906e-05,2.659444186,0.979146263,0.10434494200000001,0.000475312,0.027220727,0.708079118,66.719871945,0.00019277999999189888,59.331372679,0.078564853,39.45513146,19.87596,2.8308
420,66.7,2.835680312,2.5326e-05,2.453467493,0.9931232,0.10297902,0.000472361,0.028829322,0.705398953,66.348526939,0.0002181639999747631,59.151169826,0.077162962,39.169865512,19.98091,2.8355
421,66.3,2.839441395,2.4993e-05,2.377082833,1.255696782,0.106530341,0.000488518,0.02813782,0.690957701,66.576195787,0.000221204000013131,59.199698167,0.077916033,39.534526836,19.66505,2.8393
422,66.6,2.839976943,2.9048e-05,2.412358094,0.995714382,0.101261507,0.00048977,0.028831746,0.704640013,66.312130811,0.00020692299999325314,59.143969533,0.084652852,39.167633941,19.97594,2.8398
423,66.3,2.835288304,2.6716e-05,2.415491715,3.142807788,0.10643188199999999,0.000491917,0.026408477,0.706579315,68.074946261,0.0002057859999666789,58.763105918,0.078108443,39.014176488000004,19.74808,2.8351
424,68.1,2.835485616,2.5248e-05,2.423350187,1.200084505,0.10433985500000001,0.000484903,0.026771231,0.693395664,65.584977448,0.00020012900000665468,58.222163375,0.078676735,38.729018025,19.49294,2.8353
425,65.6,3.060163898,2.617e-05,2.415234498,0.992926834,0.101896213,0.000490323,0.028506873,0.695134555,65.150808659,0.00020256700001652916,57.778053703,0.078173025,38.377054138,19.40057,3.06
426,65.2,3.058793491,3.0097e-05,2.385262705,1.236323874,0.107090832,0.000483894,0.029244523,0.699205398,64.441238686,0.0002198330000169335,56.846371757,0.078212282,37.814371623,19.03163,3.0586
427,64.4,3.058029364,2.501e-05,2.592265034,1.036917624,0.106903957,0.000473897,0.026447587,0.696282566,63.602164082,0.0001986840000043344,56.005121399,0.07949896,37.085866503,18.91858,3.0579
428,63.6,3.059256457,2.6946e-05,2.430238189,0.937146957,0.097082308,0.000474145,0.02668034,0.691935871,63.14708445,0.00019543200001237437,55.822970305,0.0810775,37.092874975,18.72957,3.0591
429,63.1,3.061739212,2.6524e-05,2.395860637,1.14059053,0.103225644,0.000469635,0.026641372,0.701702411,63.780385443,0.0001893390000020645,56.271755613,0.078184526,37.325296397,18.94649,3.0616
430,63.8,3.067138422,2.726e-05,2.41389346,1.056713303,0.105304124,0.000486399,0.028941189,0.703160817,64.127344242,0.00019691700001089885,56.672741973,0.078740378,37.807352179999995,18.86461,3.067
431,64.1,3.065210189,2.3957e-05,2.431445349,1.193398889,0.108876661,0.000491793,0.027467182,0.702759453,64.276610162,0.00018570500000691936,56.665522079,0.081228905,37.637454564,19.02752,3.065
432,64.3,3.063166585,2.0311e-05,2.378095052,3.226811301,0.10487867699999999,0.000638784,0.026487461,0.694689712,66.18372115,0.0001916769999894541,56.607945106,0.080796484,37.557702743,19.04952,3.063
433,66.2,3.062227451,2.4857e-05,2.472055107,1.076142072,0.107906414,0.000482739,0.026967168,0.702965169,64.692599197,0.00018586500000594697,57.163549611,0.080092744,37.917541177000004,19.24522,3.0621
434,64.7,3.061185166,2.5077e-05,2.441267108,1.199566823,0.108010064,0.000471537,0.026818365,0.700535653,64.217189781,0.00018911300000468145,56.595550743,0.083570132,37.621190883,18.97375,3.061
435,64.2,3.06264303,2.381e-05,2.725013595,1.018840285,0.106167509,0.000475131,0.027916253,0.686170592,63.642135911,0.00019702699998447315,55.934986228,0.079702451,37.13930289,18.7948,3.0625
436,63.6,3.06486585,2.6454e-05,2.464995911,1.008362198,0.10236366200000001,0.000480764,0.029650746,0.691394828,63.494020578,0.00021598399999334106,56.05163899,0.080025191,37.202242108,18.84888,3.0646
437,63.5,3.067174414,2.6852e-05,2.417061524,1.231480642,0.10702187399999999,0.000468733,0.028540429,0.70610765,63.478356285,0.00022090300000598972,55.841813196,0.078440068,37.013577338000005,18.82764,3.067
438,63.5,3.069994668,2.426e-05,2.60291391,1.003906154,0.104591345,0.000470758,0.02579267,0.692644178,63.079052085,0.00018653999999429516,55.499962165,0.078565437,36.771810615,18.72756,3.0698
439,63.1,3.075111059,2.2808e-05,2.418126831,0.953624898,0.097334598,0.000466814,0.026479693,0.69097829,62.846607302,0.00019320800000599547,55.504769937,0.079499166,36.837583994,18.6665,3.075
440,62.8,3.074005372,2.5676e-05,2.44006295,1.178181467,0.104308005,0.000469816,0.026432291,0.702638978,62.750891564,0.00020130000000051496,55.144803949,0.07976176,36.617385969,18.52655,3.0739
441,62.8,3.068596253,2.4802e-05,2.456524145,3.08946011,0.10538224600000001,0.000495963,0.02846904,0.695565167,64.68537044,0.00021459299999548875,55.161528498,0.079109623,36.592666314,18.5686,3.0684
442,64.7,3.067052623,2.9014e-05,2.447365257,0.976899024,0.100186974,0.000480439,0.02871642,0.676832898,62.984485503,0.00020075399999797128,55.608170032,0.078552068,36.780574341999994,18.82764,3.0669
443,63.0,3.064176269,2.4293e-05,2.427879572,1.206301354,0.10705822599999999,0.000480833,0.026073399,0.711307069,63.15832305,0.00019837400000000116,55.53436561,0.080458051,36.744197253,18.78961,3.064
444,63.2,3.063076982,2.62e-05,2.461117433,1.004419817,0.098308318,0.000474647,0.026271085,0.720611503,63.624897695,0.00018702000000558883,56.170975527,0.079429163,37.252580125,18.91757,3.0629
445,63.6,3.061539537,2.3906e-05,2.462700145,1.145770534,0.10523073499999999,0.000474501,0.027078993,0.71150872,64.367785996,0.0002184819999939691,56.770985761,0.082254682,37.615747487,19.15463,3.0614
446,64.4,3.062125892,2.6199e-05,2.632236989,1.0391589,0.105200406,0.000496407,0.026195054,0.702916476,64.914055046,0.00022210600000960312,57.264540602,0.080936015,38.016147564,19.2477,3.062
447,64.9,3.064015323,2.4131e-05,2.420439866,0.955815748,0.097675123,0.000477824,0.026708106,0.698395009,65.171364755,0.00019307899999887468,57.8267287,0.080891846,38.331123831000006,19.49562,3.0639
448,65.2,3.06918844,2.727e-05,2.464078085,1.142511965,0.10414811,0.000492832,0.027140954,0.7364326,65.64179715,0.0001999600000033297,58.01658309,0.080993844,38.402058014000005,19.61458,3.069
449,65.6,3.068884156,3.2356e-05,2.627605827,1.031240163,0.10537424,0.000475885,0.026396046,0.720137569,66.064360101,0.0001921739999914962,58.40298704,0.081034645,38.627776938,19.77467,3.0687
450,66.1,3.063844162,2.6308e-05,2.451596052,3.025027707,0.097873308,0.000520336,0.026947529,0.707130171,67.596493947,0.00018910200000732402,58.140846894,0.082492378,38.630284771999996,19.51058,3.0637
451,67.6,3.064426244,2.3011e-05,2.488761806,1.206685394,0.104453365,0.000621877,0.027314837,0.712638662,65.282771634,0.00020895799998754683,57.593147593,0.084489887,38.397352673,19.19574,3.0642
452,65.3,3.062999589,2.6507e-05,2.682545361,1.064025503,0.10865775700000001,0.000481808,0.02644257,0.711672366,65.112478161,0.00018253099997878053,57.373603023,0.081841146,38.126789642000006,19.24635,3.0628
453,65.1,3.063871526,2.0883e-05,2.461764585,0.956327434,0.09683069899999999,0.000472972,0.027334823,0.710147,63.613729244,0.0001828300000070726,56.209753643,0.087022849,37.288941716000004,18.91994,3.0637
454,63.6,3.065494615,2.6114e-05,2.468282227,1.23501043,0.108096123,0.000475111,0.029070618,0.705939926,63.222208014,0.00021022299999629013,55.524467496,0.085135131,36.669831773,18.85464,3.0653
455,63.2,3.067954127,2.769e-05,2.487795412,1.080985358,0.106825818,0.000494563,0.030502406,0.701685318,62.48662956,0.00023635100000518605,54.928366005,0.081756512,36.417627833000005,18.51064,3.0678
456,62.5,3.070609049,3.56e-05,2.48238463,1.230818743,0.108162922,0.000491688,0.028433681,0.708953314,62.153479498,0.00021558000001675737,54.440939197,0.082435094,36.035519319,18.40476,3.0704
457,62.2,3.07595476,2.5245e-05,2.443015783,1.276171736,0.106321297,0.00049273,0.026378731,0.716190969,61.6013455,0.00019307999998829928,53.873806019,0.08279515,35.774599212,18.09861,3.0758
458,61.6,3.075537641,2.7334e-05,2.522449346,1.005266903,0.099407203,0.000540746,0.023801601,0.709269494,60.994447447,0.00023835900000079846,53.46277652,0.0951323,35.460366788,18.00158,3.0754
459,61.0,3.072509298,2.7791e-05,2.489165306,3.332021981,0.10745664,0.000556022,0.024760899,0.978026841,63.762976146,0.00023645100000635466,53.659756105,0.098458812,35.538820545,18.12082,3.0723
460,63.8,3.070362482,2.9185e-05,2.692008593,1.087712897,0.108295038,0.000536606,0.021844632,0.950553906,61.513811148,0.0002334440000026916,53.485412589,0.096821776,35.447863415,18.03672,3.0702
461,61.5,3.068082245,2.8521e-05,2.53719714,1.006094127,0.09895281499999999,0.000555507,0.022277364,0.947038177,61.355160499,0.00021248900001324955,53.578067863,0.096654251,35.454267703,18.12365,3.0679
462,61.4,3.067076827,2.9564e-05,2.488510252,1.215160769,0.10547519000000001,0.000555754,0.022432621,0.970544138,62.255750293,0.00022761000000315335,54.279984688,0.10575288,36.043700724000004,18.23575,3.0669
463,62.3,3.065700604,2.7033e-05,2.717268747,1.07448279,0.106151199,0.000558914,0.022243561,0.96631707,62.910398229,0.0002124399999914317,54.859381089,0.098054782,36.435227090000005,18.42382,3.0655
464,62.9,3.067185575,2.8533e-05,2.504796535,0.983002847,0.098587968,0.00055286,0.022786349,0.966027406,63.187873567,0.00020311299999775656,55.447939649,0.096762732,36.877323326,18.56975,3.067
465,63.2,3.067774654,2.6421e-05,2.483849025,1.245913487,0.106121682,0.000550207,0.022745635,0.962548477,63.761636543,0.00022520099999923104,55.766104229,0.105777525,36.861418766999996,18.90379,3.0676
466,63.8,3.072434344,2.7278e-05,2.551837456,1.039059829,0.105193267,0.00055208,0.02447656,0.958836531,63.51670695,0.00021403800000285855,55.66730523,0.096770337,36.941643538,18.72571,3.0723
467,63.5,3.071548617,2.6327e-05,2.498133688,1.195678086,0.109384831,0.000550033,0.022754681,0.986959222,63.698262408,0.00022454199999089042,55.705871705,0.107130676,36.968504593999995,18.7368,3.0714
468,63.7,3.066402589,2.6248e-05,2.49071343,3.304945035,0.105719802,0.001063417,0.022189774,0.974690421,65.271381526,0.00021427999999446,55.204259153,0.101157377,36.637428089000004,18.56679,3.0662
469,65.3,3.066696633,2.5822e-05,2.520412764,1.050154822,0.102606016,0.000532093,0.022942244,0.962643481,62.663974933,0.00021675800000053869,54.842871173,0.094873127,36.566488436,18.27548,3.0665
470,62.7,3.066128088,2.5634e-05,2.555014726,1.209537934,0.10926986699999999,0.000539967,0.022897661,0.992268035,62.472594872,0.00022190799999322053,54.393945721,0.122745331,36.10063138500001,18.29302,3.066
471,62.5,3.065224162,2.7241e-05,2.881937081,1.073373649,0.112162361,0.000540481,0.025381433,0.963482807,62.55917897,0.00024376100000012002,54.340955073,0.095850921,36.01775262500001,18.32272,3.065
472,62.6,3.067029746,3.5292e-05,2.530429736,1.107052417,0.104566299,0.000551227,0.02976664,0.962772116,61.496951285,0.00027689099999861355,53.598551116,0.095919805,35.465862529,18.13175,3.0668
473,61.5,,,,,,,,,,,,,,0.02191,0.0
