n,seed,sampler_seed,reference_samples,host,timestamp,index,reference_potential,reference_gradient_x,reference_gradient_y,reference_gradient_z
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,38,0.06008799968501395,-0.07744869931470609,-0.04538209046517578,0.02049611501490457
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,119,0.05604519923856322,0.06871238794861063,0.04401022551293964,0.031202057656431855
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,150,0.06669011690079105,-0.08717668354261526,0.020516049647488335,-0.03170488964167868
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,280,0.07701033484505806,-0.015950748632496542,0.07319437669928061,0.01968493882959977
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,541,0.07909810333129169,-0.02163331652020443,0.02294561427254112,-0.06670338637399913
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,678,0.07336503806940936,0.06684676573236566,-0.031620462416756936,0.025097544871441106
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,767,0.06890610121138965,0.05262878123157835,-0.014585469393256589,-0.051560745795536655
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,845,0.07984682277547586,-0.02829090411374906,-0.03463320006083688,0.03272420784830397
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1081,0.07699868076610113,0.005457786788833947,0.014456382817460027,-0.08453074509779729
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1361,0.07872213954658364,-0.07830484348469514,-0.00940988651137956,0.008762680212923186
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1587,0.059991539077327606,-0.05091446316807117,0.029391040054528354,-0.06169431905499368
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1811,0.06944281199927857,0.05461978399790644,0.03533289144581097,-0.03465478111457589
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1823,0.08075853429468687,0.05594007587598007,-0.03234862075206828,0.006932494410408125
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1910,0.06616755892564337,-0.04788545139982684,-0.0771123913963701,-0.0036558536353702605
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1996,0.07515070746508765,-0.0600845887586071,-0.04798358689650668,0.012117622623939535
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2082,0.07820161834928435,0.0580267643382394,0.04603771418200706,0.021520324403027438
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2336,0.06780103246201262,-0.030398366305062582,-0.09002131478019948,0.01859705361332127
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2441,0.06801817059888411,-0.03612259688858629,0.022734788811652376,-0.09547861356810979
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2615,0.06952435752390237,-0.07697348011494266,-0.01307876276285507,0.04148960149501505
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2619,0.06998580486041034,0.08837172888645127,0.03292980112019159,0.002705909449638332
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2659,0.07967832174517513,0.023674929051995565,0.029820357722789872,0.05292312664186542
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2679,0.06366501562514751,-0.062098476967382576,-0.050252560549271456,-0.01850141403111619
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2796,0.07085449250471965,0.015751232589499665,-0.06369274806798267,-0.0451509411872233
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2981,0.08541729235440629,-0.007989758350105446,0.05592553028259447,-0.001776724928925597
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3006,0.08444574261726102,0.015339455526484773,0.03166603426525019,0.03042496767132598
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3106,0.08189039938789662,-0.05212565484996301,0.02198897666757622,-0.022442052046692685
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3177,0.0797993131592056,-0.04282917402697864,0.011608714229266409,0.053301062154834884
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3246,0.0757332121358226,0.03507804165831798,-0.07443852063653641,0.022453412959247056
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3277,0.08122202255638879,0.00994015239712804,0.05621113487841321,-0.04221893369903499
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3314,0.0732990802428697,0.03805708281625736,-0.02465135477651079,0.06701404970256829
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3360,0.07647500504438551,0.06269650106774068,2.1913553760346495e-5,0.0384219815665851
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3446,0.06870384485960113,-0.011539221716732143,0.04361093729375605,-0.08264368395103364
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3549,0.09443469549029163,0.0025808040885951966,-0.0008787950991056585,0.013343377165384218
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3557,0.08052615813685371,-0.005134560812683026,-0.004673981029396375,0.0778019593736162
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3631,0.0832987774411105,-0.01775180631295941,0.054014415614362696,0.026031863061155167
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3703,0.084834749159893,-0.015308832687365917,0.032603083564110444,-0.042700307695966444
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3704,0.06391474318371783,-0.02471349158672237,0.07563260781606616,-0.06241807586035884
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3723,0.07659348381768359,0.013909427327976993,-0.056677140813889755,0.04411760218461454
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3733,0.07600333309067443,0.031577616377263334,-0.06239117194930738,-0.002166880026611072
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3740,0.06786076070132442,0.07066471006503622,0.010734185728391835,0.058842848905246915
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3858,0.08479031952197684,0.04486917904215311,0.004078570731260539,-0.03137354685912638
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3868,0.06806708461357824,-0.033121204777692134,0.04538061922358257,-0.057782881407013154
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3869,0.06796187186364792,0.020627976639802474,-0.05877956602528454,-0.06156194903932012
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3894,0.08682335968997401,0.020942626846634053,0.04668870406557457,0.017764451889986967
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3946,0.06805176994687027,0.02999569521013761,0.0996826406734515,0.002606636944172549
31623,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3970,0.06804292812579509,-0.022120779687926688,-0.09081573352505404,0.030118603733502586
