n,seed,sampler_seed,reference_samples,host,timestamp,index,reference_potential,reference_gradient_x,reference_gradient_y,reference_gradient_z
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,269,0.07309665251701625,0.09346628234655906,0.026106512532437863,0.0061389927735569
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,649,0.08015951256280338,-0.007252524599871463,0.04026919356654586,0.06466423612179176
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,727,0.0897467751028224,0.010134680401023036,0.024897732498277217,-0.02617467133433214
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,849,0.09096281826993093,0.009644906145739922,-0.04358567399339348,0.010910445932252006
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,874,0.058921187251189076,-0.07057161328890339,0.054766674069454464,-0.012743650468476773
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1021,0.07057136322418019,-0.020142079210538778,0.049249697493407345,0.07165870652042118
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1041,0.06251423992788693,0.050430463690959416,0.011100757827480795,0.07365513984085548
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1055,0.07466575721733987,-0.07429614452402761,0.014653655757773835,-0.028151397867925712
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1106,0.06294758394233439,0.041410817608667744,0.013228517170035004,-0.08282535685586515
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1338,0.08346563919841818,-0.012911770414472981,0.006564864437333876,0.06202612004141839
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1505,0.06617716970540596,0.019051712692850224,-0.07349714170537713,0.03896297267163173
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2272,0.07102166834653607,-0.04565773606192612,-0.00870980568778233,-0.06373254542545667
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2289,0.06335821372914939,0.04522229774691117,-0.07872607323125991,-0.0115449648812623
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2438,0.06815604270796845,0.029747261247457423,-0.09331454988418696,0.014795269189702746
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2600,0.07164920619186971,0.03755787339092871,-0.06320090407419725,0.019930235014280612
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2614,0.0769434347961296,0.018337687316063455,0.0828107502110793,0.0009309494704451766
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2914,0.07525394765105196,-0.02082466371105253,0.019068497108142138,-0.08539301757956494
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3606,0.07133769116129987,-0.0610740042215523,-0.03819863422790135,0.030398821061775633
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3728,0.06971478947611454,0.0059296988893800025,-0.008203125086315748,-0.10672564239367013
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3761,0.08754410059649628,-0.007210372822937883,-0.04742924418569391,-0.0036462350906907004
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,4022,0.06189882024010783,0.06206643532729395,0.025675115230050984,-0.045477719027803884
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,4107,0.08166346250398372,-0.016827043493086797,-0.04498863689066079,0.03936548505268155
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,4378,0.0691561046490294,-0.05756907829583052,0.017183013134734134,0.0669017848667754
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,4532,0.0662592252714519,-0.009510788406192343,-0.0012453881889039058,-0.02517552188890624
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,4781,0.05639050474201365,0.06161494261464712,0.05035631399850215,0.02842689193602283
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,4864,0.09207870689799794,-0.01758224336867539,0.020191847889579746,0.01107868460175182
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5023,0.07253429705871133,0.005427892106978817,0.08705293980249854,0.02966583845196006
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5425,0.07945732917021615,0.045053491763449936,-0.044003124257646284,0.020928255889215215
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5426,0.07717979085836268,-0.05005190892846052,0.03896961604166374,0.024052546625094165
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5813,0.08981690882984222,0.028388795277278576,0.018171586926963572,-0.010688620516985919
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5945,0.08541925264185239,0.011800678901259456,0.030698437884499705,-0.03853649986851828
100000,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5974,0.06805517152119603,-0.06588121334567146,-0.057483323205648286,0.00146126111925698
