n,seed,sampler_seed,reference_samples,host,timestamp,index,reference_potential,reference_gradient_x,reference_gradient_y,reference_gradient_z
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,202,0.08123180505945228,-0.034161126587674374,-0.0025000455783363894,-0.05877931836186735
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,352,0.061202783899102976,0.003128324871832794,-0.06872513348241538,0.06092705186334792
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,990,0.07126622702843868,-0.06973008632690096,-0.015111228929626531,0.042997745296232875
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,1091,0.06830008184271427,-0.021430047579491927,-0.06322651332013643,0.05773455589792041
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2072,0.07158542724322832,-0.0940178837735463,0.012355018553773205,0.00802987361913272
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,2300,0.06165384281922514,-0.03449355960525994,0.0684295655124826,-0.024970890347796773
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,3133,0.08165240118535765,-0.045607909877878945,0.003278319277628175,0.04452280753045273
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5777,0.06023243260530566,-0.040372532342994295,0.066034259154856,0.039665560752686915
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,5894,0.08668042011869383,-0.0293557002384298,0.014046385140474092,0.03446176812221974
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,6245,0.06424293300872239,-0.03816645780332822,-0.08021933677554077,-0.020455390300775218
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,6772,0.08799491147770809,0.03796566704674142,-0.01521633794396309,0.023100267150094635
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,6780,0.06874394880499105,-0.04355633970572448,-0.011619697526909672,-0.07695767001605683
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,7432,0.08095128679687506,0.011960316040309865,0.024377337505896417,0.06421148331649534
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,8037,0.08650932261201176,0.029212846720578414,0.02835632076645811,0.017911921380142096
316228,24025,24026,512,m12-2-9,2026-07-25T08:52:39Z,8806,0.09075930539169277,0.022311823769346754,0.01101054012445905,0.0026973225407503
