n,seed,sampler_seed,reference_samples,host,timestamp,index,reference_potential,reference_gradient_x,reference_gradient_y,reference_gradient_z
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,2338,0.06398804127523065,0.04502627286500922,-0.07141562837437995,-0.021471040244725636
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,9368,0.08140604568821706,-0.026787196091503068,0.029789915102836864,-0.050370607738749004
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,10801,0.078987445278066,-0.009156913454267992,0.001023271067951579,0.08052914263432262
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,11117,0.06195001824546787,-0.06645016143153387,0.005384016905894006,-0.06500542475193993
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,12150,0.0737930701028084,-0.036498932682490284,-0.07131205953135585,-0.008570659397648926
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,12307,0.06830861780424746,-0.045458203350190934,-0.05415879948091812,-0.03345272033164652
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,13079,0.07709161028175965,-0.01007803610993466,0.05619862755020222,-0.057914404474932034
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,19976,0.0706569996967321,-0.06584103742123996,0.030222682998972124,-0.04002303881428755
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,20488,0.0873561118857508,0.03783997131468391,-0.027803584475801554,-0.006061696843503943
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,20796,0.08479152167166035,-0.03878589685943625,-0.02668738982738842,0.029921387747778656
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,24309,0.06592566020568438,-0.04191987748070259,0.023328649354328664,0.08272223430765396
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,25634,0.06345739626077974,-0.0278350598652749,0.062094043315300405,0.04918728604233656
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,25891,0.06935586623794583,-0.046669961141461366,-0.06763112114271677,-0.01625173017321866
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,27803,0.09037974070465578,-0.033632355542401016,-0.01585595697964123,-0.0019753476486443823
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,28272,0.07799387278240985,0.06868748620365832,0.001374905835072692,0.0172438966095933
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,33195,0.07243718408809519,0.054315807638561774,0.061776891536190176,-0.000998430458289312
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,34285,0.07772811236020158,0.00941710423278561,-0.03478610260527316,0.05978919356600275
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,37966,0.08148324875011541,-0.023995284555113208,0.06451230424339134,-0.005037287163466516
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,40665,0.06417741728586458,0.053963099422018615,0.05864788398288447,-0.015825060661226586
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,42716,0.07836179316536884,0.06382178009690175,-0.029119795374486626,-0.023874543229568515
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,44730,0.07522272718777251,-0.03516512645071945,0.05962498908850121,0.026806467839006767
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,46625,0.07622098611252721,-0.010096090214337852,0.07753666151243206,0.027392740923936548
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,49461,0.07005177723934139,0.016128228264788234,-0.01141789180409694,0.09890567739139433
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,49674,0.07700922459583963,-0.012234237622605894,0.036185722206763124,0.06426202346431076
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,50916,0.062373657960507964,0.029074665294393644,0.07545480169034582,-0.03591688553042495
1000000,24025,24026,512,m12-2-9,2026-07-25T08:52:40Z,51647,0.07870402885830446,0.006489555209947494,-0.06874677976753447,-0.018947625950236607
