n,seed,sampler_seed,reference_samples,host,timestamp,index,reference_potential,reference_gradient_x,reference_gradient_y,reference_gradient_z
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,1,0.06568258416983917,-0.07114076312726497,0.014385616574477882,-0.05352635982156339
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,2,0.07613148954708457,-0.0008835808809572374,-0.02650415757644843,0.07643114595360077
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,3,0.07160153856307301,-0.04331092431946712,-0.019375037835503074,0.08314510266208418
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,4,0.08983871438875611,-0.0037336756801429572,-0.03638075224535651,0.01883469675448418
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,5,0.08371761943320324,0.019924519628479066,0.027457822113511325,-0.05941831364759193
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,6,0.07161149043851715,0.09904896459431457,0.012662351324526163,-0.016754879290158287
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,7,0.07264755635476404,-0.07073619142516328,0.03322443248117726,-0.0008648911487169333
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,8,0.07417847669078284,0.0019008429823743507,0.03713766051722887,0.0852928267107721
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,9,0.07502810136483955,-0.038068457328392154,0.04067138139585199,-0.027338897922088375
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,10,0.0747022415201944,-0.0028524462503422368,-0.002464434759549638,0.09894713286075996
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,11,0.062498935329252304,-0.018327986337606503,-0.057899519064402515,-0.05460952936359794
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,12,0.07490489741405136,0.054053220334718585,0.04467096676205283,-0.010679840453781194
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,13,0.07825982354941716,-0.0240783495167043,-0.07150217321269806,0.01161678711349661
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,14,0.08540306087672755,-0.015037885761214065,0.05721303346704492,-0.0075038699188534055
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,15,0.06916712043597935,-0.014233659751455999,-0.09700095149710981,0.016475525982151344
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,16,0.09112780961072771,0.02507138414431747,-0.0036616005008115095,0.007689466831371215
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,17,0.06839354215662753,0.043606147964838346,-0.04410581139439255,0.010921815467384707
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,18,0.06276890141664182,-0.046727261935696256,-0.1014343074332084,0.0564344752807472
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,19,0.06426510995896276,0.09533506307401608,-0.0030025517110857172,-0.03719205533154937
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,20,0.07710866732790167,0.005194881343387892,0.05848389405652692,0.0335937159874946
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,21,0.07562224832579055,0.0025563924945149314,0.0448488013629593,0.04274415337233136
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,22,0.0790712494297537,0.06301157873867143,-0.017133331154275,0.021927501107701537
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,23,0.0653395624470085,-0.05636978166050057,0.011467015976972052,0.07288155165168347
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,24,0.0871094212547074,0.032901099014950974,-0.014991717023901422,-0.03242242800065444
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,25,0.08966462974609384,0.006028668876409944,0.022712085690588506,0.019909583052645976
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,26,0.0927886615960287,-0.009105156868852817,-0.002969064557320281,-0.01654626781646646
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,27,0.06404077948905355,-0.05240338848948859,0.08060035692198828,0.018937781844348633
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,28,0.09210957129175554,0.0014692993273346241,-0.01694870934636256,-0.02256966628982881
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,29,0.09190540429000575,0.012365540620320623,-0.0274614017520763,0.029847403086088343
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,30,0.06928233966518638,-0.016978396977717587,-0.04595536108709417,0.06800315539351214
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,31,0.06927814165415541,-0.06784216956927377,0.047195671081083176,0.00791107229023679
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,32,0.09042821895728932,-0.013307840310060005,0.009594333156947242,0.015910095632541546
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,33,0.06979993526602604,0.03090844402293915,-0.09163334121115908,-0.0004485142981497664
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,34,0.06388777085841203,-0.017672899945287587,0.07769367651530441,-0.01282334876122602
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,35,0.07070946404492173,0.03771600103153844,0.11163534636978283,0.022133157794814114
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,36,0.08417595549617318,-0.04124934375646932,0.02326655036836861,0.030921047401362964
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,37,0.07452966589098259,-0.027011597965642647,-0.005652998363556855,-0.08394011886914837
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,38,0.06049061074165902,-0.0795403414460983,-0.05348485632263571,0.012972981574952242
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,39,0.05752833451017943,0.11598849628031853,0.1280469683119205,0.07170426361479908
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,40,0.059748071145871905,0.03931224176739462,-0.031412660502028046,0.044635891884032414
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,41,0.08709295737660429,-0.034920335104714595,-0.007648696002791764,0.025136893366015954
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,42,0.08020987825993552,0.01805324921398768,0.0018309073918570697,0.08386779899244326
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,43,0.08724344246747227,-0.0045084364035767365,0.03209249093770983,0.035859096825041445
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,44,0.07279767461214193,0.05057793940663158,0.03773868969917606,-0.06311417073648051
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,45,0.06948808869077483,-0.0229367386165416,-0.029735055226461148,-0.08296368716794664
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,46,0.06070750341162908,-0.016314033045037864,0.08742548582678045,-0.05794975621541081
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,47,0.07728931983067794,-0.010875721665202709,-0.07861794035525965,-0.011257155573922692
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,48,0.091669337751661,-0.03426085353720522,0.006128774914778897,0.00497674714274601
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,49,0.0754938703538589,0.019206488953561782,0.06421341067328327,-0.035406177292728686
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,50,0.06730902935267123,0.0474190617805284,-0.004415803857098921,0.08121158972168556
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,51,0.08065163812384336,0.006420672119424956,-0.05838866113332575,-0.03859053538585963
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,52,0.071217401359169,0.026496956464766835,0.08859447541469768,0.006446518057525866
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,53,0.06660554860670055,0.07617005561941477,-0.05756990558557728,-0.006426199870125167
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,54,0.0790188122318882,0.014108103721313024,0.05823980745133387,0.0298551724766955
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,55,0.08860616421576759,-0.03768828033701897,-0.004450877207344465,-0.003259149388467175
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,56,0.06849344660084608,0.08459869572116417,-0.019215640888574796,0.008385483148032148
10000,24025,24026,10000,m12-2-9,2026-07-25T08:52:39Z,57,0.05983501101611177,-0.03045603074636538,0.06257291865690986,0.031092419168251808
