label,policy,strategy,blas_threads,ell,n,window_classes,distribution,precision,lh,P,m2l_ms_median,m2l_ms_min,step_ms_median,step_ms_min,update_ms_median,construction_ms,m2l_alloc_bytes,update_alloc_bytes,step_alloc_bytes,expansion_host_copies,route_uploads,operator_uploads,n_routes,m2l_raw,step_raw
new_r2,flat,concat,1,3,2000,0,uniform,Float64,false,4,0.405896,0.383071,3.9287189999999996,3.895419,0.8954679999999999,29437.453818,80,6656,7216,0,2,1,33324,0.46353 0.43404 0.44265 0.4059 0.3954 0.39125 0.38307,45.74264 4.2793 3.96515 3.89542 3.92872 3.91146 3.90141
new_r2,flat,factored,1,3,2000,0,uniform,Float64,false,4,0.203525,0.201965,3.728056,3.711545,0.924655,2252.087673,0,6656,7136,0,2,1,33324,0.20751 0.20352 0.21187 0.20213 0.20242 0.20196 0.20578,3.90865 3.79236 3.73787 3.71154 3.72806 3.71343 3.71575
new_r2,flat,precomputed_y,1,3,2000,0,uniform,Float64,false,4,0.133385,0.132954,3.789508,3.747932,0.946873,3308.512023,0,6656,7136,0,2,1,33324,0.13895 0.13481 0.13295 0.13338 0.13335 0.13341 0.13306,3.90858 3.79462 3.74793 3.77258 3.79205 3.78951 3.78446
new_r2,flat,dense,1,3,2000,0,uniform,Float64,false,4,0.043526999999999996,0.043108999999999995,3.5875429999999997,3.567097,0.92298,2412.99531,0,6656,7136,0,2,1,33324,0.04905 0.04475 0.04353 0.04332 0.04406 0.04326 0.04311,3.72325 3.64247 3.60599 3.57627 3.5671 3.58754 3.5759
new_r2,flat,concat,1,3,20000,0,uniform,Float64,false,4,0.252292,0.247748,10.550495999999999,10.376753,1.153513,6.432508,80,6912,7472,0,2,1,34512,0.27995 0.26006 0.25777 0.25204 0.25229 0.2498 0.24775,10.54072 10.56593 10.52622 10.6179 10.61601 10.37675 10.5505
new_r2,flat,factored,1,3,20000,0,uniform,Float64,false,4,0.20638399999999998,0.205647,10.450406000000001,10.391991999999998,1.168096,6.175392,0,6912,7392,0,2,1,34512,0.20808 0.20631 0.20704 0.20638 0.20642 0.20565 0.20637,10.45515 10.44325 10.53038 10.42769 10.52901 10.39199 10.45041
new_r2,flat,precomputed_y,1,3,20000,0,uniform,Float64,false,4,0.13602899999999998,0.135294,10.348740000000001,10.229018,1.172785,8.118379,0,6912,7392,0,2,1,34512,0.13808 0.13672 0.1368 0.13583 0.13571 0.13529 0.13603,10.51014 10.34874 10.22902 10.4711 10.35483 10.30864 10.31684
new_r2,flat,dense,1,3,20000,0,uniform,Float64,false,4,0.044440999999999994,0.044334,10.314769,10.190571,1.171517,70.863754,0,6912,7392,0,2,1,34512,0.04612 0.0445 0.04473 0.04433 0.04437 0.04444 0.04434,10.52182 10.38081 10.22967 10.48172 10.31477 10.31178 10.19057
new_r2,flat,concat,1,3,2000,0,uniform,Float64,false,8,3.065678,3.0628130000000002,8.240447999999999,8.232645,0.896289,9.732092,160,6664,7304,0,2,1,185844,3.06506 3.06568 3.0718 3.06281 3.07576 3.06385 3.07588,8.31224 8.26214 8.25026 8.23961 8.24045 8.23592 8.23264
new_r2,flat,factored,1,3,2000,0,uniform,Float64,false,8,2.462987,2.457113,7.667059,7.6561900000000005,0.929321,12.937776,0,6664,7144,0,2,1,185844,2.46882 2.47596 2.46299 2.45863 2.45711 2.46335 2.46194,7.72352 7.68745 7.68917 7.65688 7.66706 7.65619 7.65786
new_r2,flat,precomputed_y,1,3,2000,0,uniform,Float64,false,8,1.356913,1.352994,6.564679,6.5553230000000005,0.946851,34.853479,0,6664,7144,0,2,1,185844,1.35847 1.35528 1.35299 1.35757 1.35793 1.35691 1.35555,6.60731 6.58677 6.56468 6.56104 6.57402 6.56037 6.55532
new_r2,flat,dense,1,3,2000,0,uniform,Float64,false,8,0.9848560000000001,0.9833699999999999,6.184677000000001,6.1692919999999996,0.936387,1742.702197,0,6664,7144,0,2,1,185844,0.9846 0.98337 0.98606 0.9849 0.9863 0.98431 0.98486,6.22475 6.20786 6.20788 6.16929 6.18183 6.18468 6.17709
new_r2,flat,concat,1,3,20000,0,uniform,Float64,false,8,3.1726229999999997,3.168541,31.310869999999998,31.261416999999998,1.145708,10.474253,160,6912,7552,0,2,1,192480,3.17262 3.17351 3.1709 3.16908 3.16854 3.17652 3.17336,31.38136 31.31087 31.30012 31.28291 31.26142 31.44131 31.31588
new_r2,flat,factored,1,3,20000,0,uniform,Float64,false,8,2.5304759999999997,2.526739,30.558981,30.487738,1.193983,13.538724,0,6912,7392,0,2,1,192480,2.53358 2.52718 2.53081 2.52855 2.53254 2.53048 2.52674,30.62793 30.62879 30.55769 30.55898 30.50218 30.6109 30.48774
new_r2,flat,precomputed_y,1,3,20000,0,uniform,Float64,false,8,1.411016,1.406134,29.411132,29.335158,1.2570089999999998,46.27,0,6912,7392,0,2,1,192480,1.42696 1.41102 1.41152 1.41406 1.40846 1.40613 1.4082,29.6705 29.54175 29.44653 29.40889 29.37996 29.33516 29.41113
new_r2,flat,dense,1,3,20000,0,uniform,Float64,false,8,1.019843,1.018342,28.936719999999998,28.883011,1.196574,1753.821151,0,6912,7392,0,2,1,192480,1.0229 1.01984 1.01903 1.02108 1.01834 1.02261 1.01842,29.0797 29.03162 29.02959 28.89306 28.88301 28.93672 28.91717
