rho,u_deficit
2.0,0.010892283231232128
2.5,0.0036492434678019204
2.8,0.0016827844095272631
3.0,0.0009515687729929535
3.2,0.0005187049642332691
3.4,0.0002699146974623251
3.668,0.00010483764364131954
