rho,u_deficit
2.0,0.0948215752401823
2.5,0.026829359220138176
2.8,0.011096799202454332
3.0,0.005864118037279812
3.2,0.0030870940542542112
3.4,0.0014576953975950985
3.668,0.0005558073889202564
