rho,u_deficit
2.0,0.003573200516582249
2.5,0.0011968109007680313
2.8,0.0005574956971400143
3.0,0.000315788968430014
3.2,0.00017193988935488642
3.4,9.045761315082261e-5
3.668,3.61385685546118e-5
