rho,u_deficit
2.0,0.019445402572370284
2.5,0.003556008953756753
2.8,0.0012599892612260575
3.0,0.0005929034117463795
3.2,0.0002999777998127662
3.4,0.0001197284068132055
3.668,4.430508439445067e-5
