rho,u_deficit
2.0,0.024538723755179712
2.5,0.005113328426704329
2.8,0.0015112133103081257
3.0,0.0007877809486938937
3.2,0.000355139513309387
3.4,0.00016269259104158038
3.668,4.542505375695748e-5
