policy,strategy,n,ell,P,blas_threads,window_classes,cells,nodes,routes,routes_per_level,direct_pairs,nclasses,construction_ms,m2l_ms,step_ms,m2l_alloc_bytes,step_alloc_bytes,occupancy_bytes,resident_bytes,expansion_host_copies,route_uploads,operator_uploads
flat,concat,50,3,4,64,8,49,92,1944,1944,457,3196,1790.424954,10.885324,11.342894,6032,22432,2048,5951320,0,0,0
flat,factored,50,3,4,64,8,49,92,1944,1944,457,3196,579.570275,4.866509,5.674949000000001,1808,18720,2048,11758640,0,0,0
flat,precomputed_y,50,3,4,64,8,49,92,1944,1944,457,3196,1625.786231,3.3145409999999997,3.875876,10016,27264,2048,6987984,0,0,0
flat,dense,50,3,4,64,8,49,92,1944,1944,457,3196,1861.388242,1.442752,2.1359450000000004,1104,18176,2048,16543912,0,0,0
hierarchical_12,concat,50,3,4,64,8,49,92,1626,0;0;248;1378,457,3480,144.02979,8.148439,9.597373,11456,36144,2340,1264808,0,0,0
hierarchical_12,factored,50,3,4,64,8,49,92,1626,0;0;248;1378,457,3480,7.443474,8.124864,9.545916,11456,36144,2340,1264808,0,0,0
hierarchical_12,precomputed_y,50,3,4,64,8,49,92,1626,0;0;248;1378,457,3480,6.867961,8.121959,9.541848,11456,36144,2340,4549888,0,0,0
hierarchical_12,dense,50,3,4,64,8,49,92,1626,0;0;248;1378,457,3480,228.437131,5.019356,6.42048,11456,36144,2340,10541496,0,0,0
hierarchical_3,concat,50,3,4,64,8,49,92,1320,0;0;884;436,123,632,0.859766,6.0246960000000005,6.665901,1568,16368,2340,1173672,0,0,0
hierarchical_3,factored,50,3,4,64,8,49,92,1320,0;0;884;436,123,632,0.759547,6.004067,6.652426,1568,16368,2340,1173672,0,0,0
hierarchical_3,precomputed_y,50,3,4,64,8,49,92,1320,0;0;884;436,123,632,17.346931,6.014857,6.678695,1568,16368,2340,1364384,0,0,0
hierarchical_3,dense,50,3,4,64,8,49,92,1320,0;0;884;436,123,632,16.099696,0.695107,1.3270650000000002,1568,16368,2340,2111416,0,0,0
