case,n,gamma,res,block,bins,solver,prec,refresh,bracket,M_ext,spread_ms,fft_ms,kmul_ms,interp_ms,restrict_ms,halo_ms,top_ms,launch_ms,refresh_ms,total_ms,bytes_persistent,launches
wake,100000,2.0000,nom,32,32,msm,f64,perstep,2,0,0.2500,1.7783,0.0000,0.5000,0.0000,0.0374,0.0140,1.2100,0.5750,10.1600,1.848e+08,42
wake,100000,2.0000,nom,32,32,msm,f64,perstep,3,0,0.6667,2.9639,0.0000,1.3333,0.0000,0.0624,0.0233,2.6300,0.7000,34.5018,1.848e+08,42
wake,100000,2.0000,nom,32,32,msm,f64,epoch,1,0,0.1000,1.2702,0.0000,0.2000,0.0000,0.0267,0.0100,0.5840,0.1060,2.9285,1.848e+08,42
wake,100000,2.0000,nom,32,32,msm,f64,epoch,2,0,0.2500,1.7783,0.0000,0.5000,0.0000,0.0374,0.0140,1.2100,0.1150,9.7000,1.848e+08,42
wake,100000,2.0000,nom,32,32,msm,f64,epoch,3,0,0.6667,2.9639,0.0000,1.3333,0.0000,0.0624,0.0233,2.6300,0.1400,33.9418,1.848e+08,42
wake,100000,2.0000,nom,64,1,amrfft,f32,perstep,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.6048,4.852e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f32,perstep,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.6470,4.852e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f32,perstep,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.6000,5.1841,4.852e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f32,epoch,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.1030,1.1928,4.852e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f32,epoch,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.1075,2.2170,4.852e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f32,epoch,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.1200,4.7041,4.852e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f64,perstep,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.5300,2.1015,9.704e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f64,perstep,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.5750,3.5240,9.704e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f64,perstep,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.7000,7.0583,9.704e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f64,epoch,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.1060,1.6775,9.704e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f64,epoch,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.1150,3.0640,9.704e+07,54
wake,100000,2.0000,nom,64,1,amrfft,f64,epoch,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.1400,6.4983,9.704e+07,54
wake,100000,2.0000,nom,64,1,msm,f32,perstep,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.5150,1.8359,4.852e+07,30
wake,100000,2.0000,nom,64,1,msm,f32,perstep,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.5375,4.4646,4.852e+07,30
wake,100000,2.0000,nom,64,1,msm,f32,perstep,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.6000,13.2392,4.852e+07,30
wake,100000,2.0000,nom,64,1,msm,f32,epoch,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.1030,1.4239,4.852e+07,30
wake,100000,2.0000,nom,64,1,msm,f32,epoch,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.1075,4.0346,4.852e+07,30
wake,100000,2.0000,nom,64,1,msm,f32,epoch,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.1200,12.7592,4.852e+07,30
wake,100000,2.0000,nom,64,1,msm,f64,perstep,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.5300,2.6117,9.704e+07,30
wake,100000,2.0000,nom,64,1,msm,f64,perstep,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.5750,7.2792,9.704e+07,30
wake,100000,2.0000,nom,64,1,msm,f64,perstep,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.7000,23.5284,9.704e+07,30
wake,100000,2.0000,nom,64,1,msm,f64,epoch,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.1060,2.1877,9.704e+07,30
wake,100000,2.0000,nom,64,1,msm,f64,epoch,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.1150,6.8192,9.704e+07,30
wake,100000,2.0000,nom,64,1,msm,f64,epoch,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.1400,22.9684,9.704e+07,30
wake,100000,2.0000,nom,64,2,amrfft,f32,perstep,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.6048,4.852e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f32,perstep,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.6470,4.852e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f32,perstep,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.6000,5.1841,4.852e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f32,epoch,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.1030,1.1928,4.852e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f32,epoch,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.1075,2.2170,4.852e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f32,epoch,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.1200,4.7041,4.852e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f64,perstep,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.5300,2.1015,9.704e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f64,perstep,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.5750,3.5240,9.704e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f64,perstep,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.7000,7.0583,9.704e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f64,epoch,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.1060,1.6775,9.704e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f64,epoch,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.1150,3.0640,9.704e+07,54
wake,100000,2.0000,nom,64,2,amrfft,f64,epoch,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.1400,6.4983,9.704e+07,54
wake,100000,2.0000,nom,64,2,msm,f32,perstep,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.5150,1.8359,4.852e+07,30
wake,100000,2.0000,nom,64,2,msm,f32,perstep,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.5375,4.4646,4.852e+07,30
wake,100000,2.0000,nom,64,2,msm,f32,perstep,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.6000,13.2392,4.852e+07,30
wake,100000,2.0000,nom,64,2,msm,f32,epoch,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.1030,1.4239,4.852e+07,30
wake,100000,2.0000,nom,64,2,msm,f32,epoch,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.1075,4.0346,4.852e+07,30
wake,100000,2.0000,nom,64,2,msm,f32,epoch,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.1200,12.7592,4.852e+07,30
wake,100000,2.0000,nom,64,2,msm,f64,perstep,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.5300,2.6117,9.704e+07,30
wake,100000,2.0000,nom,64,2,msm,f64,perstep,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.5750,7.2792,9.704e+07,30
wake,100000,2.0000,nom,64,2,msm,f64,perstep,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.7000,23.5284,9.704e+07,30
wake,100000,2.0000,nom,64,2,msm,f64,epoch,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.1060,2.1877,9.704e+07,30
wake,100000,2.0000,nom,64,2,msm,f64,epoch,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.1150,6.8192,9.704e+07,30
wake,100000,2.0000,nom,64,2,msm,f64,epoch,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.1400,22.9684,9.704e+07,30
wake,100000,2.0000,nom,64,4,amrfft,f32,perstep,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.6048,4.852e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f32,perstep,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.6470,4.852e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f32,perstep,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.6000,5.1841,4.852e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f32,epoch,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.1030,1.1928,4.852e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f32,epoch,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.1075,2.2170,4.852e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f32,epoch,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.1200,4.7041,4.852e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f64,perstep,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.5300,2.1015,9.704e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f64,perstep,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.5750,3.5240,9.704e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f64,perstep,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.7000,7.0583,9.704e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f64,epoch,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.1060,1.6775,9.704e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f64,epoch,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.1150,3.0640,9.704e+07,54
wake,100000,2.0000,nom,64,4,amrfft,f64,epoch,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.1400,6.4983,9.704e+07,54
wake,100000,2.0000,nom,64,4,msm,f32,perstep,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.5150,1.8359,4.852e+07,30
wake,100000,2.0000,nom,64,4,msm,f32,perstep,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.5375,4.4646,4.852e+07,30
wake,100000,2.0000,nom,64,4,msm,f32,perstep,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.6000,13.2392,4.852e+07,30
wake,100000,2.0000,nom,64,4,msm,f32,epoch,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.1030,1.4239,4.852e+07,30
wake,100000,2.0000,nom,64,4,msm,f32,epoch,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.1075,4.0346,4.852e+07,30
wake,100000,2.0000,nom,64,4,msm,f32,epoch,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.1200,12.7592,4.852e+07,30
wake,100000,2.0000,nom,64,4,msm,f64,perstep,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.5300,2.6117,9.704e+07,30
wake,100000,2.0000,nom,64,4,msm,f64,perstep,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.5750,7.2792,9.704e+07,30
wake,100000,2.0000,nom,64,4,msm,f64,perstep,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.7000,23.5284,9.704e+07,30
wake,100000,2.0000,nom,64,4,msm,f64,epoch,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.1060,2.1877,9.704e+07,30
wake,100000,2.0000,nom,64,4,msm,f64,epoch,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.1150,6.8192,9.704e+07,30
wake,100000,2.0000,nom,64,4,msm,f64,epoch,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.1400,22.9684,9.704e+07,30
wake,100000,2.0000,nom,64,8,amrfft,f32,perstep,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.6048,4.852e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f32,perstep,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.6470,4.852e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f32,perstep,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.6000,5.1841,4.852e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f32,epoch,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.1030,1.1928,4.852e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f32,epoch,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.1075,2.2170,4.852e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f32,epoch,3,0,0.3333,0.5972,0.1493,0.6667,0.0000,0.0160,0.0117,2.8100,0.1200,4.7041,4.852e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f64,perstep,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.5300,2.1015,9.704e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f64,perstep,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.5750,3.5240,9.704e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f64,perstep,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.7000,7.0583,9.704e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f64,epoch,1,0,0.1000,0.5119,0.1280,0.2000,0.0000,0.0137,0.0100,0.6080,0.1060,1.6775,9.704e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f64,epoch,2,0,0.2500,0.7166,0.1792,0.5000,0.0000,0.0192,0.0140,1.2700,0.1150,3.0640,9.704e+07,54
wake,100000,2.0000,nom,64,8,amrfft,f64,epoch,3,0,0.6667,1.1944,0.2986,1.3333,0.0000,0.0319,0.0233,2.8100,0.1400,6.4983,9.704e+07,54
wake,100000,2.0000,nom,64,8,msm,f32,perstep,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.5150,1.8359,4.852e+07,30
wake,100000,2.0000,nom,64,8,msm,f32,perstep,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.5375,4.4646,4.852e+07,30
wake,100000,2.0000,nom,64,8,msm,f32,perstep,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.6000,13.2392,4.852e+07,30
wake,100000,2.0000,nom,64,8,msm,f32,epoch,1,0,0.0500,0.2559,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.1030,1.4239,4.852e+07,30
wake,100000,2.0000,nom,64,8,msm,f32,epoch,2,0,0.1250,0.3583,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.1075,4.0346,4.852e+07,30
wake,100000,2.0000,nom,64,8,msm,f32,epoch,3,0,0.3333,0.5972,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.1200,12.7592,4.852e+07,30
wake,100000,2.0000,nom,64,8,msm,f64,perstep,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.5300,2.6117,9.704e+07,30
wake,100000,2.0000,nom,64,8,msm,f64,perstep,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.5750,7.2792,9.704e+07,30
wake,100000,2.0000,nom,64,8,msm,f64,perstep,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.7000,23.5284,9.704e+07,30
wake,100000,2.0000,nom,64,8,msm,f64,epoch,1,0,0.1000,0.5119,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.1060,2.1877,9.704e+07,30
wake,100000,2.0000,nom,64,8,msm,f64,epoch,2,0,0.2500,0.7166,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.1150,6.8192,9.704e+07,30
wake,100000,2.0000,nom,64,8,msm,f64,epoch,3,0,0.6667,1.1944,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.1400,22.9684,9.704e+07,30
wake,100000,2.0000,nom,64,16,amrfft,f32,perstep,1,0,0.0500,0.2892,0.0806,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.6547,4.852e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f32,perstep,2,0,0.1250,0.4049,0.1129,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.7168,4.852e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f32,perstep,3,0,0.3333,0.6748,0.1881,0.6667,0.0000,0.0160,0.0117,2.8100,0.6000,5.3006,4.852e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f32,epoch,1,0,0.0500,0.2892,0.0806,0.1000,0.0000,0.0068,0.0050,0.6080,0.1030,1.2427,4.852e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f32,epoch,2,0,0.1250,0.4049,0.1129,0.2500,0.0000,0.0096,0.0070,1.2700,0.1075,2.2868,4.852e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f32,epoch,3,0,0.3333,0.6748,0.1881,0.6667,0.0000,0.0160,0.0117,2.8100,0.1200,4.8206,4.852e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f64,perstep,1,0,0.1000,0.5784,0.1612,0.2000,0.0000,0.0137,0.0100,0.6080,0.5300,2.2013,9.704e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f64,perstep,2,0,0.2500,0.8098,0.2257,0.5000,0.0000,0.0192,0.0140,1.2700,0.5750,3.6637,9.704e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f64,perstep,3,0,0.6667,1.3496,0.3762,1.3333,0.0000,0.0319,0.0233,2.8100,0.7000,7.2911,9.704e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f64,epoch,1,0,0.1000,0.5784,0.1612,0.2000,0.0000,0.0137,0.0100,0.6080,0.1060,1.7773,9.704e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f64,epoch,2,0,0.2500,0.8098,0.2257,0.5000,0.0000,0.0192,0.0140,1.2700,0.1150,3.2037,9.704e+07,54
wake,100000,2.0000,nom,64,16,amrfft,f64,epoch,3,0,0.6667,1.3496,0.3762,1.3333,0.0000,0.0319,0.0233,2.8100,0.1400,6.7311,9.704e+07,54
wake,100000,2.0000,nom,64,16,msm,f32,perstep,1,0,0.0500,0.2892,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.5150,1.9916,4.852e+07,30
wake,100000,2.0000,nom,64,16,msm,f32,perstep,2,0,0.1250,0.4049,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.5375,5.0847,4.852e+07,30
wake,100000,2.0000,nom,64,16,msm,f32,perstep,3,0,0.3333,0.6748,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.6000,15.6205,4.852e+07,30
wake,100000,2.0000,nom,64,16,msm,f32,epoch,1,0,0.0500,0.2892,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.1030,1.5796,4.852e+07,30
wake,100000,2.0000,nom,64,16,msm,f32,epoch,2,0,0.1250,0.4049,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.1075,4.6547,4.852e+07,30
wake,100000,2.0000,nom,64,16,msm,f32,epoch,3,0,0.3333,0.6748,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.1200,15.1405,4.852e+07,30
wake,100000,2.0000,nom,64,16,msm,f64,perstep,1,0,0.1000,0.5784,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.5300,2.9231,9.704e+07,30
wake,100000,2.0000,nom,64,16,msm,f64,perstep,2,0,0.2500,0.8098,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.5750,8.5193,9.704e+07,30
wake,100000,2.0000,nom,64,16,msm,f64,perstep,3,0,0.6667,1.3496,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.7000,28.2909,9.704e+07,30
wake,100000,2.0000,nom,64,16,msm,f64,epoch,1,0,0.1000,0.5784,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.1060,2.4991,9.704e+07,30
wake,100000,2.0000,nom,64,16,msm,f64,epoch,2,0,0.2500,0.8098,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.1150,8.0593,9.704e+07,30
wake,100000,2.0000,nom,64,16,msm,f64,epoch,3,0,0.6667,1.3496,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.1400,27.7309,9.704e+07,30
wake,100000,2.0000,nom,64,32,amrfft,f32,perstep,1,0,0.0500,0.3311,0.1016,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.7175,4.852e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f32,perstep,2,0,0.1250,0.4636,0.1422,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.8048,4.852e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f32,perstep,3,0,0.3333,0.7726,0.2370,0.6667,0.0000,0.0160,0.0117,2.8100,0.6000,5.4472,4.852e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f32,epoch,1,0,0.0500,0.3311,0.1016,0.1000,0.0000,0.0068,0.0050,0.6080,0.1030,1.3055,4.852e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f32,epoch,2,0,0.1250,0.4636,0.1422,0.2500,0.0000,0.0096,0.0070,1.2700,0.1075,2.3748,4.852e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f32,epoch,3,0,0.3333,0.7726,0.2370,0.6667,0.0000,0.0160,0.0117,2.8100,0.1200,4.9672,4.852e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f64,perstep,1,0,0.1000,0.6622,0.2031,0.2000,0.0000,0.0137,0.0100,0.6080,0.5300,2.3271,9.704e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f64,perstep,2,0,0.2500,0.9271,0.2844,0.5000,0.0000,0.0192,0.0140,1.2700,0.5750,3.8397,9.704e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f64,perstep,3,0,0.6667,1.5452,0.4740,1.3333,0.0000,0.0319,0.0233,2.8100,0.7000,7.5845,9.704e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f64,epoch,1,0,0.1000,0.6622,0.2031,0.2000,0.0000,0.0137,0.0100,0.6080,0.1060,1.9031,9.704e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f64,epoch,2,0,0.2500,0.9271,0.2844,0.5000,0.0000,0.0192,0.0140,1.2700,0.1150,3.3797,9.704e+07,54
wake,100000,2.0000,nom,64,32,amrfft,f64,epoch,3,0,0.6667,1.5452,0.4740,1.3333,0.0000,0.0319,0.0233,2.8100,0.1400,7.0245,9.704e+07,54
wake,100000,2.0000,nom,64,32,msm,f32,perstep,1,0,0.0500,0.3311,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.5150,2.1877,4.852e+07,30
wake,100000,2.0000,nom,64,32,msm,f32,perstep,2,0,0.1250,0.4636,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.5375,5.8659,4.852e+07,30
wake,100000,2.0000,nom,64,32,msm,f32,perstep,3,0,0.3333,0.7726,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.6000,18.6207,4.852e+07,30
wake,100000,2.0000,nom,64,32,msm,f32,epoch,1,0,0.0500,0.3311,0.0000,0.1000,0.0000,0.0068,0.0050,0.5600,0.1030,1.7757,4.852e+07,30
wake,100000,2.0000,nom,64,32,msm,f32,epoch,2,0,0.1250,0.4636,0.0000,0.2500,0.0000,0.0096,0.0070,1.1500,0.1075,5.4359,4.852e+07,30
wake,100000,2.0000,nom,64,32,msm,f32,epoch,3,0,0.3333,0.7726,0.0000,0.6667,0.0000,0.0160,0.0117,2.4500,0.1200,18.1407,4.852e+07,30
wake,100000,2.0000,nom,64,32,msm,f64,perstep,1,0,0.1000,0.6622,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.5300,3.3155,9.704e+07,30
wake,100000,2.0000,nom,64,32,msm,f64,perstep,2,0,0.2500,0.9271,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.5750,10.0818,9.704e+07,30
wake,100000,2.0000,nom,64,32,msm,f64,perstep,3,0,0.6667,1.5452,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.7000,34.2914,9.704e+07,30
wake,100000,2.0000,nom,64,32,msm,f64,epoch,1,0,0.1000,0.6622,0.0000,0.2000,0.0000,0.0137,0.0100,0.5600,0.1060,2.8915,9.704e+07,30
wake,100000,2.0000,nom,64,32,msm,f64,epoch,2,0,0.2500,0.9271,0.0000,0.5000,0.0000,0.0192,0.0140,1.1500,0.1150,9.6218,9.704e+07,30
wake,100000,2.0000,nom,64,32,msm,f64,epoch,3,0,0.6667,1.5452,0.0000,1.3333,0.0000,0.0319,0.0233,2.4500,0.1400,33.7314,9.704e+07,30
wake,100000,2.0000,nom,128,1,amrfft,f32,perstep,1,0,0.0500,0.2559,0.0640,0.1000,0.0000,0.0068,0.0050,0.6080,0.5150,1.6048,4.852e+07,54
wake,100000,2.0000,nom,128,1,amrfft,f32,perstep,2,0,0.1250,0.3583,0.0896,0.2500,0.0000,0.0096,0.0070,1.2700,0.5375,2.6470,4.852e+07,54
