case,n,gamma,res,block,bins,solver,prec,refresh,bracket,M_ext,spread_ms,fft_ms,kmul_ms,interp_ms,restrict_ms,halo_ms,top_ms,launch_ms,refresh_ms,total_ms,bytes_persistent,launches
wake,1000000,2.0000,nom,128,1,amrfft,f64,epoch,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,0.2500,10.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,1,amrfft,f64,epoch,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,0.5000,26.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,1,msm,f32,perstep,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.6500,5.5350,9.335e+07,30
wake,1000000,2.0000,nom,128,1,msm,f32,perstep,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.8750,16.8916,9.335e+07,30
wake,1000000,2.0000,nom,128,1,msm,f32,perstep,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,1.5000,56.4854,9.335e+07,30
wake,1000000,2.0000,nom,128,1,msm,f32,epoch,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.1300,5.0150,9.335e+07,30
wake,1000000,2.0000,nom,128,1,msm,f32,epoch,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.1750,16.1916,9.335e+07,30
wake,1000000,2.0000,nom,128,1,msm,f32,epoch,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,0.3000,55.2854,9.335e+07,30
wake,1000000,2.0000,nom,128,1,msm,f64,perstep,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.8000,10.0101,1.867e+08,30
wake,1000000,2.0000,nom,128,1,msm,f64,perstep,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,1.2500,32.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,1,msm,f64,perstep,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,2.5000,110.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,1,msm,f64,epoch,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.1600,9.3701,1.867e+08,30
wake,1000000,2.0000,nom,128,1,msm,f64,epoch,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,0.2500,31.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,1,msm,f64,epoch,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,0.5000,108.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,2,amrfft,f32,perstep,1,0,0.5000,0.4681,0.1170,1.0000,0.0000,0.0118,0.0400,0.6080,0.6500,3.3949,9.335e+07,54
wake,1000000,2.0000,nom,128,2,amrfft,f32,perstep,2,0,1.2500,0.6554,0.1638,2.5000,0.0000,0.0165,0.0560,1.2700,0.8750,6.7867,9.335e+07,54
wake,1000000,2.0000,nom,128,2,amrfft,f32,perstep,3,0,3.3333,1.0923,0.2731,6.6667,0.0000,0.0275,0.0933,2.8100,1.5000,15.7961,9.335e+07,54
wake,1000000,2.0000,nom,128,2,amrfft,f32,epoch,1,0,0.5000,0.4681,0.1170,1.0000,0.0000,0.0118,0.0400,0.6080,0.1300,2.8749,9.335e+07,54
wake,1000000,2.0000,nom,128,2,amrfft,f32,epoch,2,0,1.2500,0.6554,0.1638,2.5000,0.0000,0.0165,0.0560,1.2700,0.1750,6.0867,9.335e+07,54
wake,1000000,2.0000,nom,128,2,amrfft,f32,epoch,3,0,3.3333,1.0923,0.2731,6.6667,0.0000,0.0275,0.0933,2.8100,0.3000,14.5961,9.335e+07,54
wake,1000000,2.0000,nom,128,2,amrfft,f64,perstep,1,0,1.0000,0.9362,0.2341,2.0000,0.0000,0.0236,0.0800,0.6080,0.8000,5.6818,1.867e+08,54
wake,1000000,2.0000,nom,128,2,amrfft,f64,perstep,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,1.2500,11.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,2,amrfft,f64,perstep,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,2.5000,28.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,2,amrfft,f64,epoch,1,0,1.0000,0.9362,0.2341,2.0000,0.0000,0.0236,0.0800,0.6080,0.1600,5.0418,1.867e+08,54
wake,1000000,2.0000,nom,128,2,amrfft,f64,epoch,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,0.2500,10.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,2,amrfft,f64,epoch,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,0.5000,26.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,2,msm,f32,perstep,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.6500,5.5350,9.335e+07,30
wake,1000000,2.0000,nom,128,2,msm,f32,perstep,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.8750,16.8916,9.335e+07,30
wake,1000000,2.0000,nom,128,2,msm,f32,perstep,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,1.5000,56.4854,9.335e+07,30
wake,1000000,2.0000,nom,128,2,msm,f32,epoch,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.1300,5.0150,9.335e+07,30
wake,1000000,2.0000,nom,128,2,msm,f32,epoch,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.1750,16.1916,9.335e+07,30
wake,1000000,2.0000,nom,128,2,msm,f32,epoch,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,0.3000,55.2854,9.335e+07,30
wake,1000000,2.0000,nom,128,2,msm,f64,perstep,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.8000,10.0101,1.867e+08,30
wake,1000000,2.0000,nom,128,2,msm,f64,perstep,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,1.2500,32.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,2,msm,f64,perstep,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,2.5000,110.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,2,msm,f64,epoch,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.1600,9.3701,1.867e+08,30
wake,1000000,2.0000,nom,128,2,msm,f64,epoch,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,0.2500,31.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,2,msm,f64,epoch,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,0.5000,108.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,4,amrfft,f32,perstep,1,0,0.5000,0.4681,0.1170,1.0000,0.0000,0.0118,0.0400,0.6080,0.6500,3.3949,9.335e+07,54
wake,1000000,2.0000,nom,128,4,amrfft,f32,perstep,2,0,1.2500,0.6554,0.1638,2.5000,0.0000,0.0165,0.0560,1.2700,0.8750,6.7867,9.335e+07,54
wake,1000000,2.0000,nom,128,4,amrfft,f32,perstep,3,0,3.3333,1.0923,0.2731,6.6667,0.0000,0.0275,0.0933,2.8100,1.5000,15.7961,9.335e+07,54
wake,1000000,2.0000,nom,128,4,amrfft,f32,epoch,1,0,0.5000,0.4681,0.1170,1.0000,0.0000,0.0118,0.0400,0.6080,0.1300,2.8749,9.335e+07,54
wake,1000000,2.0000,nom,128,4,amrfft,f32,epoch,2,0,1.2500,0.6554,0.1638,2.5000,0.0000,0.0165,0.0560,1.2700,0.1750,6.0867,9.335e+07,54
wake,1000000,2.0000,nom,128,4,amrfft,f32,epoch,3,0,3.3333,1.0923,0.2731,6.6667,0.0000,0.0275,0.0933,2.8100,0.3000,14.5961,9.335e+07,54
wake,1000000,2.0000,nom,128,4,amrfft,f64,perstep,1,0,1.0000,0.9362,0.2341,2.0000,0.0000,0.0236,0.0800,0.6080,0.8000,5.6818,1.867e+08,54
wake,1000000,2.0000,nom,128,4,amrfft,f64,perstep,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,1.2500,11.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,4,amrfft,f64,perstep,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,2.5000,28.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,4,amrfft,f64,epoch,1,0,1.0000,0.9362,0.2341,2.0000,0.0000,0.0236,0.0800,0.6080,0.1600,5.0418,1.867e+08,54
wake,1000000,2.0000,nom,128,4,amrfft,f64,epoch,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,0.2500,10.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,4,amrfft,f64,epoch,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,0.5000,26.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,4,msm,f32,perstep,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.6500,5.5350,9.335e+07,30
wake,1000000,2.0000,nom,128,4,msm,f32,perstep,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.8750,16.8916,9.335e+07,30
wake,1000000,2.0000,nom,128,4,msm,f32,perstep,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,1.5000,56.4854,9.335e+07,30
wake,1000000,2.0000,nom,128,4,msm,f32,epoch,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.1300,5.0150,9.335e+07,30
wake,1000000,2.0000,nom,128,4,msm,f32,epoch,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.1750,16.1916,9.335e+07,30
wake,1000000,2.0000,nom,128,4,msm,f32,epoch,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,0.3000,55.2854,9.335e+07,30
wake,1000000,2.0000,nom,128,4,msm,f64,perstep,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.8000,10.0101,1.867e+08,30
wake,1000000,2.0000,nom,128,4,msm,f64,perstep,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,1.2500,32.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,4,msm,f64,perstep,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,2.5000,110.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,4,msm,f64,epoch,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.1600,9.3701,1.867e+08,30
wake,1000000,2.0000,nom,128,4,msm,f64,epoch,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,0.2500,31.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,4,msm,f64,epoch,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,0.5000,108.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,8,amrfft,f32,perstep,1,0,0.5000,0.4681,0.1170,1.0000,0.0000,0.0118,0.0400,0.6080,0.6500,3.3949,9.335e+07,54
wake,1000000,2.0000,nom,128,8,amrfft,f32,perstep,2,0,1.2500,0.6554,0.1638,2.5000,0.0000,0.0165,0.0560,1.2700,0.8750,6.7867,9.335e+07,54
wake,1000000,2.0000,nom,128,8,amrfft,f32,perstep,3,0,3.3333,1.0923,0.2731,6.6667,0.0000,0.0275,0.0933,2.8100,1.5000,15.7961,9.335e+07,54
wake,1000000,2.0000,nom,128,8,amrfft,f32,epoch,1,0,0.5000,0.4681,0.1170,1.0000,0.0000,0.0118,0.0400,0.6080,0.1300,2.8749,9.335e+07,54
wake,1000000,2.0000,nom,128,8,amrfft,f32,epoch,2,0,1.2500,0.6554,0.1638,2.5000,0.0000,0.0165,0.0560,1.2700,0.1750,6.0867,9.335e+07,54
wake,1000000,2.0000,nom,128,8,amrfft,f32,epoch,3,0,3.3333,1.0923,0.2731,6.6667,0.0000,0.0275,0.0933,2.8100,0.3000,14.5961,9.335e+07,54
wake,1000000,2.0000,nom,128,8,amrfft,f64,perstep,1,0,1.0000,0.9362,0.2341,2.0000,0.0000,0.0236,0.0800,0.6080,0.8000,5.6818,1.867e+08,54
wake,1000000,2.0000,nom,128,8,amrfft,f64,perstep,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,1.2500,11.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,8,amrfft,f64,perstep,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,2.5000,28.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,8,amrfft,f64,epoch,1,0,1.0000,0.9362,0.2341,2.0000,0.0000,0.0236,0.0800,0.6080,0.1600,5.0418,1.867e+08,54
wake,1000000,2.0000,nom,128,8,amrfft,f64,epoch,2,0,2.5000,1.3107,0.3277,5.0000,0.0000,0.0330,0.1120,1.2700,0.2500,10.8034,1.867e+08,54
wake,1000000,2.0000,nom,128,8,amrfft,f64,epoch,3,0,6.6667,2.1845,0.5461,13.3333,0.0000,0.0550,0.1866,2.8100,0.5000,26.2823,1.867e+08,54
wake,1000000,2.0000,nom,128,8,msm,f32,perstep,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.6500,5.5350,9.335e+07,30
wake,1000000,2.0000,nom,128,8,msm,f32,perstep,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.8750,16.8916,9.335e+07,30
wake,1000000,2.0000,nom,128,8,msm,f32,perstep,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,1.5000,56.4854,9.335e+07,30
wake,1000000,2.0000,nom,128,8,msm,f32,epoch,1,0,0.5000,0.4681,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.1300,5.0150,9.335e+07,30
wake,1000000,2.0000,nom,128,8,msm,f32,epoch,2,0,1.2500,0.6554,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.1750,16.1916,9.335e+07,30
wake,1000000,2.0000,nom,128,8,msm,f32,epoch,3,0,3.3333,1.0923,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,0.3000,55.2854,9.335e+07,30
wake,1000000,2.0000,nom,128,8,msm,f64,perstep,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.8000,10.0101,1.867e+08,30
wake,1000000,2.0000,nom,128,8,msm,f64,perstep,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,1.2500,32.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,8,msm,f64,perstep,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,2.5000,110.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,8,msm,f64,epoch,1,0,1.0000,0.9362,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.1600,9.3701,1.867e+08,30
wake,1000000,2.0000,nom,128,8,msm,f64,epoch,2,0,2.5000,1.3107,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,0.2500,31.1332,1.867e+08,30
wake,1000000,2.0000,nom,128,8,msm,f64,epoch,3,0,6.6667,2.1845,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,0.5000,108.0207,1.867e+08,30
wake,1000000,2.0000,nom,128,16,amrfft,f32,perstep,1,0,0.5000,0.5290,0.1474,1.0000,0.0000,0.0118,0.0400,0.6080,0.6500,3.4862,9.335e+07,54
wake,1000000,2.0000,nom,128,16,amrfft,f32,perstep,2,0,1.2500,0.7405,0.2064,2.5000,0.0000,0.0165,0.0560,1.2700,0.8750,6.9144,9.335e+07,54
wake,1000000,2.0000,nom,128,16,amrfft,f32,perstep,3,0,3.3333,1.2342,0.3440,6.6667,0.0000,0.0275,0.0933,2.8100,1.5000,16.0091,9.335e+07,54
wake,1000000,2.0000,nom,128,16,amrfft,f32,epoch,1,0,0.5000,0.5290,0.1474,1.0000,0.0000,0.0118,0.0400,0.6080,0.1300,2.9662,9.335e+07,54
wake,1000000,2.0000,nom,128,16,amrfft,f32,epoch,2,0,1.2500,0.7405,0.2064,2.5000,0.0000,0.0165,0.0560,1.2700,0.1750,6.2144,9.335e+07,54
wake,1000000,2.0000,nom,128,16,amrfft,f32,epoch,3,0,3.3333,1.2342,0.3440,6.6667,0.0000,0.0275,0.0933,2.8100,0.3000,14.8091,9.335e+07,54
wake,1000000,2.0000,nom,128,16,amrfft,f64,perstep,1,0,1.0000,1.0579,0.2949,2.0000,0.0000,0.0236,0.0800,0.6080,0.8000,5.8643,1.867e+08,54
wake,1000000,2.0000,nom,128,16,amrfft,f64,perstep,2,0,2.5000,1.4811,0.4129,5.0000,0.0000,0.0330,0.1120,1.2700,1.2500,12.0589,1.867e+08,54
wake,1000000,2.0000,nom,128,16,amrfft,f64,perstep,3,0,6.6667,2.4684,0.6881,13.3333,0.0000,0.0550,0.1866,2.8100,2.5000,28.7081,1.867e+08,54
wake,1000000,2.0000,nom,128,16,amrfft,f64,epoch,1,0,1.0000,1.0579,0.2949,2.0000,0.0000,0.0236,0.0800,0.6080,0.1600,5.2243,1.867e+08,54
wake,1000000,2.0000,nom,128,16,amrfft,f64,epoch,2,0,2.5000,1.4811,0.4129,5.0000,0.0000,0.0330,0.1120,1.2700,0.2500,11.0589,1.867e+08,54
wake,1000000,2.0000,nom,128,16,amrfft,f64,epoch,3,0,6.6667,2.4684,0.6881,13.3333,0.0000,0.0550,0.1866,2.8100,0.5000,26.7081,1.867e+08,54
wake,1000000,2.0000,nom,128,16,msm,f32,perstep,1,0,0.5000,0.5290,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.6500,6.2559,9.335e+07,30
wake,1000000,2.0000,nom,128,16,msm,f32,perstep,2,0,1.2500,0.7405,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.8750,19.7622,9.335e+07,30
wake,1000000,2.0000,nom,128,16,msm,f32,perstep,3,0,3.3333,1.2342,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,1.5000,67.5098,9.335e+07,30
wake,1000000,2.0000,nom,128,16,msm,f32,epoch,1,0,0.5000,0.5290,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.1300,5.7359,9.335e+07,30
wake,1000000,2.0000,nom,128,16,msm,f32,epoch,2,0,1.2500,0.7405,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.1750,19.0622,9.335e+07,30
wake,1000000,2.0000,nom,128,16,msm,f32,epoch,3,0,3.3333,1.2342,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,0.3000,66.3098,9.335e+07,30
wake,1000000,2.0000,nom,128,16,msm,f64,perstep,1,0,1.0000,1.0579,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.8000,11.4518,1.867e+08,30
wake,1000000,2.0000,nom,128,16,msm,f64,perstep,2,0,2.5000,1.4811,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,1.2500,37.8744,1.867e+08,30
wake,1000000,2.0000,nom,128,16,msm,f64,perstep,3,0,6.6667,2.4684,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,2.5000,132.0696,1.867e+08,30
wake,1000000,2.0000,nom,128,16,msm,f64,epoch,1,0,1.0000,1.0579,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.1600,10.8118,1.867e+08,30
wake,1000000,2.0000,nom,128,16,msm,f64,epoch,2,0,2.5000,1.4811,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,0.2500,36.8744,1.867e+08,30
wake,1000000,2.0000,nom,128,16,msm,f64,epoch,3,0,6.6667,2.4684,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,0.5000,130.0696,1.867e+08,30
wake,1000000,2.0000,nom,128,32,amrfft,f32,perstep,1,0,0.5000,0.6056,0.1858,1.0000,0.0000,0.0118,0.0400,0.6080,0.6500,3.6011,9.335e+07,54
wake,1000000,2.0000,nom,128,32,amrfft,f32,perstep,2,0,1.2500,0.8478,0.2601,2.5000,0.0000,0.0165,0.0560,1.2700,0.8750,7.0754,9.335e+07,54
wake,1000000,2.0000,nom,128,32,amrfft,f32,perstep,3,0,3.3333,1.4131,0.4335,6.6667,0.0000,0.0275,0.0933,2.8100,1.5000,16.2773,9.335e+07,54
wake,1000000,2.0000,nom,128,32,amrfft,f32,epoch,1,0,0.5000,0.6056,0.1858,1.0000,0.0000,0.0118,0.0400,0.6080,0.1300,3.0811,9.335e+07,54
wake,1000000,2.0000,nom,128,32,amrfft,f32,epoch,2,0,1.2500,0.8478,0.2601,2.5000,0.0000,0.0165,0.0560,1.2700,0.1750,6.3754,9.335e+07,54
wake,1000000,2.0000,nom,128,32,amrfft,f32,epoch,3,0,3.3333,1.4131,0.4335,6.6667,0.0000,0.0275,0.0933,2.8100,0.3000,15.0773,9.335e+07,54
wake,1000000,2.0000,nom,128,32,amrfft,f64,perstep,1,0,1.0000,1.2112,0.3715,2.0000,0.0000,0.0236,0.0800,0.6080,0.8000,6.0943,1.867e+08,54
wake,1000000,2.0000,nom,128,32,amrfft,f64,perstep,2,0,2.5000,1.6957,0.5202,5.0000,0.0000,0.0330,0.1120,1.2700,1.2500,12.3808,1.867e+08,54
wake,1000000,2.0000,nom,128,32,amrfft,f64,perstep,3,0,6.6667,2.8261,0.8669,13.3333,0.0000,0.0550,0.1866,2.8100,2.5000,29.2447,1.867e+08,54
wake,1000000,2.0000,nom,128,32,amrfft,f64,epoch,1,0,1.0000,1.2112,0.3715,2.0000,0.0000,0.0236,0.0800,0.6080,0.1600,5.4543,1.867e+08,54
wake,1000000,2.0000,nom,128,32,amrfft,f64,epoch,2,0,2.5000,1.6957,0.5202,5.0000,0.0000,0.0330,0.1120,1.2700,0.2500,11.3808,1.867e+08,54
wake,1000000,2.0000,nom,128,32,amrfft,f64,epoch,3,0,6.6667,2.8261,0.8669,13.3333,0.0000,0.0550,0.1866,2.8100,0.5000,27.2447,1.867e+08,54
wake,1000000,2.0000,nom,128,32,msm,f32,perstep,1,0,0.5000,0.6056,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.6500,7.1641,9.335e+07,30
wake,1000000,2.0000,nom,128,32,msm,f32,perstep,2,0,1.2500,0.8478,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.8750,23.3789,9.335e+07,30
wake,1000000,2.0000,nom,128,32,msm,f32,perstep,3,0,3.3333,1.4131,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,1.5000,81.3997,9.335e+07,30
wake,1000000,2.0000,nom,128,32,msm,f32,epoch,1,0,0.5000,0.6056,0.0000,1.0000,0.0000,0.0118,0.0400,0.5600,0.1300,6.6441,9.335e+07,30
wake,1000000,2.0000,nom,128,32,msm,f32,epoch,2,0,1.2500,0.8478,0.0000,2.5000,0.0000,0.0165,0.0560,1.1500,0.1750,22.6789,9.335e+07,30
wake,1000000,2.0000,nom,128,32,msm,f32,epoch,3,0,3.3333,1.4131,0.0000,6.6667,0.0000,0.0275,0.0933,2.4500,0.3000,80.1997,9.335e+07,30
wake,1000000,2.0000,nom,128,32,msm,f64,perstep,1,0,1.0000,1.2112,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.8000,13.2681,1.867e+08,30
wake,1000000,2.0000,nom,128,32,msm,f64,perstep,2,0,2.5000,1.6957,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,1.2500,45.1079,1.867e+08,30
wake,1000000,2.0000,nom,128,32,msm,f64,perstep,3,0,6.6667,2.8261,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,2.5000,159.8494,1.867e+08,30
wake,1000000,2.0000,nom,128,32,msm,f64,epoch,1,0,1.0000,1.2112,0.0000,2.0000,0.0000,0.0236,0.0800,0.5600,0.1600,12.6281,1.867e+08,30
wake,1000000,2.0000,nom,128,32,msm,f64,epoch,2,0,2.5000,1.6957,0.0000,5.0000,0.0000,0.0330,0.1120,1.1500,0.2500,44.1079,1.867e+08,30
wake,1000000,2.0000,nom,128,32,msm,f64,epoch,3,0,6.6667,2.8261,0.0000,13.3333,0.0000,0.0550,0.1866,2.4500,0.5000,157.8494,1.867e+08,30
wake,1000000,4.0000,nom,32,1,amrfft,f32,perstep,1,0,0.5000,5.8258,1.4565,1.0000,0.0000,0.1606,0.0069,0.6560,0.6500,10.2558,1.089e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f32,perstep,2,0,1.2500,8.1562,2.0390,2.5000,0.0000,0.2249,0.0096,1.3900,0.8750,16.4447,1.089e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f32,perstep,3,0,3.3333,13.5936,3.3984,6.6667,0.0000,0.3748,0.0160,3.1700,1.5000,32.0528,1.089e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f32,epoch,1,0,0.5000,5.8258,1.4565,1.0000,0.0000,0.1606,0.0069,0.6560,0.1300,9.7358,1.089e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f32,epoch,2,0,1.2500,8.1562,2.0390,2.5000,0.0000,0.2249,0.0096,1.3900,0.1750,15.7447,1.089e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f32,epoch,3,0,3.3333,13.5936,3.3984,6.6667,0.0000,0.3748,0.0160,3.1700,0.3000,30.8528,1.089e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f64,perstep,1,0,1.0000,11.6517,2.9129,2.0000,0.0000,0.3212,0.0137,0.6560,0.8000,19.3555,2.177e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f64,perstep,2,0,2.5000,16.3123,4.0781,5.0000,0.0000,0.4497,0.0192,1.3900,1.2500,30.9993,2.177e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f64,perstep,3,0,6.6667,27.1872,6.7968,13.3333,0.0000,0.7495,0.0320,3.1700,2.5000,60.4355,2.177e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f64,epoch,1,0,1.0000,11.6517,2.9129,2.0000,0.0000,0.3212,0.0137,0.6560,0.1600,18.7155,2.177e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f64,epoch,2,0,2.5000,16.3123,4.0781,5.0000,0.0000,0.4497,0.0192,1.3900,0.2500,29.9993,2.177e+09,78
wake,1000000,4.0000,nom,32,1,amrfft,f64,epoch,3,0,6.6667,27.1872,6.7968,13.3333,0.0000,0.7495,0.0320,3.1700,0.5000,58.4355,2.177e+09,78
wake,1000000,4.0000,nom,32,1,msm,f32,perstep,1,0,0.5000,5.8258,0.0000,1.0000,0.0000,0.1606,0.0069,0.5840,0.6500,24.0313,1.089e+09,42
wake,1000000,4.0000,nom,32,1,msm,f32,perstep,2,0,1.2500,8.1562,0.0000,2.5000,0.0000,0.2249,0.0096,1.2100,0.8750,84.6149,1.089e+09,42
wake,1000000,4.0000,nom,32,1,msm,f32,perstep,3,0,3.3333,13.5936,0.0000,6.6667,0.0000,0.3748,0.0160,2.6300,1.5000,342.6518,1.089e+09,42
