case,n,gamma,res,level,s_ell,pop,cum_sources,tiles_core,tiles_field,cov_targets,cov_mult8,padded8_ratio,npatch_b64,interior_pts_b64,padded_pts_b64
rotor,100000,2.0000,nom,13,1.419104e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
rotor,100000,2.0000,nom,14,2.838208e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
rotor,100000,4.0000,nom,0,1.732305e-04,35002,35002,7845,69125,35016,1.013,1.006,1570,82407424,2678013042
rotor,100000,4.0000,nom,1,6.929219e-04,57442,92444,13078,111613,92464,1.007,0.859,2305,126308864,4180493069
rotor,100000,4.0000,nom,2,2.771687e-03,7556,100000,3520,26170,100000,1.000,0.149,138,15098368,319115160
rotor,100000,4.0000,nom,3,1.108675e-02,0,100000,456,1102,100000,1.000,0.000,20,603136,31263750
rotor,100000,4.0000,nom,4,4.434700e-02,0,100000,15,117,100000,1.000,0.000,8,71680,9311400
rotor,100000,4.0000,nom,5,1.773880e-01,0,100000,2,36,100000,1.000,0.000,8,18432,7147800
rotor,100000,4.0000,nom,6,7.095520e-01,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,4.0000,nom,7,2.838208e+00,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,4.0000,nom,8,1.135283e+01,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,4.0000,nom,9,4.541133e+01,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,4.0000,nom,10,1.816453e+02,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,4.0000,nom,11,7.265812e+02,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,4.0000,nom,12,2.906325e+03,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
rotor,100000,1.4142,optalt,0,1.732305e-04,3156,3156,429,3981,3192,1.193,1.090,81,4916736,32909970
rotor,100000,1.4142,optalt,1,2.449849e-04,4972,8128,860,7752,8192,1.094,0.681,185,9344000,67091772
rotor,100000,1.4142,optalt,2,3.464609e-04,11246,19374,1514,13536,19457,1.055,0.628,341,21967360,144252946
rotor,100000,1.4142,optalt,3,4.899698e-04,15628,35002,2068,18555,35060,1.034,0.523,365,26346496,160795410
rotor,100000,1.4142,optalt,4,6.929219e-04,5486,40488,2131,18806,40533,1.016,0.312,284,23392768,144544910
rotor,100000,1.4142,optalt,5,9.799395e-04,14444,54932,2788,24908,55023,1.025,0.508,252,31561216,162899365
rotor,100000,1.4142,optalt,6,1.385844e-03,22842,77774,3470,30089,77829,1.024,0.468,216,29302784,142302785
rotor,100000,1.4142,optalt,7,1.959879e-03,14670,92444,3437,27788,92540,1.011,0.317,147,17623040,88539200
rotor,100000,1.4142,optalt,8,2.771687e-03,7556,100000,2775,15326,100000,1.004,0.193,65,8911360,43002900
rotor,100000,1.4142,optalt,9,3.919758e-03,0,100000,1849,6329,100000,1.000,0.000,41,3433984,20907250
rotor,100000,1.4142,optalt,10,5.543375e-03,0,100000,1297,3005,100000,1.000,0.000,24,1604608,10740200
rotor,100000,1.4142,optalt,11,7.839516e-03,0,100000,618,1396,100000,1.000,0.000,20,740352,7075800
rotor,100000,1.4142,optalt,12,1.108675e-02,0,100000,280,748,100000,1.000,0.000,16,394240,4586625
rotor,100000,1.4142,optalt,13,1.567903e-02,0,100000,113,387,100000,1.000,0.000,12,204800,3104460
rotor,100000,1.4142,optalt,14,2.217350e-02,0,100000,40,192,100000,1.000,0.000,12,98304,2189250
rotor,100000,1.4142,optalt,15,3.135806e-02,0,100000,22,138,100000,1.000,0.000,8,73728,1541250
rotor,100000,1.4142,optalt,16,4.434700e-02,0,100000,5,63,100000,1.000,0.000,8,32256,1218375
rotor,100000,1.4142,optalt,17,6.271613e-02,0,100000,4,54,100000,1.000,0.000,8,27648,1083000
rotor,100000,1.4142,optalt,18,8.869400e-02,0,100000,3,45,100000,1.000,0.000,8,23040,1055925
rotor,100000,2.0000,optalt,0,1.732305e-04,8128,8128,1189,10861,8161,1.072,1.035,228,13250560,121167664
rotor,100000,2.0000,optalt,1,3.464609e-04,26874,35002,3032,26962,35043,1.026,0.811,669,41604096,381486775
rotor,100000,2.0000,optalt,2,6.929219e-04,19930,54932,4041,35708,54992,1.015,0.642,579,50101248,394142860
rotor,100000,2.0000,optalt,3,1.385844e-03,37512,92444,4834,41847,92507,1.015,0.614,272,42123264,249153072
rotor,100000,2.0000,optalt,4,2.771687e-03,7556,100000,2775,15326,100000,1.002,0.186,65,8911360,54334148
rotor,100000,2.0000,optalt,5,5.543375e-03,0,100000,1297,3005,100000,1.000,0.000,24,1604608,13806060
rotor,100000,2.0000,optalt,6,1.108675e-02,0,100000,280,748,100000,1.000,0.000,16,394240,6614100
rotor,100000,2.0000,optalt,7,2.217350e-02,0,100000,40,192,100000,1.000,0.000,12,98304,3387120
rotor,100000,2.0000,optalt,8,4.434700e-02,0,100000,5,63,100000,1.000,0.000,8,32256,1694000
rotor,100000,2.0000,optalt,9,8.869400e-02,0,100000,3,45,100000,1.000,0.000,8,23040,1512500
rotor,100000,2.0000,optalt,10,1.773880e-01,0,100000,2,36,100000,1.000,0.000,8,18432,1476200
rotor,100000,2.0000,optalt,11,3.547760e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
rotor,100000,2.0000,optalt,12,7.095520e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
rotor,100000,2.0000,optalt,13,1.419104e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
rotor,100000,2.0000,optalt,14,2.838208e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
rotor,100000,4.0000,optalt,0,1.732305e-04,35002,35002,6136,54160,35020,1.016,1.007,1157,63181312,1476222232
rotor,100000,4.0000,optalt,1,6.929219e-04,57442,92444,10275,88219,92467,1.008,0.856,1478,126498304,2357580206
rotor,100000,4.0000,optalt,2,2.771687e-03,7556,100000,2775,15326,100000,1.000,0.178,65,8911360,118338215
rotor,100000,4.0000,optalt,3,1.108675e-02,0,100000,280,748,100000,1.000,0.000,16,394240,18240000
rotor,100000,4.0000,optalt,4,4.434700e-02,0,100000,5,63,100000,1.000,0.000,8,32256,5780000
rotor,100000,4.0000,optalt,5,1.773880e-01,0,100000,2,36,100000,1.000,0.000,8,18432,5086400
rotor,100000,4.0000,optalt,6,7.095520e-01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,4.0000,optalt,7,2.838208e+00,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,4.0000,optalt,8,1.135283e+01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,4.0000,optalt,9,4.541133e+01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,4.0000,optalt,10,1.816453e+02,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,4.0000,optalt,11,7.265812e+02,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,4.0000,optalt,12,2.906325e+03,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
rotor,100000,1.4142,tight,0,1.732305e-04,3156,3156,756,7008,3178,1.109,1.051,161,8821760,88915400
rotor,100000,1.4142,tight,1,2.449849e-04,4972,8128,1452,13332,8168,1.055,0.664,293,16356864,160650728
rotor,100000,1.4142,tight,2,3.464609e-04,11246,19374,2708,23890,19427,1.032,0.615,534,29175808,295922680
rotor,100000,1.4142,tight,3,4.899698e-04,15628,35002,3758,33446,35038,1.019,0.512,765,40754688,418121408
rotor,100000,1.4142,tight,4,6.929219e-04,5486,40488,3710,32816,40509,1.008,0.301,756,47986176,443702272
rotor,100000,1.4142,tight,5,9.799395e-04,14444,54932,4903,43608,54980,1.014,0.495,855,52263936,516675272
rotor,100000,1.4142,tight,6,1.385844e-03,22842,77774,6388,55437,77805,1.014,0.449,730,90584064,627609280
rotor,100000,1.4142,tight,7,1.959879e-03,14670,92444,6118,53216,92487,1.006,0.290,453,72675328,426707000
rotor,100000,1.4142,tight,8,2.771687e-03,7556,100000,4966,42286,100000,1.003,0.134,218,36205056,206471256
rotor,100000,1.4142,tight,9,3.919758e-03,0,100000,3470,25049,100000,1.000,0.000,139,14706176,103817592
rotor,100000,1.4142,tight,10,5.543375e-03,0,100000,2454,10653,100000,1.000,0.000,60,5926400,45936720
rotor,100000,1.4142,tight,11,7.839516e-03,0,100000,1706,4760,100000,1.000,0.000,43,2535936,25538760
rotor,100000,1.4142,tight,12,1.108675e-02,0,100000,1043,2199,100000,1.000,0.000,24,1154560,13082904
rotor,100000,1.4142,tight,13,1.567903e-02,0,100000,433,1043,100000,1.000,0.000,20,546304,9094680
rotor,100000,1.4142,tight,14,2.217350e-02,0,100000,155,487,100000,1.000,0.000,16,263680,6009120
rotor,100000,1.4142,tight,15,3.135806e-02,0,100000,72,280,100000,1.000,0.000,12,143360,4183488
rotor,100000,1.4142,tight,16,4.434700e-02,0,100000,36,176,100000,1.000,0.000,12,90112,3409776
rotor,100000,1.4142,tight,17,6.271613e-02,0,100000,12,96,100000,1.000,0.000,8,49152,2160216
rotor,100000,1.4142,tight,18,8.869400e-02,0,100000,5,63,100000,1.000,0.000,8,32256,1949400
rotor,100000,2.0000,tight,0,1.732305e-04,8128,8128,2072,19056,8153,1.039,1.019,423,23801856,384444777
rotor,100000,2.0000,tight,1,3.464609e-04,26874,35002,5497,47856,35022,1.015,0.806,1073,56719360,961603688
rotor,100000,2.0000,tight,2,6.929219e-04,19930,54932,7190,62737,54968,1.008,0.636,1418,78492672,1298546771
rotor,100000,2.0000,tight,3,1.385844e-03,37512,92444,8966,76805,92467,1.008,0.600,1009,124043776,1339729249
rotor,100000,2.0000,tight,4,2.771687e-03,7556,100000,4966,42286,100000,1.001,0.133,218,36205056,330835314
rotor,100000,2.0000,tight,5,5.543375e-03,0,100000,2454,10653,100000,1.000,0.000,60,5926400,72438540
rotor,100000,2.0000,tight,6,1.108675e-02,0,100000,1043,2199,100000,1.000,0.000,24,1154560,23227200
rotor,100000,2.0000,tight,7,2.217350e-02,0,100000,155,487,100000,1.000,0.000,16,263680,10720260
rotor,100000,2.0000,tight,8,4.434700e-02,0,100000,36,176,100000,1.000,0.000,12,90112,6760800
rotor,100000,2.0000,tight,9,8.869400e-02,0,100000,5,63,100000,1.000,0.000,8,32256,3889620
rotor,100000,2.0000,tight,10,1.773880e-01,0,100000,3,45,100000,1.000,0.000,8,23040,3500658
rotor,100000,2.0000,tight,11,3.547760e-01,0,100000,2,36,100000,1.000,0.000,8,18432,3500658
rotor,100000,2.0000,tight,12,7.095520e-01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
rotor,100000,2.0000,tight,13,1.419104e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
rotor,100000,2.0000,tight,14,2.838208e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
rotor,100000,4.0000,tight,0,1.732305e-04,35002,35002,10986,96575,35013,1.009,1.004,2070,114975232,6710172751
rotor,100000,4.0000,tight,1,6.929219e-04,57442,92444,18741,157111,92452,1.004,0.855,3289,174138368,10582305815
rotor,100000,4.0000,tight,2,2.771687e-03,7556,100000,4966,42286,100000,1.000,0.131,218,36205056,1050310200
rotor,100000,4.0000,tight,3,1.108675e-02,0,100000,1043,2199,100000,1.000,0.000,24,1154560,82743000
rotor,100000,4.0000,tight,4,4.434700e-02,0,100000,36,176,100000,1.000,0.000,12,90112,27224625
rotor,100000,4.0000,tight,5,1.773880e-01,0,100000,3,45,100000,1.000,0.000,8,23040,15846600
rotor,100000,4.0000,tight,6,7.095520e-01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,100000,4.0000,tight,7,2.838208e+00,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,100000,4.0000,tight,8,1.135283e+01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,100000,4.0000,tight,9,4.541133e+01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,100000,4.0000,tight,10,1.816453e+02,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,100000,4.0000,tight,11,7.265812e+02,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,100000,4.0000,tight,12,2.906325e+03,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
rotor,1000000,1.4142,nom,0,1.732336e-05,31552,31552,5527,50534,31593,1.016,1.007,1111,64282112,438440772
rotor,1000000,1.4142,nom,1,2.449893e-05,49724,81276,10869,97982,81322,1.007,0.639,2122,122066432,840956645
rotor,1000000,1.4142,nom,2,3.464672e-05,112456,193732,19317,171755,193772,1.004,0.600,3579,211503616,1439570638
rotor,1000000,1.4142,nom,3,4.899786e-05,156270,350002,27592,242715,350051,1.003,0.500,5066,291317760,2019492267
rotor,1000000,1.4142,nom,4,6.929343e-05,54864,404866,26709,238112,404909,1.001,0.288,5118,276316672,1974533105
rotor,1000000,1.4142,nom,5,9.799572e-05,144446,549312,36244,319905,549383,1.002,0.475,6986,352080896,2653832392
rotor,1000000,1.4142,nom,6,1.385869e-04,228408,777720,45476,399565,777770,1.002,0.438,8544,437047808,3291117805
rotor,1000000,1.4142,nom,7,1.959914e-04,146700,924420,44399,388682,924482,1.001,0.277,8413,408961024,3172568232
rotor,1000000,1.4142,nom,8,2.771737e-04,75580,1000000,35738,313760,1000000,1.000,0.127,7051,328945152,2589508299
rotor,1000000,1.4142,nom,9,3.919829e-04,0,1000000,24925,220495,1000000,1.000,0.000,4977,229177344,1819860376
rotor,1000000,1.4142,nom,10,5.543475e-04,0,1000000,17516,155844,1000000,1.000,0.000,2812,170710016,1207776980
rotor,1000000,1.4142,nom,11,7.839657e-04,0,1000000,12360,110007,1000000,1.000,0.000,2137,137493504,947616605
rotor,1000000,1.4142,nom,12,1.108695e-03,0,1000000,8749,78008,1000000,1.000,0.000,952,121162752,617919140
rotor,1000000,1.4142,nom,13,1.567931e-03,0,1000000,6109,53834,1000000,1.000,0.000,364,65537024,286761771
rotor,1000000,1.4142,nom,14,2.217390e-03,0,1000000,4425,37685,1000000,1.000,0.000,170,28852736,127038930
rotor,1000000,1.4142,nom,15,3.135863e-03,0,1000000,3101,19646,1000000,1.000,0.000,82,11399680,52373175
rotor,1000000,1.4142,nom,16,4.434780e-03,0,1000000,2060,8442,1000000,1.000,0.000,54,4671488,28274350
rotor,1000000,1.4142,nom,17,6.271726e-03,0,1000000,1487,3834,1000000,1.000,0.000,30,1987072,13693100
rotor,1000000,1.4142,nom,18,8.869560e-03,0,1000000,807,1737,1000000,1.000,0.000,20,933376,7604550
rotor,1000000,2.0000,nom,0,1.732336e-05,81276,81276,15292,138295,81302,1.005,1.003,2993,172831744,1920743280
rotor,1000000,2.0000,nom,1,3.464672e-05,268726,350002,38993,343281,350034,1.002,0.800,7167,410986496,4621835160
rotor,1000000,2.0000,nom,2,6.929343e-05,199310,549312,51386,453216,549372,1.001,0.626,9686,501296640,6032197064
rotor,1000000,2.0000,nom,3,1.385869e-04,375108,924420,63703,553187,924469,1.001,0.594,11815,588914688,7390583616
rotor,1000000,2.0000,nom,4,2.771737e-04,75580,1000000,35738,313760,1000000,1.000,0.127,7051,328945152,4246439304
rotor,1000000,2.0000,nom,5,5.543475e-04,0,1000000,17516,155844,1000000,1.000,0.000,2812,170710016,1942884192
rotor,1000000,2.0000,nom,6,1.108695e-03,0,1000000,8749,78008,1000000,1.000,0.000,952,121162752,1006176384
rotor,1000000,2.0000,nom,7,2.217390e-03,0,1000000,4425,37685,1000000,1.000,0.000,170,28852736,215639856
rotor,1000000,2.0000,nom,8,4.434780e-03,0,1000000,2060,8442,1000000,1.000,0.000,54,4671488,47515104
rotor,1000000,2.0000,nom,9,8.869560e-03,0,1000000,807,1737,1000000,1.000,0.000,20,933376,12612240
rotor,1000000,2.0000,nom,10,1.773912e-02,0,1000000,144,450,1000000,1.000,0.000,16,230400,6301824
rotor,1000000,2.0000,nom,11,3.547824e-02,0,1000000,32,160,1000000,1.000,0.000,12,81920,3659040
rotor,1000000,2.0000,nom,12,7.095648e-02,0,1000000,4,54,1000000,1.000,0.000,8,27648,2005056
rotor,1000000,2.0000,nom,13,1.419130e-01,0,1000000,2,36,1000000,1.000,0.000,8,18432,1754424
rotor,1000000,2.0000,nom,14,2.838259e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
rotor,1000000,4.0000,nom,0,1.732336e-05,350002,350002,79523,694884,350017,1.001,1.001,14837,824583680,26208506725
rotor,1000000,4.0000,nom,1,6.929343e-05,574418,924420,132844,1127727,924446,1.001,0.850,23818,1185896960,41710293115
rotor,1000000,4.0000,nom,2,2.771737e-04,75580,1000000,35738,313760,1000000,1.000,0.126,7051,328945152,12104661219
rotor,1000000,4.0000,nom,3,1.108695e-03,0,1000000,8749,78008,1000000,1.000,0.000,952,121162752,2357694090
rotor,1000000,4.0000,nom,4,4.434780e-03,0,1000000,2060,8442,1000000,1.000,0.000,54,4671488,116975700
rotor,1000000,4.0000,nom,5,1.773912e-02,0,1000000,144,450,1000000,1.000,0.000,16,230400,21042000
rotor,1000000,4.0000,nom,6,7.095648e-02,0,1000000,4,54,1000000,1.000,0.000,8,27648,7761500
rotor,1000000,4.0000,nom,7,2.838259e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
rotor,1000000,4.0000,nom,8,1.135304e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
rotor,1000000,4.0000,nom,9,4.541215e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
rotor,1000000,4.0000,nom,10,1.816486e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
rotor,1000000,4.0000,nom,11,7.265943e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
rotor,1000000,4.0000,nom,12,2.906377e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
rotor,1000000,1.4142,optalt,0,1.732336e-05,31552,31552,4324,39658,31587,1.021,1.010,865,50285568,343987567
rotor,1000000,1.4142,optalt,1,2.449893e-05,49724,81276,8508,76814,81332,1.010,0.639,1640,95898112,652738164
rotor,1000000,1.4142,optalt,2,3.464672e-05,112456,193732,14975,134047,193788,1.005,0.599,2933,164370432,1158681938
rotor,1000000,1.4142,optalt,3,4.899786e-05,156270,350002,21414,190033,350054,1.003,0.501,4135,227534848,1604322124
rotor,1000000,1.4142,optalt,4,6.929343e-05,54864,404866,20806,186095,404906,1.002,0.290,4260,212903936,1589843009
rotor,1000000,1.4142,optalt,5,9.799572e-05,144446,549312,27973,249371,549411,1.002,0.475,5494,275515392,2071037699
rotor,1000000,1.4142,optalt,6,1.385869e-04,228408,777720,35437,312752,777771,1.002,0.439,6898,339758592,2588015984
rotor,1000000,1.4142,optalt,7,1.959914e-04,146700,924420,34420,303894,924488,1.001,0.277,6628,321583616,2490576678
rotor,1000000,1.4142,optalt,8,2.771737e-04,75580,1000000,27673,244525,1000000,1.000,0.126,5211,256764416,1987313887
rotor,1000000,1.4142,optalt,9,3.919829e-04,0,1000000,19479,172914,1000000,1.000,0.000,3548,193242624,1416103352
rotor,1000000,1.4142,optalt,10,5.543475e-04,0,1000000,13629,121774,1000000,1.000,0.000,2405,133822464,983479023
rotor,1000000,1.4142,optalt,11,7.839657e-04,0,1000000,9695,86559,1000000,1.000,0.000,1267,140516352,750902680
rotor,1000000,1.4142,optalt,12,1.108695e-03,0,1000000,6769,60285,1000000,1.000,0.000,522,84651520,375681643
rotor,1000000,1.4142,optalt,13,1.567931e-03,0,1000000,4802,41739,1000000,1.000,0.000,216,36541952,161033665
rotor,1000000,1.4142,optalt,14,2.217390e-03,0,1000000,3348,25118,1000000,1.000,0.000,140,14395904,76818100
rotor,1000000,1.4142,optalt,15,3.135863e-03,0,1000000,2362,10786,1000000,1.000,0.000,60,6027776,33993500
rotor,1000000,1.4142,optalt,16,4.434780e-03,0,1000000,1672,4711,1000000,1.000,0.000,37,2549760,16911000
rotor,1000000,1.4142,optalt,17,6.271726e-03,0,1000000,1069,2260,1000000,1.000,0.000,24,1190400,9503325
rotor,1000000,1.4142,optalt,18,8.869560e-03,0,1000000,447,1087,1000000,1.000,0.000,20,598016,6386400
rotor,1000000,2.0000,optalt,0,1.732336e-05,81276,81276,11921,108337,81308,1.007,1.003,2344,135419392,1262471474
rotor,1000000,2.0000,optalt,1,3.464672e-05,268726,350002,30128,267530,350035,1.003,0.799,5814,319531520,3084603185
rotor,1000000,2.0000,optalt,2,6.929343e-05,199310,549312,39966,354131,549375,1.001,0.627,7944,388801024,4052588379
rotor,1000000,2.0000,optalt,3,1.385869e-04,375108,924420,49556,432748,924465,1.001,0.594,9464,457244672,4821902578
rotor,1000000,2.0000,optalt,4,2.771737e-04,75580,1000000,27673,244525,1000000,1.000,0.126,5211,256764416,2718757601
rotor,1000000,2.0000,optalt,5,5.543475e-04,0,1000000,13629,121774,1000000,1.000,0.000,2405,133822464,1345902761
rotor,1000000,2.0000,optalt,6,1.108695e-03,0,1000000,6769,60285,1000000,1.000,0.000,522,84651520,489038739
rotor,1000000,2.0000,optalt,7,2.217390e-03,0,1000000,3348,25118,1000000,1.000,0.000,140,14395904,100367712
rotor,1000000,2.0000,optalt,8,4.434780e-03,0,1000000,1672,4711,1000000,1.000,0.000,37,2549760,22652080
rotor,1000000,2.0000,optalt,9,8.869560e-03,0,1000000,447,1087,1000000,1.000,0.000,20,598016,8405400
rotor,1000000,2.0000,optalt,10,1.773912e-02,0,1000000,78,308,1000000,1.000,0.000,12,165888,3880050
rotor,1000000,2.0000,optalt,11,3.547824e-02,0,1000000,15,117,1000000,1.000,0.000,8,71680,2261672
rotor,1000000,2.0000,optalt,12,7.095648e-02,0,1000000,4,54,1000000,1.000,0.000,8,27648,1694000
rotor,1000000,2.0000,optalt,13,1.419130e-01,0,1000000,2,36,1000000,1.000,0.000,8,18432,1476200
rotor,1000000,2.0000,optalt,14,2.838259e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
rotor,1000000,4.0000,optalt,0,1.732336e-05,350002,350002,61818,542162,350016,1.002,1.001,11517,647998464,15175813148
rotor,1000000,4.0000,optalt,1,6.929343e-05,574418,924420,102681,878517,924446,1.001,0.850,19103,920740352,24408116423
rotor,1000000,4.0000,optalt,2,2.771737e-04,75580,1000000,27673,244525,1000000,1.000,0.126,5211,256764416,6775152107
rotor,1000000,4.0000,optalt,3,1.108695e-03,0,1000000,6769,60285,1000000,1.000,0.000,522,84651520,1023947875
rotor,1000000,4.0000,optalt,4,4.434780e-03,0,1000000,1672,4711,1000000,1.000,0.000,37,2549760,53570950
rotor,1000000,4.0000,optalt,5,1.773912e-02,0,1000000,78,308,1000000,1.000,0.000,12,165888,11244960
rotor,1000000,4.0000,optalt,6,7.095648e-02,0,1000000,4,54,1000000,1.000,0.000,8,27648,5780000
rotor,1000000,4.0000,optalt,7,2.838259e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
rotor,1000000,4.0000,optalt,8,1.135304e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
rotor,1000000,4.0000,optalt,9,4.541215e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
rotor,1000000,4.0000,optalt,10,1.816486e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
rotor,1000000,4.0000,optalt,11,7.265943e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
rotor,1000000,4.0000,optalt,12,2.906377e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
rotor,1000000,1.4142,tight,0,1.732336e-05,31552,31552,7497,69243,31577,1.011,1.005,1520,88330752,857936216
rotor,1000000,1.4142,tight,1,2.449893e-05,49724,81276,14989,135026,81317,1.005,0.640,2933,168141312,1664436088
rotor,1000000,1.4142,tight,2,3.464672e-05,112456,193732,26822,237286,193772,1.003,0.600,5160,289650688,2925575112
rotor,1000000,1.4142,tight,3,4.899786e-05,156270,350002,38182,334559,350033,1.002,0.500,6926,397933056,3994520032
rotor,1000000,1.4142,tight,4,6.929343e-05,54864,404866,37241,329126,404885,1.001,0.287,7545,380548608,4114532744
rotor,1000000,1.4142,tight,5,9.799572e-05,144446,549312,50369,441820,549370,1.001,0.475,9212,490029056,5206956760
rotor,1000000,1.4142,tight,6,1.385869e-04,228408,777720,63145,551378,777747,1.001,0.439,11814,598212608,6550901296
rotor,1000000,1.4142,tight,7,1.959914e-04,146700,924420,61620,536779,924465,1.001,0.279,11800,565303808,6442426240
rotor,1000000,1.4142,tight,8,2.771737e-04,75580,1000000,49431,432121,1000000,1.000,0.127,9138,452065792,5088816248
rotor,1000000,1.4142,tight,9,3.919829e-04,0,1000000,34499,303968,1000000,1.000,0.000,6760,318156800,3652404240
rotor,1000000,1.4142,tight,10,5.543475e-04,0,1000000,24065,213627,1000000,1.000,0.000,4515,231973888,2503500760
rotor,1000000,1.4142,tight,11,7.839657e-04,0,1000000,16959,150897,1000000,1.000,0.000,2993,165700096,1737050888
rotor,1000000,1.4142,tight,12,1.108695e-03,0,1000000,11893,106350,1000000,1.000,0.000,2045,148988928,1354007904
rotor,1000000,1.4142,tight,13,1.567931e-03,0,1000000,8534,76320,1000000,1.000,0.000,870,115391488,768190656
rotor,1000000,1.4142,tight,14,2.217390e-03,0,1000000,5890,52207,1000000,1.000,0.000,364,60512256,355564656
rotor,1000000,1.4142,tight,15,3.135863e-03,0,1000000,4249,36284,1000000,1.000,0.000,170,26295296,161378064
rotor,1000000,1.4142,tight,16,4.434780e-03,0,1000000,2879,18760,1000000,1.000,0.000,74,11031552,65771568
rotor,1000000,1.4142,tight,17,6.271726e-03,0,1000000,2033,7945,1000000,1.000,0.000,47,4341760,35221392
rotor,1000000,1.4142,tight,18,8.869560e-03,0,1000000,1382,3613,1000000,1.000,0.000,30,1892864,18617952
rotor,1000000,2.0000,tight,0,1.732336e-05,81276,81276,20867,190143,81294,1.004,1.002,4077,238024704,3770486030
rotor,1000000,2.0000,tight,1,3.464672e-05,268726,350002,54402,475340,350027,1.001,0.800,10273,564419584,9445329178
rotor,1000000,2.0000,tight,2,6.929343e-05,199310,549312,71463,626562,549351,1.001,0.626,13768,693492736,12342885392
rotor,1000000,2.0000,tight,3,1.385869e-04,375108,924420,88739,764524,924445,1.001,0.595,16262,807941632,14635063241
rotor,1000000,2.0000,tight,4,2.771737e-04,75580,1000000,49431,432121,1000000,1.000,0.126,9138,452065792,8229643110
rotor,1000000,2.0000,tight,5,5.543475e-04,0,1000000,24065,213627,1000000,1.000,0.000,4515,231973888,4063355293
rotor,1000000,2.0000,tight,6,1.108695e-03,0,1000000,11893,106350,1000000,1.000,0.000,2045,148988928,2158551885
rotor,1000000,2.0000,tight,7,2.217390e-03,0,1000000,5890,52207,1000000,1.000,0.000,364,60512256,556039945
rotor,1000000,2.0000,tight,8,4.434780e-03,0,1000000,2879,18760,1000000,1.000,0.000,74,11031552,106530178
rotor,1000000,2.0000,tight,9,8.869560e-03,0,1000000,1382,3613,1000000,1.000,0.000,30,1892864,31570195
rotor,1000000,2.0000,tight,10,1.773912e-02,0,1000000,328,850,1000000,1.000,0.000,16,451584,12681160
rotor,1000000,2.0000,tight,11,3.547824e-02,0,1000000,46,220,1000000,1.000,0.000,12,114688,7238700
rotor,1000000,2.0000,tight,12,7.095648e-02,0,1000000,7,81,1000000,1.000,0.000,8,47616,4309848
rotor,1000000,2.0000,tight,13,1.419130e-01,0,1000000,3,45,1000000,1.000,0.000,8,23040,3500658
rotor,1000000,2.0000,tight,14,2.838259e-01,0,1000000,2,36,1000000,1.000,0.000,8,18432,3500658
rotor,1000000,4.0000,tight,0,1.732336e-05,350002,350002,110566,966780,350010,1.001,1.000,19994,1153328128,65698398098
