case,n,gamma,res,level,s_ell,pop,cum_sources,tiles_core,tiles_field,cov_targets,cov_mult8,padded8_ratio,npatch_b64,interior_pts_b64,padded_pts_b64
wake,100000,2.0000,optalt,2,2.714588e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,3,5.429175e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,4,1.085835e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,5,2.171670e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,6,4.343340e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,7,8.686681e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,8,1.737336e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,9,3.474672e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,2.0000,optalt,10,6.949345e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
wake,100000,4.0000,optalt,0,6.786469e-02,100000,100000,27,125,100000,1.000,1.000,8,64000,6582912
wake,100000,4.0000,optalt,1,2.714588e-01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,2,1.085835e+00,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,3,4.343340e+00,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,4,1.737336e+01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,5,6.949345e+01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,6,2.779738e+02,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,7,1.111895e+03,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,8,4.447581e+03,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,9,1.779032e+04,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,4.0000,optalt,10,7.116129e+04,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
wake,100000,1.4142,tight,0,6.786469e-02,100000,100000,125,343,100000,1.000,1.000,8,175616,3375000
wake,100000,1.4142,tight,1,9.597517e-02,0,100000,64,216,100000,1.000,0.000,8,110592,2922480
wake,100000,1.4142,tight,2,1.357294e-01,0,100000,27,125,100000,1.000,0.000,8,64000,2376512
wake,100000,1.4142,tight,3,1.919503e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1916784
wake,100000,1.4142,tight,4,2.714588e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1916784
wake,100000,1.4142,tight,5,3.839007e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
wake,100000,1.4142,tight,6,5.429175e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
wake,100000,1.4142,tight,7,7.678014e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
wake,100000,1.4142,tight,8,1.085835e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
wake,100000,1.4142,tight,9,1.535603e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
wake,100000,1.4142,tight,10,2.171670e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
wake,100000,2.0000,tight,0,6.786469e-02,100000,100000,125,343,100000,1.000,1.000,8,175616,5701320
wake,100000,2.0000,tight,1,1.357294e-01,0,100000,27,125,100000,1.000,0.000,8,64000,4322160
wake,100000,2.0000,tight,2,2.714588e-01,0,100000,8,64,100000,1.000,0.000,8,32768,3969000
wake,100000,2.0000,tight,3,5.429175e-01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,4,1.085835e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,5,2.171670e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,6,4.343340e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,7,8.686681e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,8,1.737336e+01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,9,3.474672e+01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,2.0000,tight,10,6.949345e+01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
wake,100000,4.0000,tight,0,6.786469e-02,100000,100000,125,343,100000,1.000,1.000,8,175616,21613000
wake,100000,4.0000,tight,1,2.714588e-01,0,100000,8,64,100000,1.000,0.000,8,32768,16272375
wake,100000,4.0000,tight,2,1.085835e+00,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,3,4.343340e+00,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,4,1.737336e+01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,5,6.949345e+01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,6,2.779738e+02,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,7,1.111895e+03,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,8,4.447581e+03,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,9,1.779032e+04,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,100000,4.0000,tight,10,7.116129e+04,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
wake,1000000,1.4142,nom,0,3.150000e-02,1000000,1000000,512,1000,1000000,1.000,1.000,21,512000,6166000
wake,1000000,1.4142,nom,1,4.454773e-02,0,1000000,216,512,1000000,1.000,0.000,8,262144,2522250
wake,1000000,1.4142,nom,2,6.300000e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,1750050
wake,1000000,1.4142,nom,3,8.909545e-02,0,1000000,27,125,1000000,1.000,0.000,8,64000,1526328
wake,1000000,1.4142,nom,4,1.260000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
wake,1000000,1.4142,nom,5,1.781909e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
wake,1000000,1.4142,nom,6,2.520000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,nom,7,3.563818e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,nom,8,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,nom,9,7.127636e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,nom,10,1.008000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,2.0000,nom,0,3.150000e-02,1000000,1000000,512,1000,1000000,1.000,1.000,21,512000,10745136
wake,1000000,2.0000,nom,1,6.300000e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,2985984
wake,1000000,2.0000,nom,2,1.260000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,2028672
wake,1000000,2.0000,nom,3,2.520000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,4,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,5,1.008000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,6,2.016000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,7,4.032000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,8,8.064000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,9,1.612800e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,2.0000,nom,10,3.225600e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
wake,1000000,4.0000,nom,0,3.150000e-02,1000000,1000000,512,1000,1000000,1.000,1.000,21,512000,31113000
wake,1000000,4.0000,nom,1,1.260000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,7835472
wake,1000000,4.0000,nom,2,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,3,2.016000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,4,8.064000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,5,3.225600e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,6,1.290240e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,7,5.160960e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,8,2.064384e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,9,8.257536e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,4.0000,nom,10,3.303014e+04,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
wake,1000000,1.4142,optalt,0,3.150000e-02,1000000,1000000,216,512,1000000,1.000,1.000,8,262144,2522250
wake,1000000,1.4142,optalt,1,4.454773e-02,0,1000000,114,328,1000000,1.000,0.000,8,175616,2336625
wake,1000000,1.4142,optalt,2,6.300000e-02,0,1000000,27,125,1000000,1.000,0.000,8,64000,1526328
wake,1000000,1.4142,optalt,3,8.909545e-02,0,1000000,21,115,1000000,1.000,0.000,8,64000,1526328
wake,1000000,1.4142,optalt,4,1.260000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
wake,1000000,1.4142,optalt,5,1.781909e-01,0,1000000,5,57,1000000,1.000,0.000,8,32768,1109250
wake,1000000,1.4142,optalt,6,2.520000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,optalt,7,3.563818e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,optalt,8,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,optalt,9,7.127636e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,1.4142,optalt,10,1.008000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
wake,1000000,2.0000,optalt,0,3.150000e-02,1000000,1000000,216,512,1000000,1.000,1.000,8,262144,3375000
wake,1000000,2.0000,optalt,1,6.300000e-02,0,1000000,27,125,1000000,1.000,0.000,8,64000,2044125
wake,1000000,2.0000,optalt,2,1.260000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1790448
wake,1000000,2.0000,optalt,3,2.520000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,4,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,5,1.008000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,6,2.016000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,7,4.032000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,8,8.064000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,9,1.612800e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,2.0000,optalt,10,3.225600e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
wake,1000000,4.0000,optalt,0,3.150000e-02,1000000,1000000,216,512,1000000,1.000,1.000,8,262144,9067072
wake,1000000,4.0000,optalt,1,1.260000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,5567616
wake,1000000,4.0000,optalt,2,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,3,2.016000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,4,8.064000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,5,3.225600e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,6,1.290240e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,7,5.160960e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,8,2.064384e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,9,8.257536e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,4.0000,optalt,10,3.303014e+04,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
wake,1000000,1.4142,tight,0,3.150000e-02,1000000,1000000,1000,1728,1000000,1.000,1.000,27,884736,12659328
wake,1000000,1.4142,tight,1,4.454773e-02,0,1000000,492,976,1000000,1.000,0.000,17,499712,7869312
wake,1000000,1.4142,tight,2,6.300000e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,3375000
wake,1000000,1.4142,tight,3,8.909545e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,2922480
wake,1000000,1.4142,tight,4,1.260000e-01,0,1000000,27,125,1000000,1.000,0.000,8,64000,2376512
wake,1000000,1.4142,tight,5,1.781909e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1916784
wake,1000000,1.4142,tight,6,2.520000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1916784
wake,1000000,1.4142,tight,7,3.563818e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1481544
wake,1000000,1.4142,tight,8,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1481544
wake,1000000,1.4142,tight,9,7.127636e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1481544
wake,1000000,1.4142,tight,10,1.008000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1481544
wake,1000000,2.0000,tight,0,3.150000e-02,1000000,1000000,1000,1728,1000000,1.000,1.000,27,884736,23141375
wake,1000000,2.0000,tight,1,6.300000e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,5701320
wake,1000000,2.0000,tight,2,1.260000e-01,0,1000000,27,125,1000000,1.000,0.000,8,64000,4322160
wake,1000000,2.0000,tight,3,2.520000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,3969000
wake,1000000,2.0000,tight,4,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,2.0000,tight,5,1.008000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,2.0000,tight,6,2.016000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,2.0000,tight,7,4.032000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,2.0000,tight,8,8.064000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,2.0000,tight,9,1.612800e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,2.0000,tight,10,3.225600e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
wake,1000000,4.0000,tight,0,3.150000e-02,1000000,1000000,1000,1728,1000000,1.000,1.000,27,884736,81787875
wake,1000000,4.0000,tight,1,1.260000e-01,0,1000000,27,125,1000000,1.000,0.000,8,64000,18143904
wake,1000000,4.0000,tight,2,5.040000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,3,2.016000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,4,8.064000e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,5,3.225600e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,6,1.290240e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,7,5.160960e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,8,2.064384e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,9,8.257536e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
wake,1000000,4.0000,tight,10,3.303014e+04,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,1.4142,nom,0,1.723548e-03,50000,50000,49316,955647,50253,1.000,1.000,4955,967643648,4036389210
sigma_multiscale,100000,1.4142,nom,1,2.437465e-03,0,50000,48108,580031,50765,1.000,0.000,1977,372870656,1599480055
sigma_multiscale,100000,1.4142,nom,2,3.447096e-03,0,50000,44816,250546,51873,1.000,0.000,943,138685952,663100925
sigma_multiscale,100000,1.4142,nom,3,4.874929e-03,0,50000,37214,98924,53443,1.000,0.000,332,54215680,248559150
sigma_multiscale,100000,1.4142,nom,4,6.894191e-03,0,50000,23297,37502,55354,1.000,0.000,215,20817408,118097375
sigma_multiscale,100000,1.4142,nom,5,9.749858e-03,0,50000,10765,16127,57733,1.000,0.000,114,8994304,57693375
sigma_multiscale,100000,1.4142,nom,6,1.378838e-02,0,50000,4081,6540,60373,1.000,0.000,64,3511808,25672375
sigma_multiscale,100000,1.4142,nom,7,1.949972e-02,0,50000,1488,2696,63062,1.000,0.000,27,1404928,10688050
sigma_multiscale,100000,1.4142,nom,8,2.757676e-02,50000,100000,729,1331,100000,1.000,0.437,27,681472,7414875
sigma_multiscale,100000,1.4142,nom,9,3.899943e-02,0,100000,216,512,100000,1.000,0.000,8,262144,2522250
sigma_multiscale,100000,1.4142,nom,10,5.515353e-02,0,100000,125,343,100000,1.000,0.000,8,175616,2336625
sigma_multiscale,100000,1.4142,nom,11,7.799887e-02,0,100000,27,125,100000,1.000,0.000,8,64000,1526328
sigma_multiscale,100000,1.4142,nom,12,1.103071e-01,0,100000,27,125,100000,1.000,0.000,8,64000,1526328
sigma_multiscale,100000,1.4142,nom,13,1.559977e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1109250
sigma_multiscale,100000,1.4142,nom,14,2.206141e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1109250
sigma_multiscale,100000,1.4142,nom,15,3.119955e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,nom,16,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,nom,17,6.239909e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,nom,18,8.824564e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,2.0000,nom,0,1.723548e-03,50000,50000,49316,955647,50253,1.000,1.000,4955,967643648,6939265392
sigma_multiscale,100000,2.0000,nom,1,3.447096e-03,0,50000,44816,250546,51873,1.000,0.000,943,138685952,1143736872
sigma_multiscale,100000,2.0000,nom,2,6.894191e-03,0,50000,23297,37502,55354,1.000,0.000,215,20817408,208150552
sigma_multiscale,100000,2.0000,nom,3,1.378838e-02,0,50000,4081,6540,60373,1.000,0.000,64,3511808,45882712
sigma_multiscale,100000,2.0000,nom,4,2.757676e-02,50000,100000,729,1331,100000,1.000,0.437,27,681472,13481272
sigma_multiscale,100000,2.0000,nom,5,5.515353e-02,0,100000,125,343,100000,1.000,0.000,8,175616,3441960
sigma_multiscale,100000,2.0000,nom,6,1.103071e-01,0,100000,27,125,100000,1.000,0.000,8,64000,2436128
sigma_multiscale,100000,2.0000,nom,7,2.206141e-01,0,100000,8,64,100000,1.000,0.000,8,32768,2028672
sigma_multiscale,100000,2.0000,nom,8,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,2.0000,nom,9,8.824564e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,2.0000,nom,10,1.764913e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,2.0000,nom,11,3.529826e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,2.0000,nom,12,7.059652e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,2.0000,nom,13,1.411930e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,2.0000,nom,14,2.823861e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
sigma_multiscale,100000,4.0000,nom,0,1.723548e-03,50000,50000,49316,955647,50253,1.000,1.000,4955,967643648,14390893961
sigma_multiscale,100000,4.0000,nom,1,6.894191e-03,0,50000,23297,37502,55354,1.000,0.000,215,20817408,484327000
sigma_multiscale,100000,4.0000,nom,2,2.757676e-02,50000,100000,729,1331,100000,1.000,0.437,27,681472,39304000
sigma_multiscale,100000,4.0000,nom,3,1.103071e-01,0,100000,27,125,100000,1.000,0.000,8,64000,9183600
sigma_multiscale,100000,4.0000,nom,4,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,5,1.764913e+00,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,6,7.059652e+00,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,7,2.823861e+01,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,8,1.129544e+02,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,9,4.518177e+02,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,10,1.807271e+03,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,11,7.229083e+03,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,4.0000,nom,12,2.891633e+04,0,100000,1,27,100000,1.000,0.000,8,13824,6859000
sigma_multiscale,100000,1.4142,optalt,0,1.723548e-03,50000,50000,48614,702563,50559,1.000,1.000,2935,490463232,2183366678
sigma_multiscale,100000,1.4142,optalt,1,2.437465e-03,0,50000,46056,332540,51489,1.000,0.000,1242,191557120,895076330
sigma_multiscale,100000,1.4142,optalt,2,3.447096e-03,0,50000,40097,130719,52979,1.000,0.000,495,71970304,344532925
sigma_multiscale,100000,1.4142,optalt,3,4.874929e-03,0,50000,28297,51432,54806,1.000,0.000,213,28409344,146826625
sigma_multiscale,100000,1.4142,optalt,4,6.894191e-03,0,50000,13508,19798,56962,1.000,0.000,125,11108352,65896750
sigma_multiscale,100000,1.4142,optalt,5,9.749858e-03,0,50000,5634,8741,59581,1.000,0.000,64,4741632,31653728
sigma_multiscale,100000,1.4142,optalt,6,1.378838e-02,0,50000,1842,3282,62213,1.000,0.000,27,1728000,12764125
sigma_multiscale,100000,1.4142,optalt,7,1.949972e-02,0,50000,896,1718,67896,1.000,0.000,27,884736,8521750
sigma_multiscale,100000,1.4142,optalt,8,2.757676e-02,50000,100000,343,729,100000,1.000,0.505,8,373248,2982250
sigma_multiscale,100000,1.4142,optalt,9,3.899943e-02,0,100000,125,343,100000,1.000,0.000,8,175616,2336625
sigma_multiscale,100000,1.4142,optalt,10,5.515353e-02,0,100000,64,216,100000,1.000,0.000,8,110592,1750050
sigma_multiscale,100000,1.4142,optalt,11,7.799887e-02,0,100000,27,125,100000,1.000,0.000,8,64000,1526328
sigma_multiscale,100000,1.4142,optalt,12,1.103071e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1109250
sigma_multiscale,100000,1.4142,optalt,13,1.559977e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1109250
sigma_multiscale,100000,1.4142,optalt,14,2.206141e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,optalt,15,3.119955e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,optalt,16,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,optalt,17,6.239909e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,1.4142,optalt,18,8.824564e-01,0,100000,1,27,100000,1.000,0.000,8,13824,857375
sigma_multiscale,100000,2.0000,optalt,0,1.723548e-03,50000,50000,48614,702563,50559,1.000,1.000,2935,490463232,2776347251
sigma_multiscale,100000,2.0000,optalt,1,3.447096e-03,0,50000,40097,130719,52979,1.000,0.000,495,71970304,453486132
sigma_multiscale,100000,2.0000,optalt,2,6.894191e-03,0,50000,13508,19798,56962,1.000,0.000,125,11108352,88323072
sigma_multiscale,100000,2.0000,optalt,3,1.378838e-02,0,50000,1842,3282,62213,1.000,0.000,27,1728000,15505992
sigma_multiscale,100000,2.0000,optalt,4,2.757676e-02,50000,100000,343,729,100000,1.000,0.505,8,373248,3976912
sigma_multiscale,100000,2.0000,optalt,5,5.515353e-02,0,100000,64,216,100000,1.000,0.000,8,110592,2671500
sigma_multiscale,100000,2.0000,optalt,6,1.103071e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1790448
sigma_multiscale,100000,2.0000,optalt,7,2.206141e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,8,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,9,8.824564e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,10,1.764913e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,11,3.529826e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,12,7.059652e+00,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,13,1.411930e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,2.0000,optalt,14,2.823861e+01,0,100000,1,27,100000,1.000,0.000,8,13824,1331000
sigma_multiscale,100000,4.0000,optalt,0,1.723548e-03,50000,50000,48614,702563,50559,1.000,1.000,2935,490463232,5800045099
sigma_multiscale,100000,4.0000,optalt,1,6.894191e-03,0,50000,13508,19798,56962,1.000,0.000,125,11108352,196097031
sigma_multiscale,100000,4.0000,optalt,2,2.757676e-02,50000,100000,343,729,100000,1.000,0.505,8,373248,10043975
sigma_multiscale,100000,4.0000,optalt,3,1.103071e-01,0,100000,8,64,100000,1.000,0.000,8,32768,5567616
sigma_multiscale,100000,4.0000,optalt,4,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,5,1.764913e+00,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,6,7.059652e+00,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,7,2.823861e+01,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,8,1.129544e+02,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
