schema_version,source_hash,slurm_job_id,host,julia_version,blas_vendor,blas_threads,julia_threads,policy,strategy,distribution,precision,lh,n,ell,P,seed,window_classes,cells,nodes,routes,routes_per_level,direct_pairs,nclasses,construction_ms,grid_refresh_ms,occupancy_refresh_ms,direct_generation_ms,scan_compact_ms,tree_group_refresh_ms,update_ms_median,update_ms_min,update_ms_iqr,b2m_ms_median,m2m_ms_median,m2l_ms_median,m2l_ms_min,m2l_ms_iqr,l2l_ms_median,l2b_ms_median,step_ms_median,step_ms_min,step_ms_iqr,m2l_alloc_bytes,update_alloc_bytes,step_alloc_bytes,occupancy_bytes,operator_bytes,metadata_bytes,expansion_bytes,scratch_bytes,persistent_bytes,peak_bytes,accuracy_samples,potential_error,gradient_error,expansion_host_copies,route_uploads,operator_uploads,eligible,geomean_ms,relative_to_best
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,128,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6828.419026,1.209382,0.013015,3.716903,46.753219,0.307707,52.30043,52.07148,0.12320199999999915,NaN,NaN,13351.726424,13295.323476,32.013676500002475,NaN,NaN,NaN,NaN,NaN,2688,10944,24896,18724,0,25165824,2246880,1182073160,1182073160,1281777664,0,NaN,NaN,0,0,0,true,2653.915939746112,1.0064412995844796
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,16,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6812.978401,1.192761,0.011552,3.761889,46.492673,0.305394,52.042201,51.941121,0.09678199999999748,NaN,NaN,13298.060697,13295.030333,3.4674859999977343,NaN,NaN,NaN,NaN,NaN,11984,20240,43488,18724,0,3145728,2246880,156303688,156303688,670314496,0,NaN,NaN,0,0,0,true,2645.7345610885714,1.003338685351236
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,1,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6751.681783,1.181941,0.011211,3.721373,45.977795,0.306206,51.491155,51.34943,0.07910350000000221,NaN,NaN,13230.930452,13229.579633,3.502188999998907,NaN,NaN,NaN,NaN,NaN,144240,152496,308000,18724,0,196608,2246880,18923848,18923848,581181440,0,NaN,NaN,0,0,0,false,NaN,NaN
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,2,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6658.180312,1.188353,0.011141,3.705885,46.154949,0.305644,51.637934,51.538467,0.15472049999999626,NaN,NaN,13054.931498,13053.273834,2.2332354999998643,NaN,NaN,NaN,NaN,NaN,74144,82400,167808,18724,0,393216,2246880,28082504,28082504,598724608,0,NaN,NaN,0,0,0,false,NaN,NaN
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,32,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6745.575261,1.187191,0.01096,3.713468,46.232332,0.312016,51.721667,51.704875,0.13489399999999563,NaN,NaN,13336.201006,13334.441309,9.604031500000929,NaN,NaN,NaN,NaN,NaN,6768,15024,33056,18724,0,6291456,2246880,302842184,302842184,751431680,0,NaN,NaN,0,0,0,true,2654.8087387870073,1.0067798746740404
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,4,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6728.374046,1.194555,0.010871,3.719241,45.909333,0.305014,51.441331,51.389433,0.12871150000000853,NaN,NaN,13106.082639,13106.034288,3.2962249999982305,NaN,NaN,NaN,NaN,NaN,39488,47744,98496,18724,0,786432,2246880,46399816,46399816,597221376,0,NaN,NaN,0,0,0,true,2682.8048647820265,1.017396811332725
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,64,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6792.613971,1.200847,0.011672,3.769253,46.368951,0.305154,51.926214,51.918499,0.009533499999996309,NaN,NaN,13312.525689,13276.573482,46.595907999999326,NaN,NaN,NaN,NaN,NaN,4080,12336,27680,18724,0,12582912,2246880,595919176,595919176,973717504,0,NaN,NaN,0,0,0,true,2654.9728241705243,1.006842100573571
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,concat,uniform,Float64,false,20000,4,4,26046404,8,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,6829.458189,1.197811,0.011942,3.74048,46.760364,0.309632,52.339187,52.201479,0.1563395000000014,NaN,NaN,13169.748609,13159.975832,6.73787799999991,NaN,NaN,NaN,NaN,NaN,22048,30304,63616,18724,0,1572864,2246880,83034440,83034440,620380160,0,NaN,NaN,0,0,0,true,2636.9306792575094,1.0
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,dense,uniform,Float64,false,20000,4,4,26046404,128,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,8404.443434,1.19194,0.011572,3.725901,46.878683,0.314081,52.388967,52.150509,0.18718699999999444,NaN,NaN,376.523586,375.956029,0.6823719999999867,NaN,NaN,NaN,NaN,NaN,2688,10944,24896,18724,8700000,10611048,2246880,1228800,20539848,609796096,0,NaN,NaN,0,0,0,true,2653.915939746112,1.0064412995844796
026.2,6a68c4dc5d9beb34e2a7b38a815d980e1e8906509a9e7b411931078ceba6c456,12931759,m12-1-7,1.11.7,lbt,1,1,hierarchical_12,dense,uniform,Float64,false,20000,4,4,26046404,16,4064,4649,2994380,0;0;752;160192;2833436,562726,5220,8298.871799,1.176851,0.011722,3.753734,46.046399,0.302679,51.557465,51.54365,0.09847500000000764,NaN,NaN,378.651952,378.59268,0.0725760000000264,NaN,NaN,NaN,NaN,NaN,11984,20240,43488,18724,8700000,1436008,2246880,1228800,11364808,593027072,0,NaN,NaN,0,0,0,true,2645.7345610885714,1.003338685351236
