case,n,K_max,P,precision,sigma_classes,demoted_pairs,candidate_reclaimed_pairs,routes,demoted_direct_ns,residual_direct_ns,class_P2M_ns,refresh_scatter_ns,metadata_ns,route_group_ns,new_table_ns,proposed_subwork_ns,nearfield_anchor_ns,proposed_nearfield_ns,proposed_nearfield_delta_fraction,solve_anchor_ns,proposed_solve_ns,proposed_solve_delta_fraction,accuracy_certified,selected_nearfield_ns,selected_solve_ns,selected_nearfield_delta_fraction,selected_solve_delta_fraction,capacity_bytes,bounded_capacity,selector_decision
synthetic,100000,32,4,Float64,8,1982543806,1391948572,5216310,13322694.376320,3968799.972480,206600.000000,45000.000000,6741805.500000,1304077.500000,25288320.000000,40586322.344480,1.2329e6,2.849652796816e7,-22.113413876356557,2.1674e6,2.943102796816e7,-12.578955415779275,false,1.2329e6,2.1674e6,0.0,0.0,3194132688,false,direct_fallback
synthetic,100000,32,8,Float32,8,1982543806,1391948572,5216310,6661347.188160,1984399.986240,103300.000000,27000.000000,6741805.500000,1304077.500000,25288320.000000,38480622.358240,616450.0,3.243572517008e7,-51.61696028887987,1.0837e6,3.290297517008e7,-29.36170081210667,false,616450.0,1.0837e6,0.0,0.0,3194132688,false,direct_fallback
synthetic,100000,32,8,Float64,8,1982543806,1391948572,5216310,13322694.376320,3968799.972480,206600.000000,45000.000000,6741805.500000,1304077.500000,25288320.000000,43618041.716480,1.2329e6,3.152824734016e7,-24.57242869669884,2.1674e6,3.246274734016e7,-13.97773707675556,false,1.2329e6,2.1674e6,0.0,0.0,3194132688,false,direct_fallback
synthetic,100000,32,4,Float32,1,524126769,67289649,258695,1761065.943840,1534972.723200,103300.000000,27000.000000,1731332.700000,64673.750000,1278960.000000,4815415.940200,616450.0,3.67079999636e6,-4.954740848990186,1.0837e6,4.13804999636e6,-2.8184460610501065,false,616450.0,1.0837e6,0.0,0.0,260291176,false,direct_fallback
synthetic,100000,32,4,Float64,1,524126769,67289649,258695,3522131.887680,3069945.446400,206600.000000,45000.000000,1731332.700000,64673.750000,1278960.000000,6546865.430400,1.2329e6,4.257633542719999e6,-2.453348643620731,2.1674e6,5.192133542719999e6,-1.3955585229860659,false,1.2329e6,2.1674e6,0.0,0.0,260291176,false,direct_fallback
synthetic,100000,32,8,Float32,1,524126769,67289649,258695,1761065.943840,1534972.723200,103300.000000,27000.000000,1731332.700000,64673.750000,1278960.000000,4890592.707200,616450.0,3.74597676336e6,-5.076691967491281,1.0837e6,4.21322676336e6,-2.8878165205868784,false,616450.0,1.0837e6,0.0,0.0,260291176,false,direct_fallback
synthetic,100000,32,8,Float64,1,524126769,67289649,258695,3522131.887680,3069945.446400,206600.000000,45000.000000,1731332.700000,64673.750000,1278960.000000,6697218.964400,1.2329e6,4.407987076719999e6,-2.575299762121826,2.1674e6,5.342487076719999e6,-1.4649289825228382,false,1.2329e6,2.1674e6,0.0,0.0,260291176,false,direct_fallback
synthetic,100000,32,4,Float32,2,524126769,74838265,309794,1761065.943840,1509609.373440,103300.000000,27000.000000,1796691.600000,77448.500000,1391440.000000,4995515.609840,616450.0,3.850899666e6,-5.246897016789683,1.0837e6,4.318149666e6,-2.984635661160838,false,616450.0,1.0837e6,0.0,0.0,277683248,false,direct_fallback
synthetic,100000,32,4,Float64,2,524126769,74838265,309794,3522131.887680,3019218.746880,206600.000000,45000.000000,1796691.600000,77448.500000,1391440.000000,6716451.119680,1.2329e6,4.427219232000001e6,-2.5908988823100016,2.1674e6,5.361719232000001e6,-1.473802358586325,false,1.2329e6,2.1674e6,0.0,0.0,277683248,false,direct_fallback
synthetic,100000,32,8,Float32,2,524126769,74838265,309794,1761065.943840,1509609.373440,103300.000000,27000.000000,1796691.600000,77448.500000,1391440.000000,5085541.746240,616450.0,3.9409258024000004e6,-5.392936657312029,1.0837e6,4.4081758024e6,-3.067708593153087,false,616450.0,1.0837e6,0.0,0.0,277683248,false,direct_fallback
synthetic,100000,32,8,Float64,2,524126769,74838265,309794,3522131.887680,3019218.746880,206600.000000,45000.000000,1796691.600000,77448.500000,1391440.000000,6896503.392480,1.2329e6,4.607271504799999e6,-2.7369385228323457,2.1674e6,5.541771504799999e6,-1.556875290578573,false,1.2329e6,2.1674e6,0.0,0.0,277683248,false,direct_fallback
synthetic,100000,32,4,Float32,4,524126769,115660469,566679,1761065.943840,1372446.768000,103300.000000,27000.000000,2081309.400000,141669.750000,2810800.000000,6701202.835400,616450.0,5.55658689156e6,-8.013848473615054,1.0837e6,6.02383689156e6,-4.558583456270186,false,616450.0,1.0837e6,0.0,0.0,449430440,false,direct_fallback
synthetic,100000,32,4,Float64,4,524126769,115660469,566679,3522131.887680,2744893.536000,206600.000000,45000.000000,2081309.400000,141669.750000,2810800.000000,8359626.520800,1.2329e6,6.07039463312e6,-3.923671533068376,2.1674e6,7.00489463312e6,-2.2319344067177265,false,1.2329e6,2.1674e6,0.0,0.0,449430440,false,direct_fallback
synthetic,100000,32,8,Float32,4,524126769,115660469,566679,1761065.943840,1372446.768000,103300.000000,27000.000000,2081309.400000,141669.750000,2810800.000000,6865879.752800,616450.0,5.721263808960001e6,-8.280985982577665,1.0837e6,6.188513808960001e6,-4.710541486536865,false,616450.0,1.0837e6,0.0,0.0,449430440,false,direct_fallback
synthetic,100000,32,8,Float64,4,524126769,115660469,566679,3522131.887680,2744893.536000,206600.000000,45000.000000,2081309.400000,141669.750000,2810800.000000,8688980.355600,1.2329e6,6.39974846792e6,-4.190809042030984,2.1674e6,7.33424846792e6,-2.383892436984405,false,1.2329e6,2.1674e6,0.0,0.0,449430440,false,direct_fallback
synthetic,100000,32,4,Float32,8,524126769,176101715,955959,1761065.943840,1169364.181440,103300.000000,27000.000000,2494090.800000,238989.750000,4776160.000000,9086706.416840,616450.0,7.942090473e6,-11.883592299456566,1.0837e6,8.409340473e6,-6.759841720955984,false,616450.0,1.0837e6,0.0,0.0,689379368,false,direct_fallback
synthetic,100000,32,4,Float64,8,524126769,176101715,955959,3522131.887680,2338728.362880,206600.000000,45000.000000,2494090.800000,238989.750000,4776160.000000,10655172.283680,1.2329e6,8.365940396e6,-5.785579038040392,2.1674e6,9.300440396e6,-3.291058593706745,false,1.2329e6,2.1674e6,0.0,0.0,689379368,false,direct_fallback
synthetic,100000,32,8,Float32,8,524126769,176101715,955959,1761065.943840,1169364.181440,103300.000000,27000.000000,2494090.800000,238989.750000,4776160.000000,9364508.102240,616450.0,8.2198921584e6,-12.334239854651635,1.0837e6,8.6871421584e6,-7.01618728282735,false,616450.0,1.0837e6,0.0,0.0,689379368,false,direct_fallback
synthetic,100000,32,8,Float64,8,524126769,176101715,955959,3522131.887680,2338728.362880,206600.000000,45000.000000,2494090.800000,238989.750000,4776160.000000,11210775.654480,1.2329e6,8.921543766800001e6,-6.236226593235462,2.1674e6,9.856043766800001e6,-3.5474041555781124,false,1.2329e6,2.1674e6,0.0,0.0,689379368,false,direct_fallback
synthetic,100000,32,4,Float32,1,7280416618,2425026901,8092429,24462199.836480,16314109.449120,103300.000000,27000.000000,21058395.300000,2023107.250000,14109000.000000,55986571.866520,616450.0,3.214082203004e7,-51.13857089794793,1.0837e6,3.260807203004e7,-29.08957463323798,false,616450.0,1.0837e6,0.0,0.0,3136465784,false,direct_fallback
synthetic,100000,32,4,Float64,1,7280416618,2425026901,8092429,48924399.672960,32628218.898240,206600.000000,45000.000000,21058395.300000,2023107.250000,14109000.000000,74773641.183040,1.2329e6,2.7082141510080002e7,-20.966210974190933,2.1674e6,2.8016641510080002e7,-11.926382536716805,false,1.2329e6,2.1674e6,0.0,0.0,3136465784,false,direct_fallback
synthetic,100000,32,8,Float32,1,7280416618,2425026901,8092429,24462199.836480,16314109.449120,103300.000000,27000.000000,21058395.300000,2023107.250000,14109000.000000,58338231.733920,616450.0,3.449248189744e7,-54.95341373580988,1.0837e6,3.495973189744e7,-31.25960311658208,false,616450.0,1.0837e6,0.0,0.0,3136465784,false,direct_fallback
synthetic,100000,32,8,Float64,1,7280416618,2425026901,8092429,48924399.672960,32628218.898240,206600.000000,45000.000000,21058395.300000,2023107.250000,14109000.000000,79476960.917840,1.2329e6,3.178546124488e7,-24.781053812052882,2.1674e6,3.271996124488e7,-14.096411020060902,false,1.2329e6,2.1674e6,0.0,0.0,3136465784,false,direct_fallback
synthetic,100000,32,4,Float32,2,7280416618,4833299602,30209387,24462199.836480,8222313.173760,103300.000000,27000.000000,40868527.500000,7552346.750000,31797800.000000,97350135.285960,616450.0,7.350438544948e7,-118.2381952299132,1.0837e6,7.397163544948e7,-67.25840680029528,false,616450.0,1.0837e6,0.0,0.0,6887326408,false,direct_fallback
synthetic,100000,32,4,Float64,2,7280416618,4833299602,30209387,48924399.672960,16444626.347520,206600.000000,45000.000000,40868527.500000,7552346.750000,31797800.000000,114472596.321920,1.2329e6,6.678109664896e7,-53.16586637112499,2.1674e6,6.771559664896e7,-30.242777820872934,false,1.2329e6,2.1674e6,0.0,0.0,6887326408,false,direct_fallback
synthetic,100000,32,8,Float32,2,7280416618,4833299602,30209387,24462199.836480,8222313.173760,103300.000000,27000.000000,40868527.500000,7552346.750000,31797800.000000,106128983.148160,616450.0,8.228323331168e7,-132.47916832132373,1.0837e6,8.275048331168e7,-75.35921686045954,false,616450.0,1.0837e6,0.0,0.0,6887326408,false,direct_fallback
synthetic,100000,32,8,Float64,2,7280416618,4833299602,30209387,48924399.672960,16444626.347520,206600.000000,45000.000000,40868527.500000,7552346.750000,31797800.000000,132030292.046320,1.2329e6,8.433879237336001e7,-67.40683946253549,2.1674e6,8.527329237336001e7,-38.343587881037195,false,1.2329e6,2.1674e6,0.0,0.0,6887326408,false,direct_fallback
synthetic,100000,32,4,Float32,4,7280416618,5786880069,66790990,24462199.836480,5018282.804640,103300.000000,27000.000000,75537347.400000,16697747.500000,66089280.000000,182882419.398640,616450.0,1.5903666956216002e8,-256.9879464062941,1.0837e6,1.5950391956216002e8,-146.18457097181877,false,616450.0,1.0837e6,0.0,0.0,13742070736,false,direct_fallback
synthetic,100000,32,4,Float64,4,7280416618,5786880069,66790990,48924399.672960,10036565.609280,206600.000000,45000.000000,75537347.400000,16697747.500000,66089280.000000,207431463.897280,1.2329e6,1.5973996422432e8,-128.56441254304485,2.1674e6,1.6067446422432e8,-73.13235407599889,false,1.2329e6,2.1674e6,0.0,0.0,13742070736,false,direct_fallback
synthetic,100000,32,8,Float32,4,7280416618,5786880069,66790990,24462199.836480,5018282.804640,103300.000000,27000.000000,75537347.400000,16697747.500000,66089280.000000,202291881.092640,616450.0,1.7844613125616002e8,-288.4738117546598,1.0837e6,1.7891338125616002e8,-164.0949351814709,false,616450.0,1.0837e6,0.0,0.0,13742070736,false,direct_fallback
synthetic,100000,32,8,Float64,4,7280416618,5786880069,66790990,48924399.672960,10036565.609280,206600.000000,45000.000000,75537347.400000,16697747.500000,66089280.000000,246250387.285280,1.2329e6,1.9855888761232e8,-160.0502778914105,2.1674e6,1.9949338761232e8,-91.04271828565102,false,1.2329e6,2.1674e6,0.0,0.0,13742070736,false,direct_fallback
synthetic,100000,32,4,Float32,8,7280416618,6182419341,124956290,24462199.836480,3689270.850720,103300.000000,27000.000000,132292350.000000,31239072.500000,130722480.000000,334385771.224720,616450.0,3.1054002138824e8,-502.7554082054343,1.0837e6,3.1100727138824e8,-285.9865012348805,false,616450.0,1.0837e6,0.0,0.0,25792388912,false,direct_fallback
synthetic,100000,32,4,Float64,8,7280416618,6182419341,124956290,48924399.672960,7378541.701440,206600.000000,45000.000000,132292350.000000,31239072.500000,130722480.000000,374508639.949440,1.2329e6,3.2681714027648e8,-264.0800067130181,2.1674e6,3.2775164027648e8,-150.21880607016703,false,1.2329e6,2.1674e6,0.0,0.0,25792388912,false,direct_fallback
synthetic,100000,32,8,Float32,8,7280416618,6182419341,124956290,24462199.836480,3689270.850720,103300.000000,27000.000000,132292350.000000,31239072.500000,130722480.000000,370698069.098720,616450.0,3.4685231926224e8,-561.6609120970719,1.0837e6,3.4731956926224e8,-319.4942043575159,false,616450.0,1.0837e6,0.0,0.0,25792388912,false,direct_fallback
synthetic,100000,32,8,Float64,8,7280416618,6182419341,124956290,48924399.672960,7378541.701440,206600.000000,45000.000000,132292350.000000,31239072.500000,130722480.000000,447133235.697440,1.2329e6,3.9944173602448004e8,-322.9855106046557,2.1674e6,4.0037623602448004e8,-183.72650919280247,false,1.2329e6,2.1674e6,0.0,0.0,25792388912,false,direct_fallback
synthetic,100000,32,4,Float32,1,4839489520,1908901768,6223603,16260684.787200,9846774.846720,103300.000000,27000.000000,13906803.600000,1555900.750000,14006200.000000,41254558.228520,616450.0,2.561032344132e7,-40.54485106873226,1.0837e6,2.607757344132e7,-23.063461697259388,false,616450.0,1.0837e6,0.0,0.0,2572529608,false,direct_fallback
synthetic,100000,32,4,Float64,1,4839489520,1908901768,6223603,32521369.574400,19693549.693440,206600.000000,45000.000000,13906803.600000,1555900.750000,14006200.000000,53031212.107040,1.2329e6,2.1742742532640003e7,-16.635446940254685,2.1674e6,2.2677242532640003e7,-9.462878348546647,false,1.2329e6,2.1674e6,0.0,0.0,2572529608,false,direct_fallback
synthetic,100000,32,8,Float32,1,4839489520,1908901768,6223603,16260684.787200,9846774.846720,103300.000000,27000.000000,13906803.600000,1555900.750000,14006200.000000,43063137.260320,616450.0,2.741890247312e7,-43.47871274737611,1.0837e6,2.788615247312e7,-24.732354409080003,false,616450.0,1.0837e6,0.0,0.0,2572529608,false,direct_fallback
synthetic,100000,32,8,Float64,1,4839489520,1908901768,6223603,32521369.574400,19693549.693440,206600.000000,45000.000000,13906803.600000,1555900.750000,14006200.000000,56648370.170640,1.2329e6,2.535990059624e7,-19.569308618898532,2.1674e6,2.629440059624e7,-11.13177106036726,false,1.2329e6,2.1674e6,0.0,0.0,2572529608,false,direct_fallback
synthetic,100000,32,4,Float32,2,4839489520,3015280180,10252330,16260684.787200,6129343.382400,103300.000000,27000.000000,14871906.000000,2563082.500000,28682960.000000,55356918.980400,616450.0,3.971268419319999e7,-63.42158195019871,1.0837e6,4.017993419319999e7,-36.076621014302845,false,616450.0,1.0837e6,0.0,0.0,4240748784,false,direct_fallback
synthetic,100000,32,4,Float64,2,4839489520,3015280180,10252330,32521369.574400,12258686.764800,206600.000000,45000.000000,14871906.000000,2563082.500000,28682960.000000,64586889.460800,1.2329e6,3.32984198864e7,-26.008208197258497,2.1674e6,3.42329198864e7,-14.794463359970472,false,1.2329e6,2.1674e6,0.0,0.0,4240748784,false,direct_fallback
synthetic,100000,32,8,Float32,2,4839489520,3015280180,10252330,16260684.787200,6129343.382400,103300.000000,27000.000000,14871906.000000,2563082.500000,28682960.000000,58336246.078400,616450.0,4.26920112912e7,-68.25462128510017,1.0837e6,4.31592612912e7,-38.82583860035065,false,616450.0,1.0837e6,0.0,0.0,4240748784,false,direct_fallback
synthetic,100000,32,8,Float64,2,4839489520,3015280180,10252330,32521369.574400,12258686.764800,206600.000000,45000.000000,14871906.000000,2563082.500000,28682960.000000,70545543.656800,1.2329e6,3.92570740824e7,-30.84124753215995,2.1674e6,4.01915740824e7,-17.54368094601827,false,1.2329e6,2.1674e6,0.0,0.0,4240748784,false,direct_fallback
synthetic,100000,32,4,Float32,4,4839489520,3543646422,12628293,16260684.787200,4354032.809280,103300.000000,27000.000000,15581263.500000,3157073.250000,52696840.000000,79589291.505080,616450.0,6.3945056717879996e7,-102.73113264316652,1.0837e6,6.4412306717879996e7,-58.43739662072529,false,616450.0,1.0837e6,0.0,0.0,6807236408,false,direct_fallback
synthetic,100000,32,4,Float64,4,4839489520,3543646422,12628293,32521369.574400,8708065.618560,206600.000000,45000.000000,15581263.500000,3157073.250000,52696840.000000,87734406.260160,1.2329e6,5.644593668576e7,-44.783061631730064,2.1674e6,5.738043668576e7,-25.474317931973793,false,1.2329e6,2.1674e6,0.0,0.0,6807236408,false,direct_fallback
synthetic,100000,32,8,Float32,4,4839489520,3543646422,12628293,16260684.787200,4354032.809280,103300.000000,27000.000000,15581263.500000,3157073.250000,52696840.000000,83259073.450880,616450.0,6.761483866368e7,-108.68422201910943,1.0837e6,6.808208866368e7,-61.82374150011996,false,616450.0,1.0837e6,0.0,0.0,6807236408,false,direct_fallback
synthetic,100000,32,8,Float64,4,4839489520,3543646422,12628293,32521369.574400,8708065.618560,206600.000000,45000.000000,15581263.500000,3157073.250000,52696840.000000,95073970.151760,1.2329e6,6.378550057736001e7,-50.73615100767297,2.1674e6,6.472000057736001e7,-28.860662811368464,false,1.2329e6,2.1674e6,0.0,0.0,6807236408,false,direct_fallback
synthetic,100000,32,4,Float32,8,4839489520,3814668051,13944665,16260684.787200,3443400.135840,103300.000000,27000.000000,15979046.400000,3486166.250000,88199360.000000,115290592.434840,616450.0,9.964635764763999e7,-160.64548243594774,1.0837e6,1.0011360764763999e8,-91.38129339082771,false,616450.0,1.0837e6,0.0,0.0,10502574168,false,direct_fallback
synthetic,100000,32,4,Float64,8,4839489520,3814668051,13944665,32521369.574400,6886800.271680,206600.000000,45000.000000,15979046.400000,3486166.250000,88199360.000000,122907612.219680,1.2329e6,9.161914264528e7,-73.31190092082083,2.1674e6,9.255364264528e7,-41.70261264431116,false,1.2329e6,2.1674e6,0.0,0.0,10502574168,false,direct_fallback
synthetic,100000,32,8,Float32,8,4839489520,3814668051,13944665,16260684.787200,3443400.135840,103300.000000,27000.000000,15979046.400000,3486166.250000,88199360.000000,119342912.083840,616450.0,1.0369867729664e8,-167.2191212533701,1.0837e6,1.0416592729664e8,-95.12063052195256,false,616450.0,1.0837e6,0.0,0.0,10502574168,false,direct_fallback
synthetic,100000,32,8,Float64,8,4839489520,3814668051,13944665,32521369.574400,6886800.271680,206600.000000,45000.000000,15979046.400000,3486166.250000,88199360.000000,131012251.517680,1.2329e6,9.972378194328001e7,-79.88553973824318,2.1674e6,1.0065828194328001e8,-45.44194977543601,false,1.2329e6,2.1674e6,0.0,0.0,10502574168,false,direct_fallback
synthetic,100000,32,4,Float32,1,1007149897,182316646,625482,3384023.653920,2771439.723360,103300.000000,27000.000000,3138980.400000,156370.500000,3446200.000000,9825055.692560,616450.0,7.05748203864e6,-10.448587944910374,1.0837e6,7.52473203864e6,-5.943556370434622,false,616450.0,1.0837e6,0.0,0.0,591118832,false,direct_fallback
synthetic,100000,32,4,Float64,1,1007149897,182316646,625482,6768047.307840,5542879.446720,206600.000000,45000.000000,3138980.400000,156370.500000,3446200.000000,12899560.485120,1.2329e6,7.36441317728e6,-4.973244526952714,2.1674e6,8.29891317728e6,-2.82897166064409,false,1.2329e6,2.1674e6,0.0,0.0,591118832,false,direct_fallback
synthetic,100000,32,8,Float32,1,1007149897,182316646,625482,3384023.653920,2771439.723360,103300.000000,27000.000000,3138980.400000,156370.500000,3446200.000000,10006820.761760,616450.0,7.23924710784e6,-10.743445709854813,1.0837e6,7.70649710784e6,-6.111282742308757,false,616450.0,1.0837e6,0.0,0.0,591118832,false,direct_fallback
synthetic,100000,32,8,Float64,1,1007149897,182316646,625482,6768047.307840,5542879.446720,206600.000000,45000.000000,3138980.400000,156370.500000,3446200.000000,13263090.623520,1.2329e6,7.72794331568e6,-5.268102291897153,2.1674e6,8.66244331568e6,-2.996698032518225,false,1.2329e6,2.1674e6,0.0,0.0,591118832,false,direct_fallback
synthetic,100000,32,4,Float32,2,1007149897,190538818,681745,3384023.653920,2743813.225440,103300.000000,27000.000000,3208482.900000,170436.250000,3587000.000000,10038147.472440,616450.0,7.27057381852e6,-10.794263636174872,1.0837e6,7.73782381852e6,-6.140189922044846,false,616450.0,1.0837e6,0.0,0.0,611829464,false,direct_fallback
synthetic,100000,32,4,Float64,2,1007149897,190538818,681745,6768047.307840,5487626.450880,206600.000000,45000.000000,3208482.900000,170436.250000,3587000.000000,13101375.794880,1.2329e6,7.566228487040001e6,-5.136936075139915,2.1674e6,8.500728487040002e6,-2.922085672713852,false,1.2329e6,2.1674e6,0.0,0.0,611829464,false,direct_fallback
synthetic,100000,32,8,Float32,2,1007149897,190538818,681745,3384023.653920,2743813.225440,103300.000000,27000.000000,3208482.900000,170436.250000,3587000.000000,10236262.569440,616450.0,7.468688915519999e6,-11.115644278562737,1.0837e6,7.935938915519999e6,-6.323003520826797,false,616450.0,1.0837e6,0.0,0.0,611829464,false,direct_fallback
synthetic,100000,32,8,Float64,2,1007149897,190538818,681745,6768047.307840,5487626.450880,206600.000000,45000.000000,3208482.900000,170436.250000,3587000.000000,13497605.988880,1.2329e6,7.962458681040001e6,-5.458316717527781,2.1674e6,8.89695868104e6,-3.1048992714958015,false,1.2329e6,2.1674e6,0.0,0.0,611829464,false,direct_fallback
synthetic,100000,32,4,Float32,4,1007149897,325311191,1443534,3384023.653920,2290978.052160,103300.000000,27000.000000,3807603.900000,360883.500000,7576680.000000,14585936.432560,616450.0,1.181836277864e7,-18.171648598653583,1.0837e6,1.228561277864e7,-10.33672859522008,false,616450.0,1.0837e6,0.0,0.0,1081259792,false,direct_fallback
synthetic,100000,32,4,Float64,4,1007149897,325311191,1443534,6768047.307840,4581956.104320,206600.000000,45000.000000,3807603.900000,360883.500000,7576680.000000,17417705.465120,1.2329e6,1.1882558157280002e7,-8.637892900705655,2.1674e6,1.2817058157280002e7,-4.913563789462029,false,1.2329e6,2.1674e6,0.0,0.0,1081259792,false,direct_fallback
synthetic,100000,32,8,Float32,4,1007149897,325311191,1443534,3384023.653920,2290978.052160,103300.000000,27000.000000,3807603.900000,360883.500000,7576680.000000,15005427.412960,616450.0,1.223785375904e7,-18.852143335290776,1.0837e6,1.270510375904e7,-10.723820023106025,false,616450.0,1.0837e6,0.0,0.0,1081259792,false,direct_fallback
synthetic,100000,32,8,Float64,4,1007149897,325311191,1443534,6768047.307840,4581956.104320,206600.000000,45000.000000,3807603.900000,360883.500000,7576680.000000,18256687.425920,1.2329e6,1.2721540118080001e7,-9.318387637342852,2.1674e6,1.3656040118080001e7,-5.300655217347975,false,1.2329e6,2.1674e6,0.0,0.0,1081259792,false,direct_fallback
synthetic,100000,32,4,Float32,8,1007149897,448639164,2329075,3384023.653920,1876596.062880,103300.000000,27000.000000,4577140.800000,582268.750000,12677920.000000,20521054.807880,616450.0,1.775348115396e7,-27.799547658301567,1.0837e6,1.822073115396e7,-15.813445745095507,false,616450.0,1.0837e6,0.0,0.0,1679602376,false,direct_fallback
synthetic,100000,32,4,Float64,8,1007149897,448639164,2329075,6768047.307840,3753192.125760,206600.000000,45000.000000,4577140.800000,582268.750000,12677920.000000,23195780.065760,1.2329e6,1.766063275792e7,-13.324464885976154,2.1674e6,1.859513275792e7,-7.579465146221279,false,1.2329e6,2.1674e6,0.0,0.0,1679602376,false,direct_fallback
synthetic,100000,32,8,Float32,8,1007149897,448639164,2329075,3384023.653920,1876596.062880,103300.000000,27000.000000,4577140.800000,582268.750000,12677920.000000,21197884.002880,616450.0,1.843031034896e7,-28.8974942800876,1.0837e6,1.889756034896e7,-16.437999768349176,false,616450.0,1.0837e6,0.0,0.0,1679602376,false,direct_fallback
synthetic,100000,32,8,Float64,8,1007149897,448639164,2329075,6768047.307840,3753192.125760,206600.000000,45000.000000,4577140.800000,582268.750000,12677920.000000,24549438.455760,1.2329e6,1.901429114792e7,-14.422411507762188,2.1674e6,1.994879114792e7,-8.204019169474947,false,1.2329e6,2.1674e6,0.0,0.0,1679602376,false,direct_fallback
synthetic,100000,32,4,Float32,1,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2113418.727120,616450.0,1.88195237896e6,-2.0528873046638005,1.0837e6,2.34920237896e6,-1.1677608,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,4,Float64,1,252356056,10621454,138174,1695832.696320,1624456.525440,206600.000000,45000.000000,1016193.600000,34543.500000,80000.000000,3087100.354240,1.2329e6,2.6241676579199997e6,-1.1284513406764536,2.1674e6,3.5586676579199997e6,-0.6419062738396234,false,1.2329e6,2.1674e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,8,Float32,1,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2153572.091520,616450.0,1.9221057433600002e6,-2.1180237543353075,1.0837e6,2.38935574336e6,-1.2048129033496358,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,8,Float64,1,252356056,10621454,138174,1695832.696320,1624456.525440,206600.000000,45000.000000,1016193.600000,34543.500000,80000.000000,3167407.083040,1.2329e6,2.70447438672e6,-1.19358779034796,2.1674e6,3.63897438672e6,-0.678958377189259,false,1.2329e6,2.1674e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,4,Float32,2,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2113418.727120,616450.0,1.88195237896e6,-2.0528873046638005,1.0837e6,2.34920237896e6,-1.1677608,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,4,Float64,2,252356056,10621454,138174,1695832.696320,1624456.525440,206600.000000,45000.000000,1016193.600000,34543.500000,80000.000000,3087100.354240,1.2329e6,2.6241676579199997e6,-1.1284513406764536,2.1674e6,3.5586676579199997e6,-0.6419062738396234,false,1.2329e6,2.1674e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,8,Float32,2,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2153572.091520,616450.0,1.9221057433600002e6,-2.1180237543353075,1.0837e6,2.38935574336e6,-1.2048129033496358,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,8,Float64,2,252356056,10621454,138174,1695832.696320,1624456.525440,206600.000000,45000.000000,1016193.600000,34543.500000,80000.000000,3167407.083040,1.2329e6,2.70447438672e6,-1.19358779034796,2.1674e6,3.63897438672e6,-0.678958377189259,false,1.2329e6,2.1674e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,4,Float32,4,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2113418.727120,616450.0,1.88195237896e6,-2.0528873046638005,1.0837e6,2.34920237896e6,-1.1677608,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,4,Float64,4,252356056,10621454,138174,1695832.696320,1624456.525440,206600.000000,45000.000000,1016193.600000,34543.500000,80000.000000,3087100.354240,1.2329e6,2.6241676579199997e6,-1.1284513406764536,2.1674e6,3.5586676579199997e6,-0.6419062738396234,false,1.2329e6,2.1674e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,8,Float32,4,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2153572.091520,616450.0,1.9221057433600002e6,-2.1180237543353075,1.0837e6,2.38935574336e6,-1.2048129033496358,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,8,Float64,4,252356056,10621454,138174,1695832.696320,1624456.525440,206600.000000,45000.000000,1016193.600000,34543.500000,80000.000000,3167407.083040,1.2329e6,2.70447438672e6,-1.19358779034796,2.1674e6,3.63897438672e6,-0.678958377189259,false,1.2329e6,2.1674e6,0.0,0.0,83770832,true,direct_fallback
synthetic,100000,32,4,Float32,8,252356056,10621454,138174,847916.348160,812228.262720,103300.000000,27000.000000,1016193.600000,34543.500000,80000.000000,2113418.727120,616450.0,1.88195237896e6,-2.0528873046638005,1.0837e6,2.34920237896e6,-1.1677608,false,616450.0,1.0837e6,0.0,0.0,83770832,true,direct_fallback
