precision,P,channel,component,side,rho,tail_relative_bound,measured_tail_relative,scalar_local_bound,measured_scalar_local,tail_bound_holds,scalar_bound_holds,pointwise_side
Float64,8,phi,U,-1,4.202578,0.000516477943791,0.000516477943791,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,U,1,4.219422,0.000482853608112,0.000482853608112,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J11,-1,4.779422,0.000520821014406,0.000361729234926,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J11,1,4.798578,0.000480571589184,0.00033367289454,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J12,-1,4.779422,0.000520821014406,0.000520821014406,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J12,1,4.798578,0.000480571589184,0.000480571589183,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J13,-1,4.779422,0.000520821014406,0.000520821014406,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J13,1,4.798578,0.000480571589184,0.000480571589183,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J21,-1,4.779422,0.000520821014406,0.000520821014406,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J21,1,4.798578,0.000480571589184,0.000480571589183,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J22,-1,4.779422,0.000520821014406,0.000361729234926,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J22,1,4.798578,0.000480571589184,0.00033367289454,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J23,-1,4.779422,0.000520821014406,0.000520821014406,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J23,1,4.798578,0.000480571589184,0.000480571589183,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J31,-1,4.779422,0.000520821014406,0.000520821014406,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J31,1,4.798578,0.000480571589184,0.000480571589183,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J32,-1,4.779422,0.000520821014406,0.000520821014406,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J32,1,4.798578,0.000480571589184,0.000480571589183,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,phi,J33,-1,4.779422,0.000520821014406,0.000361729234926,6.3587500493e-06,6.35875004929e-06,true,true,false
Float64,8,phi,J33,1,4.798578,0.000480571589184,0.00033367289454,6.3587500493e-06,6.35875004929e-06,true,true,true
Float64,8,chi,U,-1,4.202578,0.000516477943791,0.000516477943791,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,U,1,4.219422,0.000482853608112,0.000482853608112,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J11,-1,4.779422,0.000520821014406,0.000361729234926,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J11,1,4.798578,0.000480571589184,0.00033367289454,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J12,-1,4.779422,0.000520821014406,0.000520821014406,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J12,1,4.798578,0.000480571589184,0.000480571589183,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J13,-1,4.779422,0.000520821014406,0.000520821014406,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J13,1,4.798578,0.000480571589184,0.000480571589183,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J21,-1,4.779422,0.000520821014406,0.000520821014406,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J21,1,4.798578,0.000480571589184,0.000480571589183,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J22,-1,4.779422,0.000520821014406,0.000361729234926,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J22,1,4.798578,0.000480571589184,0.00033367289454,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J23,-1,4.779422,0.000520821014406,0.000520821014406,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J23,1,4.798578,0.000480571589184,0.000480571589183,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J31,-1,4.779422,0.000520821014406,0.000520821014406,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J31,1,4.798578,0.000480571589184,0.000480571589183,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J32,-1,4.779422,0.000520821014406,0.000520821014406,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J32,1,4.798578,0.000480571589184,0.000480571589183,9.53812507395e-06,9.53812507393e-06,true,true,true
Float64,8,chi,J33,-1,4.779422,0.000520821014406,0.000361729234926,9.53812507395e-06,9.53812507393e-06,true,true,false
Float64,8,chi,J33,1,4.798578,0.000480571589184,0.00033367289454,9.53812507395e-06,9.53812507393e-06,true,true,true
