schema_version,source_hash,slurm_job_id,host,julia_version,blas_vendor,blas_threads,julia_threads,policy,strategy,distribution,precision,lh,n,ell,P,seed,window_classes,cells,nodes,routes,routes_per_level,direct_pairs,nclasses,construction_ms,grid_refresh_ms,occupancy_refresh_ms,direct_generation_ms,scan_compact_ms,tree_group_refresh_ms,update_ms_median,update_ms_min,update_ms_iqr,b2m_ms_median,m2m_ms_median,m2l_ms_median,m2l_ms_min,m2l_ms_iqr,l2l_ms_median,l2b_ms_median,step_ms_median,step_ms_min,step_ms_iqr,m2l_alloc_bytes,update_alloc_bytes,step_alloc_bytes,occupancy_bytes,operator_bytes,metadata_bytes,expansion_bytes,scratch_bytes,persistent_bytes,peak_bytes,accuracy_samples,potential_error,gradient_error,expansion_host_copies,route_uploads,operator_uploads
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,1024,3,4,26027327,4,438,511,151886,151886,39958,3196,5856.681791,NaN,NaN,NaN,NaN,NaN,3.356633,3.35529,0.025007,NaN,NaN,342.187735,341.554353,0.924368999999956,NaN,NaN,352.520817,352.178092,0.3910460000000171,10256,8256,26496,2048,0,12582912,280800,295024360,295024360,883847168,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,1024,4,4,26027428,4,900,1421,780558,780558,29442,29612,5824.431977,NaN,NaN,NaN,NaN,NaN,52.106331,51.979672,0.14948099999999442,NaN,NaN,1752.725639,1751.540582,2.6790340000000015,NaN,NaN,1821.60848,1820.194984,41.891260999999986,28624,8928,48480,16384,0,50331648,772320,300239432,300239432,911233024,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,1024,5,4,26027529,4,1011,2425,1016036,1016036,6085,249868,6161.388046,NaN,NaN,NaN,NaN,NaN,343.254677,341.448351,0.2366749999999911,NaN,NaN,2274.063219,2272.538333,7.1631069999998545,NaN,NaN,2626.923334,2621.018734,16.470652999999857,37808,37632,89280,131072,0,50331648,1263840,307372968,307372968,960331776,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,128,3,4,26026431,4,117,179,10728,10728,2961,3196,5752.910254,NaN,NaN,NaN,NaN,NaN,1.000442,0.97826,0.029736999999999902,NaN,NaN,22.544229,22.532967,0.08035100000000028,NaN,NaN,24.255718,24.216834,0.07670500000000047,5664,8160,22496,2048,0,786432,96480,37176040,37176040,562393088,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,128,4,4,26026532,4,127,306,15442,15442,687,29612,5763.157824,NaN,NaN,NaN,NaN,NaN,5.82953,5.820914,0.019385999999999903,NaN,NaN,32.468254,32.339352,0.23501199999999756,NaN,NaN,39.506076,39.262719,0.45333199999999607,5664,8160,24992,16384,0,786432,157920,38042184,38042184,574902272,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,clustered,Float64,false,20000,4,4,26046404,4,621,848,342848,342848,42793,29612,6017.223347,NaN,NaN,NaN,NaN,NaN,26.013934,25.981883,0.020928999999998865,NaN,NaN,772.468356,770.91712,1.927603999999974,NaN,NaN,1285.565626,1284.98292,0.3728510000000824,14848,8528,35632,16384,0,805306368,2246880,370207304,370207304,1030418432,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,2048,3,4,26028351,4,501,574,199364,199364,51637,3196,5873.260189,NaN,NaN,NaN,NaN,NaN,3.018376,3.013768,0.010488999999999749,NaN,NaN,452.961981,450.914371,2.0385539999999764,NaN,NaN,468.989253,468.590523,0.6323199999999929,10256,8416,26656,2048,0,12582912,280800,295024360,295024360,893067264,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,2048,4,4,26028452,4,1596,2174,2457426,2457426,89790,29612,5972.551387,NaN,NaN,NaN,NaN,NaN,106.310893,106.143938,0.03166899999999373,NaN,NaN,5491.144448,5475.531614,14.315366000000722,NaN,NaN,5622.828585,5602.426877,26.000912999999855,88320,10752,110000,16384,0,201326592,1263840,315173448,315173448,1038188544,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,2048,5,4,26028553,4,1975,4157,3879030,3879030,21595,249868,6601.418536,NaN,NaN,NaN,NaN,NaN,662.874515,658.704625,0.943815000000086,NaN,NaN,8729.318804,8706.83569,62.7273699999987,NaN,NaN,9396.336927,9376.530879,26.6968080000006,138832,62208,214880,131072,0,201326592,2246880,322380712,322380712,1108373504,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,256,3,4,26026559,4,208,281,34714,34714,8550,3196,5785.295781,NaN,NaN,NaN,NaN,NaN,1.969473,1.964144,0.020669999999999966,NaN,NaN,75.921003,75.189597,0.6836460000000102,NaN,NaN,80.06176,79.77475,0.19422500000000298,5664,8160,21792,2048,0,3145728,157920,147373800,147373800,628842496,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,256,4,4,26026660,4,243,520,56804,56804,2245,29612,5750.023411,NaN,NaN,NaN,NaN,NaN,11.578098,11.506814,0.037992000000000914,NaN,NaN,126.861285,125.726571,1.1586989999999986,NaN,NaN,139.899388,139.609183,0.3377249999999776,5664,8320,24448,16384,0,3145728,280800,148249160,148249160,666898432,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,256,5,4,26026761,4,256,786,64938,64938,598,249868,5947.357632,NaN,NaN,NaN,NaN,NaN,81.778806,81.723442,0.06642400000001203,NaN,NaN,149.369891,148.886252,0.3227579999999932,NaN,NaN,234.595798,233.656782,0.7250229999999931,5664,9008,26928,131072,0,3145728,403680,155327400,155327400,720228352,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,4096,4,4,26030500,4,2590,3175,6471482,6471482,236618,29612,6287.912352,NaN,NaN,NaN,NaN,NaN,171.905917,171.286863,0.94055800000001,NaN,NaN,14685.015862,14648.769703,2.8956529999995837,NaN,NaN,14820.748962,14784.890423,64.58162900000025,230672,11008,252320,16384,0,805306368,2246880,370207304,370207304,1351786496,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,4096,5,4,26030601,4,3851,7004,14752204,14752204,77997,249868,7706.15203,NaN,NaN,NaN,NaN,NaN,1452.726901,1450.085565,2.620535999999902,NaN,NaN,33311.925413,33256.130003,89.36772399999609,NaN,NaN,34968.07421,34889.099483,41.44060000000172,519968,93312,626832,131072,0,805306368,4212960,377562024,377562024,1740189696,0,NaN,NaN,0,0,0
026.2,19a9673c9425d38d9f289d30b6e98be5a782c54bd6247945c8f8c696d381649c,12940953,m12-2-21,1.11.7,lbt,1,1,flat,concat,uniform,Float64,false,512,3,4,26026815,4,317,390,79626,79626,20863,3196,5834.721165,NaN,NaN,NaN,NaN,NaN,2.976578,2.966429,0.018936000000000064,NaN,NaN,179.880592,179.372959,0.6800139999999999,NaN,NaN,186.794624,186.353916,1.0180640000000096,5664,8256,21904,2048,0,12582912,280800,295024360,295024360,776081408,0,NaN,NaN,0,0,0
