host,kernel,cpu_model,julia_version,cpu_threads,julia_threads,blas_vendor,blas_config,blas_threads,git_commit,git_worktree,P,lh,n,variant,routes,occupied_angles,max_angle_occupancy,mean_angle_occupancy,occupied_offsets,max_offset_occupancy,construction_ms,operator_bytes,scratch_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes,precomputed_gemm_min_cols,production_gemm_min_cols
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,150,precomputed_gemm,1618,171,52,9.461988304093568,866,6,8.637685,4338304,2336544,4.246522,8848,7.646372,33536,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,150,precomputed_production,1618,171,52,9.461988304093568,866,6,22.608032,4338304,2336544,3.930026,8848,7.309088,33536,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,150,precomputed_candidate,1618,171,52,9.461988304093568,866,6,8.727243,4338304,2336544,4.103141,8848,7.474819,33536,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,150,precomputed_candidate,1618,171,52,9.461988304093568,866,6,8.660066,4338304,2336544,3.985801,8848,7.383928,33536,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,150,precomputed_candidate,1618,171,52,9.461988304093568,866,6,18.268506,4338304,2336544,3.941297,8848,7.308496,33536,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,150,precomputed_candidate,1618,171,52,9.461988304093568,866,6,8.224007,4338304,2336544,3.974239,8848,7.35273,33536,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,factored_023a,12364,2618,21,4.722689075630252,2618,21,45.710975,36175944,187360,104.687873,1808,111.431799,18464,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_scalar,12364,383,1146,32.281984334203656,2618,21,71.644097,15574688,59119840,43.06411,14256,49.495348,31168,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_gemm,12364,383,1146,32.281984334203656,2618,21,63.621318,15574688,59119840,36.342908,14256,43.780146,31168,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_production,12364,383,1146,32.281984334203656,2618,21,61.607243,15574688,59119840,36.682586,14256,43.86709,31168,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_candidate,12364,383,1146,32.281984334203656,2618,21,160.206272,15574688,59119840,36.839361000000004,14256,43.953863000000005,31168,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_candidate,12364,383,1146,32.281984334203656,2618,21,54.893313,15574688,59119840,36.21666,14256,43.435128000000006,31168,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_candidate,12364,383,1146,32.281984334203656,2618,21,60.009218,15574688,59119840,36.916255,14256,43.948271999999996,31168,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,150,precomputed_candidate,12364,383,1146,32.281984334203656,2618,21,197.749094,15574688,59119840,37.240625,14256,44.357622,31168,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,factored_023a,12830,2578,21,4.976726144297905,2578,21,84.036859,50669416,307360,253.606359,1808,267.342907,26240,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_scalar,12830,381,1130,33.6745406824147,2578,21,90.429244,33898176,131439904,106.450797,28672,118.31699900000001,53360,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_gemm,12830,381,1130,33.6745406824147,2578,21,180.935903,33898176,131439904,91.085678,28672,103.307759,53360,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_production,12830,381,1130,33.6745406824147,2578,21,130.903706,33898176,131439904,92.306241,28672,104.929818,53360,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_candidate,12830,381,1130,33.6745406824147,2578,21,158.39691,33898176,131439904,90.781757,28672,103.461428,53360,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_candidate,12830,381,1130,33.6745406824147,2578,21,217.915467,33898176,131439904,92.274182,28672,104.242085,53360,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_candidate,12830,381,1130,33.6745406824147,2578,21,148.985932,33898176,131439904,94.004994,28672,106.21799899999999,53360,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,true,150,precomputed_candidate,12830,381,1130,33.6745406824147,2578,21,156.777887,33898176,131439904,92.227163,28672,104.312978,53360,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,factored_023a,15392,2830,24,5.43886925795053,2830,24,106.815532,71525240,292960,333.602823,1808,344.84692700000005,18464,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_scalar,15392,383,1530,40.18798955613577,2830,24,125.066555,43078112,152640640,133.916118,14960,148.62607599999998,31872,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_gemm,15392,383,1530,40.18798955613577,2830,24,224.79666,43078112,152640640,107.626687,14960,120.066858,31872,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_production,15392,383,1530,40.18798955613577,2830,24,236.024203,43078112,152640640,109.933543,14960,121.96188,31872,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_candidate,15392,383,1530,40.18798955613577,2830,24,271.454955,43078112,152640640,109.883989,14960,123.580251,31872,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_candidate,15392,383,1530,40.18798955613577,2830,24,282.911959,43078112,152640640,110.40974800000001,14960,121.05194,31872,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_candidate,15392,383,1530,40.18798955613577,2830,24,301.503953,43078112,152640640,113.325507,14960,129.64161399999998,31872,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,false,150,precomputed_candidate,15392,383,1530,40.18798955613577,2830,24,356.047779,43078112,152640640,124.02822400000001,14960,127.15516099999999,31872,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,factored_023a,12210,2532,24,4.822274881516588,2532,24,191.501661,105807272,528160,601.600581,1808,636.219948,26240,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_scalar,12210,371,1164,32.911051212938006,2532,24,548.729608,86020416,325244704,250.97924100000003,27840,276.66887499999996,52528,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_gemm,12210,371,1164,32.911051212938006,2532,24,539.443846,86020416,325244704,217.377325,27840,225.021383,52528,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_production,12210,371,1164,32.911051212938006,2532,24,364.072351,86020416,325244704,205.377712,27840,229.51971600000002,52528,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_candidate,12210,371,1164,32.911051212938006,2532,24,517.395165,86020416,325244704,201.630709,27840,225.03089,52528,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_candidate,12210,371,1164,32.911051212938006,2532,24,276.417302,86020416,325244704,195.00484600000001,27840,223.40808,52528,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_candidate,12210,371,1164,32.911051212938006,2532,24,553.563434,86020416,325244704,203.240555,27840,218.954028,52528,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,12,true,150,precomputed_candidate,12210,371,1164,32.911051212938006,2532,24,269.04163,86020416,325244704,208.007836,27840,226.804273,52528,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,factored_023a,33068,1584,48,20.876262626262626,1584,48,28.906781,29067944,1151136,63.246953999999995,1808,97.18415,18032,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_scalar,33068,209,1378,158.2200956937799,1584,48,10.524451,2057760,7732096,28.304427999999998,8768,61.799814000000005,25248,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_gemm,33068,209,1378,158.2200956937799,1584,48,16.723231,2057760,7732096,24.252754000000003,8768,58.076605,25248,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_production,33068,209,1378,158.2200956937799,1584,48,11.507298,2057760,7732096,24.186549000000003,8768,58.069453,25248,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_candidate,33068,209,1378,158.2200956937799,1584,48,11.584563,2057760,7732096,24.232194,8768,57.962261,25248,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_candidate,33068,209,1378,158.2200956937799,1584,48,10.346827,2057760,7732096,35.085544000000006,8768,57.95115,25248,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_candidate,33068,209,1378,158.2200956937799,1584,48,11.174933,2057760,7732096,24.26706,8768,57.753158,25248,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,false,2000,precomputed_candidate,33068,209,1378,158.2200956937799,1584,48,8.817873,2057760,7732096,24.218359,8768,57.752457,25248,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,factored_023a,24680,1368,42,18.04093567251462,1368,42,20.078879,27138024,1298592,118.458736,1808,158.75874100000001,25552,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_scalar,24680,181,716,136.353591160221,1368,42,16.447093,4338304,8088000,53.461432,13488,93.174172,37488,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_gemm,24680,181,716,136.353591160221,1368,42,13.820837,4338304,8088000,46.072915,13488,85.618711,37488,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_production,24680,181,716,136.353591160221,1368,42,13.586556,4338304,8088000,46.107059,13488,85.615576,37488,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_candidate,24680,181,716,136.353591160221,1368,42,14.324613,4338304,8088000,46.090137000000006,13488,85.60841099999999,37488,4,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_candidate,24680,181,716,136.353591160221,1368,42,15.718113,4338304,8088000,46.485861,13488,86.100156,37488,8,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_candidate,24680,181,716,136.353591160221,1368,42,17.411505,4338304,8088000,46.162844,13488,86.121597,37488,12,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,4,true,2000,precomputed_candidate,24680,181,716,136.353591160221,1368,42,149.525665,4338304,8088000,46.106207000000005,13488,85.934865,37488,24,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,2000,factored_023a,183930,3124,245,58.87644046094751,3124,245,70.955782,72364360,1380512,1063.126227,1808,1102.124755,18032,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,2000,precomputed_scalar,183930,387,17286,475.27131782945736,3124,245,58.331675,15574688,64871296,632.878391,27088,670.8037019999999,43568,9223372036854775807,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,2000,precomputed_gemm,183930,387,17286,475.27131782945736,3124,245,204.162326,15574688,64871296,509.327646,27088,546.964626,43568,1,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,2000,precomputed_production,183930,387,17286,475.27131782945736,3124,245,67.897024,15574688,64871296,510.756843,27088,552.072807,43568,16,16
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),64,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,dirty,8,false,2000,precomputed_candidate,183930,387,17286,475.27131782945736,3124,245,214.511837,15574688,64871296,508.0526,27088,549.865037,43568,4,16
