host,kernel,cpu_model,julia_version,julia_threads,blas_vendor,blas_threads,git_commit,git_worktree,P,lh,n,variant,routes,occupied_angles,max_angle_occupancy,mean_angle_occupancy,occupied_offsets,max_offset_occupancy,construction_ms,operator_bytes,scratch_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes,precomputed_gemm_min_cols,production_gemm_min_cols
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,factored_023a,2128,1010,6,2.106930693069307,1010,6,9.6831,10718888,120160,4.906357,1808,7.378802,113744,12,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_scalar,2128,197,100,10.802030456852792,1010,6,4.531623,2057760,1980640,2.179495,6192,4.580275,23104,9223372036854775807,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_gemm,2128,197,100,10.802030456852792,1010,6,4.611493,2057760,1980640,2.115063,6192,4.53016,23104,1,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_production,2128,197,100,10.802030456852792,1010,6,4.486227,2057760,1980640,2.0857580000000002,6192,4.484695,23104,12,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_candidate,2128,197,100,10.802030456852792,1010,6,4.554305,2057760,1980640,2.075249,6192,4.492159,23104,4,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_candidate,2128,197,100,10.802030456852792,1010,6,4.317541,2057760,1980640,2.0790159999999998,6192,4.5005749999999995,23104,8,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_candidate,2128,197,100,10.802030456852792,1010,6,4.527455,2057760,1980640,2.093823,6192,4.49849,23104,16,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,false,150,precomputed_candidate,2128,197,100,10.802030456852792,1010,6,4.351435,2057760,1980640,2.12925,6192,4.540359,23104,24,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,true,150,factored_023a,1618,866,6,1.8683602771362586,866,6,6.528945,11291112,163360,9.413504,1808,12.917375999999999,121520,12,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,true,150,precomputed_scalar,1618,171,52,9.461988304093568,866,6,6.223822,4338304,2336544,4.179992,8848,7.508484999999999,33536,9223372036854775807,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,true,150,precomputed_gemm,1618,171,52,9.461988304093568,866,6,10.680805,4338304,2336544,4.073221,8848,7.414048,33536,1,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,true,150,precomputed_production,1618,171,52,9.461988304093568,866,6,6.115939,4338304,2336544,4.012156999999999,8848,7.3520010000000005,33536,12,12
m12-1-3,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,1,lbt,1,unknown,dirty,4,true,150,precomputed_candidate,1618,171,52,9.461988304093568,866,6,6.255501,4338304,2336544,3.9972590000000006,8848,7.37292,33536,4,12
