label,host,kernel,cpu_model,julia_version,cpu_threads,julia_threads,blas_vendor,blas_config,blas_threads,git_commit,git_tree,git_worktree,variant,precision,lh,n,P,max_persistent_bytes,apply_chunk,build_chunk,effective_apply_width,routes,occupied_classes,max_class_occupancy,mean_class_occupancy,construction_ms,operator_bytes,scratch_bytes,route_metadata_bytes,persistent_bytes,construction_peak_bytes,plan_summary_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes,process_peak_rss_raw
functional_baseline,m12-1-7,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),1,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,37ea598b9100c7a617c334b60736e5f45114f9bd,dirty,factored,Float64,true,150,4,4294967296,0,0,missing,1788,952,6,1.8781512605042017,6504.80829,missing,missing,missing,missing,missing,11436200,11.108615,1808,14.196684,121472,521359360
