label,host,kernel,cpu_model,julia_version,cpu_threads,julia_threads,blas_vendor,blas_config,blas_threads,git_commit,git_tree,git_worktree,variant,precision,lh,n,P,max_persistent_bytes,apply_chunk,build_chunk,effective_apply_width,routes,occupied_classes,max_class_occupancy,mean_class_occupancy,construction_ms,operator_bytes,scratch_bytes,route_metadata_bytes,persistent_bytes,construction_peak_bytes,plan_summary_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes,process_peak_rss_raw
optimized,m12-1-18,Linux 5.14.0-570.120.1.el9_6.x86_64,AMD EPYC 7763 64-Core Processor,1.11.7,128,1,lbt,LBTConfig([ILP64] libopenblas64_.so),1,4d5ea4ee1f3a303e4df1dba19f8e160766ac65b1,37ea598b9100c7a617c334b60736e5f45114f9bd,dirty,materialized_concat,Float32,false,150,8,4294967296,0,0,missing,11432,0,0,0.0,7402.742113,missing,missing,missing,missing,missing,80928468,67.09984,6032,71.82605000000001,117408,562626560
