near_radius2,ell,phase_id,ux,uy,uz,near_count,phase_v_count,union_count,max_norm_inf,min_norm2,push_pull_ok,theta_lower_open,theta_upper_closed,theta_interval
3,6,2,0,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,3,1,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,4,0,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,5,1,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,6,0,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,7,1,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,0,0,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,1,1,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,2,0,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,3,1,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,4,0,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,5,1,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,6,0,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,7,7,1,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
12,2,0,0,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,1,1,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,2,0,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,3,1,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,4,0,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,5,1,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,6,0,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,2,7,1,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,0,0,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,1,1,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,2,0,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,3,1,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,4,0,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,5,1,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,6,0,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,3,7,1,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,0,0,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,1,1,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,2,0,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,3,1,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,4,0,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,5,1,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,6,0,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,4,7,1,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,0,0,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,1,1,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,2,0,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,3,1,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,4,0,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,5,1,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,6,0,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,5,7,1,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,0,0,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,1,1,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,2,0,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,3,1,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,4,0,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,5,1,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,6,0,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,6,7,1,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,0,0,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,1,1,0,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,2,0,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,3,1,1,0,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,4,0,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,5,1,0,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,6,0,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
12,7,7,1,1,1,179,1253,1740,7,13,true,0.48038446141526142,0.5,sqrt(3/13) < theta <= sqrt(3/12)
