key,value
np,"210056"
sha256,"0d913634de780b026649445a7a71e3e76c64ef5716c513636dc1998afd7155ab"
julia_threads,"8"
t_ref_full_direct_s,"7.761330053"
t_cpu_sampled_direct_s,"4.029978484"
xcheck_u_rel_rms,"0.00025898377458411653"
xcheck_j_rel_rms,"0.015045950065262258"
t_cache_build_plus_first_uj_s,"56.596331269"
arm1_u_rel_rms_sampled,"0.0003384128150638037"
arm1_u_rel_rms_full,"0.00039823460921978505"
arm1_j_rel_rms_full,"0.0164492859261059"
arm1_gate_pass,"true"
arm1_t_uj_median_s,"0.065810842"
arm1_t_uj_all_s,"[0.066826365, 0.065135003, 0.066020537, 0.065810842, 0.064564113]"
arm1_body_uploads,"0"
arm2_sfs_rel_rms_full,"0.6663254183978496"
arm2_sfs_rel_rms_sampled,"0.6664735142369131"
arm2_t_uj_sfs_median_s,"0.066084799"
arm2_sfs_marginal_s,"0.0002739570000000052"
arm3_t_step_median_s,"0.198735751"
arm3_t_step_all_s,"[0.200784256, 0.197375171, 0.198735751, 0.200539241, 0.197569155]"
arm3_uj_calls_per_step,"3.0"
arm3_t_uj_per_step_s,"0.19730670219999996"
arm3_t_rest_per_step_s,"0.0014290488000000268"
arm3_uprev_max_abs_err,"1.7763568394002505e-15"
arm3_uprev_fix_ok,"true"
arm4_t_h2d_full46_s,"0.005074528"
arm4_t_d2h_ujsfs_rows_s,"0.018172158"
arm4_t_d2h_full46_s,"0.004715712"
arm4_t_upload_per_uj_emulated_s,"0.089057528"
arm4_transfer_frac_of_uj,"0.35323489707060735"
arm4_transfer_frac_of_step,"0.350918532015913"
arm4_t_host_radix_uj_s,"72.751665823"
