manifest,job,host,gpu,julia,cuda,blas_threads,seed,policy,strategy,precision,expansion_order,p_literature,lh,n,ell,window_classes,m2l_threads,m2l_block_cap,counting_sort,fit,note,symmetric_nearfield,tensor_format,n_cells,n_nodes,nodes_per_level,routes,routes_per_level,n_direct,nonempty_classes,max_class,mean_class,class_p50,class_p90,construction_ms,persistent_device_bytes,peak_device_bytes,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,b2m_ms,m2m_ms,m2l_ms,m2l_min_ms,m2l_max_ms,m2l_per_level,l2l_ms,l2b_ms,eval_ms,refresh_ms,finalize_ms,euler_ms,verdict_step_ms,verdict_step_min_ms,verdict_step_max_ms,stale_step_ms,host_construction_ms,host_step_ms,h2d_ms,d2h_ms,m2l_device_alloc_bytes,step_device_alloc_bytes,verdict_step_host_alloc_bytes,route_uploads,operator_uploads,body_uploads,metadata_downloads,expansion_host_copies,reference_source,reference_samples,reference_checksum,ref_cross_check_grad_rel,err_potential_abs_rms,err_potential_rel_rms,err_gradient_abs_rms,err_gradient_rel_rms,err_gradient_max,conv_steps,conv_dt,conv_err_potential_rel_rms,conv_err_gradient_rel_rms,conv_err_gradient_max,stale_steps,stale_err_gradient_rel_rms,host_err_gradient_rel_rms
c0afa01083322fb8,13035897,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,sched6-5,dense,Float64,3,4,false,3162,3,874,64,65536,true,true,,false,off,512,585,1 8 64 512,121680,1896 119784,21016,1136,320,107.11267605633803,84.0,245.0,18808.962252,0,106954752,0.439227,0.022002,0.147799,0.173517,0.04018,0.23043200781103224,0.5797119811177254,0.2739200135692954,0.2704639919102192,0.296832004096359,0.124006 0.214469,0.5667520454153419,0.05267199958325364,1.4524159487336874,0.378303,0.032678,0.017163,1.984987,1.957313,2.057692,1.512109,NaN,NaN,NaN,NaN,1968,129076,473792,2,2,0,0,0,024b_csv,3162,a26eead0ba43130fdca3bb5640bbe634fe69bfd5d8cfc5164b7b736dbb7e8763,1.470074133040181e-15,2.06184769724672e-6,2.7483698233172592e-5,9.273901560827843e-5,0.0007410287056153482,0.0005016021891417817,0,1.0e-5,NaN,NaN,NaN,0,NaN,NaN
