manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
c0afa01083322fb8,13036854,sched3-3,dense,Float32,3,false,1000,3,316,2,316,3096,32,9.79746835443038,2.5,8.0,18.0
c0afa01083322fb8,13036854,sched3-3,dense,Float32,3,false,1000,3,316,3,316,41952,302,132.7594936708861,46.5,113.0,235.0
