manifest,job,host,gpu,julia,cuda,blas_threads,seed,policy,strategy,precision,expansion_order,p_literature,lh,n,ell,window_classes,m2l_threads,m2l_block_cap,counting_sort,fit,note,symmetric_nearfield,tensor_format,n_cells,n_nodes,nodes_per_level,routes,routes_per_level,n_direct,nonempty_classes,max_class,mean_class,class_p50,class_p90,construction_ms,persistent_device_bytes,peak_device_bytes,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,b2m_ms,m2m_ms,m2l_ms,m2l_min_ms,m2l_max_ms,m2l_per_level,l2l_ms,l2b_ms,eval_ms,refresh_ms,finalize_ms,euler_ms,verdict_step_ms,verdict_step_min_ms,verdict_step_max_ms,stale_step_ms,host_construction_ms,host_step_ms,h2d_ms,d2h_ms,m2l_device_alloc_bytes,step_device_alloc_bytes,verdict_step_host_alloc_bytes,route_uploads,operator_uploads,body_uploads,metadata_downloads,expansion_host_copies,reference_source,reference_samples,reference_checksum,ref_cross_check_grad_rel,err_potential_abs_rms,err_potential_rel_rms,err_gradient_abs_rms,err_gradient_rel_rms,err_gradient_max,conv_steps,conv_dt,conv_err_potential_rel_rms,conv_err_gradient_rel_rms,conv_err_gradient_max,stale_steps,stale_err_gradient_rel_rms,host_err_gradient_rel_rms
c0afa01083322fb8,13036854,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,sched3-3-3-3,dense,Float64,3,4,false,100000,5,316,64,65536,true,true,,false,off,31031,35712,1 8 64 512 4096 31031,5527970,3096 53352 584136 4887386,753733,1264,27703,4373.393987341772,343.0,13394.0,19610.14388,738197504,1012924416,0.751422,0.033178,0.164082,0.646623,0.060289,0.23308800882659853,0.9985599899664521,2.769088139757514,2.76640010997653,2.7921281289309263,0.143066 0.125444 0.436696 2.205725,0.9954560082405806,0.8578559500165284,5.1569282077252865,0.668199,0.043771,0.019054,5.990705,5.957583,6.31442,5.191365,NaN,NaN,NaN,NaN,44128,4050604,699424,2,2,0,0,0,024b_csv,512,4acc286fedfd6ae94d7cc8017a0192dc8663c57e12bba3ff8abd2d1da798d77c,8.81751747712985e-15,1.210317577275381e-5,0.00016170335570084925,0.0003044856006543056,0.0038869181266376553,0.001512429020268362,0,1.0e-5,NaN,NaN,NaN,0,NaN,NaN
