manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
c0afa01083322fb8,13044695,sched8-6-6,dense,Float64,3,false,31623,4,994,2,250,1704,16,6.816,2.0,6.0,12.0
c0afa01083322fb8,13044695,sched8-6-6,dense,Float64,3,false,31623,4,994,3,994,125016,320,125.77062374245473,32.0,112.0,240.0
c0afa01083322fb8,13044695,sched8-6-6,dense,Float64,3,false,31623,4,994,4,850,1520856,3327,1789.2423529411765,588.0,1439.0,2923.0
