manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
c0afa01083322fb8,13036854,sched4,dense,Float32,3,false,1000,2,418,2,310,2904,24,9.36774193548387,2.0,8.0,18.0
