manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
c0afa01083322fb8,13036854,sched3-3-3-3-3,dense,Float64,3,false,1000000,6,316,2,316,3096,32,9.79746835443038,2.5,8.0,18.0
c0afa01083322fb8,13036854,sched3-3-3-3-3,dense,Float64,3,false,1000000,6,316,3,316,53352,384,168.83544303797467,58.5,144.0,294.0
c0afa01083322fb8,13036854,sched3-3-3-3-3,dense,Float64,3,false,1000000,6,316,4,316,584136,3584,1848.5316455696202,710.5,1568.0,3150.0
c0afa01083322fb8,13036854,sched3-3-3-3-3,dense,Float64,3,false,1000000,6,316,5,316,5398920,30720,17085.189873417723,6862.5,14400.0,28830.0
c0afa01083322fb8,13036854,sched3-3-3-3-3,dense,Float64,3,false,1000000,6,316,6,316,43535488,237851,137770.53164556963,56032.5,114996.5,232868.5
