manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
c0afa01083322fb8,13044695,sched5-5-5,dense,Float32,3,false,100000,4,682,2,286,2328,18,8.13986013986014,2.0,8.0,16.0
c0afa01083322fb8,13044695,sched5-5-5,dense,Float32,3,false,100000,4,682,3,682,92136,320,135.09677419354838,48.0,108.0,256.0
c0afa01083322fb8,13044695,sched5-5-5,dense,Float32,3,false,100000,4,682,4,682,1145544,3328,1679.683284457478,672.0,1372.0,3072.0
