schema_version,source_hash,slurm_job_id,host,julia_version,blas_vendor,blas_threads,julia_threads,policy,strategy,distribution,precision,lh,n,ell,P,seed,window_classes,cells,nodes,routes,routes_per_level,direct_pairs,nclasses,construction_ms,grid_refresh_ms,occupancy_refresh_ms,direct_generation_ms,scan_compact_ms,tree_group_refresh_ms,update_ms_median,update_ms_min,update_ms_iqr,b2m_ms_median,m2m_ms_median,m2l_ms_median,m2l_ms_min,m2l_ms_iqr,l2l_ms_median,l2b_ms_median,step_ms_median,step_ms_min,step_ms_iqr,m2l_alloc_bytes,update_alloc_bytes,step_alloc_bytes,occupancy_bytes,operator_bytes,metadata_bytes,expansion_bytes,scratch_bytes,persistent_bytes,peak_bytes,accuracy_samples,potential_error,gradient_error,expansion_host_copies,route_uploads,operator_uploads
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,1024,3,4,26027327,4,438,511,151886,151886,39958,3196,6995.821173,NaN,NaN,NaN,NaN,NaN,3.802583,3.776744,0.026250000000000107,NaN,NaN,110.93125,110.788201,0.19107999999999947,NaN,NaN,122.3457,121.608874,0.60552899999999,1808,9104,18896,2048,0,12582912,280800,32819776,32819776,574963712,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,1024,4,4,26027428,4,900,1421,780558,780558,29442,29612,7342.913528,NaN,NaN,NaN,NaN,NaN,57.229117,56.671118,0.4797720000000041,NaN,NaN,591.393501,590.532482,0.5382230000000163,NaN,NaN,658.747864,656.377856,2.341964999999959,1808,9776,22512,16384,0,50331648,772320,991253488,991253488,855379968,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,1024,5,4,26027529,4,1011,2425,1016036,1016036,6085,249868,10657.880895,NaN,NaN,NaN,NaN,NaN,351.379305,351.279477,0.5274130000000241,NaN,NaN,935.383925,932.536599,1.502175999999963,NaN,NaN,1293.121049,1289.131003,2.8353329999999914,1808,38480,54128,131072,0,50331648,1263840,1379546768,1379546768,1710551040,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,128,3,4,26026431,4,117,179,10728,10728,2961,3196,6979.088335,NaN,NaN,NaN,NaN,NaN,1.050656,1.031911,0.027662999999999993,NaN,NaN,9.098976,8.810954,1.3942230000000002,NaN,NaN,11.015369,10.913738,0.1315489999999997,1808,9008,19488,2048,0,786432,96480,21440832,21440832,545497088,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,128,4,4,26026532,4,127,306,15442,15442,687,29612,7195.864532,NaN,NaN,NaN,NaN,NaN,6.148696,6.124691,0.0216409999999998,NaN,NaN,19.842904,18.891134,3.9318160000000013,NaN,NaN,30.001002,27.523751,1.2696189999999987,1808,9008,21984,16384,0,786432,157920,53963248,53963248,659062784,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,clustered,Float64,false,20000,4,4,26046404,4,621,848,342848,342848,42793,29612,7362.152035,NaN,NaN,NaN,NaN,NaN,32.702925,32.687817,0.005569999999998743,NaN,NaN,262.022412,261.711779,0.5748609999999985,NaN,NaN,774.305964,773.267321,6.232884000000013,1808,9376,23440,16384,0,805306368,2246880,1438708720,1438708720,918835200,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,2048,3,4,26028351,4,501,574,199364,199364,51637,3196,6984.215634,NaN,NaN,NaN,NaN,NaN,3.564345,3.548023,0.02287399999999984,NaN,NaN,145.13693,145.023386,0.1761720000000082,NaN,NaN,163.460737,163.150985,0.2483569999999986,1808,9264,19056,2048,0,12582912,280800,32819776,32819776,574992384,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,2048,4,4,26028452,4,1596,2174,2457426,2457426,89790,29612,7603.504286,NaN,NaN,NaN,NaN,NaN,129.972085,129.694142,0.3945420000000013,NaN,NaN,1847.834386,1843.611703,8.09715099999994,NaN,NaN,1990.658947,1981.222066,3.9010279999999966,1808,11600,24336,16384,0,201326592,1263840,1081684976,1081684976,1076084736,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,2048,5,4,26028553,4,1975,4157,3879030,3879030,21595,249868,12667.759988,NaN,NaN,NaN,NaN,NaN,731.189302,730.720069,0.4427029999999377,NaN,NaN,3060.969837,3056.078926,7.138527000000067,NaN,NaN,3823.277993,3771.627737,54.16548700000021,1808,63056,78704,131072,0,201326592,2246880,4615779984,4615779984,2111840256,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,256,3,4,26026559,4,208,281,34714,34714,8550,3196,7079.09183,NaN,NaN,NaN,NaN,NaN,2.1373,2.125237,0.011541000000000246,NaN,NaN,26.323254,26.16726,0.795886000000003,NaN,NaN,30.548432,29.97911,0.45058699999999874,1808,9008,18784,2048,0,3145728,157920,26726976,26726976,552886272,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,256,4,4,26026660,4,243,520,56804,56804,2245,29612,7270.886437,NaN,NaN,NaN,NaN,NaN,11.928537,11.893822,0.05696700000000021,NaN,NaN,58.712527,57.567734,0.9383049999999997,NaN,NaN,72.880567,72.780209,0.16493100000000993,1808,9168,21440,16384,0,3145728,280800,104794608,104794608,653717504,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,256,5,4,26026761,4,256,786,64938,64938,598,249868,9842.779446,NaN,NaN,NaN,NaN,NaN,77.866509,77.695837,0.07030199999999809,NaN,NaN,120.270252,120.071608,0.057659000000001015,NaN,NaN,201.066582,198.89667,1.0923950000000104,1808,9856,23920,131072,0,3145728,403680,367144592,367144592,1571409920,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,4096,4,4,26030500,4,2590,3175,6471482,6471482,236618,29612,7859.955741,NaN,NaN,NaN,NaN,NaN,267.776919,267.394288,5.622546,NaN,NaN,4907.347513,4891.824615,11.586194000000432,NaN,NaN,5173.575447,5153.128046,20.221345999999357,1808,11856,24304,16384,0,805306368,2246880,1438708720,1438708720,1580339200,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,4096,5,4,26030601,4,3851,7004,14752204,14752204,77997,249868,12188.694871,NaN,NaN,NaN,NaN,NaN,1609.04219,1600.510291,5.728976999999986,NaN,NaN,11248.143503,11242.762587,46.4393940000009,NaN,NaN,12776.411259,12748.421029,29.7574139999997,1808,94160,109520,131072,0,805306368,4212960,16884119184,16884119184,5835657216,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,512,3,4,26026815,4,317,390,79626,79626,20863,3196,7040.202624,NaN,NaN,NaN,NaN,NaN,3.278177,3.262717,0.01422699999999999,NaN,NaN,58.237594,58.051413,0.18936700000000428,NaN,NaN,64.716742,64.557843,0.8065869999999933,1808,9104,18896,2048,0,12582912,280800,32819776,32819776,572477440,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,512,4,4,26026916,4,477,862,219146,219146,8383,29612,7285.143094,NaN,NaN,NaN,NaN,NaN,25.533318,25.350494,0.021419999999999106,NaN,NaN,183.26039,182.891345,0.3689939999999865,NaN,NaN,213.164629,212.327284,0.7200649999999769,1808,9296,21584,16384,0,12582912,526560,307513840,307513840,720035840,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,512,5,4,26027017,4,506,1378,254254,254254,1782,249868,11755.461297,NaN,NaN,NaN,NaN,NaN,168.004632,167.725596,0.17350600000000327,NaN,NaN,329.919819,326.735449,0.133371000000011,NaN,NaN,497.167466,496.280328,1.108186000000046,1808,20960,35744,131072,0,12582912,772320,569882256,569882256,1528557568,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,64,3,4,26026367,4,60,109,2850,2850,750,3196,7038.857039,NaN,NaN,NaN,NaN,NaN,0.443214,0.436521,0.017071000000000003,NaN,NaN,2.901768,2.73786,1.011854,NaN,NaN,3.829152,3.809246,0.05115500000000006,1808,9008,19488,2048,0,196608,65760,8661824,8661824,559005696,0,NaN,NaN,0,0,0
026.2,5f85ea2ab02b460c8d9733642bc8f49d530f987496e7f98d51d9177be830d5fc,12953685,m12-1-25,1.11.7,lbt,1,1,flat,precomputed_y,uniform,Float64,false,8192,4,4,26034596,4,3554,4139,12196642,12196642,434274,29612,8136.967139,NaN,NaN,NaN,NaN,NaN,392.307781,391.776091,0.2792140000000245,NaN,NaN,9168.847599,9135.323729,77.34050800000114,NaN,NaN,9685.385485,9632.547216,6.100803000001179,1808,11856,24304,16384,0,805306368,2246880,1438708720,1438708720,2280230912,0,NaN,NaN,0,0,0
