case,n,sigma_min,sigma_mean,sigma_max,sigma_p05,sigma_p95,extent_x,extent_y,extent_z,aspect_ratio,total_abs_gamma,ell4_occupied,ell4_mean,ell4_max,ell4_p99,ell4_top1pct_frac,ell5_occupied,ell5_mean,ell5_max,ell5_p99,ell5_top1pct_frac,ell6_occupied,ell6_mean,ell6_max,ell6_p99,ell6_top1pct_frac,ell7_occupied,ell7_mean,ell7_max,ell7_p99,ell7_top1pct_frac
rotor,100000,0.0001732304686888132,0.0013249151236270427,0.0031081442655012813,0.0002886840542893694,0.0028898447635542857,0.2320451316468135,0.20065188835744,1.2033434871067445,5.185816563211957,2.532553691655708,145,689.6551724137931,3173,2559.08,0.05762,924,108.22510822510823,801,613.77,0.0668,2264,44.169611307420496,303,252.0,0.05998,4674,21.39495079161318,165,125.0,0.06145
rotor,1000000,1.732335870704312e-5,0.00013249710701604617,0.0003108238111949644,2.886739035941561e-5,0.00028900109155798634,0.2320487808907885,0.20022253108697452,1.2021364316899725,5.1805332787149885,2.5326504843948108,145,6896.551724137931,31766,25585.72,0.057643,912,1096.4912280701753,8157,6139.34,0.067015,2203,453.92646391284615,3035,2513.0,0.059878,4425,225.98870056497177,1650,1256.0,0.058859
wake,100000,0.0679803335110543,0.06798033351105444,0.0679803335110543,0.0679803335110543,0.0679803335110543,0.9996854621623233,0.9996255666658372,4.999933451482926,5.001506614558595,0.6647506811436454,240,416.6666666666667,834,819.8299999999999,0.0248,1385,72.20216606498195,125,117.16000000000008,0.017,9196,10.874293170943888,27,21.0,0.02029,52462,1.9061415881971713,8,5.0,0.02992
wake,1000000,0.03155367569301822,0.031553675693018174,0.03155367569301822,0.03155367569301822,0.03155367569301822,0.9997750623970203,0.9999356793101064,4.999997965654406,5.000319589660101,0.6664257772271435,240,4166.666666666667,7941,7868.83,0.023692,1408,710.2272727272727,1074,1029.0,0.015669,9366,106.76916506512919,173,147.0,0.014204,70371,14.210399170112689,34,25.0,0.018571
