label,policy,strategy,blas_threads,ell,n,window_classes,distribution,precision,lh,P,m2l_ms_median,m2l_ms_min,step_ms_median,step_ms_min,update_ms_median,construction_ms,m2l_alloc_bytes,update_alloc_bytes,step_alloc_bytes,expansion_host_copies,route_uploads,operator_uploads,n_routes,m2l_raw,step_raw
old_r1,flat,concat,1,3,2000,0,uniform,Float64,false,4,0.341563,0.318555,4.298978999999999,4.263554999999999,0.922917,28509.289026,80,6656,7216,0,2,1,33324,0.40005 0.35834 0.34156 0.3251 0.34395 0.33495 0.31855,46.65989 4.63424 4.3032 4.26401 4.26355 4.29687 4.29898
old_r1,flat,factored,1,3,2000,0,uniform,Float64,false,4,0.200669,0.200074,4.073557,4.054116,0.947249,872.075071,0,6656,7136,0,2,1,33324,0.20272 0.20067 0.20044 0.20113 0.20169 0.20007 0.2002,4.2078 4.16391 4.05887 4.07356 4.06916 4.05412 4.11004
old_r1,flat,precomputed_y,1,3,2000,0,uniform,Float64,false,4,0.131438,0.13094499999999998,4.072317,4.009561,0.9588669999999999,1271.692623,0,6656,7136,0,2,1,33324,0.13388 0.13144 0.13139 0.13094 0.13155 0.13118 0.13221,4.233 4.08636 4.07288 4.00956 4.07024 4.05434 4.07232
old_r1,flat,dense,1,3,2000,0,uniform,Float64,false,4,0.045788,0.045281,4.152642,4.040134,0.955565,859.760131,0,6656,7136,0,2,1,33324,0.04806 0.04579 0.04549 0.04591 0.04724 0.04563 0.04528,4.15264 4.04013 4.05201 4.05496 4.23201 4.33309 4.7109
old_r1,flat,concat,1,3,20000,0,uniform,Float64,false,4,0.25760900000000003,0.251435,10.706301999999999,10.587788000000002,1.165214,6.282861,80,6912,7472,0,2,1,34512,0.28802 0.27418 0.26481 0.25761 0.25448 0.25336 0.25144,10.75896 10.58779 10.7063 10.76136 10.79662 10.63206 10.70423
old_r1,flat,factored,1,3,20000,0,uniform,Float64,false,4,0.204618,0.20301100000000002,10.517271,10.435450000000001,1.191027,6.545151,0,6912,7392,0,2,1,34512,0.20691 0.2135 0.20462 0.20373 0.20337 0.20469 0.20301,10.51727 10.66879 10.49264 10.50377 10.53188 10.53177 10.43545
old_r1,flat,precomputed_y,1,3,20000,0,uniform,Float64,false,4,0.13455499999999998,0.13362500000000002,10.498965,10.404816,1.228205,8.314222,0,6912,7392,0,2,1,34512,0.13664 0.13566 0.13455 0.13363 0.13455 0.13377 0.13479,10.64336 10.49822 10.49896 10.59598 10.57841 10.40482 10.4276
old_r1,flat,dense,1,3,20000,0,uniform,Float64,false,4,0.046061,0.045198,10.521735000000001,10.322315,1.191205,70.601609,0,6912,7392,0,2,1,34512,0.04786 0.04594 0.04639 0.04682 0.04598 0.04606 0.0452,10.69932 10.59177 10.52174 10.42585 10.32232 10.42549 10.52848
old_r1,flat,concat,1,3,2000,0,uniform,Float64,false,8,3.066738,3.0620830000000003,8.245571,8.227245,0.907224,9.697274,160,6664,7304,0,2,1,185844,3.06556 3.06674 3.06208 3.06926 3.06283 3.06737 3.07122,8.30348 8.26 8.24557 8.25162 8.23431 8.24359 8.22724
old_r1,flat,factored,1,3,2000,0,uniform,Float64,false,8,2.454187,2.448173,7.709035,7.68586,0.960955,13.161362,0,6664,7144,0,2,1,185844,2.44817 2.45948 2.45615 2.45367 2.45622 2.44932 2.45419,7.76253 7.72789 7.70924 7.70904 7.69339 7.68586 7.70189
old_r1,flat,precomputed_y,1,3,2000,0,uniform,Float64,false,8,1.35573,1.351594,6.560271999999999,6.537204,0.962179,42.199565,0,6664,7144,0,2,1,185844,1.36587 1.36369 1.3588 1.35573 1.35529 1.35572 1.35159,6.63268 6.59919 6.56428 6.54996 6.5493 6.5372 6.56027
old_r1,flat,dense,1,3,2000,0,uniform,Float64,false,8,0.983182,0.982458,6.194780000000001,6.192214,0.959399,1727.305878,0,6664,7144,0,2,1,185844,0.98318 0.98493 0.98707 0.98314 0.98246 0.98476 0.98274,6.22563 6.21315 6.19221 6.19392 6.19391 6.19618 6.19478
old_r1,flat,concat,1,3,20000,0,uniform,Float64,false,8,3.1703740000000002,3.1639530000000002,31.248860999999998,31.201222,1.1632820000000001,10.323646,160,6912,7552,0,2,1,192480,3.17482 3.17246 3.17037 3.16568 3.16887 3.17287 3.16395,31.29124 31.24886 31.35841 31.25177 31.20122 31.20606 31.22702
old_r1,flat,factored,1,3,20000,0,uniform,Float64,false,8,2.519913,2.512202,30.581349,30.532193999999997,1.2127869999999998,13.508249,0,6912,7392,0,2,1,192480,2.52676 2.51763 2.52053 2.51928 2.51991 2.5122 2.521,32.12442 30.66987 30.65323 30.56072 30.58135 30.55967 30.53219
old_r1,flat,precomputed_y,1,3,20000,0,uniform,Float64,false,8,1.3859199999999998,1.382662,29.409991,29.283961,1.221155,41.020934,0,6912,7392,0,2,1,192480,1.39102 1.38592 1.38408 1.38563 1.38678 1.38266 1.38651,29.47641 29.40999 29.47091 29.54821 29.30255 29.29704 29.28396
old_r1,flat,dense,1,3,20000,0,uniform,Float64,false,8,1.018617,1.016347,28.992918,28.927952,1.214413,1734.127613,0,6912,7392,0,2,1,192480,1.02122 1.01848 1.01883 1.01862 1.02072 1.01707 1.01635,29.06492 28.98782 28.96239 28.92795 29.0676 29.07711 28.99292
