label,policy,strategy,blas_threads,ell,n,window_classes,distribution,precision,lh,P,m2l_ms_median,m2l_ms_min,step_ms_median,step_ms_min,update_ms_median,construction_ms,m2l_alloc_bytes,update_alloc_bytes,step_alloc_bytes,expansion_host_copies,route_uploads,operator_uploads,n_routes,m2l_raw,step_raw
new_r6,flat,concat,1,3,2000,0,uniform,Float64,false,4,0.262379,0.257354,3.8355759999999997,3.780731,0.899803,28464.803442,80,6656,7216,0,2,1,33324,0.29463 0.282 0.27356 0.27502 0.26544 0.2734 0.25859 0.26123 0.25735 0.26238 0.26076 0.25861 0.26385 0.26178 0.25832,44.476 4.12905 3.91683 3.89367 3.91626 3.86419 3.82611 3.84044 3.81586 3.82273 3.83558 3.83328 3.78725 3.78073 3.80827
