stage,form,precision,blas_threads,P,batch,measured_batch,scaled_from_per_expansion,seconds,seconds_per_expansion
axis_swap,recurrence,Float64,1,3,4096,2048,true,1.340596e-03,3.272939e-07
m2m_z_translation,dense,Float64,1,3,4096,4096,false,4.999830e-05,1.220662e-08
m2m_z_translation,dense_packed,Float64,1,3,4096,4096,false,2.286950e-04,5.583374e-08
m2m_z_translation,compiled_block_loop,Float64,1,3,4096,4096,false,2.235150e-04,5.456909e-08
m2l_z_translation,dense,Float64,1,3,4096,4096,false,5.682030e-05,1.387214e-08
m2l_z_translation,dense_packed,Float64,1,3,4096,4096,false,2.368910e-04,5.783472e-08
m2l_z_translation,compiled_block_loop,Float64,1,3,4096,4096,false,2.288300e-04,5.586670e-08
l2l_z_translation,dense,Float64,1,3,4096,4096,false,5.694880e-05,1.390352e-08
l2l_z_translation,dense_packed,Float64,1,3,4096,4096,false,2.252260e-04,5.498682e-08
l2l_z_translation,compiled_block_loop,Float64,1,3,4096,4096,false,2.236040e-04,5.459082e-08
axis_swap,dense,Float64,1,3,4096,4096,false,6.415130e-05,1.566194e-08
axis_swap,dense_packed,Float64,1,3,4096,4096,false,3.950150e-04,9.643921e-08
axis_swap,compiled_block_loop,Float64,1,3,4096,4096,false,4.613310e-04,1.126296e-07
m2m_z_translation,dense,Float32,1,3,4096,4096,false,3.550190e-05,8.667456e-09
m2m_z_translation,dense_packed,Float32,1,3,4096,4096,false,2.009350e-04,4.905640e-08
m2m_z_translation,compiled_block_loop,Float32,1,3,4096,4096,false,2.004480e-04,4.893750e-08
m2l_z_translation,dense,Float32,1,3,4096,4096,false,3.527560e-05,8.612207e-09
m2l_z_translation,dense_packed,Float32,1,3,4096,4096,false,2.022140e-04,4.936865e-08
m2l_z_translation,compiled_block_loop,Float32,1,3,4096,4096,false,2.054930e-04,5.016919e-08
l2l_z_translation,dense,Float32,1,3,4096,4096,false,3.575110e-05,8.728296e-09
l2l_z_translation,dense_packed,Float32,1,3,4096,4096,false,1.997630e-04,4.877026e-08
l2l_z_translation,compiled_block_loop,Float32,1,3,4096,4096,false,2.020300e-04,4.932373e-08
axis_swap,dense,Float32,1,3,4096,4096,false,4.455190e-05,1.087693e-08
axis_swap,dense_packed,Float32,1,3,4096,4096,false,2.875870e-04,7.021167e-08
axis_swap,compiled_block_loop,Float32,1,3,4096,4096,false,4.365950e-04,1.065906e-07
m2m_z_translation,recurrence,Float64,1,3,32768,2048,true,1.395778e-03,4.259575e-08
m2l_z_translation,recurrence,Float64,1,3,32768,2048,true,2.740448e-03,8.363184e-08
l2l_z_translation,recurrence,Float64,1,3,32768,2048,true,1.820672e-03,5.556250e-08
axis_swap,recurrence,Float64,1,3,32768,2048,true,1.074418e-02,3.278862e-07
m2m_z_translation,dense,Float64,1,3,32768,32768,false,6.399150e-04,1.952866e-08
m2m_z_translation,dense_packed,Float64,1,3,32768,32768,false,2.491842e-03,7.604498e-08
m2m_z_translation,compiled_block_loop,Float64,1,3,32768,32768,false,1.803661e-03,5.504337e-08
m2l_z_translation,dense,Float64,1,3,32768,32768,false,6.434660e-04,1.963702e-08
m2l_z_translation,dense_packed,Float64,1,3,32768,32768,false,2.485752e-03,7.585913e-08
m2l_z_translation,compiled_block_loop,Float64,1,3,32768,32768,false,1.796972e-03,5.483923e-08
l2l_z_translation,dense,Float64,1,3,32768,32768,false,6.418680e-04,1.958826e-08
l2l_z_translation,dense_packed,Float64,1,3,32768,32768,false,2.498820e-03,7.625793e-08
l2l_z_translation,compiled_block_loop,Float64,1,3,32768,32768,false,1.797672e-03,5.486060e-08
axis_swap,dense,Float64,1,3,32768,32768,false,1.261648e-03,3.850244e-08
axis_swap,dense_packed,Float64,1,3,32768,32768,false,4.254538e-03,1.298382e-07
axis_swap,compiled_block_loop,Float64,1,3,32768,32768,false,3.700007e-03,1.129153e-07
m2m_z_translation,dense,Float32,1,3,32768,32768,false,4.385650e-04,1.338394e-08
m2m_z_translation,dense_packed,Float32,1,3,32768,32768,false,1.747079e-03,5.331662e-08
m2m_z_translation,compiled_block_loop,Float32,1,3,32768,32768,false,1.622347e-03,4.951010e-08
m2l_z_translation,dense,Float32,1,3,32768,32768,false,4.373990e-04,1.334836e-08
m2l_z_translation,dense_packed,Float32,1,3,32768,32768,false,1.723620e-03,5.260071e-08
m2l_z_translation,compiled_block_loop,Float32,1,3,32768,32768,false,1.607976e-03,4.907153e-08
l2l_z_translation,dense,Float32,1,3,32768,32768,false,4.347710e-04,1.326816e-08
l2l_z_translation,dense_packed,Float32,1,3,32768,32768,false,1.709700e-03,5.217590e-08
l2l_z_translation,compiled_block_loop,Float32,1,3,32768,32768,false,1.610831e-03,4.915866e-08
axis_swap,dense,Float32,1,3,32768,32768,false,8.269690e-04,2.523709e-08
axis_swap,dense_packed,Float32,1,3,32768,32768,false,2.657288e-03,8.109399e-08
axis_swap,compiled_block_loop,Float32,1,3,32768,32768,false,3.500147e-03,1.068160e-07
m2m_z_translation,recurrence,Float64,1,3,262144,2048,true,1.116717e-02,4.259937e-08
m2l_z_translation,recurrence,Float64,1,3,262144,2048,true,2.193459e-02,8.367383e-08
l2l_z_translation,recurrence,Float64,1,3,262144,2048,true,1.456973e-02,5.557910e-08
axis_swap,recurrence,Float64,1,3,262144,2048,true,8.580058e-02,3.273032e-07
m2m_z_translation,dense,Float64,1,3,262144,262144,false,7.541697e-03,2.876929e-08
m2m_z_translation,dense_packed,Float64,1,3,262144,262144,false,2.267686e-02,8.650535e-08
m2m_z_translation,compiled_block_loop,Float64,1,3,262144,262144,false,1.487257e-02,5.673436e-08
m2l_z_translation,dense,Float64,1,3,262144,262144,false,7.474932e-03,2.851460e-08
m2l_z_translation,dense_packed,Float64,1,3,262144,262144,false,2.259859e-02,8.620677e-08
m2l_z_translation,compiled_block_loop,Float64,1,3,262144,262144,false,1.486868e-02,5.671951e-08
l2l_z_translation,dense,Float64,1,3,262144,262144,false,7.472323e-03,2.850465e-08
l2l_z_translation,dense_packed,Float64,1,3,262144,262144,false,2.251139e-02,8.587413e-08
l2l_z_translation,compiled_block_loop,Float64,1,3,262144,262144,false,1.480029e-02,5.645863e-08
axis_swap,dense,Float64,1,3,262144,262144,false,1.145491e-02,4.369700e-08
axis_swap,dense_packed,Float64,1,3,262144,262144,false,3.866429e-02,1.474926e-07
axis_swap,compiled_block_loop,Float64,1,3,262144,262144,false,3.008204e-02,1.147539e-07
m2m_z_translation,dense,Float32,1,3,262144,262144,false,5.167134e-03,1.971105e-08
m2m_z_translation,dense_packed,Float32,1,3,262144,262144,false,1.552856e-02,5.923675e-08
m2m_z_translation,compiled_block_loop,Float32,1,3,262144,262144,false,1.295020e-02,4.940111e-08
m2l_z_translation,dense,Float32,1,3,262144,262144,false,5.101051e-03,1.945897e-08
m2l_z_translation,dense_packed,Float32,1,3,262144,262144,false,1.522386e-02,5.807442e-08
m2l_z_translation,compiled_block_loop,Float32,1,3,262144,262144,false,1.294148e-02,4.936784e-08
l2l_z_translation,dense,Float32,1,3,262144,262144,false,5.111047e-03,1.949710e-08
l2l_z_translation,dense_packed,Float32,1,3,262144,262144,false,1.545036e-02,5.893844e-08
l2l_z_translation,compiled_block_loop,Float32,1,3,262144,262144,false,1.293127e-02,4.932888e-08
axis_swap,dense,Float32,1,3,262144,262144,false,7.265088e-03,2.771411e-08
axis_swap,dense_packed,Float32,1,3,262144,262144,false,2.250279e-02,8.584135e-08
axis_swap,compiled_block_loop,Float32,1,3,262144,262144,false,2.807386e-02,1.070933e-07
m2m_z_translation,recurrence,Float64,1,4,1,1,false,6.858400e-08,6.858400e-08
m2l_z_translation,recurrence,Float64,1,4,1,1,false,1.353540e-07,1.353540e-07
l2l_z_translation,recurrence,Float64,1,4,1,1,false,8.586830e-08,8.586830e-08
axis_swap,recurrence,Float64,1,4,1,1,false,6.264020e-07,6.264020e-07
m2m_z_translation,dense,Float64,1,4,1,1,false,1.294840e-07,1.294840e-07
m2m_z_translation,dense_packed,Float64,1,4,1,1,false,2.590060e-07,2.590060e-07
m2m_z_translation,compiled_block_loop,Float64,1,4,1,1,false,1.023450e-07,1.023450e-07
m2l_z_translation,dense,Float64,1,4,1,1,false,1.286570e-07,1.286570e-07
m2l_z_translation,dense_packed,Float64,1,4,1,1,false,2.597590e-07,2.597590e-07
m2l_z_translation,compiled_block_loop,Float64,1,4,1,1,false,1.025300e-07,1.025300e-07
l2l_z_translation,dense,Float64,1,4,1,1,false,1.289490e-07,1.289490e-07
l2l_z_translation,dense_packed,Float64,1,4,1,1,false,2.591540e-07,2.591540e-07
l2l_z_translation,compiled_block_loop,Float64,1,4,1,1,false,1.023350e-07,1.023350e-07
axis_swap,dense,Float64,1,4,1,1,false,1.717360e-07,1.717360e-07
axis_swap,dense_packed,Float64,1,4,1,1,false,3.207260e-07,3.207260e-07
axis_swap,compiled_block_loop,Float64,1,4,1,1,false,2.079430e-07,2.079430e-07
m2m_z_translation,dense,Float32,1,4,1,1,false,1.335580e-07,1.335580e-07
m2m_z_translation,dense_packed,Float32,1,4,1,1,false,2.589160e-07,2.589160e-07
m2m_z_translation,compiled_block_loop,Float32,1,4,1,1,false,9.445530e-08,9.445530e-08
m2l_z_translation,dense,Float32,1,4,1,1,false,1.304910e-07,1.304910e-07
m2l_z_translation,dense_packed,Float32,1,4,1,1,false,2.595900e-07,2.595900e-07
m2l_z_translation,compiled_block_loop,Float32,1,4,1,1,false,9.531200e-08,9.531200e-08
l2l_z_translation,dense,Float32,1,4,1,1,false,1.355220e-07,1.355220e-07
l2l_z_translation,dense_packed,Float32,1,4,1,1,false,2.716870e-07,2.716870e-07
l2l_z_translation,compiled_block_loop,Float32,1,4,1,1,false,9.599800e-08,9.599800e-08
axis_swap,dense,Float32,1,4,1,1,false,1.633010e-07,1.633010e-07
axis_swap,dense_packed,Float32,1,4,1,1,false,3.217810e-07,3.217810e-07
axis_swap,compiled_block_loop,Float32,1,4,1,1,false,1.970010e-07,1.970010e-07
m2m_z_translation,recurrence,Float64,1,4,8,8,false,5.556900e-07,6.946125e-08
m2l_z_translation,recurrence,Float64,1,4,8,8,false,1.086260e-06,1.357825e-07
l2l_z_translation,recurrence,Float64,1,4,8,8,false,6.907820e-07,8.634775e-08
axis_swap,recurrence,Float64,1,4,8,8,false,5.016820e-06,6.271025e-07
m2m_z_translation,dense,Float64,1,4,8,8,false,2.247390e-07,2.809238e-08
m2m_z_translation,dense_packed,Float64,1,4,8,8,false,6.995130e-07,8.743912e-08
m2m_z_translation,compiled_block_loop,Float64,1,4,8,8,false,7.475560e-07,9.344450e-08
m2l_z_translation,dense,Float64,1,4,8,8,false,2.239860e-07,2.799825e-08
m2l_z_translation,dense_packed,Float64,1,4,8,8,false,7.458380e-07,9.322975e-08
m2l_z_translation,compiled_block_loop,Float64,1,4,8,8,false,7.506660e-07,9.383325e-08
l2l_z_translation,dense,Float64,1,4,8,8,false,2.288420e-07,2.860525e-08
l2l_z_translation,dense_packed,Float64,1,4,8,8,false,7.022720e-07,8.778400e-08
l2l_z_translation,compiled_block_loop,Float64,1,4,8,8,false,7.484270e-07,9.355338e-08
axis_swap,dense,Float64,1,4,8,8,false,3.101670e-07,3.877087e-08
axis_swap,dense_packed,Float64,1,4,8,8,false,1.061070e-06,1.326338e-07
axis_swap,compiled_block_loop,Float64,1,4,8,8,false,1.610370e-06,2.012962e-07
m2m_z_translation,dense,Float32,1,4,8,8,false,2.229930e-07,2.787412e-08
m2m_z_translation,dense_packed,Float32,1,4,8,8,false,7.333160e-07,9.166450e-08
m2m_z_translation,compiled_block_loop,Float32,1,4,8,8,false,6.713490e-07,8.391863e-08
m2l_z_translation,dense,Float32,1,4,8,8,false,2.352420e-07,2.940525e-08
m2l_z_translation,dense_packed,Float32,1,4,8,8,false,7.372100e-07,9.215125e-08
m2l_z_translation,compiled_block_loop,Float32,1,4,8,8,false,6.702020e-07,8.377525e-08
l2l_z_translation,dense,Float32,1,4,8,8,false,2.358220e-07,2.947775e-08
l2l_z_translation,dense_packed,Float32,1,4,8,8,false,7.346600e-07,9.183250e-08
l2l_z_translation,compiled_block_loop,Float32,1,4,8,8,false,6.705530e-07,8.381912e-08
axis_swap,dense,Float32,1,4,8,8,false,2.615840e-07,3.269800e-08
axis_swap,dense_packed,Float32,1,4,8,8,false,1.033600e-06,1.292000e-07
axis_swap,compiled_block_loop,Float32,1,4,8,8,false,1.501850e-06,1.877313e-07
m2m_z_translation,recurrence,Float64,1,4,64,64,false,4.361610e-06,6.815016e-08
m2l_z_translation,recurrence,Float64,1,4,64,64,false,8.618900e-06,1.346703e-07
l2l_z_translation,recurrence,Float64,1,4,64,64,false,5.448070e-06,8.512609e-08
axis_swap,recurrence,Float64,1,4,64,64,false,4.004690e-05,6.257328e-07
m2m_z_translation,dense,Float64,1,4,64,64,false,7.657970e-07,1.196558e-08
m2m_z_translation,dense_packed,Float64,1,4,64,64,false,4.662100e-06,7.284531e-08
m2m_z_translation,compiled_block_loop,Float64,1,4,64,64,false,5.744150e-06,8.975234e-08
m2l_z_translation,dense,Float64,1,4,64,64,false,8.216900e-07,1.283891e-08
m2l_z_translation,dense_packed,Float64,1,4,64,64,false,4.556010e-06,7.118766e-08
m2l_z_translation,compiled_block_loop,Float64,1,4,64,64,false,5.945330e-06,9.289578e-08
l2l_z_translation,dense,Float64,1,4,64,64,false,7.541840e-07,1.178412e-08
l2l_z_translation,dense_packed,Float64,1,4,64,64,false,4.623040e-06,7.223500e-08
l2l_z_translation,compiled_block_loop,Float64,1,4,64,64,false,5.988460e-06,9.356969e-08
axis_swap,dense,Float64,1,4,64,64,false,1.516790e-06,2.369984e-08
axis_swap,dense_packed,Float64,1,4,64,64,false,6.750680e-06,1.054794e-07
axis_swap,compiled_block_loop,Float64,1,4,64,64,false,1.274690e-05,1.991703e-07
m2m_z_translation,dense,Float32,1,4,64,64,false,7.305380e-07,1.141466e-08
m2m_z_translation,dense_packed,Float32,1,4,64,64,false,4.669980e-06,7.296844e-08
m2m_z_translation,compiled_block_loop,Float32,1,4,64,64,false,5.324810e-06,8.320016e-08
m2l_z_translation,dense,Float32,1,4,64,64,false,7.653530e-07,1.195864e-08
m2l_z_translation,dense_packed,Float32,1,4,64,64,false,4.702460e-06,7.347594e-08
m2l_z_translation,compiled_block_loop,Float32,1,4,64,64,false,5.310450e-06,8.297578e-08
l2l_z_translation,dense,Float32,1,4,64,64,false,7.690510e-07,1.201642e-08
l2l_z_translation,dense_packed,Float32,1,4,64,64,false,4.715710e-06,7.368297e-08
l2l_z_translation,compiled_block_loop,Float32,1,4,64,64,false,5.309360e-06,8.295875e-08
axis_swap,dense,Float32,1,4,64,64,false,1.033770e-06,1.615266e-08
axis_swap,dense_packed,Float32,1,4,64,64,false,7.035890e-06,1.099358e-07
axis_swap,compiled_block_loop,Float32,1,4,64,64,false,1.180720e-05,1.844875e-07
m2m_z_translation,recurrence,Float64,1,4,512,512,false,3.480900e-05,6.798633e-08
m2l_z_translation,recurrence,Float64,1,4,512,512,false,6.883680e-05,1.344469e-07
l2l_z_translation,recurrence,Float64,1,4,512,512,false,4.350820e-05,8.497695e-08
axis_swap,recurrence,Float64,1,4,512,512,false,3.203090e-04,6.256035e-07
m2m_z_translation,dense,Float64,1,4,512,512,false,7.217420e-06,1.409652e-08
m2m_z_translation,dense_packed,Float64,1,4,512,512,false,3.782990e-05,7.388652e-08
m2m_z_translation,compiled_block_loop,Float64,1,4,512,512,false,4.710400e-05,9.200000e-08
m2l_z_translation,dense,Float64,1,4,512,512,false,7.196820e-06,1.405629e-08
m2l_z_translation,dense_packed,Float64,1,4,512,512,false,3.724260e-05,7.273945e-08
m2l_z_translation,compiled_block_loop,Float64,1,4,512,512,false,4.654090e-05,9.090020e-08
l2l_z_translation,dense,Float64,1,4,512,512,false,7.301950e-06,1.426162e-08
l2l_z_translation,dense_packed,Float64,1,4,512,512,false,4.057120e-05,7.924063e-08
l2l_z_translation,compiled_block_loop,Float64,1,4,512,512,false,4.615720e-05,9.015078e-08
axis_swap,dense,Float64,1,4,512,512,false,1.188360e-05,2.321016e-08
axis_swap,dense_packed,Float64,1,4,512,512,false,5.881020e-05,1.148637e-07
axis_swap,compiled_block_loop,Float64,1,4,512,512,false,1.009255e-04,1.971201e-07
m2m_z_translation,dense,Float32,1,4,512,512,false,5.989420e-06,1.169809e-08
m2m_z_translation,dense_packed,Float32,1,4,512,512,false,3.471860e-05,6.780977e-08
m2m_z_translation,compiled_block_loop,Float32,1,4,512,512,false,4.202050e-05,8.207129e-08
m2l_z_translation,dense,Float32,1,4,512,512,false,6.028080e-06,1.177359e-08
m2l_z_translation,dense_packed,Float32,1,4,512,512,false,3.390770e-05,6.622598e-08
m2l_z_translation,compiled_block_loop,Float32,1,4,512,512,false,4.213440e-05,8.229375e-08
l2l_z_translation,dense,Float32,1,4,512,512,false,5.952140e-06,1.162527e-08
l2l_z_translation,dense_packed,Float32,1,4,512,512,false,3.414080e-05,6.668125e-08
l2l_z_translation,compiled_block_loop,Float32,1,4,512,512,false,4.259100e-05,8.318555e-08
axis_swap,dense,Float32,1,4,512,512,false,7.947630e-06,1.552271e-08
axis_swap,dense_packed,Float32,1,4,512,512,false,5.480850e-05,1.070479e-07
axis_swap,compiled_block_loop,Float32,1,4,512,512,false,9.416410e-05,1.839143e-07
m2m_z_translation,recurrence,Float64,1,4,4096,2048,true,2.783920e-04,6.796680e-08
m2l_z_translation,recurrence,Float64,1,4,4096,2048,true,5.504960e-04,1.343984e-07
l2l_z_translation,recurrence,Float64,1,4,4096,2048,true,3.480220e-04,8.496631e-08
axis_swap,recurrence,Float64,1,4,4096,2048,true,2.567996e-03,6.269521e-07
m2m_z_translation,dense,Float64,1,4,4096,4096,false,7.390230e-05,1.804255e-08
m2m_z_translation,dense_packed,Float64,1,4,4096,4096,false,3.667850e-04,8.954712e-08
m2m_z_translation,compiled_block_loop,Float64,1,4,4096,4096,false,4.262720e-04,1.040703e-07
m2l_z_translation,dense,Float64,1,4,4096,4096,false,6.461610e-05,1.577542e-08
m2l_z_translation,dense_packed,Float64,1,4,4096,4096,false,3.596650e-04,8.780884e-08
m2l_z_translation,compiled_block_loop,Float64,1,4,4096,4096,false,3.628730e-04,8.859204e-08
l2l_z_translation,dense,Float64,1,4,4096,4096,false,6.093010e-05,1.487551e-08
l2l_z_translation,dense_packed,Float64,1,4,4096,4096,false,3.577090e-04,8.733130e-08
l2l_z_translation,compiled_block_loop,Float64,1,4,4096,4096,false,3.643880e-04,8.896191e-08
axis_swap,dense,Float64,1,4,4096,4096,false,1.387370e-04,3.387134e-08
axis_swap,dense_packed,Float64,1,4,4096,4096,false,6.820760e-04,1.665225e-07
axis_swap,compiled_block_loop,Float64,1,4,4096,4096,false,7.974520e-04,1.946904e-07
m2m_z_translation,dense,Float32,1,4,4096,4096,false,5.639260e-05,1.376772e-08
m2m_z_translation,dense_packed,Float32,1,4,4096,4096,false,2.900420e-04,7.081104e-08
m2m_z_translation,compiled_block_loop,Float32,1,4,4096,4096,false,3.263430e-04,7.967358e-08
m2l_z_translation,dense,Float32,1,4,4096,4096,false,5.254950e-05,1.282947e-08
m2l_z_translation,dense_packed,Float32,1,4,4096,4096,false,2.947890e-04,7.196997e-08
m2l_z_translation,compiled_block_loop,Float32,1,4,4096,4096,false,3.268600e-04,7.979980e-08
l2l_z_translation,dense,Float32,1,4,4096,4096,false,4.691590e-05,1.145408e-08
l2l_z_translation,dense_packed,Float32,1,4,4096,4096,false,3.106420e-04,7.584033e-08
l2l_z_translation,compiled_block_loop,Float32,1,4,4096,4096,false,3.261880e-04,7.963574e-08
axis_swap,dense,Float32,1,4,4096,4096,false,6.989140e-05,1.706333e-08
axis_swap,dense_packed,Float32,1,4,4096,4096,false,4.671930e-04,1.140608e-07
axis_swap,compiled_block_loop,Float32,1,4,4096,4096,false,7.501650e-04,1.831458e-07
m2m_z_translation,recurrence,Float64,1,4,32768,2048,true,2.227264e-03,6.797070e-08
m2l_z_translation,recurrence,Float64,1,4,32768,2048,true,4.406048e-03,1.344619e-07
l2l_z_translation,recurrence,Float64,1,4,32768,2048,true,2.784144e-03,8.496533e-08
axis_swap,recurrence,Float64,1,4,32768,2048,true,2.056296e-02,6.275317e-07
m2m_z_translation,dense,Float64,1,4,32768,32768,false,1.081944e-03,3.301831e-08
m2m_z_translation,dense_packed,Float64,1,4,32768,32768,false,4.256149e-03,1.298874e-07
m2m_z_translation,compiled_block_loop,Float64,1,4,32768,32768,false,2.919091e-03,8.908359e-08
m2l_z_translation,dense,Float64,1,4,32768,32768,false,1.078916e-03,3.292590e-08
m2l_z_translation,dense_packed,Float64,1,4,32768,32768,false,4.238996e-03,1.293639e-07
m2l_z_translation,compiled_block_loop,Float64,1,4,32768,32768,false,2.914640e-03,8.894775e-08
l2l_z_translation,dense,Float64,1,4,32768,32768,false,1.082609e-03,3.303860e-08
l2l_z_translation,dense_packed,Float64,1,4,32768,32768,false,4.250426e-03,1.297127e-07
l2l_z_translation,compiled_block_loop,Float64,1,4,32768,32768,false,2.922324e-03,8.918225e-08
axis_swap,dense,Float64,1,4,32768,32768,false,1.912326e-03,5.835956e-08
axis_swap,dense_packed,Float64,1,4,32768,32768,false,6.695989e-03,2.043454e-07
axis_swap,compiled_block_loop,Float64,1,4,32768,32768,false,6.388522e-03,1.949622e-07
m2m_z_translation,dense,Float32,1,4,32768,32768,false,7.158920e-04,2.184729e-08
m2m_z_translation,dense_packed,Float32,1,4,32768,32768,false,2.742915e-03,8.370712e-08
m2m_z_translation,compiled_block_loop,Float32,1,4,32768,32768,false,2.623197e-03,8.005362e-08
m2l_z_translation,dense,Float32,1,4,32768,32768,false,7.178610e-04,2.190738e-08
m2l_z_translation,dense_packed,Float32,1,4,32768,32768,false,2.702983e-03,8.248849e-08
m2l_z_translation,compiled_block_loop,Float32,1,4,32768,32768,false,2.622341e-03,8.002750e-08
l2l_z_translation,dense,Float32,1,4,32768,32768,false,7.183030e-04,2.192087e-08
l2l_z_translation,dense_packed,Float32,1,4,32768,32768,false,2.863750e-03,8.739471e-08
l2l_z_translation,compiled_block_loop,Float32,1,4,32768,32768,false,2.623796e-03,8.007190e-08
axis_swap,dense,Float32,1,4,32768,32768,false,1.243620e-03,3.795227e-08
axis_swap,dense_packed,Float32,1,4,32768,32768,false,4.477298e-03,1.366363e-07
axis_swap,compiled_block_loop,Float32,1,4,32768,32768,false,5.997536e-03,1.830303e-07
m2m_z_translation,recurrence,Float64,1,4,262144,2048,true,1.781760e-02,6.796875e-08
m2l_z_translation,recurrence,Float64,1,4,262144,2048,true,3.524109e-02,1.344341e-07
l2l_z_translation,recurrence,Float64,1,4,262144,2048,true,2.227059e-02,8.495557e-08
axis_swap,recurrence,Float64,1,4,262144,2048,true,1.643809e-01,6.270635e-07
m2m_z_translation,dense,Float64,1,4,262144,262144,false,1.100227e-02,4.197033e-08
m2m_z_translation,dense_packed,Float64,1,4,262144,262144,false,3.807865e-02,1.452585e-07
m2m_z_translation,compiled_block_loop,Float64,1,4,262144,262144,false,2.385920e-02,9.101564e-08
m2l_z_translation,dense,Float64,1,4,262144,262144,false,1.097202e-02,4.185495e-08
m2l_z_translation,dense_packed,Float64,1,4,262144,262144,false,3.803063e-02,1.450753e-07
m2l_z_translation,compiled_block_loop,Float64,1,4,262144,262144,false,2.380537e-02,9.081028e-08
l2l_z_translation,dense,Float64,1,4,262144,262144,false,1.105391e-02,4.216730e-08
l2l_z_translation,dense_packed,Float64,1,4,262144,262144,false,3.813304e-02,1.454660e-07
l2l_z_translation,compiled_block_loop,Float64,1,4,262144,262144,false,2.356157e-02,8.988026e-08
axis_swap,dense,Float64,1,4,262144,262144,false,1.703866e-02,6.499734e-08
axis_swap,dense_packed,Float64,1,4,262144,262144,false,7.350735e-02,2.804083e-07
axis_swap,compiled_block_loop,Float64,1,4,262144,262144,false,5.145549e-02,1.962871e-07
m2m_z_translation,dense,Float32,1,4,262144,262144,false,7.283254e-03,2.778341e-08
m2m_z_translation,dense_packed,Float32,1,4,262144,262144,false,2.337041e-02,8.915105e-08
m2m_z_translation,compiled_block_loop,Float32,1,4,262144,262144,false,2.098781e-02,8.006215e-08
m2l_z_translation,dense,Float32,1,4,262144,262144,false,7.288152e-03,2.780209e-08
m2l_z_translation,dense_packed,Float32,1,4,262144,262144,false,2.330978e-02,8.891975e-08
m2l_z_translation,compiled_block_loop,Float32,1,4,262144,262144,false,2.101125e-02,8.015154e-08
l2l_z_translation,dense,Float32,1,4,262144,262144,false,7.295806e-03,2.783129e-08
l2l_z_translation,dense_packed,Float32,1,4,262144,262144,false,2.322088e-02,8.858062e-08
l2l_z_translation,compiled_block_loop,Float32,1,4,262144,262144,false,2.098666e-02,8.005776e-08
axis_swap,dense,Float32,1,4,262144,262144,false,1.060287e-02,4.044676e-08
axis_swap,dense_packed,Float32,1,4,262144,262144,false,3.629613e-02,1.384588e-07
axis_swap,compiled_block_loop,Float32,1,4,262144,262144,false,4.801597e-02,1.831664e-07
m2m_z_translation,recurrence,Float64,1,5,1,1,false,1.024360e-07,1.024360e-07
m2l_z_translation,recurrence,Float64,1,5,1,1,false,2.036990e-07,2.036990e-07
l2l_z_translation,recurrence,Float64,1,5,1,1,false,1.248160e-07,1.248160e-07
axis_swap,recurrence,Float64,1,5,1,1,false,1.093920e-06,1.093920e-06
m2m_z_translation,dense,Float64,1,5,1,1,false,1.625420e-07,1.625420e-07
m2m_z_translation,dense_packed,Float64,1,5,1,1,false,3.209210e-07,3.209210e-07
m2m_z_translation,compiled_block_loop,Float64,1,5,1,1,false,1.487770e-07,1.487770e-07
m2l_z_translation,dense,Float64,1,5,1,1,false,1.609480e-07,1.609480e-07
m2l_z_translation,dense_packed,Float64,1,5,1,1,false,3.220840e-07,3.220840e-07
m2l_z_translation,compiled_block_loop,Float64,1,5,1,1,false,1.487210e-07,1.487210e-07
l2l_z_translation,dense,Float64,1,5,1,1,false,1.612050e-07,1.612050e-07
l2l_z_translation,dense_packed,Float64,1,5,1,1,false,3.221040e-07,3.221040e-07
l2l_z_translation,compiled_block_loop,Float64,1,5,1,1,false,1.487880e-07,1.487880e-07
axis_swap,dense,Float64,1,5,1,1,false,2.326550e-07,2.326550e-07
axis_swap,dense_packed,Float64,1,5,1,1,false,4.168020e-07,4.168020e-07
axis_swap,compiled_block_loop,Float64,1,5,1,1,false,3.233570e-07,3.233570e-07
m2m_z_translation,dense,Float32,1,5,1,1,false,1.666450e-07,1.666450e-07
m2m_z_translation,dense_packed,Float32,1,5,1,1,false,3.216540e-07,3.216540e-07
m2m_z_translation,compiled_block_loop,Float32,1,5,1,1,false,1.379920e-07,1.379920e-07
m2l_z_translation,dense,Float32,1,5,1,1,false,1.665550e-07,1.665550e-07
m2l_z_translation,dense_packed,Float32,1,5,1,1,false,3.222890e-07,3.222890e-07
m2l_z_translation,compiled_block_loop,Float32,1,5,1,1,false,1.379260e-07,1.379260e-07
l2l_z_translation,dense,Float32,1,5,1,1,false,1.666190e-07,1.666190e-07
l2l_z_translation,dense_packed,Float32,1,5,1,1,false,3.225830e-07,3.225830e-07
l2l_z_translation,compiled_block_loop,Float32,1,5,1,1,false,1.413780e-07,1.413780e-07
axis_swap,dense,Float32,1,5,1,1,false,1.964750e-07,1.964750e-07
axis_swap,dense_packed,Float32,1,5,1,1,false,4.043190e-07,4.043190e-07
axis_swap,compiled_block_loop,Float32,1,5,1,1,false,3.116920e-07,3.116920e-07
m2m_z_translation,recurrence,Float64,1,5,8,8,false,8.263050e-07,1.032881e-07
m2l_z_translation,recurrence,Float64,1,5,8,8,false,1.632940e-06,2.041175e-07
l2l_z_translation,recurrence,Float64,1,5,8,8,false,1.005680e-06,1.257100e-07
