stage,form,launch_strategy,transfer_variant,precision,P,batch,seconds,seconds_per_expansion
axis_swap,dense,per_block_launch,device_resident,Float64,5,262144,3.790720e-04,1.446045e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,5,262144,3.675942e-02,1.402261e-07
axis_swap,dense,fused_kernel,device_resident,Float64,5,262144,3.105600e-04,1.184692e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,5,262144,3.091190e-02,1.179196e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,1,1.349440e-04,1.349440e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,1,2.450560e-04,2.450560e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,1,8.800000e-06,8.800000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,1,2.960000e-05,2.960000e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,1,1.342720e-04,1.342720e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,1,2.452800e-04,2.452800e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,1,8.768000e-06,8.768000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,1,2.985600e-05,2.985600e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,1,1.347520e-04,1.347520e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,1,2.440000e-04,2.440000e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,1,8.672000e-06,8.672000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,1,2.956800e-05,2.956800e-05
axis_swap,dense,per_block_launch,device_resident,Float32,5,1,1.338240e-04,1.338240e-04
axis_swap,dense,per_block_launch,with_transfer,Float32,5,1,2.452800e-04,2.452800e-04
axis_swap,dense,fused_kernel,device_resident,Float32,5,1,9.888000e-06,9.888000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,5,1,3.049600e-05,3.049600e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,8,1.344640e-04,1.680800e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,8,2.436160e-04,3.045200e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,8,8.832000e-06,1.104000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,8,2.988800e-05,3.736000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,8,1.335680e-04,1.669600e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,8,2.440640e-04,3.050800e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,8,9.024000e-06,1.128000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,8,3.011200e-05,3.764000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,8,1.335360e-04,1.669200e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,8,2.441600e-04,3.052000e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,8,8.864001e-06,1.108000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,8,3.008000e-05,3.760000e-06
axis_swap,dense,per_block_launch,device_resident,Float32,5,8,1.340800e-04,1.676000e-05
axis_swap,dense,per_block_launch,with_transfer,Float32,5,8,2.443200e-04,3.054000e-05
axis_swap,dense,fused_kernel,device_resident,Float32,5,8,1.008000e-05,1.260000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,5,8,3.120000e-05,3.900000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,64,1.505600e-04,2.352500e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,64,2.635840e-04,4.118500e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,64,9.120000e-06,1.425000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,64,3.161600e-05,4.940000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,64,1.502400e-04,2.347500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,64,2.631040e-04,4.111000e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,64,9.088000e-06,1.420000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,64,3.152000e-05,4.925000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,64,1.509760e-04,2.359000e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,64,2.641280e-04,4.127000e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,64,9.056000e-06,1.415000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,64,3.155200e-05,4.930000e-07
axis_swap,dense,per_block_launch,device_resident,Float32,5,64,1.508160e-04,2.356500e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,5,64,2.652160e-04,4.144000e-06
axis_swap,dense,fused_kernel,device_resident,Float32,5,64,1.020800e-05,1.595000e-07
axis_swap,dense,fused_kernel,with_transfer,Float32,5,64,3.372800e-05,5.270000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,512,1.513600e-04,2.956250e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,512,2.814400e-04,5.496875e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,512,9.440000e-06,1.843750e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,512,4.393600e-05,8.581250e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,512,1.508800e-04,2.946875e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,512,2.821760e-04,5.511250e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,512,9.376000e-06,1.831250e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,512,4.371200e-05,8.537500e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,512,1.514560e-04,2.958125e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,512,2.820800e-04,5.509375e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,512,9.376000e-06,1.831250e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,512,4.400000e-05,8.593750e-08
axis_swap,dense,per_block_launch,device_resident,Float32,5,512,1.506880e-04,2.943125e-07
axis_swap,dense,per_block_launch,with_transfer,Float32,5,512,2.961280e-04,5.783750e-07
axis_swap,dense,fused_kernel,device_resident,Float32,5,512,1.052800e-05,2.056250e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,5,512,5.360000e-05,1.046875e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,4096,1.507840e-04,3.681250e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,4096,4.260160e-04,1.040078e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,4096,1.040000e-05,2.539063e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,4096,1.316480e-04,3.214063e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,4096,1.508160e-04,3.682031e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,4096,4.242560e-04,1.035781e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,4096,1.027200e-05,2.507812e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,4096,1.312640e-04,3.204687e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,4096,1.511360e-04,3.689844e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,4096,4.257600e-04,1.039453e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,4096,1.033600e-05,2.523437e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,4096,1.323520e-04,3.231250e-08
axis_swap,dense,per_block_launch,device_resident,Float32,5,4096,1.511040e-04,3.689063e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,5,4096,5.294400e-04,1.292578e-07
axis_swap,dense,fused_kernel,device_resident,Float32,5,4096,1.424000e-05,3.476563e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,5,4096,2.084160e-04,5.088281e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,32768,1.612800e-04,4.921875e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,32768,1.296736e-03,3.957324e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,32768,2.486400e-05,7.587890e-10
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,32768,7.445440e-04,2.272168e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,32768,1.609600e-04,4.912109e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,32768,1.293312e-03,3.946875e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,32768,2.416000e-05,7.373047e-10
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,32768,7.485120e-04,2.284277e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,32768,1.611520e-04,4.917969e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,32768,1.295264e-03,3.952832e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,32768,2.480000e-05,7.568360e-10
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,32768,7.465280e-04,2.278223e-08
axis_swap,dense,per_block_launch,device_resident,Float32,5,32768,1.520640e-04,4.640625e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,5,32768,1.944128e-03,5.933008e-08
axis_swap,dense,fused_kernel,device_resident,Float32,5,32768,4.156800e-05,1.268555e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,5,32768,1.242176e-03,3.790820e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float32,5,262144,2.165440e-04,8.260498e-10
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,5,262144,7.393056e-03,2.820227e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,5,262144,1.415360e-04,5.399170e-10
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,5,262144,5.561888e-03,2.121692e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,5,262144,2.171520e-04,8.283692e-10
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,262144,7.403552e-03,2.824231e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,5,262144,1.412800e-04,5.389404e-10
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,262144,5.567232e-03,2.123731e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,5,262144,2.167680e-04,8.269043e-10
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,5,262144,7.395488e-03,2.821155e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,5,262144,1.410560e-04,5.380860e-10
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,5,262144,5.567936e-03,2.123999e-08
axis_swap,dense,per_block_launch,device_resident,Float32,5,262144,2.353280e-04,8.977051e-10
axis_swap,dense,per_block_launch,with_transfer,Float32,5,262144,1.227904e-02,4.684082e-08
axis_swap,dense,fused_kernel,device_resident,Float32,5,262144,2.729920e-04,1.041382e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,5,262144,2.075158e-02,7.916100e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float64,6,1,1.585600e-04,1.585600e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,6,1,2.870720e-04,2.870720e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float64,6,1,9.024000e-06,9.024000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,6,1,2.982400e-05,2.982400e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float64,6,1,1.568320e-04,1.568320e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,1,2.867520e-04,2.867520e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float64,6,1,8.832000e-06,8.832000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,1,2.972800e-05,2.972800e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float64,6,1,1.590720e-04,1.590720e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,1,2.872320e-04,2.872320e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float64,6,1,8.640000e-06,8.640000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,1,2.972800e-05,2.972800e-05
axis_swap,dense,per_block_launch,device_resident,Float64,6,1,1.602240e-04,1.602240e-04
axis_swap,dense,per_block_launch,with_transfer,Float64,6,1,2.893760e-04,2.893760e-04
axis_swap,dense,fused_kernel,device_resident,Float64,6,1,9.440000e-06,9.440000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,6,1,3.062400e-05,3.062400e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float64,6,8,1.597120e-04,1.996400e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,6,8,2.868480e-04,3.585600e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float64,6,8,8.960000e-06,1.120000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,6,8,3.043200e-05,3.804000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float64,6,8,1.582080e-04,1.977600e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,8,2.874560e-04,3.593200e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float64,6,8,8.864001e-06,1.108000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,8,3.043200e-05,3.804000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float64,6,8,1.595840e-04,1.994800e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,8,2.875840e-04,3.594800e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float64,6,8,8.832000e-06,1.104000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,8,3.024000e-05,3.780000e-06
axis_swap,dense,per_block_launch,device_resident,Float64,6,8,1.599040e-04,1.998800e-05
axis_swap,dense,per_block_launch,with_transfer,Float64,6,8,2.901760e-04,3.627200e-05
axis_swap,dense,fused_kernel,device_resident,Float64,6,8,9.568000e-06,1.196000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,6,8,3.126400e-05,3.908000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,6,64,1.756480e-04,2.744500e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,6,64,3.128960e-04,4.889000e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float64,6,64,9.024000e-06,1.410000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,6,64,3.430400e-05,5.360000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,6,64,1.769280e-04,2.764500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,64,3.118080e-04,4.872000e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float64,6,64,9.088000e-06,1.420000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,64,3.443200e-05,5.380000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,6,64,1.769920e-04,2.765500e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,64,3.135680e-04,4.899500e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float64,6,64,9.088000e-06,1.420000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,64,3.395200e-05,5.305000e-07
axis_swap,dense,per_block_launch,device_resident,Float64,6,64,1.759360e-04,2.749000e-06
axis_swap,dense,per_block_launch,with_transfer,Float64,6,64,3.158400e-04,4.935000e-06
axis_swap,dense,fused_kernel,device_resident,Float64,6,64,9.792000e-06,1.530000e-07
axis_swap,dense,fused_kernel,with_transfer,Float64,6,64,3.795200e-05,5.930000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,6,512,1.771200e-04,3.459375e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,6,512,3.600320e-04,7.031875e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,6,512,9.344000e-06,1.825000e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,6,512,6.598400e-05,1.288750e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,6,512,1.758720e-04,3.435000e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,512,3.604480e-04,7.040000e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,6,512,9.408000e-06,1.837500e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,512,6.579200e-05,1.285000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,6,512,1.767360e-04,3.451875e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,512,3.601920e-04,7.035000e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,6,512,9.440000e-06,1.843750e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,512,6.598400e-05,1.288750e-07
axis_swap,dense,per_block_launch,device_resident,Float64,6,512,1.757120e-04,3.431875e-07
axis_swap,dense,per_block_launch,with_transfer,Float64,6,512,4.020480e-04,7.852500e-07
axis_swap,dense,fused_kernel,device_resident,Float64,6,512,1.036800e-05,2.025000e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,6,512,9.446400e-05,1.845000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,6,4096,1.775680e-04,4.335156e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,6,4096,7.004800e-04,1.710156e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,6,4096,1.228800e-05,3.000000e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,6,4096,2.939520e-04,7.176562e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float64,6,4096,1.771520e-04,4.325000e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,4096,6.975360e-04,1.702969e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,6,4096,1.235200e-05,3.015625e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,4096,3.006720e-04,7.340625e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float64,6,4096,1.774720e-04,4.332813e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,6,4096,7.011840e-04,1.711875e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,6,4096,1.238400e-05,3.023438e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,6,4096,3.074560e-04,7.506249e-08
axis_swap,dense,per_block_launch,device_resident,Float64,6,4096,1.768640e-04,4.317969e-08
axis_swap,dense,per_block_launch,with_transfer,Float64,6,4096,9.360000e-04,2.285156e-07
axis_swap,dense,fused_kernel,device_resident,Float64,6,4096,1.526400e-05,3.726563e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,6,4096,4.744640e-04,1.158359e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,6,32768,1.825280e-04,5.570313e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,6,32768,2.870144e-03,8.758984e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float64,6,32768,3.203200e-05,9.775392e-10
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,6,32768,1.860608e-03,5.678125e-08
