mode,tf,n,ell,strategy,expansion_order,P_literature,stencil_epsilon,construct_seconds,step_seconds_min,step_seconds_median,err_potential_abs_rms,err_potential_rel_rms,err_gradient_abs_rms,err_gradient_rel_rms,err_gradient_max,reference_samples,reference_checksum,oom_fallback,host,timestamp
gpu,Float64,316228,4,dense,3,4,0.19542385331034917,27.803233669,0.078064809,0.078565227,7.64936104467315e-8,1.0198683005887279e-6,9.46933805799288e-6,0.00012314857630125637,4.022887424544696e-5,512,a2b3b37fb5a31e7983e0eef51c4860f925f839b4dd4943c5aa28419cf54d6dc2,false,m13h-1-1,2026-07-25T13:45:30Z
gpu,Float32,316228,4,dense,3,4,0.19542385331034917,31.533464196,0.065194386,0.065678366,9.785492631862246e-8,1.3046728586344692e-6,9.468810895252008e-6,0.00012314172055900494,4.0285117885997775e-5,512,a2b3b37fb5a31e7983e0eef51c4860f925f839b4dd4943c5aa28419cf54d6dc2,false,m13h-1-1,2026-07-25T13:46:33Z
gpu,Float64,316228,5,precomputed_y,3,4,0.39084770662069834,17.554706539,3.122026838,3.144161945,1.904938479621515e-8,2.539802159411189e-7,4.540932375297557e-6,5.90547463479941e-5,1.720413663336084e-5,512,a2b3b37fb5a31e7983e0eef51c4860f925f839b4dd4943c5aa28419cf54d6dc2,true,m13h-1-1,2026-07-25T13:48:10Z
gpu,Float32,316228,5,precomputed_y,3,4,0.39084770662069834,18.886018478,3.027066212,3.049332905,1.8817883863125107e-7,2.5089367757750406e-6,4.549258125065218e-6,5.9163022578523506e-5,1.7232655940144903e-5,512,a2b3b37fb5a31e7983e0eef51c4860f925f839b4dd4943c5aa28419cf54d6dc2,true,m13h-1-1,2026-07-25T13:49:49Z
gpu,Float64,1000000,4,dense,3,4,0.19542385331034917,27.938886617,0.424611738,0.427496134,7.370862911096674e-8,9.832922004529628e-7,9.079319307241735e-6,0.00011872953200051778,3.532564841207995e-5,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,false,m13h-1-1,2026-07-25T13:57:59Z
gpu,Float32,1000000,4,dense,3,4,0.19542385331034917,31.4860089,0.32129178,0.323116475,9.269983550027738e-8,1.2366398117847172e-6,9.091212433964576e-6,0.00011888505746691474,3.5328899068778476e-5,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,false,m13h-1-1,2026-07-25T13:59:06Z
gpu,Float64,1000000,5,precomputed_y,3,4,0.39084770662069834,18.351294641,3.279429293,3.31947507,1.9394365999720763e-8,2.587258649397154e-7,4.289101735739599e-6,5.608824015923692e-5,2.0470578827740623e-5,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,true,m13h-1-1,2026-07-25T14:00:45Z
gpu,Float32,1000000,5,precomputed_y,3,4,0.39084770662069834,18.909486251,3.126819374,3.166910851,1.950112398354453e-7,2.601500440907339e-6,4.316325663891767e-6,5.6444245289064725e-5,2.0321876580860847e-5,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,true,m13h-1-1,2026-07-25T14:02:26Z
