phase,attempt,n,threads,leaf_size,warmups,samples,step_seconds_min,step_seconds_median,host,timestamp
coarse,1,316228,64,5,1,3,1.432884007,1.491108998,m12-2-9,2026-07-25T13:20:53Z
coarse,1,316228,64,10,1,3,1.076697568,1.10641503,m12-2-9,2026-07-25T13:20:57Z
coarse,1,316228,64,20,1,3,0.871020913,0.984457631,m12-2-9,2026-07-25T13:21:01Z
coarse,1,316228,64,40,1,3,0.742281078,0.907553651,m12-2-9,2026-07-25T13:21:04Z
coarse,1,316228,64,80,1,3,1.197376285,1.605759557,m12-2-9,2026-07-25T13:21:10Z
coarse,1,316228,64,160,1,3,1.282603717,1.32749468,m12-2-9,2026-07-25T13:21:15Z
coarse,1,316228,64,320,1,3,2.744960906,2.774674952,m12-2-9,2026-07-25T13:21:28Z
coarse,1,316228,64,640,1,3,6.310939091,6.322279816,m12-2-9,2026-07-25T13:21:55Z
coarse,1,316228,64,1280,1,3,6.649300235,6.66165955,m12-2-9,2026-07-25T13:22:24Z
coarse,1,316228,64,2560,1,3,19.751277569,19.779487387,m12-2-9,2026-07-25T13:23:43Z
coarse,1,316228,64,5120,1,3,22.931944576,22.959188252,m12-2-9,2026-07-25T13:25:15Z
coarse,1,316228,64,316228,1,3,724.807762035,725.597795796,m12-2-9,2026-07-25T14:13:37Z
refine,1,316228,64,20,1,5,0.913678862,0.938458913,m12-2-9,2026-07-25T14:13:43Z
refine,1,316228,64,25,1,5,0.843129222,0.891340479,m12-2-9,2026-07-25T14:13:48Z
refine,1,316228,64,30,1,5,0.801002742,0.822168279,m12-2-9,2026-07-25T14:13:53Z
refine,1,316228,64,35,1,5,0.749099093,0.780248127,m12-2-9,2026-07-25T14:13:58Z
refine,1,316228,64,40,1,5,0.75645423,0.771980456,m12-2-9,2026-07-25T14:14:03Z
refine,1,316228,64,45,1,5,0.737710484,0.913335396,m12-2-9,2026-07-25T14:14:08Z
refine,1,316228,64,50,1,5,0.736974241,0.79192642,m12-2-9,2026-07-25T14:14:13Z
refine,1,316228,64,55,1,5,0.766371692,0.791055734,m12-2-9,2026-07-25T14:14:18Z
refine,1,316228,64,60,1,5,0.759989906,0.807018307,m12-2-9,2026-07-25T14:14:23Z
refine,1,316228,64,65,1,5,0.794687448,0.817349429,m12-2-9,2026-07-25T14:14:28Z
refine,1,316228,64,70,1,5,0.880670931,1.03636638,m12-2-9,2026-07-25T14:14:34Z
refine,1,316228,64,75,1,5,1.044695408,1.059674816,m12-2-9,2026-07-25T14:14:40Z
refine,1,316228,64,80,1,5,1.187847567,1.210616519,m12-2-9,2026-07-25T14:14:49Z
