label,case,n,ell,q,tf,strategy,mode,subsort,rho_t,step_ms,nearfield_ms,u_rel_rms,j_rel_rms,hom_all,hom_mixed,n_direct
wake1e6,wake,1000000,6,16,F32,regularized,classsplit,1,4.7890,345.487218,263.683664,4.8026e-04,5.1560e-03,NaN,NaN,1704916
wake1e6,wake,1000000,6,16,F32,partitioned,classsplit,1,4.7890,307.024958,198.665002,4.8026e-04,5.1558e-03,0.8639,0.7341,1704916
