manifest,job,host,gpu,julia,cuda,blas_threads,seed,policy,strategy,precision,P,lh,n,ell,window_classes,fit,note,n_cells,n_nodes,nodes_per_level,routes,routes_per_level,n_direct,nonempty_classes,max_class,mean_class,class_p50,class_p90,construction_ms,persistent_device_bytes,peak_device_bytes,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,b2m_ms,m2m_ms,m2l_ms,m2l_per_level,l2l_ms,l2b_ms,full_step_ms,m2l_device_alloc_bytes,step_device_alloc_bytes,full_step_host_alloc_bytes,route_uploads,operator_uploads,body_uploads,metadata_downloads,expansion_host_copies,err_potential,err_gradient
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,200000,5,64,true,,21724,25053,1 8 64 512 2744 21724,3895658,3096 53352 341224 3497986,544798,1264,20064,3082.0079113924053,300.0,9654.0,32121.770715,402653184,476053504,2.577983,0.02631,0.150485,4.99866,0.063393,0.7370560197159648,1.0182720143347979,12.423519976437092,0.62019 0.492392 1.268601 10.228945,0.9891199879348278,1.4355200110003352,89.13244300000001,30968,36684,51228528,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,200000,5,256,true,,21724,25053,1 8 64 512 2744 21724,3895658,3096 53352 341224 3497986,544798,1264,20064,3082.0079113924053,300.0,9654.0,19.344672,704643072,773849088,2.50272,0.020725,0.103966,4.342387,0.06049,0.7363200420513749,0.9943359764292836,11.537344194948673,0.302552 0.311837 1.106299 9.973939,0.9850240312516689,1.427647890523076,82.079318,30948,36664,51014256,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,dense,Float64,4,false,200000,5,64,true,,21724,25053,1 8 64 512 2744 21724,3895658,3096 53352 341224 3497986,544798,1264,20064,3082.0079113924053,300.0,9654.0,3649.788664,301989888,371195904,2.499474,0.021914,0.108757,4.182509,0.06083,0.7370240055024624,0.9900479344651103,4.5892479829490185,0.486644 0.383821 0.564288 3.347051,0.9844159940257668,1.4358079060912132,60.843735,30968,36684,49821808,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,dense,Float64,4,false,200000,5,256,true,,21724,25053,1 8 64 512 2744 21724,3895658,3096 53352 341224 3497986,544798,1264,20064,3082.0079113924053,300.0,9654.0,24.267681,704643072,773849088,2.383523,0.020025,0.103163,3.488341,0.059418,0.7364479824900627,0.9993599960580468,3.8819839246571064,0.241921 0.188057 0.431398 3.157332,0.9837759425863624,1.4263999182730913,74.778457,30948,36664,49682944,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,precomputed_y,Float64,4,false,200000,5,64,true,,21724,25053,1 8 64 512 2744 21724,21675006,752 160192 1639496 19874566,3376256,5384,18515,4025.818350668648,828.0,15920.0,23.969488,436207616,505413632,2.599637,0.023702,0.199709,28.381773,0.064671,0.7398080197162926,0.9980159811675549,69.24518942832947,2.424353 2.776174 6.359256 57.966515,1.0390080278739333,5.3671360947191715,129.535379,170520,189152,58252720,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,precomputed_y,Float64,4,false,200000,5,256,true,,21724,25053,1 8 64 512 2744 21724,21675006,752 160192 1639496 19874566,3376256,5384,18515,4025.818350668648,828.0,15920.0,24.288544,838860800,908066816,2.556479,0.020681,0.200386,22.021296,0.066912,0.7413440034724772,0.9991680271923542,63.001856207847595,0.748379 0.928473 5.147665 56.473425,0.9868800407275558,5.378687754273415,122.01722,170388,189020,56822736,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,dense,Float64,4,false,200000,5,64,true,,21724,25053,1 8 64 512 2744 21724,21675006,752 160192 1639496 19874566,3376256,5384,18515,4025.818350668648,828.0,15920.0,83.095827,436207616,505413632,2.615999,0.027513,0.203245,24.523175,0.067242,0.7380479946732521,0.9933760156854987,25.002239271998405,1.938855 1.925009 2.816182 18.528196,0.9899840224534273,5.374432075768709,103.864699,170520,189152,50858080,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,dense,Float64,4,false,200000,5,256,true,,21724,25053,1 8 64 512 2744 21724,21675006,752 160192 1639496 19874566,3376256,5384,18515,4025.818350668648,828.0,15920.0,84.392714,805306368,908066816,2.703467,0.025447,0.205374,18.720965,0.067274,0.7367039797827601,0.9966719662770629,20.213663578033447,0.831107 0.574201 1.915553 17.274001,0.9903359459713101,5.369151942431927,99.87415800000001,170388,189020,49917456,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,200000,6,64,true,,112795,137848,1 8 64 512 2744 21724 112795,18018980,3096 53352 341224 3497986 14123322,2168145,1580,78664,11404.417721518987,840.0,36934.8,28.267277,1610612736,1679818752,2.671973,0.02434,0.173499,21.38595,0.076299,0.48188798245973885,1.1832959717139602,54.864734411239624,0.635611 0.494942 1.277987 10.270513 42.380624,1.436607912182808,0.8083200082182884,357.492774,170348,191004,314991168,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,200000,6,256,true,,112795,137848,1 8 64 512 2744 21724 112795,18018980,3096 53352 341224 3497986 14123322,2168145,1580,78664,11404.417721518987,840.0,36934.8,65.943838,3925868544,3995074560,2.686892,0.025858,0.183374,12.446395,0.074285,0.5013759946450591,1.2515840353444219,53.77775803208351,0.384106 0.308349 1.112696 9.992327 42.113987,1.4987839385867119,0.814559985883534,357.67431100000005,170324,190980,314714784,2,2,9,27,0,NaN,NaN
4baff1ed0e418148,12992039,m13h-2-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,dense,Float64,4,false,200000,6,64,true,,112795,137848,1 8 64 512 2744 21724 112795,18018980,3096 53352 341224 3497986 14123322,2168145,1580,78664,11404.417721518987,840.0,36934.8,34.595491,1610612736,1679818752,2.56905,0.024893,0.187068,14.321869,0.073513,0.4912959993816912,1.18240003939718,15.966080129146576,0.540025 0.362941 0.564125 3.357098 11.440402,1.4332799473777413,0.8115840028040111,319.031449,170348,191004,309213152,2,2,9,27,0,NaN,NaN
